CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	SAMESCR5	TYSCR5	PROVR5	SCHNMER5
110001	1	1	6	1	0	3	3	456
110001	2	1	7	1	1	 	 	 
110001	3	1	8	1	1	 	 	 
110001	4	1	9	4	1	 	 	 
110002	1	1	7	1	1	3	3	126
110002	2	1	8	1	1	 	 	 
110002	3	1	9	1	1	 	 	 
110002	4	1	10	4	0	3	3	171
110003	1	1	7	1	1	3	98	543
110003	2	1	7	1	1	 	 	 
110003	3	1	9	1	0	3	98	543
110003	4	1	10	4	0	3	98	1208
110005	1	1	7	1	1	3	3	127
110005	2	1	8	1	1	 	 	 
110005	3	1	9	1	1	 	 	 
110005	4	1	10	4	0	3	3	166
110006	1	1	6	1	1	3	3	126
110006	2	1	7	1	1	 	 	 
110006	3	1	8	1	1	 	 	 
110006	4	1	9	4	1	 	 	 
110007	1	1	6	1	0	3	98	553
110007	2	1	7	1	1	 	 	 
110007	3	1	8	1	1	 	 	 
110007	4	1	9	4	1	 	 	 
110008	1	1	7	1	1	3	3	126
110008	2	1	8	1	1	 	 	 
110008	3	1	9	1	1	 	 	 
110008	4	1	10	4	0	3	3	171
110010	1	1	7	1	1	3	3	126
110010	2	1	8	1	1	 	 	 
110010	3	1	9	1	1	 	 	 
110010	4	1	10	4	0	3	3	171
110012	1	1	6	1	0	3	3	128
110012	2	1	7	1	1	 	 	 
110012	3	1	8	1	1	 	 	 
110012	4	1	9	4	1	 	 	 
110013	1	1	7	1	1	3	3	128
110013	2	1	8	1	1	 	 	 
110013	3	1	9	1	1	 	 	 
110013	4	1	10	4	0	3	3	171
110014	1	1	7	1	1	3	3	128
110014	2	1	8	1	1	 	 	 
110014	3	1	9	1	1	 	 	 
110014	4	0	 	 	 	 	 	 
110015	1	1	7	1	1	3	3	128
110015	2	1	8	1	1	 	 	 
110015	3	1	9	1	1	 	 	 
110015	4	1	10	4	0	3	3	171
110017	1	1	7	1	1	3	3	128
110017	2	1	8	1	1	 	 	 
110017	3	1	9	1	1	 	 	 
110017	4	1	10	4	0	3	3	450
110018	1	1	6	1	1	3	3	128
110018	2	1	7	1	1	 	 	 
110018	3	1	8	1	1	 	 	 
110018	4	1	9	4	1	 	 	 
110019	1	1	7	1	1	3	3	128
110019	2	1	8	1	1	 	 	 
110019	3	1	9	1	1	 	 	 
110019	4	1	10	4	0	3	3	180
110021	1	1	7	1	1	3	3	126
110021	2	1	8	1	1	 	 	 
110021	3	1	9	1	1	 	 	 
110021	4	1	10	4	0	3	3	171
110023	1	0	 	 	 	 	 	 
110023	2	0	 	 	 	 	 	 
110023	3	0	 	 	 	 	 	 
110023	4	0	 	 	 	 	 	 
110024	1	1	7	1	1	3	3	126
110024	2	1	8	1	1	 	 	 
110024	3	1	9	1	1	 	 	 
110024	4	1	10	4	0	3	3	171
110025	1	1	6	1	0	3	3	126
110025	2	1	7	1	1	 	 	 
110025	3	1	8	1	1	 	 	 
110025	4	1	9	4	1	 	 	 
110026	1	1	6	1	1	3	3	126
110026	2	1	7	1	1	 	 	 
110026	3	1	8	1	1	 	 	 
110026	4	1	9	4	1	 	 	 
110027	1	1	5	1	1	3	3	59
110027	2	1	6	1	0	3	3	127
110027	3	1	7	3	1	 	 	 
110027	4	0	 	 	 	 	 	 
110028	1	1	7	1	1	3	3	127
110028	2	1	9	1	1	 	 	 
110028	3	1	9	1	1	 	 	 
110028	4	1	10	4	0	3	3	166
110029	1	1	7	1	1	3	3	127
110029	2	1	9	1	1	 	 	 
110029	3	1	9	1	1	 	 	 
110029	4	0	 	 	 	 	 	 
110030	1	1	6	1	0	3	3	127
110030	2	1	7	1	1	 	 	 
110030	3	1	8	1	1	 	 	 
110030	4	1	9	4	1	 	 	 
110031	1	1	7	1	1	3	3	127
110031	2	1	8	1	1	 	 	 
110031	3	1	9	1	1	 	 	 
110031	4	1	10	4	0	3	3	166
110032	1	1	6	1	0	3	3	127
110032	2	1	7	1	1	 	 	 
110032	3	1	8	1	1	 	 	 
110032	4	1	9	4	1	 	 	 
110033	1	1	7	1	1	3	3	127
110033	2	1	8	3	1	 	 	 
110033	3	0	 	 	 	 	 	 
110033	4	0	 	 	 	 	 	 
110034	1	1	6	1	0	3	3	127
110034	2	1	7	1	1	 	 	 
110034	3	1	8	1	1	 	 	 
110034	4	1	9	4	1	 	 	 
110035	1	1	6	1	0	3	3	459
110035	2	1	7	1	1	 	 	 
110035	3	1	8	1	1	 	 	 
110035	4	1	9	4	1	 	 	 
110036	1	1	6	1	0	3	3	127
110036	2	1	7	1	1	 	 	 
110036	3	1	8	1	1	 	 	 
110036	4	1	9	4	1	 	 	 
110037	1	1	7	1	1	3	3	456
110037	2	1	8	1	1	 	 	 
110037	3	1	9	1	1	 	 	 
110037	4	1	10	4	0	3	3	1081
110038	1	1	7	1	1	3	3	450
110038	2	1	8	1	1	 	 	 
110038	3	1	9	1	0	3	3	450
110038	4	1	10	4	0	3	3	450
110040	1	1	6	1	0	3	3	127
110040	2	1	7	1	1	 	 	 
110040	3	1	8	1	1	 	 	 
110040	4	1	9	4	1	 	 	 
110041	1	1	4	1	1	3	3	61
110041	2	1	5	1	1	 	 	 
110041	3	1	6	1	0	3	3	127
110041	4	1	7	4	1	 	 	 
110042	1	1	7	1	1	3	3	127
110042	2	1	8	1	1	 	 	 
110042	3	1	9	1	1	 	 	 
110042	4	0	 	 	 	 	 	 
110043	1	1	7	1	0	3	3	127
110043	2	0	 	 	 	 	 	 
110043	3	0	 	 	 	 	 	 
110043	4	0	 	 	 	 	 	 
110044	1	1	6	1	0	3	3	127
110044	2	1	7	1	1	 	 	 
110044	3	1	8	1	1	 	 	 
110044	4	1	9	4	1	 	 	 
110045	1	1	7	1	1	3	98	546
110045	2	1	8	1	1	 	 	 
110045	3	1	9	1	1	 	 	 
110045	4	1	10	4	0	3	3	166
110046	1	1	6	1	1	3	3	127
110046	2	1	7	1	1	 	 	 
110046	3	1	8	1	1	 	 	 
110046	4	1	9	4	1	 	 	 
110047	1	1	7	1	1	3	3	127
110047	2	1	8	1	1	 	 	 
110047	3	1	9	1	1	 	 	 
110047	4	0	 	 	 	 	 	 
110048	1	1	7	1	1	3	3	127
110048	2	1	8	2	1	 	 	 
110048	3	1	9	1	1	 	 	 
110048	4	0	 	 	 	 	 	 
110049	1	1	6	1	0	3	3	127
110049	2	1	7	1	1	 	 	 
110049	3	0	 	 	 	 	 	 
110049	4	0	 	 	 	 	 	 
110050	1	1	7	1	1	3	3	126
110050	2	1	8	1	1	 	 	 
110050	3	1	9	1	1	 	 	 
110050	4	1	10	4	0	3	3	166
110051	1	1	7	1	1	3	3	126
110051	2	1	8	1	1	 	 	 
110051	3	1	9	1	1	 	 	 
110051	4	1	10	4	0	3	3	171
110052	1	1	7	1	1	3	3	126
110052	2	1	8	1	1	 	 	 
110052	3	1	9	1	1	 	 	 
110052	4	1	10	4	0	3	3	180
110053	1	1	7	1	1	3	3	126
110053	2	1	8	1	1	 	 	 
110053	3	1	9	1	1	 	 	 
110053	4	1	10	4	0	3	3	171
110054	1	1	5	1	0	3	3	65
110054	2	1	6	1	1	 	 	 
110054	3	1	7	1	1	 	 	 
110054	4	0	 	 	 	 	 	 
110055	1	1	7	1	0	3	3	128
110055	2	1	8	1	1	 	 	 
110055	3	1	9	1	1	 	 	 
110055	4	1	10	4	0	3	3	171
110056	1	1	6	1	1	3	3	127
110056	2	1	7	1	1	 	 	 
110056	3	1	8	1	1	 	 	 
110056	4	0	 	 	 	 	 	 
110057	1	1	6	1	1	3	3	448
110057	2	1	7	1	1	 	 	 
110057	3	0	 	 	 	 	 	 
110057	4	0	 	 	 	 	 	 
110058	1	1	7	1	1	3	3	120
110058	2	1	8	1	1	 	 	 
110058	3	1	9	1	1	 	 	 
110058	4	1	10	1	0	3	3	180
110059	1	1	6	1	1	3	3	122
110059	2	1	7	1	1	 	 	 
110059	3	1	8	3	1	 	 	 
110059	4	0	 	 	 	 	 	 
110060	1	1	7	1	1	3	3	127
110060	2	1	8	1	1	 	 	 
110060	3	1	9	1	1	 	 	 
110060	4	0	 	 	 	 	 	 
110061	1	1	7	1	1	3	3	127
110061	2	1	8	1	1	 	 	 
110061	3	1	9	1	1	 	 	 
110061	4	0	 	 	 	 	 	 
110062	1	1	7	1	1	3	3	127
110062	2	1	8	1	1	 	 	 
110062	3	1	9	1	1	 	 	 
110062	4	0	 	 	 	 	 	 
110064	1	1	5	1	1	3	3	61
110064	2	1	6	1	0	3	3	127
110064	3	1	7	1	1	 	 	 
110064	4	1	8	4	1	 	 	 
110066	1	1	7	1	1	3	3	127
110066	2	1	8	1	1	 	 	 
110066	3	1	9	1	1	 	 	 
110066	4	0	 	 	 	 	 	 
110067	1	1	7	1	1	3	3	127
110067	2	1	8	1	1	 	 	 
110067	3	1	9	1	1	 	 	 
110067	4	0	 	 	 	 	 	 
110068	1	1	7	1	1	3	3	127
110068	2	1	8	1	1	 	 	 
110068	3	1	9	1	1	 	 	 
110068	4	1	10	4	0	8	3	380
110069	1	1	5	1	1	3	3	61
110069	2	1	6	1	0	3	3	122
110069	3	1	7	1	1	 	 	 
110069	4	1	8	4	1	 	 	 
110072	1	1	7	1	1	3	3	128
110072	2	1	8	1	1	 	 	 
110072	3	1	9	1	1	 	 	 
110072	4	1	10	4	0	3	3	171
110073	1	1	6	1	0	3	3	128
110073	2	1	7	1	1	 	 	 
110073	3	1	8	1	1	 	 	 
110073	4	1	8	4	1	 	 	 
110074	1	1	7	1	1	3	3	128
110074	2	1	8	1	1	 	 	 
110074	3	1	9	1	1	 	 	 
110074	4	1	10	4	0	3	3	180
110075	1	1	7	1	1	3	3	128
110075	2	1	8	1	1	 	 	 
110075	3	1	9	1	1	 	 	 
110075	4	0	 	 	 	 	 	 
110076	1	1	6	1	1	3	3	128
110076	2	1	7	1	1	 	 	 
110076	3	1	8	3	1	 	 	 
110076	4	0	 	 	 	 	 	 
110077	1	1	6	1	0	3	3	127
110077	2	1	7	1	1	 	 	 
110077	3	1	8	1	1	 	 	 
110077	4	1	9	4	1	 	 	 
110078	1	1	7	1	1	3	3	454
110078	2	1	8	1	1	 	 	 
110078	3	1	9	1	1	 	 	 
110078	4	1	10	4	0	3	3	1080
110079	1	1	7	1	1	3	3	128
110079	2	1	8	1	1	 	 	 
110079	3	1	9	1	1	 	 	 
110079	4	1	10	4	0	3	3	166
110080	1	1	7	1	0	3	3	128
110080	2	1	8	1	1	 	 	 
110080	3	1	9	1	1	 	 	 
110080	4	0	 	 	 	 	 	 
110081	1	1	7	1	1	3	3	128
110081	2	1	8	1	1	 	 	 
110081	3	1	9	1	1	 	 	 
110081	4	1	10	4	0	3	3	166
110082	1	1	7	1	0	3	3	128
110082	2	1	8	1	1	 	 	 
110082	3	1	9	1	1	 	 	 
110082	4	1	10	4	0	3	3	180
110083	1	1	7	1	1	3	3	126
110083	2	1	8	1	1	 	 	 
110083	3	1	9	1	1	 	 	 
110083	4	0	 	 	 	 	 	 
110084	1	1	7	1	1	3	3	126
110084	2	1	8	1	1	 	 	 
110084	3	1	9	1	1	 	 	 
110084	4	1	10	4	0	3	3	180
110085	1	1	7	1	0	3	3	126
110085	2	1	8	1	1	 	 	 
110085	3	1	9	1	1	 	 	 
110085	4	1	10	4	0	3	3	166
110086	1	1	7	1	1	3	3	126
110086	2	1	8	1	1	 	 	 
110086	3	1	9	1	1	 	 	 
110086	4	1	10	4	0	3	3	166
110087	1	1	7	1	1	3	3	59
110087	2	1	8	1	1	 	 	 
110087	3	1	9	1	1	 	 	 
110087	4	1	10	4	0	3	3	166
110088	1	1	7	1	1	3	98	1180
110088	2	1	8	1	0	3	3	128
110088	3	1	9	1	1	 	 	 
110088	4	1	10	4	0	3	3	166
110089	1	1	7	1	1	3	3	128
110089	2	1	8	1	1	 	 	 
110089	3	1	9	1	1	 	 	 
110089	4	1	10	4	0	3	3	180
110090	1	1	7	1	1	3	3	128
110090	2	1	8	1	1	 	 	 
110090	3	1	9	1	1	 	 	 
110090	4	1	10	4	0	3	3	450
110091	1	1	6	1	1	3	3	128
110091	2	1	7	1	1	 	 	 
110091	3	1	8	1	1	 	 	 
110091	4	1	9	4	1	 	 	 
110092	1	1	6	1	0	3	3	63
110092	2	1	7	1	1	 	 	 
110092	3	1	8	1	1	 	 	 
110092	4	1	9	4	1	 	 	 
110093	1	1	6	1	1	3	3	122
110093	2	1	7	1	1	 	 	 
110093	3	1	8	1	1	 	 	 
110093	4	1	9	4	1	 	 	 
110094	1	1	7	1	1	3	3	122
110094	2	1	8	1	1	 	 	 
110094	3	1	9	1	1	 	 	 
110094	4	1	10	4	0	3	3	171
110095	1	1	7	1	1	3	98	530
110095	2	1	8	1	1	 	 	 
110095	3	1	9	1	1	 	 	 
110095	4	1	10	4	0	3	98	1199
110096	1	1	6	1	1	3	3	122
110096	2	1	7	1	1	 	 	 
110096	3	1	8	1	1	 	 	 
110096	4	1	9	4	1	 	 	 
110097	1	1	7	1	1	3	3	122
110097	2	1	8	1	1	 	 	 
110097	3	1	9	1	1	 	 	 
110097	4	0	 	 	 	 	 	 
110098	1	1	6	1	0	3	3	122
110098	2	1	7	1	1	 	 	 
110098	3	1	8	1	1	 	 	 
110098	4	1	9	4	1	 	 	 
110099	1	1	7	1	1	3	3	127
110099	2	1	8	1	1	 	 	 
110099	3	1	9	1	1	 	 	 
110099	4	1	10	4	0	3	3	166
110100	1	1	7	1	1	3	3	128
110100	2	1	8	1	1	 	 	 
110100	3	1	9	1	1	 	 	 
110100	4	1	10	4	0	3	3	166
110101	1	1	6	1	0	3	3	126
110101	2	1	7	1	1	 	 	 
110101	3	1	8	1	1	 	 	 
110101	4	1	9	4	1	 	 	 
110104	1	1	7	1	1	3	3	127
110104	2	1	8	1	1	 	 	 
110104	3	1	9	1	1	 	 	 
110104	4	1	10	4	0	3	3	166
110108	1	1	7	1	1	3	3	126
110108	2	1	8	1	1	 	 	 
110108	3	1	9	1	1	 	 	 
110108	4	1	10	4	0	3	3	180
110115	1	1	7	1	1	3	3	127
110115	2	1	8	1	1	 	 	 
110115	3	1	9	1	1	 	 	 
110115	4	0	 	 	 	 	 	 
110119	1	1	6	1	1	3	3	128
110119	2	1	7	1	1	 	 	 
110119	3	1	8	1	1	 	 	 
110119	4	1	9	4	1	 	 	 
110121	1	1	7	1	1	3	3	127
110121	2	1	8	1	1	 	 	 
110121	3	1	9	1	1	 	 	 
110121	4	1	10	4	0	3	3	166
110123	1	1	7	1	0	3	3	127
110123	2	1	8	1	1	 	 	 
110123	3	1	9	1	1	 	 	 
110123	4	1	10	4	0	3	3	166
110125	1	1	7	1	1	3	3	445
110125	2	1	8	1	1	 	 	 
110125	3	1	9	1	1	 	 	 
110125	4	1	10	4	0	3	3	177
110126	1	1	6	1	1	3	3	128
110126	2	1	7	3	1	 	 	 
110126	3	0	 	 	 	 	 	 
110126	4	0	 	 	 	 	 	 
120001	1	1	7	1	1	3	3	171
120001	2	1	8	1	1	 	 	 
120001	3	1	9	1	1	 	 	 
120001	4	1	10	4	1	 	 	 
120003	1	1	7	1	1	3	3	171
120003	2	1	8	1	1	 	 	 
120003	3	1	9	1	1	 	 	 
120003	4	1	10	4	1	 	 	 
120004	1	1	7	1	1	3	3	122
120004	2	1	8	1	1	 	 	 
120004	3	1	9	1	1	 	 	 
120004	4	1	10	4	0	3	3	171
120006	1	1	6	1	0	3	3	122
120006	2	1	7	1	1	 	 	 
120006	3	1	8	1	1	 	 	 
120006	4	1	9	4	1	 	 	 
120007	1	1	6	1	1	3	3	445
120007	2	1	7	1	1	 	 	 
120007	3	0	 	 	 	 	 	 
120007	4	0	 	 	 	 	 	 
120009	1	1	7	1	1	3	3	122
120009	2	1	8	1	1	 	 	 
120009	3	1	9	1	1	 	 	 
120009	4	1	10	4	0	3	3	178
120010	1	1	7	1	1	3	3	122
120010	2	1	8	1	1	 	 	 
120010	3	1	9	1	1	 	 	 
120010	4	1	10	4	0	3	3	167
120011	1	1	7	1	1	3	3	122
120011	2	1	8	1	1	 	 	 
120011	3	1	9	1	1	 	 	 
120011	4	1	10	4	0	3	3	178
120012	1	0	 	 	 	 	 	 
120012	2	0	 	 	 	 	 	 
120012	3	0	 	 	 	 	 	 
120012	4	0	 	 	 	 	 	 
120013	1	1	7	1	1	3	3	122
120013	2	1	8	1	1	 	 	 
120013	3	1	9	1	1	 	 	 
120013	4	1	10	4	0	3	3	178
120014	1	1	7	1	1	3	3	124
120014	2	1	8	1	1	 	 	 
120014	3	1	9	1	1	 	 	 
120014	4	1	10	4	0	3	3	171
120015	1	1	6	1	0	3	3	122
120015	2	1	7	1	1	 	 	 
120015	3	1	8	1	1	 	 	 
120015	4	1	9	4	1	 	 	 
120016	1	1	6	1	0	3	3	122
120016	2	1	7	1	1	 	 	 
120016	3	1	8	1	1	 	 	 
120016	4	1	9	4	1	 	 	 
120017	1	1	7	1	1	3	3	122
120017	2	1	8	1	1	 	 	 
120017	3	1	9	1	1	 	 	 
120017	4	1	10	4	0	3	3	171
120018	1	1	5	1	1	3	3	50
120018	2	1	6	1	0	3	3	122
120018	3	1	7	1	1	 	 	 
120018	4	1	8	4	1	 	 	 
120020	1	1	5	1	1	3	3	50
120020	2	1	6	1	0	3	3	122
120020	3	1	7	1	1	 	 	 
120020	4	1	8	1	1	 	 	 
120022	1	1	6	1	0	3	3	122
120022	2	1	7	1	1	 	 	 
120022	3	0	 	 	 	 	 	 
120022	4	0	 	 	 	 	 	 
120024	1	1	7	1	1	3	3	124
120024	2	1	8	1	1	 	 	 
120024	3	1	9	1	1	 	 	 
120024	4	0	 	 	 	 	 	 
120026	1	1	6	1	1	3	3	450
120026	2	1	7	1	1	 	 	 
120026	3	1	8	1	1	 	 	 
120026	4	1	9	4	1	 	 	 
120027	1	0	 	 	 	 	 	 
120027	2	0	 	 	 	 	 	 
120027	3	0	 	 	 	 	 	 
120027	4	0	 	 	 	 	 	 
120028	1	0	 	 	 	 	 	 
120028	2	0	 	 	 	 	 	 
120028	3	0	 	 	 	 	 	 
120028	4	0	 	 	 	 	 	 
120029	1	0	 	 	 	 	 	 
120029	2	0	 	 	 	 	 	 
120029	3	0	 	 	 	 	 	 
120029	4	0	 	 	 	 	 	 
120030	1	1	6	1	1	3	3	450
120030	2	1	7	1	1	 	 	 
120030	3	1	8	1	1	 	 	 
120030	4	1	9	4	1	 	 	 
120032	1	1	6	1	1	3	3	122
120032	2	1	7	1	1	 	 	 
120032	3	1	8	1	1	 	 	 
120032	4	1	9	1	1	 	 	 
120033	1	1	6	1	1	3	3	450
120033	2	1	7	1	1	 	 	 
120033	3	1	8	1	1	 	 	 
120033	4	1	9	1	1	 	 	 
120034	1	0	 	 	 	 	 	 
120034	2	0	 	 	 	 	 	 
120034	3	0	 	 	 	 	 	 
120034	4	0	 	 	 	 	 	 
120035	1	1	8	1	1	3	3	122
120035	2	1	9	3	1	 	 	 
120035	3	0	 	 	 	 	 	 
120035	4	0	 	 	 	 	 	 
120036	1	1	7	1	1	3	3	122
120036	2	1	8	1	1	 	 	 
120036	3	1	9	1	1	 	 	 
120036	4	1	10	4	0	3	3	178
120037	1	1	6	1	0	3	3	125
120037	2	1	7	1	1	 	 	 
120037	3	1	8	1	1	 	 	 
120037	4	1	9	4	1	 	 	 
120038	1	1	7	1	1	3	3	125
120038	2	1	9	1	1	 	 	 
120038	3	1	9	1	1	 	 	 
120038	4	1	10	4	0	3	3	179
120039	1	1	7	1	1	3	3	125
120039	2	1	8	1	1	 	 	 
120039	3	1	9	1	1	 	 	 
120039	4	1	10	4	0	3	3	178
120040	1	1	7	1	1	3	3	125
120040	2	1	8	1	1	 	 	 
120040	3	1	9	1	1	 	 	 
120040	4	0	 	 	 	 	 	 
120041	1	1	7	1	1	3	98	550
120041	2	1	8	1	1	 	 	 
120041	3	1	9	1	1	 	 	 
120041	4	1	10	4	0	3	98	1210
120042	1	1	7	1	1	3	3	125
120042	2	1	8	1	1	 	 	 
120042	3	1	9	1	1	 	 	 
120042	4	1	10	4	0	3	3	178
120043	1	0	 	 	 	 	 	 
120043	2	0	 	 	 	 	 	 
120043	3	0	 	 	 	 	 	 
120043	4	0	 	 	 	 	 	 
120045	1	1	7	1	1	1	3	123
120045	2	1	8	1	1	 	 	 
120045	3	1	9	1	1	 	 	 
120045	4	0	 	 	 	 	 	 
120046	1	1	6	1	1	3	3	124
120046	2	1	7	1	1	 	 	 
120046	3	1	8	1	1	 	 	 
120046	4	1	9	3	1	 	 	 
120048	1	1	7	1	1	3	3	123
120048	2	0	 	 	 	 	 	 
120048	3	0	 	 	 	 	 	 
120048	4	0	 	 	 	 	 	 
120049	1	1	7	1	1	3	3	125
120049	2	1	8	1	1	 	 	 
120049	3	1	9	1	1	 	 	 
120049	4	1	10	4	0	3	3	450
120050	1	1	6	1	1	3	3	124
120050	2	1	7	3	1	 	 	 
120050	3	0	 	 	 	 	 	 
120050	4	0	 	 	 	 	 	 
120053	1	1	7	1	1	3	3	125
120053	2	1	8	1	1	 	 	 
120053	3	1	9	1	1	 	 	 
120053	4	1	10	1	0	3	3	179
120054	1	1	7	1	1	3	3	125
120054	2	1	7	1	1	 	 	 
120054	3	1	8	1	1	 	 	 
120054	4	1	9	1	0	3	3	179
120055	1	1	7	1	1	3	3	456
120055	2	1	8	1	1	 	 	 
120055	3	1	9	1	1	 	 	 
120055	4	1	10	4	0	3	3	1081
120058	1	1	7	1	1	3	3	125
120058	2	1	8	1	1	 	 	 
120058	3	1	9	1	1	 	 	 
120058	4	1	10	4	0	3	3	177
120059	1	1	7	1	1	3	3	167
120059	2	1	8	1	1	 	 	 
120059	3	1	9	1	1	 	 	 
120059	4	1	10	4	1	 	 	 
120060	1	1	7	1	1	3	3	446
120060	2	1	8	1	1	 	 	 
120060	3	1	9	1	1	 	 	 
120060	4	1	10	4	0	3	3	168
120061	1	1	7	1	1	3	3	125
120061	2	1	8	1	1	 	 	 
120061	3	1	9	1	1	 	 	 
120061	4	0	 	 	 	 	 	 
120062	1	1	7	1	1	3	3	125
120062	2	1	8	1	1	 	 	 
120062	3	1	9	1	1	 	 	 
120062	4	1	10	4	0	3	3	178
120063	1	1	7	1	1	3	3	124
120063	2	1	8	1	1	 	 	 
120063	3	1	9	1	1	 	 	 
120063	4	1	10	4	0	3	3	172
120064	1	1	6	2	1	3	3	459
120064	2	0	 	 	 	 	 	 
120064	3	0	 	 	 	 	 	 
120064	4	0	 	 	 	 	 	 
120065	1	1	7	1	1	3	3	124
120065	2	1	8	1	1	 	 	 
120065	3	1	9	1	1	 	 	 
120065	4	1	10	4	0	3	3	123
120066	1	1	7	1	1	3	3	124
120066	2	1	8	1	1	 	 	 
120066	3	1	9	1	1	 	 	 
120066	4	1	10	4	0	3	3	1083
120067	1	1	7	1	1	3	3	124
120067	2	1	8	1	1	 	 	 
120067	3	1	9	1	1	 	 	 
120067	4	1	10	4	0	3	3	166
120068	1	1	7	1	1	3	3	447
120068	2	1	8	1	1	 	 	 
120068	3	1	9	1	1	 	 	 
120068	4	1	10	4	0	3	3	384
120069	1	1	7	1	1	3	3	123
120069	2	1	8	1	1	 	 	 
120069	3	1	9	1	1	 	 	 
120069	4	1	10	4	0	3	3	450
120070	1	1	7	1	1	3	3	123
120070	2	1	8	1	1	 	 	 
120070	3	1	9	1	1	 	 	 
120070	4	1	10	4	0	3	3	179
120071	1	1	7	1	1	3	3	123
120071	2	1	8	1	0	3	3	459
120071	3	1	9	1	1	 	 	 
120071	4	1	10	4	0	3	3	1081
120072	1	1	7	1	1	3	3	123
120072	2	1	8	1	1	 	 	 
120072	3	1	9	1	1	 	 	 
120072	4	1	10	4	0	3	3	179
120076	1	1	6	1	0	3	3	123
120076	2	1	7	1	1	 	 	 
120076	3	1	8	1	1	 	 	 
120076	4	1	9	4	1	 	 	 
120077	1	1	7	1	1	3	3	125
120077	2	1	8	1	1	 	 	 
120077	3	1	9	1	1	 	 	 
120077	4	1	10	4	0	3	3	178
120078	1	1	7	1	1	3	3	124
120078	2	1	8	3	1	 	 	 
120078	3	0	 	 	 	 	 	 
120078	4	0	 	 	 	 	 	 
120079	1	1	6	1	0	3	3	125
120079	2	1	7	1	1	 	 	 
120079	3	1	8	1	1	 	 	 
120079	4	1	9	4	1	 	 	 
120080	1	1	7	1	1	3	3	125
120080	2	1	8	1	1	 	 	 
120080	3	1	9	1	1	 	 	 
120080	4	1	10	4	0	3	3	177
120081	1	1	7	1	1	3	3	125
120081	2	1	8	2	1	 	 	 
120081	3	1	9	1	1	 	 	 
120081	4	1	10	4	0	3	3	178
120083	1	1	7	1	1	3	3	125
120083	2	1	8	1	1	 	 	 
120083	3	1	9	1	1	 	 	 
120083	4	1	10	4	0	3	3	178
120084	1	1	6	1	0	3	3	450
120084	2	1	7	1	1	 	 	 
120084	3	1	8	1	1	 	 	 
120084	4	1	9	4	1	 	 	 
120085	1	1	7	1	1	3	3	124
120085	2	1	8	1	1	 	 	 
120085	3	1	9	1	1	 	 	 
120085	4	1	10	4	0	3	3	1083
120086	1	1	7	1	1	3	3	124
120086	2	1	8	1	1	 	 	 
120086	3	1	9	1	1	 	 	 
120086	4	1	10	4	0	3	3	1083
120087	1	1	7	1	1	3	3	124
120087	2	1	8	1	1	 	 	 
120087	3	1	9	1	1	 	 	 
120087	4	1	10	4	0	3	3	1083
120088	1	1	6	1	0	3	3	124
120088	2	1	7	1	1	 	 	 
120088	3	1	8	1	1	 	 	 
120088	4	1	9	4	1	 	 	 
120089	1	1	7	1	1	3	3	124
120089	2	1	8	1	1	 	 	 
120089	3	1	9	1	1	 	 	 
120089	4	1	10	4	0	3	3	173
120090	1	1	7	1	1	3	3	455
120090	2	1	8	1	1	 	 	 
120090	3	1	9	1	1	 	 	 
120090	4	1	14	4	0	7	3	1085
120092	1	1	6	1	1	3	3	125
120092	2	1	7	1	1	 	 	 
120092	3	1	8	1	1	 	 	 
120092	4	1	9	1	1	 	 	 
120093	1	1	6	1	0	3	3	125
120093	2	1	7	1	1	 	 	 
120093	3	1	8	2	1	 	 	 
120093	4	0	 	 	 	 	 	 
120094	1	1	6	1	0	3	3	125
120094	2	1	7	1	1	 	 	 
120094	3	1	8	1	1	 	 	 
120094	4	1	9	4	1	 	 	 
120095	1	1	6	1	0	3	3	125
120095	2	1	7	1	1	 	 	 
120095	3	1	8	1	1	 	 	 
120095	4	1	9	4	1	 	 	 
120096	1	1	7	1	1	3	3	125
120096	2	1	8	1	1	 	 	 
120096	3	1	9	1	1	 	 	 
120096	4	1	10	4	0	3	3	380
120097	1	1	6	1	1	3	3	124
120097	2	0	 	 	 	 	 	 
120097	3	0	 	 	 	 	 	 
120097	4	0	 	 	 	 	 	 
120098	1	1	7	1	1	3	3	125
120098	2	1	8	1	1	 	 	 
120098	3	1	9	1	0	3	3	125
120098	4	1	10	4	0	3	3	379
120099	1	1	6	3	0	3	3	125
120099	2	0	 	 	 	 	 	 
120099	3	0	 	 	 	 	 	 
120099	4	0	 	 	 	 	 	 
120100	1	1	6	1	1	3	3	123
120100	2	1	7	1	1	 	 	 
120100	3	1	8	1	1	 	 	 
120100	4	1	9	4	1	 	 	 
120114	1	1	6	1	0	3	98	1115
120114	2	1	7	1	1	 	 	 
120114	3	1	8	1	1	 	 	 
120114	4	1	9	4	1	 	 	 
120115	1	1	7	1	1	3	3	122
120115	2	1	8	1	1	 	 	 
120115	3	1	9	1	1	 	 	 
120115	4	1	10	4	0	8	3	380
120121	1	1	7	1	1	3	3	122
120121	2	1	8	1	1	 	 	 
120121	3	1	9	1	1	 	 	 
120121	4	0	 	 	 	 	 	 
120124	1	1	6	1	0	3	3	122
120124	2	1	7	1	1	 	 	 
120124	3	1	8	1	1	 	 	 
120124	4	1	9	4	1	 	 	 
