CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	STATER4	DSSCR4	SCHNMER4
101030	13	12	1	1	12	3122
101031	10	11	3	1	12	3120
101031	11	11	3	1	12	3120
101031	12	0	 	 	 	 
101031	13	0	 	 	 	 
101032	10	0	 	 	 	 
101032	11	0	 	 	 	 
101032	12	0	 	 	 	 
101032	13	0	 	 	 	 
101033	10	10	3	1	12	1040
101033	11	0	 	 	 	 
101033	12	0	 	 	 	 
101033	13	0	 	 	 	 
101034	10	15	8	1	12	3123
101034	11	15	8	1	12	3123
101034	12	15	8	1	12	3123
101034	13	0	 	 	 	 
101035	10	0	 	 	 	 
101035	11	0	 	 	 	 
101035	12	0	 	 	 	 
101035	13	0	 	 	 	 
101037	10	8	1	1	12	1047
101037	11	9	3	1	12	1045
101037	12	10	3	1	12	1045
101037	13	11	3	1	12	3113
101038	10	10	1	1	12	1041
101038	11	11	1	1	12	3124
101038	12	12	1	1	12	3124
101038	13	15	1	1	12	3125
101039	10	0	 	 	 	 
101039	11	0	 	 	 	 
101039	12	0	 	 	 	 
101039	13	0	 	 	 	 
101040	10	0	 	 	 	 
101040	11	0	 	 	 	 
101040	12	0	 	 	 	 
101040	13	0	 	 	 	 
101041	10	10	1	1	12	1047
101041	11	11	1	1	12	3098
101041	12	12	1	1	12	3098
101041	13	15	1	1	12	3126
101042	10	10	3	1	12	1032
101042	11	11	3	1	12	3096
101042	12	11	1	1	12	3114
101042	13	12	1	1	12	3114
101043	10	0	 	 	 	 
101043	11	0	 	 	 	 
101043	12	0	 	 	 	 
101043	13	0	 	 	 	 
101044	10	8	3	1	12	765
101044	11	9	3	1	12	830
101044	12	0	 	 	 	 
101044	13	0	 	 	 	 
101045	10	11	3	1	12	3127
101045	11	12	3	1	12	3127
101045	12	0	 	 	 	 
101045	13	0	 	 	 	 
101046	10	0	 	 	 	 
101046	11	0	 	 	 	 
101046	12	0	 	 	 	 
101046	13	0	 	 	 	 
101047	10	12	3	1	12	3096
101047	11	0	 	 	 	 
101047	12	0	 	 	 	 
101047	13	0	 	 	 	 
101048	10	10	3	1	12	1040
101048	11	14	3	1	12	3128
101048	12	14	3	1	12	3128
101048	13	0	 	 	 	 
101049	10	0	 	 	 	 
101049	11	0	 	 	 	 
101049	12	0	 	 	 	 
101049	13	0	 	 	 	 
101050	10	10	3	1	12	1049
101050	11	0	 	 	 	 
101050	12	0	 	 	 	 
101050	13	0	 	 	 	 
111001	10	11	8	1	12	3129
111001	11	12	8	1	12	3129
111001	12	15	1	1	12	3130
111001	13	15	1	1	12	3130
111002	10	11	3	1	12	3131
111002	11	12	3	1	12	3131
111002	12	0	 	 	 	 
111002	13	0	 	 	 	 
111003	10	10	3	1	12	1052
111003	11	14	1	2	98	3132
111003	12	14	1	2	98	3132
111003	13	0	 	 	 	 
111004	10	0	 	 	 	 
111004	11	0	 	 	 	 
111004	12	0	 	 	 	 
111004	13	0	 	 	 	 
111005	10	11	1	1	12	3126
111005	11	12	1	1	12	3126
111005	12	0	 	 	 	 
111005	13	15	3	1	12	3121
111006	10	0	 	 	 	 
111006	11	0	 	 	 	 
111006	12	0	 	 	 	 
111006	13	0	 	 	 	 
111007	10	0	 	 	 	 
111007	11	0	 	 	 	 
111007	12	0	 	 	 	 
111007	13	0	 	 	 	 
111008	10	0	 	 	 	 
111008	11	0	 	 	 	 
111008	12	0	 	 	 	 
111008	13	0	 	 	 	 
111009	10	11	1	1	6	3106
111009	11	12	1	1	6	3106
111009	12	15	1	1	15	3133
111009	13	15	1	1	15	3133
111010	11	0	 	 	 	 
111010	12	0	 	 	 	 
111010	13	0	 	 	 	 
111011	10	11	1	1	12	3134
111011	11	0	 	 	 	 
111011	12	0	 	 	 	 
111011	13	0	 	 	 	 
111012	10	8	3	1	12	1062
111012	11	9	3	1	12	1062
111012	12	10	3	1	12	1062
111012	13	11	3	1	12	1062
111013	10	15	8	1	12	3130
111013	11	15	8	1	12	3130
111013	12	15	8	1	12	3130
111013	13	15	8	1	12	3130
111014	10	13	3	1	12	3136
111014	11	15	3	1	12	3137
111014	12	15	3	1	12	3137
111014	13	15	3	1	12	3137
111015	11	12	3	1	12	3138
111015	12	0	 	 	 	 
111015	13	0	 	 	 	 
111016	10	0	 	 	 	 
111016	11	0	 	 	 	 
111016	12	0	 	 	 	 
111016	13	0	 	 	 	 
111017	10	15	3	1	12	3139
111017	11	15	3	1	12	3139
111017	12	0	 	 	 	 
111017	13	0	 	 	 	 
111018	10	12	8	1	12	3140
111018	11	15	8	1	12	3129
111018	12	15	8	1	12	3129
111018	13	15	8	1	12	3129
111019	10	11	3	1	13	3141
111019	11	12	3	1	13	3141
111019	12	13	3	1	12	3142
111019	13	0	 	 	 	 
111020	10	0	 	 	 	 
111020	11	0	 	 	 	 
111020	12	0	 	 	 	 
111020	13	0	 	 	 	 
111021	10	0	 	 	 	 
111021	11	0	 	 	 	 
111021	12	0	 	 	 	 
111021	13	0	 	 	 	 
111022	10	0	 	 	 	 
111022	11	0	 	 	 	 
111022	12	0	 	 	 	 
111022	13	0	 	 	 	 
111023	10	12	3	1	12	3138
111023	11	15	3	1	12	3142
111023	12	15	3	1	12	3142
111023	13	15	3	1	12	3142
111024	10	0	 	 	 	 
111024	11	0	 	 	 	 
111024	12	0	 	 	 	 
111024	13	0	 	 	 	 
111025	10	0	 	 	 	 
111025	11	0	 	 	 	 
111025	12	0	 	 	 	 
111025	13	0	 	 	 	 
111026	10	11	3	1	12	3138
111026	11	12	3	1	12	3138
111026	12	0	 	 	 	 
111026	13	0	 	 	 	 
111027	10	0	 	 	 	 
111027	11	0	 	 	 	 
111027	12	0	 	 	 	 
111027	13	0	 	 	 	 
111028	10	0	 	 	 	 
111028	11	0	 	 	 	 
111028	12	0	 	 	 	 
111028	13	0	 	 	 	 
111029	10	13	3	1	3	3144
111029	11	13	3	1	3	3144
111029	12	13	3	1	3	3144
111029	13	13	3	1	3	3144
111030	10	11	3	1	12	3138
111030	11	12	3	1	12	3138
111030	12	0	 	 	 	 
111030	13	15	1	1	12	3130
111031	10	9	3	1	12	1065
111031	11	10	3	1	12	1065
111031	12	11	3	1	12	3138
111031	13	12	3	1	12	3138
111032	10	11	3	1	12	3145
111032	11	12	3	1	12	3145
111032	12	0	 	 	 	 
111032	13	0	 	 	 	 
111033	10	0	 	 	 	 
111033	11	0	 	 	 	 
111033	12	0	 	 	 	 
111033	13	0	 	 	 	 
111034	10	12	3	1	12	3142
111034	11	15	3	1	12	3142
111034	12	15	3	1	12	3142
111034	13	15	3	1	12	3142
111035	10	0	 	 	 	 
111035	11	0	 	 	 	 
111035	12	0	 	 	 	 
111035	13	0	 	 	 	 
111036	10	12	3	1	12	3138
111036	11	13	3	1	10	3050
111036	12	13	3	1	10	3050
111036	13	13	3	1	10	3050
111038	10	0	 	 	 	 
111038	11	0	 	 	 	 
111038	12	0	 	 	 	 
111038	13	0	 	 	 	 
111039	10	12	1	1	12	3130
111039	11	15	1	1	12	3130
111039	12	15	1	1	12	3130
111039	13	15	1	1	12	3130
111040	11	15	8	1	12	3130
111040	12	15	8	1	12	3130
111040	13	15	8	1	12	3130
111041	10	0	 	 	 	 
111041	11	0	 	 	 	 
111041	12	0	 	 	 	 
111041	13	0	 	 	 	 
111044	10	0	 	 	 	 
111044	11	0	 	 	 	 
111044	12	0	 	 	 	 
111044	13	0	 	 	 	 
111045	10	0	 	 	 	 
111045	11	0	 	 	 	 
111045	12	0	 	 	 	 
111045	13	0	 	 	 	 
111046	10	10	3	1	12	1065
111046	11	0	 	 	 	 
111046	12	0	 	 	 	 
111046	13	0	 	 	 	 
111047	10	12	1	1	12	3146
111047	11	15	3	1	12	3142
111047	12	15	3	1	12	3142
111047	13	15	3	1	12	3142
111048	10	11	1	1	12	3147
111048	11	12	1	1	12	3147
111048	12	0	 	 	 	 
111048	13	0	 	 	 	 
111049	10	0	 	 	 	 
111049	11	0	 	 	 	 
111049	12	0	 	 	 	 
111049	13	0	 	 	 	 
111050	11	15	8	1	12	3140
111050	12	15	8	1	12	3140
111050	13	15	8	1	12	3140
111051	10	0	 	 	 	 
111051	11	0	 	 	 	 
111051	12	0	 	 	 	 
111051	13	0	 	 	 	 
111053	10	11	1	1	12	3149
111053	11	12	1	1	12	3149
111053	12	15	1	1	12	3150
111053	13	15	1	1	12	3150
111054	10	0	 	 	 	 
111054	11	0	 	 	 	 
111054	12	0	 	 	 	 
111054	13	0	 	 	 	 
111055	10	0	 	 	 	 
111055	11	0	 	 	 	 
111055	12	0	 	 	 	 
111055	13	0	 	 	 	 
111056	10	0	 	 	 	 
111056	11	0	 	 	 	 
111056	12	0	 	 	 	 
111056	13	11	1	1	12	3148
111057	10	11	8	1	12	3140
111057	11	12	8	1	12	3140
111057	12	0	 	 	 	 
111057	13	0	 	 	 	 
121001	10	8	3	1	12	1069
121001	11	9	3	1	12	1069
121001	12	10	3	1	12	1069
121001	13	11	1	1	12	3151
121002	10	10	1	1	12	1070
121002	11	11	1	1	12	3149
121002	12	0	 	 	 	 
121002	13	12	1	1	12	3125
121003	10	0	 	 	 	 
121003	11	0	 	 	 	 
121003	12	0	 	 	 	 
121003	13	0	 	 	 	 
121004	10	9	1	1	12	1070
121004	11	10	1	1	12	1070
121004	12	11	1	1	6	3100
121004	13	12	1	1	6	3100
121005	10	9	3	1	12	1071
121005	11	10	3	1	12	1071
121005	12	11	8	1	12	3126
121005	13	12	8	1	12	3126
121006	10	0	 	 	 	 
121006	11	0	 	 	 	 
121006	12	0	 	 	 	 
121006	13	0	 	 	 	 
121007	10	11	1	1	12	3152
121007	11	12	1	1	12	3152
121007	12	15	1	1	12	3152
121007	13	15	1	1	12	3152
121008	10	13	3	1	12	3139
121008	11	13	3	1	12	3139
121008	12	15	1	1	11	3153
121008	13	15	1	1	11	3153
121009	10	12	1	1	12	1336
121009	11	13	1	1	12	3154
121009	12	13	1	1	12	3154
121009	13	13	1	1	12	3154
121010	10	9	1	1	12	1073
121010	11	10	1	1	12	1073
121010	12	11	3	1	12	3155
121010	13	12	3	1	12	3155
121011	10	10	3	1	12	1071
121011	11	11	1	1	10	3156
121011	12	12	1	1	10	3156
121011	13	15	1	1	10	3157
121012	10	10	3	1	12	1071
121012	11	11	1	1	10	3045
121012	12	12	1	1	10	3045
121012	13	15	1	1	12	3158
121013	10	0	 	 	 	 
121013	11	0	 	 	 	 
121013	12	0	 	 	 	 
121013	13	0	 	 	 	 
121014	10	11	1	1	12	3159
121014	11	12	1	1	12	3159
121014	12	15	1	1	12	3160
121014	13	15	1	1	12	3160
121015	10	10	1	1	12	1075
121015	11	11	1	1	12	3161
121015	12	12	1	1	12	3161
121015	13	0	 	 	 	 
121016	10	11	1	1	12	9999
121016	11	12	1	1	12	3125
121016	12	15	1	1	12	3125
121016	13	15	1	1	12	3125
121017	10	11	1	1	10	3045
121017	11	12	1	1	10	3045
121017	12	15	1	1	10	3041
121017	13	15	1	1	10	9999
121018	10	11	1	1	10	3045
121018	11	12	1	1	10	3045
121018	12	15	1	2	10	3041
121018	13	15	1	1	10	3041
121019	10	10	3	1	12	1071
121019	11	0	 	 	 	 
121019	12	0	 	 	 	 
121019	13	0	 	 	 	 
121020	10	10	3	1	12	1071
121020	11	11	1	1	12	3163
121020	12	12	1	1	12	3163
121020	13	14	1	1	6	2878
121021	10	11	1	1	12	3164
121021	11	12	1	1	12	3164
121021	12	15	1	1	12	3160
121021	13	15	1	1	12	3160
121022	10	12	1	1	6	3100
121022	11	15	1	1	13	3165
121022	12	15	1	1	13	3165
121022	13	15	1	1	13	3165
121023	10	11	1	1	12	3125
121023	11	12	1	1	12	3125
121023	12	13	1	1	7	3166
121023	13	13	1	1	10	3166
121024	10	0	 	 	 	 
121024	11	0	 	 	 	 
121024	12	0	 	 	 	 
121024	13	0	 	 	 	 
121025	10	11	1	1	12	3163
121025	11	12	1	1	12	3163
121025	12	0	 	 	 	 
121025	13	15	1	1	12	3167
121026	10	11	3	1	12	3168
121026	11	0	 	 	 	 
121026	12	0	 	 	 	 
121026	13	0	 	 	 	 
121027	10	11	1	1	12	3169
121027	11	12	1	1	12	3169
121027	12	13	1	1	12	3170
121027	13	13	1	1	12	3170
121028	10	11	1	1	12	3163
121028	11	12	1	1	12	3163
121028	12	15	1	1	12	3171
121028	13	15	1	1	11	3171
121029	10	11	3	1	12	3168
121029	11	12	3	1	12	3168
121029	12	0	 	 	 	 
121029	13	0	 	 	 	 
121030	10	0	 	 	 	 
121030	11	0	 	 	 	 
121030	12	0	 	 	 	 
121030	13	0	 	 	 	 
121031	10	10	3	1	12	1080
121031	11	0	 	 	 	 
121031	12	0	 	 	 	 
121031	13	0	 	 	 	 
121032	10	9	3	1	12	1081
121032	11	10	3	1	12	1082
121032	12	11	3	1	12	3172
121032	13	12	1	1	12	3173
121033	10	0	 	 	 	 
121033	11	0	 	 	 	 
121033	12	0	 	 	 	 
121033	13	0	 	 	 	 
121034	10	10	3	1	12	1083
121034	11	11	1	1	12	3174
121034	12	0	 	 	 	 
121034	13	0	 	 	 	 
121035	10	12	3	1	12	3168
121035	11	15	3	1	12	3175
121035	12	15	3	1	12	3175
121035	13	15	3	1	12	3175
121036	10	11	1	1	12	3176
121036	11	12	1	1	12	3176
121036	12	15	1	1	16	2977
121036	13	15	1	1	16	2977
121037	10	0	 	 	 	 
121037	11	0	 	 	 	 
121037	12	0	 	 	 	 
121037	13	0	 	 	 	 
121038	10	9	3	1	12	1080
121038	11	0	 	 	 	 
121038	12	0	 	 	 	 
121038	13	0	 	 	 	 
121039	10	10	3	1	12	3177
121039	11	11	3	1	12	3137
121039	12	0	 	 	 	 
121039	13	0	 	 	 	 
121040	10	0	 	 	 	 
121040	11	0	 	 	 	 
121040	12	0	 	 	 	 
121040	13	0	 	 	 	 
121041	10	0	 	 	 	 
121041	11	0	 	 	 	 
121041	12	0	 	 	 	 
121041	13	0	 	 	 	 
121042	10	0	 	 	 	 
121042	11	0	 	 	 	 
121042	12	0	 	 	 	 
121042	13	0	 	 	 	 
121043	10	10	3	1	12	1080
121043	11	14	1	1	12	3174
121043	12	0	 	 	 	 
121043	13	0	 	 	 	 
121044	10	10	1	1	12	1080
121044	11	11	1	1	12	3174
121044	12	12	1	1	12	3174
121044	13	0	 	 	 	 
121045	10	10	3	1	12	1087
121045	11	0	 	 	 	 
121045	12	0	 	 	 	 
121045	13	0	 	 	 	 
121046	10	0	 	 	 	 
121046	11	0	 	 	 	 
121046	12	0	 	 	 	 
121046	13	0	 	 	 	 
121047	10	0	 	 	 	 
121047	11	0	 	 	 	 
121047	12	0	 	 	 	 
121047	13	0	 	 	 	 
121048	10	11	1	1	12	9999
121048	11	12	1	1	12	3174
121048	12	0	 	 	 	 
121048	13	15	3	1	12	3175
121049	10	10	3	1	12	1080
121049	11	11	1	1	12	3178
121049	12	12	1	1	12	3178
121049	13	0	 	 	 	 
121050	10	12	1	1	12	3174
121050	11	12	1	1	12	3174
121050	12	15	3	1	12	3175
121050	13	15	3	1	12	3175
131001	10	10	3	1	12	1088
131001	11	11	3	1	12	3179
131001	12	11	3	1	12	3179
131001	13	12	3	1	12	3179
131002	10	0	 	 	 	 
131002	11	0	 	 	 	 
131002	12	0	 	 	 	 
131002	13	0	 	 	 	 
131003	10	0	 	 	 	 
131003	11	0	 	 	 	 
131003	12	0	 	 	 	 
131003	13	0	 	 	 	 
131004	10	0	 	 	 	 
131004	11	0	 	 	 	 
131004	12	0	 	 	 	 
131004	13	0	 	 	 	 
131005	10	11	3	1	12	3180
131005	11	12	3	1	12	3180
131005	12	14	1	1	12	3181
131005	13	14	1	1	12	3181
131006	10	10	3	1	12	1088
131006	11	11	3	1	12	3182
131006	12	12	3	1	12	3182
131006	13	0	 	 	 	 
131008	10	12	3	1	12	3179
131008	11	15	3	1	12	3183
131008	12	15	3	1	12	3183
131008	13	15	3	1	12	3183
131009	10	12	3	1	12	3182
131009	11	0	 	 	 	 
131009	12	0	 	 	 	 
131009	13	0	 	 	 	 
131010	10	11	1	1	10	3045
131010	11	12	1	1	10	3045
131010	12	15	1	1	11	3153
131010	13	15	1	2	11	3153
131011	10	10	1	1	12	1091
131011	11	11	1	1	12	3152
131011	12	12	1	1	12	3152
131011	13	15	1	1	12	3152
131012	10	11	3	1	11	3184
131012	11	12	3	1	11	3184
131012	12	15	3	1	11	3184
131012	13	15	3	1	11	3184
131013	10	12	1	1	12	3152
131013	11	15	1	1	12	3152
131013	12	15	1	1	12	3152
131013	13	15	1	1	12	3152
131014	10	11	1	1	12	3045
131014	11	12	1	1	12	3045
131014	12	15	1	1	12	3105
131014	13	15	1	1	12	3105
131015	10	10	3	1	12	1091
131015	11	11	3	1	12	3182
131015	12	12	3	1	12	9999
131015	13	15	1	1	12	3152
131016	10	11	1	1	10	3077
131016	11	12	1	1	10	3077
131016	12	15	1	1	11	3185
131016	13	15	1	1	11	3185
131017	10	11	3	1	12	3182
131017	11	12	3	1	12	3182
131017	12	0	 	 	 	 
131017	13	0	 	 	 	 
131018	10	0	 	 	 	 
131018	11	0	 	 	 	 
131018	12	0	 	 	 	 
131018	13	0	 	 	 	 
131019	10	11	3	1	12	3182
131019	11	12	3	1	12	3182
131019	12	15	1	1	12	3186
131019	13	0	 	 	 	 
131020	10	0	 	 	 	 
131020	11	0	 	 	 	 
131020	12	0	 	 	 	 
131020	13	0	 	 	 	 
131021	10	0	 	 	 	 
131021	11	0	 	 	 	 
131021	12	0	 	 	 	 
131021	13	0	 	 	 	 
131022	10	10	3	1	12	1095
131022	11	0	 	 	 	 
131022	12	0	 	 	 	 
131022	13	0	 	 	 	 
131023	10	0	 	 	 	 
131023	11	0	 	 	 	 
131023	12	0	 	 	 	 
131023	13	0	 	 	 	 
131024	10	0	 	 	 	 
131024	11	0	 	 	 	 
131024	12	0	 	 	 	 
131024	13	0	 	 	 	 
131025	10	0	 	 	 	 
131025	11	0	 	 	 	 
131025	12	0	 	 	 	 
131025	13	0	 	 	 	 
131026	10	10	3	1	12	1094
131026	11	0	 	 	 	 
131026	12	0	 	 	 	 
131026	13	0	 	 	 	 
131027	10	11	1	2	98	3378
131027	11	12	1	2	98	3378
131027	12	15	1	2	98	3379
131027	13	15	1	2	98	9999
131028	10	10	3	1	12	1094
131028	11	11	3	1	12	3182
131028	12	12	3	1	12	3182
131028	13	0	 	 	 	 
131029	10	0	 	 	 	 
131029	11	0	 	 	 	 
131029	12	0	 	 	 	 
131029	13	0	 	 	 	 
131030	10	11	1	1	12	3380
131030	11	12	1	1	12	3380
131030	12	0	 	 	 	 
131030	13	0	 	 	 	 
131031	10	14	1	1	12	3181
131031	11	14	1	1	12	3181
131031	12	0	 	 	 	 
131031	13	0	 	 	 	 
131032	10	11	3	1	12	3182
131032	11	0	 	 	 	 
131032	12	0	 	 	 	 
131032	13	0	 	 	 	 
131034	10	11	3	1	12	3182
131034	11	12	3	1	12	3182
131034	12	15	3	1	12	3183
131034	13	15	3	1	12	3183
131035	10	0	 	 	 	 
131035	11	0	 	 	 	 
131035	12	0	 	 	 	 
131035	13	0	 	 	 	 
131036	10	0	 	 	 	 
131036	11	0	 	 	 	 
131036	12	0	 	 	 	 
131036	13	0	 	 	 	 
131037	10	9	3	1	12	1099
131037	11	10	3	1	12	1099
131037	12	11	3	1	12	3179
131037	13	12	3	1	12	3179
131038	10	0	 	 	 	 
131038	11	11	3	1	12	3182
131038	12	0	 	 	 	 
131038	13	0	 	 	 	 
131039	10	11	3	1	10	3187
131039	11	12	3	1	10	3187
131039	12	0	 	 	 	 
131039	13	0	 	 	 	 
131040	10	10	1	1	12	1100
131040	11	11	1	1	6	3040
131040	12	12	1	1	6	3040
131040	13	15	3	1	11	3188
131041	10	0	 	 	 	 
131041	11	0	 	 	 	 
131041	12	0	 	 	 	 
131041	13	0	 	 	 	 
131042	10	11	3	1	12	3179
131042	11	12	3	1	12	3179
131042	12	15	3	1	12	3189
131042	13	15	3	1	12	3189
131043	10	15	1	1	12	3186
131043	11	15	1	1	12	3186
131043	12	15	1	1	12	3186
131043	13	0	 	 	 	 
131044	10	9	1	2	98	3191
131044	11	10	1	2	98	3191
131044	12	11	1	2	98	3191
131044	13	12	1	2	98	3191
131045	10	10	3	1	12	1099
131045	11	11	3	1	12	3179
131045	12	12	3	1	12	3179
131045	13	0	 	 	 	 
131046	10	11	3	1	12	3182
131046	11	12	3	1	12	3182
131046	12	0	 	 	 	 
131046	13	0	 	 	 	 
131047	10	0	 	 	 	 
131047	11	0	 	 	 	 
131047	12	0	 	 	 	 
131047	13	0	 	 	 	 
131048	10	10	3	1	12	1099
131048	11	0	 	 	 	 
131048	12	0	 	 	 	 
131048	13	0	 	 	 	 
131049	10	11	3	1	12	3182
131049	11	12	3	1	12	3182
131049	12	0	 	 	 	 
131049	13	0	 	 	 	 
131050	10	11	1	1	12	3192
131050	11	12	1	1	12	3192
131050	12	15	3	1	13	3193
131050	13	15	1	1	13	3193
141001	10	11	3	1	20	3194
141001	11	12	3	1	20	3194
141001	12	15	3	1	20	3195
141001	13	15	3	1	20	3195
141002	10	11	3	1	20	1103
141002	11	12	3	1	20	3196
141002	12	12	3	1	20	3196
141002	13	15	8	1	23	3197
141003	10	11	3	1	20	3198
141003	11	12	3	1	20	3198
141003	12	15	3	1	20	3195
141003	13	15	3	1	20	3195
141004	10	0	 	 	 	 
141004	11	0	 	 	 	 
141004	12	0	 	 	 	 
141004	13	0	 	 	 	 
141005	10	10	1	1	20	698
141005	11	11	1	1	20	3200
141005	12	12	1	1	20	3200
141005	13	0	 	 	 	 
141006	10	11	1	1	20	3200
141006	11	12	1	1	20	3200
141006	12	15	3	1	20	3201
141006	13	15	3	1	20	3201
141007	10	10	3	1	20	1103
141007	11	0	 	 	 	 
141007	12	0	 	 	 	 
141007	13	11	3	1	20	3196
141008	10	10	1	1	20	1760
141008	11	11	1	1	20	3202
141008	12	12	1	1	20	3202
141008	13	15	1	1	20	3203
141009	10	0	 	 	 	 
141009	11	0	 	 	 	 
141009	12	0	 	 	 	 
141009	13	0	 	 	 	 
141010	10	11	8	1	20	3202
141010	11	12	8	1	20	3202
141010	12	15	3	1	20	3195
141010	13	15	3	1	20	3195
141011	10	10	1	1	20	700
141011	11	11	1	1	20	3200
141011	12	12	1	1	20	3200
141011	13	15	1	1	20	3199
141012	10	11	3	1	18	3204
141012	11	12	3	1	18	9999
141012	12	15	3	1	17	3205
141012	13	15	3	1	17	3205
141013	10	10	3	1	20	1109
141013	11	11	3	1	20	3206
141013	12	12	3	1	20	3206
141013	13	15	3	1	23	9999
141014	10	10	1	1	20	3208
141014	11	14	3	1	17	3209
141014	12	14	3	1	17	3209
141014	13	0	 	 	 	 
141015	10	0	 	 	 	 
141015	11	0	 	 	 	 
141015	12	0	 	 	 	 
141015	13	0	 	 	 	 
141016	10	11	1	1	20	3200
141016	11	12	1	1	20	3200
141016	12	15	1	1	20	3210
141016	13	15	1	1	20	3210
141017	10	0	 	 	 	 
141017	11	0	 	 	 	 
141017	12	0	 	 	 	 
141017	13	0	 	 	 	 
141018	10	0	 	 	 	 
141018	11	0	 	 	 	 
141018	12	0	 	 	 	 
141018	13	0	 	 	 	 
141020	10	11	1	1	20	3200
141020	11	12	1	1	20	3200
141020	12	15	1	1	16	3211
141020	13	15	1	1	16	3211
141021	10	10	1	1	20	710
141021	11	11	3	1	20	3198
141021	12	12	3	1	20	3198
141021	13	0	 	 	 	 
141022	10	10	1	1	20	710
141022	11	11	3	1	20	3196
141022	12	12	3	1	20	3196
141022	13	15	3	1	20	3212
141023	10	12	1	1	20	3210
141023	11	14	1	1	20	3213
141023	12	14	1	1	20	3213
141023	13	14	1	1	20	3213
141024	10	10	1	1	20	711
141024	11	11	1	1	20	3210
141024	12	12	1	1	20	3210
141024	13	15	1	1	20	3214
141025	10	10	1	1	20	1115
141025	11	11	1	1	20	3210
141025	12	12	1	1	20	3210
141025	13	15	1	1	20	3215
141026	10	11	1	1	20	3216
141026	11	12	1	1	20	3216
141026	12	15	1	1	20	3217
141026	13	15	1	1	20	3217
141027	10	11	8	1	20	3218
141027	11	12	8	1	20	3218
141027	12	15	8	1	16	3219
141027	13	15	8	1	16	3219
141028	10	10	1	1	20	1119
141028	11	11	1	1	20	3210
141028	12	12	1	1	20	3210
141028	13	15	1	1	16	3220
141029	10	11	1	1	20	3221
141029	11	12	1	1	20	3221
141029	12	15	1	1	20	3222
141029	13	15	1	1	20	3222
141030	10	10	1	1	20	3223
141030	11	11	1	1	16	3224
141030	12	12	1	1	20	3225
141030	13	15	1	1	20	3226
141031	10	12	1	1	20	3200
141031	11	0	 	 	 	 
141031	12	0	 	 	 	 
141031	13	0	 	 	 	 
141032	10	11	1	1	15	3218
141032	11	12	1	1	15	3218
141032	12	15	1	1	15	9999
141032	13	15	1	1	15	3227
141033	10	12	1	1	20	3200
141033	11	15	3	1	20	3195
141033	12	15	3	1	20	3195
141033	13	15	3	1	20	3195
141034	10	10	1	1	20	1124
141034	11	11	1	1	20	3228
141034	12	12	1	1	20	3228
141034	13	0	 	 	 	 
141035	10	11	1	1	20	3218
141035	11	12	1	1	20	3218
141035	12	15	1	1	20	3213
141035	13	15	1	1	20	3213
141036	10	11	1	1	20	3200
141036	11	12	1	1	20	3200
141036	12	14	1	1	20	3229
141036	13	14	1	1	20	3229
141037	10	0	 	 	 	 
141037	11	0	 	 	 	 
141037	12	0	 	 	 	 
141037	13	0	 	 	 	 
141038	10	0	 	 	 	 
141038	11	0	 	 	 	 
141038	12	0	 	 	 	 
141038	13	0	 	 	 	 
141040	10	10	1	1	20	1127
141040	11	11	1	1	20	3200
141040	12	12	1	1	20	3200
141040	13	0	 	 	 	 
141041	10	12	1	1	20	3200
141041	11	15	1	1	20	3217
141041	12	15	1	1	20	3217
141041	13	15	1	1	20	3217
141042	10	11	1	1	20	3200
141042	11	12	1	1	20	3200
141042	12	15	1	1	20	3200
141042	13	15	1	1	20	3200
141043	10	12	8	1	16	3231
141043	11	15	8	1	16	3232
141043	12	15	8	1	16	3232
141043	13	15	8	1	16	3232
141044	10	9	1	1	20	1130
141044	11	10	1	1	20	1130
141044	12	11	1	1	20	3210
141044	13	12	1	1	20	3210
141045	10	11	1	1	20	3210
141045	11	12	1	1	20	3210
141045	12	15	1	1	20	3213
141045	13	15	1	1	20	3213
141046	10	10	1	1	20	3381
141046	11	11	1	1	20	3210
141046	12	12	1	1	20	3210
141046	13	0	 	 	 	 
141047	10	10	8	1	20	1131
141047	11	14	3	1	20	3233
141047	12	14	3	1	20	3233
141047	13	14	3	1	20	3233
141048	10	7	3	1	20	3234
141048	11	8	3	1	20	3234
141048	12	9	3	1	20	3234
141048	13	10	3	1	20	3234
141049	10	11	1	1	20	3200
141049	11	12	1	1	20	3200
141049	12	15	1	1	20	3215
141049	13	15	1	1	20	3215
141050	10	11	8	1	20	3210
141050	11	12	8	1	20	3210
141050	12	15	8	1	16	3235
141050	13	15	8	1	16	3235
151001	10	10	1	1	20	1146
151001	11	11	1	1	21	3236
151001	12	12	1	1	21	3236
151001	13	15	1	1	21	3237
151002	10	14	8	1	22	3238
151002	11	14	8	1	22	3238
151002	12	15	8	1	15	3239
151002	13	15	8	1	15	3239
151003	10	0	 	 	 	 
151003	11	0	 	 	 	 
151003	12	0	 	 	 	 
151003	13	0	 	 	 	 
151004	10	10	3	1	21	1139
151004	11	11	1	1	20	3240
151004	12	12	1	1	20	3240
151004	13	15	1	1	20	3241
151005	10	10	3	1	20	1140
151005	11	11	8	1	20	3240
151005	12	12	8	1	20	3240
151005	13	0	 	 	 	 
151006	10	11	1	1	20	3242
151006	11	12	1	1	20	3242
151006	12	15	1	1	21	3241
151006	13	15	1	1	21	3241
151007	10	0	 	 	 	 
151007	11	0	 	 	 	 
