CHILDCODE	HHDCIDR4	MADDECR4	WHOPRVR4
31007	2	0	3
31007	3	1	7
31007	4	1	7
31007	5	1	7
31007	6	1	7
31009	1	0	4
31009	2	0	4
31009	3	1	8
31009	4	0	4
31009	5	1	4
31009	6	0	4
31010	1	1	3
31010	2	1	7
31010	3	1	7
31010	4	0	3
31010	5	1	7
31010	6	1	7
31011	1	1	7
31011	2	1	7
31011	3	1	7
31011	4	1	7
31011	5	1	7
31011	6	1	7
31012	1	0	3
31012	2	1	7
31012	3	1	7
31012	4	1	7
31012	5	1	3
31012	6	0	88
31013	1	1	3
31013	2	1	3
31013	3	1	7
31013	4	1	7
31013	5	1	7
31013	6	1	7
31014	1	1	3
31014	2	1	3
31014	3	1	7
31014	4	1	7
31014	5	1	7
31014	6	1	7
31015	1	1	7
31015	2	1	7
31015	3	1	7
31015	4	1	7
31015	5	1	7
31015	6	1	7
31016	1	0	3
31016	2	0	3
31016	3	1	3
31016	4	1	7
31016	5	1	7
31016	6	1	7
31018	1	0	3
31018	2	0	3
31018	3	1	7
31018	4	1	7
31018	5	1	7
31018	6	1	7
31019	1	0	3
31019	2	1	7
31019	3	1	7
31019	4	1	7
31019	5	1	7
31019	6	0	7
31020	1	1	3
31020	2	1	7
31020	3	1	1
31020	4	1	1
31020	5	1	1
31020	6	1	1
31022	1	0	7
31022	2	1	7
31022	3	1	7
31022	4	1	7
31022	5	1	7
31022	6	0	3
31023	1	0	3
31023	2	0	3
31023	3	1	7
31023	4	0	3
31023	5	1	7
31023	6	1	1
31024	1	1	3
31024	2	1	7
31024	3	1	7
31024	4	1	7
31024	5	1	7
31024	6	1	7
31025	1	0	3
31025	2	1	7
31025	3	1	7
31025	4	0	3
31025	5	1	7
31025	6	0	3
31026	1	1	7
31026	2	1	7
31026	3	1	7
31026	4	1	7
31026	5	1	7
31026	6	0	3
31027	1	0	3
31027	2	1	3
31027	3	1	1
31027	4	1	7
31027	5	1	7
31027	6	1	7
31028	1	0	3
31028	2	0	3
31028	3	1	7
31028	4	0	3
31028	5	1	7
31028	6	1	7
31029	1	1	7
31029	2	1	7
31029	3	1	7
31029	4	1	7
31029	5	1	7
31029	6	0	3
31030	1	1	7
31030	2	1	7
31030	3	1	7
31030	4	1	7
31030	5	1	7
31030	6	1	7
31031	1	0	3
31031	2	1	3
31031	3	1	7
31031	4	1	7
31031	5	1	7
31031	6	1	7
31032	1	0	8
31032	2	0	8
31032	3	0	8
31032	4	0	8
31032	5	1	1
31032	6	1	1
31033	1	1	3
31033	2	0	3
31033	3	1	1
31033	4	0	3
31033	5	1	1
31033	6	1	1
31034	1	0	3
31034	2	0	3
31034	3	1	7
31034	4	1	3
31034	5	1	7
31034	6	1	7
31035	1	1	7
31035	2	1	7
31035	3	1	7
31035	4	1	7
31035	5	1	7
31035	6	1	7
31036	1	1	7
31036	2	1	7
31036	3	1	7
31036	4	1	7
31036	5	1	7
31036	6	1	7
31038	1	0	3
31038	2	0	3
31038	3	1	7
31038	4	0	3
31038	5	1	7
31038	6	1	7
31039	1	0	7
31039	2	1	7
31039	3	1	7
31039	4	0	7
31039	5	1	7
31039	6	0	7
31040	1	0	3
31040	2	0	3
31040	3	1	7
31040	4	1	7
31040	5	1	7
31040	6	1	7
31041	1	1	3
31041	2	1	3
31041	3	1	1
31041	4	0	3
31041	5	1	1
31041	6	0	3
31042	1	0	3
31042	2	0	3
31042	3	1	7
31042	4	1	7
31042	5	1	7
31042	6	1	7
31043	1	1	7
31043	2	0	3
31043	3	1	7
31043	4	1	7
31043	5	1	7
31043	6	1	7
31047	1	1	1
31047	2	1	1
31047	3	1	7
31047	4	0	3
31047	5	1	1
31047	6	1	1
31048	1	0	3
31048	2	1	7
31048	3	1	7
31048	4	1	7
31048	5	1	7
31048	6	0	3
31049	1	1	7
31049	2	1	7
31049	3	1	7
31049	4	0	3
31049	5	1	7
31049	6	1	7
31050	1	1	8
31050	2	1	1
31050	3	1	8
31050	4	1	8
31050	5	1	8
31050	6	1	8
41001	1	1	3
41001	2	1	3
41001	3	1	1
41001	4	1	1
41001	5	1	1
41001	6	1	3
41002	1	1	7
41002	2	0	3
41002	3	1	1
41002	4	1	7
41002	5	1	1
41002	6	1	7
41003	1	1	2
41003	2	1	2
41003	3	1	2
41003	4	1	2
41003	5	1	2
41003	6	1	2
41004	1	1	3
41004	2	1	3
41004	3	1	3
41004	4	1	3
41004	5	1	3
41004	6	1	3
41005	1	0	3
41005	2	1	3
41005	3	1	3
41005	4	0	3
41005	5	1	1
41005	6	1	1
41006	1	0	3
41006	2	1	1
41006	3	1	1
41006	4	1	3
41006	5	1	1
41006	6	1	3
41007	1	0	3
41007	2	1	1
41007	3	1	1
41007	4	1	3
41007	5	1	3
41007	6	1	3
41009	1	1	7
41009	2	1	7
41009	3	1	7
41009	4	1	7
41009	5	1	7
41009	6	1	7
41010	1	1	2
41010	2	1	3
41010	3	1	3
41010	4	0	3
41010	5	1	7
41010	6	0	3
41011	1	1	6
41011	2	1	1
41011	3	1	6
41011	4	1	2
41011	5	1	1
41011	6	1	1
41012	1	1	3
41012	2	0	3
41012	3	1	3
41012	4	1	3
41012	5	0	1
41012	6	0	3
41013	1	1	7
41013	2	0	3
41013	3	1	1
41013	4	1	7
41013	5	1	7
41013	6	0	7
41014	1	1	7
41014	2	1	7
41014	3	1	7
41014	4	1	7
41014	5	1	1
41014	6	1	1
41015	1	1	3
41015	2	1	3
41015	3	1	3
41015	4	1	3
41015	5	1	3
41015	6	1	4
41016	1	0	3
41016	2	1	1
41016	3	0	3
41016	4	0	3
41016	5	1	1
41016	6	1	3
41017	1	1	7
41017	2	0	3
41017	3	1	7
41017	4	1	7
41017	5	1	1
41017	6	1	7
41018	1	0	3
41018	2	1	1
41018	3	1	3
41018	4	0	3
41018	5	1	1
41018	6	1	3
41019	1	1	3
41019	2	1	1
41019	3	1	1
41019	4	1	3
41019	5	1	1
41019	6	1	3
41020	1	0	4
41020	2	0	4
41020	3	0	4
41020	4	0	4
41020	5	0	4
41020	6	0	4
41021	1	1	7
41021	2	1	7
41021	3	1	7
41021	4	1	1
41021	5	1	1
41021	6	1	7
41022	1	1	7
41022	2	0	3
41022	3	1	7
41022	4	1	7
41022	5	1	7
41022	6	1	7
41023	1	1	7
41023	2	1	7
41023	3	1	3
41023	4	1	7
41023	5	1	1
41023	6	1	7
41024	1	0	3
41024	2	0	3
41024	3	1	3
41024	4	1	3
41024	5	1	3
41024	6	1	3
41025	1	1	7
41025	2	1	7
41025	3	1	7
41025	4	1	7
41025	5	1	1
41025	6	1	1
41026	1	0	3
41026	2	1	3
41026	3	0	3
41026	4	0	3
41026	5	1	1
41026	6	1	3
41027	1	1	3
41027	2	1	3
41027	3	1	3
41027	4	1	3
41027	5	1	3
41027	6	1	3
41028	1	0	3
41028	2	1	7
41028	3	1	7
41028	4	1	7
41028	5	1	1
41028	6	1	7
41029	1	0	3
41029	2	0	3
41029	3	0	3
41029	4	0	7
41029	5	0	1
41029	6	0	3
41030	1	1	8
41030	2	1	8
41030	3	1	8
41030	4	1	8
41030	5	1	1
41030	6	1	8
41031	1	1	3
41031	2	1	3
41031	3	1	3
41031	4	1	3
41031	5	1	3
41031	6	1	3
41032	1	1	3
41032	2	1	2
41032	3	1	3
41032	4	1	3
41032	5	1	3
41032	6	1	3
41033	1	1	7
41033	2	1	7
41033	3	1	7
41033	4	1	7
41033	5	1	7
41033	6	1	7
41034	1	1	3
41034	2	0	3
41034	3	1	3
41034	4	1	3
41034	5	1	7
41034	6	1	7
41035	1	1	3
41035	2	1	7
41035	3	1	7
41035	4	1	7
41035	5	1	7
41035	6	1	7
41036	1	0	2
41036	2	1	8
41036	3	1	1
41036	4	0	2
41036	5	1	2
41036	6	0	6
41037	1	1	7
41037	2	1	7
41037	3	1	7
41037	4	1	7
41037	5	1	1
41037	6	1	7
41039	1	1	2
41039	2	0	2
41039	3	0	2
41039	4	0	2
41039	5	1	3
41039	6	0	2
41040	1	0	3
41040	2	1	3
41040	3	1	1
41040	4	1	1
41040	5	1	1
41040	6	1	3
41041	1	1	7
41041	2	0	3
41041	3	1	7
41041	4	1	7
41041	5	1	1
41041	6	1	1
41042	1	0	3
41042	2	1	7
41042	3	1	7
41042	4	0	3
41042	5	1	1
41042	6	0	3
41043	1	1	3
41043	2	0	2
41043	3	1	3
41043	4	0	3
41043	5	1	7
41043	6	0	3
41044	1	0	3
41044	2	0	3
41044	3	1	3
41044	4	0	3
41044	5	1	3
41044	6	1	3
41045	1	0	2
41045	2	1	2
41045	3	1	2
41045	4	1	2
41045	5	1	6
41045	6	1	2
41046	1	1	3
41046	2	1	1
41046	3	1	1
41046	4	1	3
41046	5	1	1
41046	6	1	1
41047	1	0	3
41047	2	1	3
41047	3	1	3
41047	4	1	3
41047	5	1	3
41047	6	1	3
41048	1	0	3
41048	2	1	7
41048	3	1	3
41048	4	1	1
41048	5	1	1
41048	6	1	1
41049	1	1	7
41049	2	1	7
41049	3	1	7
41049	4	1	7
41049	5	1	1
41049	6	1	7
41050	1	0	4
41050	2	1	4
41050	3	1	2
41050	4	1	4
41050	5	1	2
41050	6	1	2
51001	1	1	3
51001	2	1	3
51001	3	1	7
51001	4	1	3
51001	5	1	7
51001	6	0	3
51002	1	0	3
51002	2	0	3
51002	3	0	3
51002	4	0	3
51002	5	1	7
51002	6	1	6
51003	1	1	7
51003	2	1	7
51003	3	1	7
51003	4	0	3
51003	5	1	7
51003	6	1	3
51004	1	1	3
51004	2	1	3
51004	3	1	1
51004	4	1	3
51004	5	1	3
51004	6	1	1
51005	1	1	3
51005	2	0	3
51005	3	1	1
51005	4	1	7
51005	5	1	1
51005	6	1	1
51006	1	1	7
51006	2	0	3
51006	3	1	7
51006	4	0	3
51006	5	1	7
51006	6	1	7
51007	1	0	3
51007	2	0	3
51007	3	1	7
51007	4	1	7
51007	5	1	7
51007	6	0	3
51008	1	1	3
51008	2	0	3
51008	3	1	9
51008	4	1	7
51008	5	1	7
51008	6	1	1
51009	1	1	7
51009	2	0	3
51009	3	1	8
51009	4	1	7
51009	5	1	7
51009	6	1	7
51010	1	1	3
51010	2	1	3
51010	3	1	1
51010	4	1	7
51010	5	1	1
51010	6	1	7
51011	1	1	3
51011	2	0	3
51011	3	1	1
51011	4	1	7
51011	5	1	7
51011	6	1	7
51012	1	1	6
51012	2	1	6
51012	3	1	6
51012	4	1	6
51012	5	1	6
51012	6	1	6
51013	1	1	7
51013	2	1	3
51013	3	1	7
51013	4	1	7
51013	5	1	7
51013	6	1	7
51014	1	1	3
51014	2	0	3
51014	3	0	3
51014	4	1	1
51014	5	1	1
51014	6	0	3
51015	1	1	7
51015	2	0	3
51015	3	0	3
51015	4	1	1
51015	5	1	1
51015	6	1	1
51016	1	1	3
51016	2	0	3
51016	3	1	1
51016	4	1	7
51016	5	1	7
51016	6	1	7
51018	1	1	7
51018	2	1	7
51018	3	1	7
51018	4	0	3
51018	5	1	7
51018	6	1	7
51019	1	1	7
51019	2	1	7
51019	3	1	1
51019	4	1	7
51019	5	1	7
51019	6	1	7
51020	1	1	7
51020	2	1	7
51020	3	1	7
51020	4	1	1
51020	5	1	1
51020	6	1	7
51021	1	1	7
51021	2	1	7
51021	3	1	9
51021	4	1	7
51021	5	1	7
51021	6	0	7
51022	1	0	3
51022	2	1	7
51022	3	1	3
51022	4	1	3
51022	5	1	3
51022	6	0	3
51023	1	1	7
51023	2	1	7
51023	3	1	7
51023	4	1	7
51023	5	1	7
51023	6	1	7
51024	1	0	4
51024	2	0	4
51024	3	1	8
51024	4	1	1
51024	5	1	8
51024	6	1	8
51025	1	0	3
51025	2	0	3
51025	3	1	7
51025	4	1	7
51025	5	1	3
51025	6	0	3
51026	1	0	3
51026	2	0	3
51026	3	0	3
51026	4	0	3
51026	5	0	3
51026	6	0	3
51027	1	1	7
51027	2	1	7
51027	3	1	7
51027	4	0	3
51027	5	1	7
51027	6	1	7
51028	1	1	8
51028	2	0	3
51028	3	1	1
51028	4	1	8
51028	5	1	1
51028	6	1	1
51029	1	0	3
51029	2	1	3
51029	3	1	1
51029	4	0	3
51029	5	1	7
51029	6	1	1
51030	1	0	2
51030	2	0	2
51030	3	1	6
51030	4	1	6
51030	5	1	6
51030	6	1	6
51031	1	1	3
51031	2	1	3
51031	3	1	1
51031	4	1	3
51031	5	1	1
51031	6	1	7
51032	1	0	3
51032	2	0	3
51032	3	1	1
51032	4	1	7
51032	5	1	7
51032	6	1	1
51033	1	1	7
51033	2	0	3
51033	3	1	7
51033	4	1	7
51033	5	1	7
51033	6	1	7
51034	1	1	6
51034	2	1	6
51034	3	1	6
51034	4	1	6
51034	5	1	6
51034	6	1	6
51035	1	0	3
51035	2	0	3
51035	3	1	7
51035	4	0	3
51035	5	0	3
51035	6	0	3
51036	1	1	7
51036	2	1	7
51036	3	1	7
51036	4	1	7
51036	5	1	7
51036	6	1	7
51037	1	1	3
51037	2	1	3
51037	3	1	1
51037	4	1	7
51037	5	1	7
51037	6	1	1
51038	1	0	3
51038	2	1	7
51038	3	1	1
51038	4	1	7
51038	5	1	1
51038	6	1	7
51039	1	0	3
51039	2	0	3
51039	3	1	3
51039	4	1	3
51039	5	1	3
51039	6	0	1
51040	1	0	3
51040	2	0	3
51040	3	0	3
51040	4	1	7
51040	5	1	7
51040	6	1	7
51041	1	0	4
51041	2	1	7
51041	3	1	8
51041	4	1	7
51041	5	1	8
51041	6	1	7
51042	1	1	4
51042	2	0	4
51042	3	1	4
51042	4	1	7
51042	5	1	7
51042	6	1	7
51043	1	1	3
51043	2	0	3
51043	3	1	1
51043	4	1	7
51043	5	1	7
51043	6	1	7
51044	1	1	7
51044	2	1	7
51044	3	1	7
51044	4	1	7
51044	5	1	7
51044	6	1	7
51045	1	1	3
51045	2	0	3
51045	3	1	2
51045	4	1	3
51045	5	1	1
51045	6	1	7
51046	1	1	7
51046	2	1	3
51046	3	1	1
51046	4	1	7
51046	5	1	1
51046	6	1	1
51047	1	0	3
51047	2	1	7
51047	3	0	3
51047	4	1	7
51047	5	1	1
51047	6	1	7
51048	1	1	3
51048	2	0	3
51048	3	1	3
51048	4	1	7
51048	5	1	7
51048	6	1	7
51049	1	1	3
51049	2	0	3
51049	3	1	7
51049	4	1	7
51049	5	1	7
51049	6	1	7
51050	1	1	3
51050	2	1	1
51050	3	0	3
51050	4	1	3
51050	5	1	3
51050	6	1	7
61001	1	0	3
61001	2	0	3
61001	3	1	1
61001	4	1	7
61001	5	1	1
61001	6	1	7
61002	1	0	3
61002	2	0	3
61002	3	1	1
61002	4	1	7
61002	5	1	7
61002	6	1	3
61003	1	0	3
61003	2	0	3
61003	3	0	3
61003	4	0	3
61003	5	1	7
61003	6	1	7
61004	1	0	3
61004	2	1	7
61004	3	1	1
61004	4	1	7
61004	5	1	7
61004	6	1	7
61005	1	1	7
61005	2	0	3
61005	3	1	7
61005	4	1	7
61005	5	1	7
61005	6	1	1
61006	1	0	3
61006	2	1	1
61006	3	1	1
61006	4	1	1
61006	5	0	1
61006	6	0	2
61007	1	1	3
61007	2	1	3
61007	3	1	3
61007	4	1	3
61007	5	1	3
61007	6	0	88
61008	1	0	3
61008	2	0	3
61008	3	1	7
61008	4	1	7
61008	5	1	1
61008	6	0	3
61009	1	0	3
61009	2	0	3
61009	3	0	3
61009	4	1	7
61009	5	0	3
61009	6	1	7
61010	1	0	4
61010	2	0	3
61010	3	0	3
61010	4	0	4
61010	5	0	4
61010	6	0	4
61011	1	0	8
61011	2	1	8
61011	3	1	8
61011	4	0	8
61011	5	1	2
61011	6	0	8
61012	1	0	2
61012	2	0	2
61012	3	0	6
61012	4	0	2
61012	5	1	6
61012	6	1	6
61013	1	0	8
61013	2	1	1
61013	3	1	1
61013	4	1	1
61013	5	1	6
61013	6	1	6
61014	1	0	3
61014	2	1	3
61014	3	1	7
61014	4	1	7
61014	5	1	3
61014	6	0	3
61015	1	0	3
61015	2	0	3
61015	3	0	3
61015	4	0	3
61015	5	1	3
61015	6	0	3
61016	1	1	3
61016	2	0	3
61016	3	1	7
61016	4	1	7
61016	5	1	7
61016	6	1	7
61017	1	0	3
61017	2	0	3
61017	3	1	1
61017	4	0	4
61017	5	1	1
61017	6	0	3
61018	1	0	4
61018	2	1	3
61018	3	1	1
61018	4	0	3
61018	5	1	3
61018	6	0	3
61019	1	0	3
61019	2	0	3
61019	3	1	7
61019	4	0	7
61019	5	1	7
61019	6	1	3
61020	1	0	3
61020	2	0	3
61020	3	1	1
61020	4	1	3
61020	5	1	1
61020	6	1	3
61021	1	0	3
61021	2	1	3
61021	3	1	1
61021	4	0	3
61021	5	1	3
61021	6	0	3
61022	1	0	2
61022	2	1	6
61022	3	0	2
61022	4	1	6
61022	5	1	6
61022	6	1	6
61023	1	1	3
61023	2	0	3
61023	3	1	1
61023	4	1	3
61023	5	1	7
61023	6	1	7
61024	1	0	3
61024	2	1	7
61024	3	1	7
61024	4	1	7
61024	5	1	7
61024	6	0	3
61025	1	0	3
61025	2	1	7
61025	3	1	7
61025	4	1	7
61025	5	1	7
61025	6	0	3
