CHILDCODE	SCHCSTIDR4	FEESR4
31012	1	6000
31012	2	1000
31012	3	33000
31012	4	0
31012	5	50000
31012	6	0
31012	7	0
31012	8	7000
31012	9	30000
31012	10	500
31012	11	3000
31013	1	6000
31013	2	1300
31013	3	25000
31013	4	0
31013	5	0
31013	6	0
31013	7	25000
31013	8	8000
31013	9	12000
31013	10	0
31013	11	2500
31014	1	150
31014	2	300
31014	3	1200
31014	4	0
31014	5	0
31014	6	0
31014	7	0
31014	8	0
31014	9	0
31014	10	0
31014	11	1000
31015	1	0
31015	2	150
31015	3	0
31015	4	0
31015	5	0
31015	6	1500
31015	7	0
31015	8	0
31015	9	0
31015	10	0
31015	11	0
31016	1	0
31016	2	0
31016	3	0
31016	4	0
31016	5	0
31016	6	0
31016	7	0
31016	8	0
31016	9	0
31016	10	0
31016	11	0
31018	1	36000
31018	2	1600
31018	3	0
31018	4	0
31018	5	0
31018	6	0
31018	7	0
31018	8	6000
31018	9	0
31018	10	50000
31018	11	5000
31019	1	12500
31019	2	550
31019	3	33000
31019	4	0
31019	5	0
31019	6	0
31019	7	30000
31019	8	800
31019	9	15000
31019	10	60000
31019	11	4000
31020	1	0
31020	2	0
31020	3	0
31020	4	0
31020	5	0
31020	6	0
31020	7	0
31020	8	200
31020	9	2000
31020	10	0
31020	11	200
31022	1	1000
31022	2	630
31022	3	600
31022	4	0
31022	5	0
31022	6	0
31022	7	0
31022	8	1100
31022	9	0
31022	10	0
31022	11	700
31023	1	35000
31023	2	1000
31023	3	0
31023	4	0
31023	5	0
31023	6	0
31023	7	25000
31023	8	3000
31023	9	20000
31023	10	0
31023	11	6000
31024	1	550
31024	2	450
31024	3	7000
31024	4	0
31024	5	0
31024	6	0
31024	7	0
31024	8	2300
31024	9	0
31024	10	0
31024	11	2000
31025	1	750
31025	2	600
31025	3	0
31025	4	0
31025	5	0
31025	6	0
31025	7	0
31025	8	0
31025	9	0
31025	10	200
31025	11	3000
31026	1	0
31026	2	150
31026	3	0
31026	4	0
31026	5	0
31026	6	0
31026	7	0
31026	8	0
31026	9	0
31026	10	0
31026	11	600
31027	1	7000
31027	2	700
31027	3	0
31027	4	0
31027	5	0
31027	6	0
31027	7	0
31027	8	0
31027	9	0
31027	10	0
31027	11	1000
31028	1	0
31028	2	0
31028	3	0
31028	4	0
31028	5	0
31028	6	0
31028	7	0
31028	8	0
31028	9	0
31028	10	0
31028	11	0
31029	1	500
31029	2	400
31029	3	0
31029	4	0
31029	5	0
31029	6	1500
31029	7	0
31029	8	0
31029	9	0
31029	10	0
31029	11	600
31030	1	0
31030	2	0
31030	3	0
31030	4	0
31030	5	0
31030	6	0
31030	7	0
31030	8	0
31030	9	0
31030	10	0
31030	11	400
31031	1	900
31031	2	460
31031	3	0
31031	4	0
31031	5	0
31031	6	0
31031	7	0
31031	8	750
31031	9	0
31031	10	0
31031	11	2000
31032	1	0
31032	2	0
31032	3	0
31032	4	0
31032	5	0
31032	6	0
31032	7	0
31032	8	0
31032	9	0
31032	10	0
31032	11	0
31033	1	0
31033	2	730
31033	3	0
31033	4	0
31033	5	0
31033	6	0
31033	7	0
31033	8	6000
31033	9	0
31033	10	0
31033	11	1000
31034	1	565
31034	2	700
31034	3	0
31034	4	0
31034	5	0
31034	6	0
31034	7	0
31034	8	0
31034	9	0
31034	10	0
31034	11	1000
31035	1	0
31035	2	0
31035	3	0
31035	4	0
31035	5	0
31035	6	0
31035	7	0
31035	8	0
31035	9	0
31035	10	0
31035	11	0
31036	1	1300
31036	2	700
31036	3	0
31036	4	0
31036	5	0
31036	6	0
31036	7	0
31036	8	0
31036	9	0
31036	10	0
31036	11	1300
31038	1	0
31038	2	0
31038	3	0
31038	4	0
31038	5	26000
31038	6	0
31038	7	0
31038	8	0
31038	9	0
31038	10	35000
31038	11	6000
31039	1	300
31039	2	200
31039	3	0
31039	4	0
31039	5	0
31039	6	0
31039	7	0
31039	8	0
31039	9	0
31039	10	0
31039	11	0
31040	1	0
31040	2	0
31040	3	0
31040	4	0
31040	5	92000
31040	6	0
31040	7	0
31040	8	15500
31040	9	0
31040	10	0
31040	11	3000
31041	1	1000
31041	2	500
31041	3	0
31041	4	0
31041	5	0
31041	6	0
31041	7	0
31041	8	0
31041	9	0
31041	10	0
31041	11	2400
31042	1	850
31042	2	1600
31042	3	0
31042	4	0
31042	5	0
31042	6	0
31042	7	0
31042	8	785
31042	9	0
31042	10	0
31042	11	3000
31043	1	5000
31043	2	3000
31043	3	30000
31043	4	0
31043	5	0
31043	6	0
31043	7	15000
31043	8	0
31043	9	15000
31043	10	0
31043	11	550
31047	1	15000
31047	2	500
31047	3	0
31047	4	0
31047	5	0
31047	6	0
31047	7	0
31047	8	4000
31047	9	0
31047	10	2500
31047	11	2000
31048	1	500
31048	2	1000
31048	3	0
31048	4	0
31048	5	0
31048	6	0
31048	7	0
31048	8	0
31048	9	0
31048	10	0
31048	11	0
31049	1	560
31049	2	550
31049	3	2400
31049	4	0
31049	5	0
31049	6	0
31049	7	0
31049	8	0
31049	9	0
31049	10	1000
31049	11	1000
31050	1	500
31050	2	400
31050	3	0
31050	4	0
31050	5	0
31050	6	0
31050	7	0
31050	8	0
31050	9	0
31050	10	0
31050	11	0
41001	1	0
41001	2	175
41001	3	0
41001	4	0
41001	5	0
41001	6	0
41001	7	0
41001	8	1000
41001	9	0
41001	10	0
41001	11	1000
41002	1	600
41002	2	800
41002	3	0
41002	4	0
41002	5	0
41002	6	0
41002	7	0
41002	8	300
41002	9	0
41002	10	0
41002	11	600
41003	1	0
41003	2	150
41003	3	0
41003	4	0
41003	5	400
41003	6	0
41003	7	0
41003	8	200
41003	9	0
41003	10	0
41003	11	0
41004	1	450
41004	2	600
41004	3	0
41004	4	0
41004	5	1600
41004	6	0
41004	7	0
41004	8	300
41004	9	0
41004	10	0
41004	11	200
41005	1	0
41005	2	100
41005	3	0
41005	4	0
41005	5	0
41005	6	0
41005	7	0
41005	8	500
41005	9	0
41005	10	0
41005	11	1000
41006	1	0
41006	2	0
41006	3	0
41006	4	0
41006	5	0
41006	6	0
41006	7	0
41006	8	100
41006	9	0
41006	10	0
41006	11	200
41007	1	0
41007	2	0
41007	3	0
41007	4	0
41007	5	0
41007	6	0
41007	7	0
41007	8	0
41007	9	0
41007	10	0
41007	11	500
41009	1	0
41009	2	0
41009	3	0
41009	4	0
41009	5	0
41009	6	0
41009	7	0
41009	8	0
41009	9	0
41009	10	0
41009	11	450
41010	1	0
41010	2	450
41010	3	0
41010	4	0
41010	5	3000
41010	6	12000
41010	7	0
41010	8	0
41010	9	0
41010	10	0
41010	11	2000
41011	1	0
41011	2	0
41011	3	0
41011	4	0
41011	5	0
41011	6	0
41011	7	0
41011	8	100
41011	9	0
41011	10	0
41011	11	500
41012	1	250
41012	2	1150
41012	3	0
41012	4	0
41012	5	7000
41012	6	0
41012	7	0
41012	8	400
41012	9	0
41012	10	0
41012	11	1000
41013	1	600
41013	2	800
41013	3	0
41013	4	0
41013	5	0
41013	6	0
41013	7	0
41013	8	1560
41013	9	0
41013	10	0
41013	11	1200
41014	1	0
41014	2	500
41014	3	0
41014	4	0
41014	5	0
41014	6	0
41014	7	0
41014	8	2550
41014	9	0
41014	10	0
41014	11	1500
41015	1	0
41015	2	1000
41015	3	0
41015	4	0
41015	5	3000
41015	6	0
41015	7	0
41015	8	600
41015	9	0
41015	10	0
41015	11	500
41016	1	100
41016	2	350
41016	3	0
41016	4	0
41016	5	2000
41016	6	0
41016	7	0
41016	8	0
41016	9	0
41016	10	200
41016	11	1000
41017	1	0
41017	2	2000
41017	3	15000
41017	4	0
41017	5	100000
41017	6	0
41017	7	0
41017	8	0
41017	9	0
41017	10	0
41017	11	2500
41018	1	0
41018	2	750
41018	3	0
41018	4	0
41018	5	570
41018	6	0
41018	7	0
41018	8	100
41018	9	0
41018	10	0
41018	11	1000
41019	1	0
41019	2	2000
41019	3	0
41019	4	0
41019	5	40
41019	6	0
41019	7	0
41019	8	0
41019	9	0
41019	10	0
41019	11	1100
41020	1	100
41020	2	500
41020	3	0
41020	4	0
41020	5	3000
41020	6	0
41020	7	0
41020	8	1500
41020	9	0
41020	10	0
41020	11	1500
41021	1	500
41021	2	600
41021	3	3000
41021	4	0
41021	5	0
41021	6	0
41021	7	0
41021	8	2000
41021	9	0
41021	10	0
41021	11	1000
41022	1	0
41022	2	0
41022	3	0
41022	4	0
41022	5	0
41022	6	0
41022	7	0
41022	8	0
41022	9	0
41022	10	0
41022	11	100
41023	1	0
41023	2	0
41023	3	0
41023	4	0
41023	5	0
41023	6	0
41023	7	0
41023	8	0
41023	9	0
41023	10	0
41023	11	0
41024	1	0
41024	2	0
41024	3	0
41024	4	0
41024	5	0
41024	6	0
41024	7	0
41024	8	300
41024	9	0
41024	10	0
41024	11	200
41025	1	0
41025	2	125
41025	3	0
41025	4	0
41025	5	0
41025	6	0
41025	7	0
41025	8	0
41025	9	0
41025	10	0
41025	11	300
41026	1	0
41026	2	0
41026	3	0
41026	4	0
41026	5	0
41026	6	0
41026	7	0
41026	8	0
41026	9	0
41026	10	0
41026	11	0
41027	1	4000
41027	2	1400
41027	3	0
41027	4	0
41027	5	6000
41027	6	0
41027	7	0
41027	8	400
41027	9	0
41027	10	0
41027	11	0
41028	1	1200
41028	2	2500
41028	3	25000
41028	4	0
41028	5	0
41028	6	0
41028	7	20000
41028	8	2000
41028	9	5000
41028	10	800
41028	11	1500
41029	1	0
41029	2	750
41029	3	0
41029	4	0
41029	5	10000
41029	6	0
41029	7	24000
41029	8	1100
41029	9	0
41029	10	0
41029	11	2000
41030	1	500
41030	2	175
41030	3	0
41030	4	0
41030	5	0
41030	6	0
41030	7	0
41030	8	0
41030	9	0
41030	10	0
41030	11	2000
41031	1	300
41031	2	500
41031	3	0
41031	4	0
41031	5	2000
41031	6	0
41031	7	0
41031	8	500
41031	9	0
41031	10	0
41031	11	500
41032	1	0
41032	2	980
41032	3	0
41032	4	0
41032	5	4000
41032	6	0
41032	7	0
41032	8	1080
41032	9	0
41032	10	0
41032	11	200
41033	1	20
41033	2	175
41033	3	100
41033	4	0
41033	5	0
41033	6	0
41033	7	0
41033	8	1450
41033	9	0
41033	10	0
41033	11	1500
41034	1	0
41034	2	2000
41034	3	32000
41034	4	5000
41034	5	0
41034	6	0
41034	7	0
41034	8	5000
41034	9	12000
41034	10	0
41034	11	4000
41035	1	500
41035	2	1800
41035	3	4500
41035	4	0
41035	5	0
41035	6	0
41035	7	0
41035	8	1450
41035	9	0
41035	10	0
41035	11	1500
41036	1	0
41036	2	600
41036	3	0
41036	4	0
41036	5	3000
41036	6	0
41036	7	0
41036	8	900
41036	9	0
41036	10	0
41036	11	3000
41037	1	0
41037	2	150
41037	3	0
41037	4	0
41037	5	0
41037	6	0
41037	7	0
41037	8	0
41037	9	0
41037	10	0
41037	11	350
41039	1	250
41039	2	1000
41039	3	0
41039	4	0
41039	5	5000
41039	6	0
41039	7	0
41039	8	1400
41039	9	0
41039	10	0
41039	11	1000
41040	1	0
41040	2	800
41040	3	0
41040	4	0
41040	5	14000
41040	6	0
41040	7	0
41040	8	13000
41040	9	12000
41040	10	0
41040	11	2000
41041	1	0
41041	2	1600
41041	3	0
41041	4	0
41041	5	0
41041	6	0
41041	7	0
41041	8	0
41041	9	0
41041	10	600
41041	11	3000
41042	1	1000
41042	2	350
41042	3	3900
41042	4	300
41042	5	0
41042	6	0
41042	7	0
41042	8	810
41042	9	0
41042	10	0
41042	11	1500
41043	1	0
41043	2	2000
41043	3	0
