CHILDCODE	SITUIDR4	LADCURR4	LADOLDR4
11015	1	5	4
11015	2	6	5
11015	3	6	6
11015	4	6	4
11015	5	5	5
11015	6	6	5
11015	7	4	5
11015	8	4	4
11015	9	5	5
11015	10	2	1
11016	1	6	6
11016	2	2	1
11016	3	4	4
11016	4	4	5
11016	5	6	6
11016	6	7	7
11016	7	4	4
11016	8	5	5
11016	9	1	1
11016	10	2	2
11018	1	5	4
11018	2	5	3
11018	3	6	4
11018	4	7	5
11018	5	5	5
11018	6	6	6
11018	7	7	8
11018	8	6	5
11018	9	7	6
11018	10	5	3
11019	1	5	5
11019	2	4	4
11019	3	6	4
11019	4	6	5
11019	5	6	5
11019	6	6	6
11019	7	7	6
11019	8	7	5
11019	9	5	5
11019	10	5	5
11021	1	6	5
11021	2	6	4
11021	3	3	2
11021	4	6	5
11021	5	7	4
11021	6	6	4
11021	7	7	5
11021	8	1	4
11021	9	1	1
11021	10	2	2
11022	1	8	6
11022	2	6	6
11022	3	6	5
11022	4	7	5
11022	5	7	4
11022	6	5	6
11022	7	8	6
11022	8	8	6
11022	9	6	5
11022	10	5	5
11023	1	5	3
11023	2	4	3
11023	3	4	3
11023	4	5	4
11023	5	6	5
11023	6	5	5
11023	7	3	4
11023	8	4	4
11023	9	2	2
11023	10	2	1
11024	1	5	7
11024	2	5	6
11024	3	4	3
11024	4	5	6
11024	5	5	5
11024	6	6	7
11024	7	6	6
11024	8	5	5
11024	9	5	5
11024	10	4	4
11025	1	5	4
11025	2	6	4
11025	3	7	7
11025	4	8	6
11025	5	6	4
11025	6	7	5
11025	7	6	6
11025	8	7	5
11025	9	6	6
11025	10	5	4
11026	1	5	6
11026	2	1	1
11026	3	6	4
11026	4	6	6
11026	5	5	5
11026	6	6	6
11026	7	1	2
11026	8	1	1
11026	9	1	1
11026	10	1	1
11027	1	5	4
11027	2	6	5
11027	3	5	4
11027	4	5	4
11027	5	6	5
11027	6	6	6
11027	7	4	4
11027	8	5	4
11027	9	2	1
11027	10	2	1
11029	1	6	5
11029	2	5	4
11029	3	6	4
11029	4	6	5
11029	5	7	6
11029	6	5	5
11029	7	5	5
11029	8	7	5
11029	9	4	4
11029	10	4	4
11030	1	5	4
11030	2	4	3
11030	3	6	4
11030	4	7	5
11030	5	7	5
11030	6	7	5
11030	7	4	4
11030	8	5	5
11030	9	3	2
11030	10	5	5
11031	1	7	6
11031	2	6	6
11031	3	8	7
11031	4	8	7
11031	5	8	6
11031	6	6	7
11031	7	7	7
11031	8	6	5
11031	9	6	5
11031	10	5	6
11032	1	7	5
11032	2	6	5
11032	3	6	4
11032	4	6	5
11032	5	5	5
11032	6	6	6
11032	7	7	5
11032	8	6	5
11032	9	5	5
11032	10	5	5
11034	1	7	6
11034	2	6	4
11034	3	6	4
11034	4	7	5
11034	5	8	6
11034	6	6	6
11034	7	6	5
11034	8	7	6
11034	9	5	4
11034	10	5	4
11035	1	7	6
11035	2	6	5
11035	3	8	6
11035	4	8	8
11035	5	7	6
11035	6	7	7
11035	7	8	6
11035	8	7	5
11035	9	5	5
11035	10	4	4
11036	1	5	4
11036	2	5	5
11036	3	6	7
11036	4	4	6
11036	5	5	7
11036	6	3	5
11036	7	4	5
11036	8	5	7
11036	9	4	4
11036	10	3	2
11037	1	5	4
11037	2	5	6
11037	3	4	5
11037	4	6	6
11037	5	6	6
11037	6	5	5
11037	7	6	6
11037	8	5	5
11037	9	2	2
11037	10	2	1
11038	1	3	3
11038	2	2	1
11038	3	5	4
11038	4	4	4
11038	5	3	2
11038	6	5	4
11038	7	4	4
11038	8	2	2
11038	9	3	2
11038	10	2	2
11039	1	6	6
11039	2	5	4
11039	3	4	5
11039	4	7	7
11039	5	5	5
11039	6	5	6
11039	7	7	5
11039	8	6	6
11039	9	7	8
11039	10	5	4
11040	1	7	5
11040	2	6	5
11040	3	6	5
11040	4	6	5
11040	5	7	5
11040	6	6	6
11040	7	6	5
11040	8	7	5
11040	9	5	5
11040	10	5	5
11041	1	6	5
11041	2	7	6
11041	3	6	5
11041	4	8	7
11041	5	8	6
11041	6	6	5
11041	7	8	8
11041	8	7	4
11041	9	6	7
11041	10	3	4
11042	1	8	6
11042	2	6	5
11042	3	7	5
11042	4	6	5
11042	5	6	5
11042	6	6	6
11042	7	7	5
11042	8	7	5
11042	9	5	5
11042	10	4	4
11043	1	7	5
11043	2	7	4
11043	3	6	4
11043	4	6	7
11043	5	5	7
11043	6	5	7
11043	7	4	6
11043	8	3	6
11043	9	6	5
11043	10	2	2
11044	1	5	9
11044	2	3	7
11044	3	4	8
11044	4	5	7
11044	5	6	3
11044	6	8	4
11044	7	5	3
11044	8	6	4
11044	9	5	5
11044	10	1	1
11045	1	5	4
11045	2	5	3
11045	3	4	2
11045	4	7	7
11045	5	6	6
11045	6	5	5
11045	7	8	7
11045	8	6	5
11045	9	4	6
11045	10	5	6
11046	1	8	7
11046	2	6	5
11046	3	6	5
11046	4	6	6
11046	5	8	6
11046	6	6	7
11046	7	7	5
11046	8	7	5
11046	9	5	5
11046	10	4	4
11047	1	5	4
11047	2	6	5
11047	3	5	4
11047	4	6	5
11047	5	6	5
11047	6	7	6
11047	7	6	4
11047	8	8	6
11047	9	6	4
11047	10	7	4
11048	1	5	4
11048	2	5	4
11048	3	5	4
11048	4	5	5
11048	5	4	5
11048	6	6	5
11048	7	4	4
11048	8	5	4
11048	9	2	1
11048	10	1	1
11049	1	8	5
11049	2	8	7
11049	3	6	4
11049	4	9	6
11049	5	6	4
11049	6	8	5
11049	7	8	7
11049	8	9	7
11049	9	6	5
11049	10	8	6
11050	1	5	4
11050	2	4	4
11050	3	4	4
11050	4	5	5
11050	5	5	5
11050	6	6	6
11050	7	4	4
11050	8	4	3
11050	9	4	4
11050	10	2	1
21001	1	1	2
21001	2	1	1
21001	3	3	1
21001	4	1	1
21001	5	1	1
21001	6	1	1
21001	7	1	1
21001	8	1	1
21001	9	1	1
21001	10	1	1
21002	1	1	1
21002	2	1	1
21002	3	1	2
21002	4	1	2
21002	5	2	3
21002	6	2	2
21002	7	1	1
21002	8	1	1
21002	9	1	1
21002	10	1	1
21003	1	2	2
21003	2	3	2
21003	3	3	3
21003	4	4	2
21003	5	3	3
21003	6	4	2
21003	7	5	2
21003	8	6	6
21003	9	4	5
21003	10	4	3
21004	1	6	4
21004	2	5	5
21004	3	6	5
21004	4	6	5
21004	5	6	6
21004	6	8	8
21004	7	5	6
21004	8	6	4
21004	9	4	4
21004	10	4	4
21005	1	3	2
21005	2	3	1
21005	3	2	1
21005	4	3	3
21005	5	5	3
21005	6	4	2
21005	7	6	5
21005	8	5	5
21005	9	5	3
21005	10	6	5
21006	1	5	4
21006	2	4	4
21006	3	5	4
21006	4	4	4
21006	5	6	4
21006	6	8	8
21006	7	6	5
21006	8	7	5
21006	9	5	5
21006	10	4	4
21007	1	4	3
21007	2	3	2
21007	3	4	5
21007	4	4	4
21007	5	5	4
21007	6	6	6
21007	7	5	5
21007	8	4	4
21007	9	1	1
21007	10	1	1
21008	1	5	3
21008	2	3	2
21008	3	6	4
21008	4	6	4
21008	5	7	4
21008	6	6	5
21008	7	8	8
21008	8	8	6
21008	9	2	1
21008	10	3	2
21009	1	4	4
21009	2	2	2
21009	3	4	3
21009	4	4	4
21009	5	5	3
21009	6	6	3
21009	7	3	2
21009	8	5	4
21009	9	6	4
21009	10	3	3
21010	1	7	4
21010	2	5	4
21010	3	3	3
21010	4	5	4
21010	5	4	4
21010	6	6	6
21010	7	5	5
21010	8	4	5
21010	9	3	4
21010	10	1	1
21011	1	5	3
21011	2	5	4
21011	3	4	3
21011	4	7	5
21011	5	5	3
21011	6	6	6
21011	7	5	5
21011	8	5	5
21011	9	6	4
21011	10	4	3
21012	1	4	6
21012	2	1	1
21012	3	5	4
21012	4	5	3
21012	5	6	4
21012	6	5	3
21012	7	1	1
21012	8	1	1
21012	9	1	1
21012	10	1	1
21013	1	4	3
21013	2	3	2
21013	3	6	4
21013	4	5	4
21013	5	6	6
21013	6	4	5
21013	7	6	6
21013	8	7	7
21013	9	2	3
21013	10	1	1
21014	1	5	4
21014	2	6	3
21014	3	5	4
21014	4	7	5
21014	5	6	6
21014	6	5	4
21014	7	7	6
21014	8	8	5
21014	9	5	7
21014	10	4	5
21015	1	6	4
21015	2	7	5
21015	3	9	8
21015	4	5	5
21015	5	7	5
21015	6	9	9
21015	7	9	5
21015	8	9	5
21015	9	7	5
21015	10	7	4
21016	1	4	3
21016	2	2	2
21016	3	4	3
21016	4	5	5
21016	5	6	4
21016	6	4	3
21016	7	5	5
21016	8	3	4
21016	9	4	5
21016	10	3	4
21017	1	6	4
21017	2	5	3
21017	3	5	4
21017	4	5	5
21017	5	6	4
21017	6	7	7
21017	7	6	6
21017	8	5	5
21017	9	5	5
21017	10	4	4
21018	1	3	1
21018	2	1	1
21018	3	4	1
21018	4	8	4
21018	5	9	9
21018	6	7	6
21018	7	5	3
21018	8	6	4
21018	9	7	6
21018	10	1	1
21019	1	6	3
21019	2	4	2
21019	3	2	1
21019	4	5	3
21019	5	4	2
21019	6	5	3
21019	7	4	2
21019	8	1	1
21019	9	5	3
21019	10	4	2
21020	1	6	4
21020	2	4	3
21020	3	4	2
21020	4	5	3
21020	5	4	2
21020	6	4	4
21020	7	5	4
21020	8	4	4
21020	9	4	3
21020	10	4	4
21021	1	5	4
21021	2	4	3
21021	3	4	4
21021	4	5	5
21021	5	3	3
21021	6	5	4
21021	7	4	4
21021	8	6	4
21021	9	5	5
21021	10	3	2
21022	1	5	4
21022	2	4	2
21022	3	5	5
21022	4	4	3
21022	5	5	5
21022	6	4	5
21022	7	4	4
21022	8	3	3
21022	9	3	2
21022	10	1	1
21023	1	4	3
21023	2	5	4
21023	3	5	4
21023	4	5	5
21023	5	4	3
21023	6	6	4
21023	7	5	5
21023	8	6	4
21023	9	5	6
21023	10	5	4
21024	1	3	3
21024	2	3	3
21024	3	2	1
21024	4	3	2
21024	5	4	2
21024	6	4	2
21024	7	4	2
21024	8	4	4
21024	9	4	3
21024	10	2	2
21025	1	5	5
21025	2	5	5
21025	3	6	5
21025	4	6	4
21025	5	6	4
21025	6	6	6
21025	7	5	4
21025	8	6	4
21025	9	4	4
21025	10	4	4
21026	1	5	6
21026	2	3	3
21026	3	2	1
21026	4	4	6
21026	5	6	3
21026	6	7	4
21026	7	6	7
21026	8	7	5
21026	9	5	4
21026	10	4	5
21027	1	2	1
21027	2	3	2
21027	3	3	2
21027	4	3	2
21027	5	3	2
21027	6	3	2
21027	7	4	2
21027	8	4	2
21027	9	2	1
21027	10	3	2
21028	1	5	4
21028	2	5	1
21028	3	7	6
21028	4	8	8
21028	5	7	6
21028	6	8	7
21028	7	2	1
21028	8	1	1
21028	9	5	4
21028	10	1	1
21029	1	7	6
21029	2	6	5
21029	3	6	4
21029	4	7	5
21029	5	6	4
21029	6	7	3
21029	7	5	5
21029	8	6	3
21029	9	2	4
21029	10	5	3
21030	1	5	3
21030	2	6	3
21030	3	5	4
21030	4	4	4
21030	5	6	3
21030	6	5	5
21030	7	4	4
21030	8	7	6
21030	9	5	7
21030	10	4	6
21031	1	5	1
21031	2	3	1
21031	3	7	5
21031	4	7	4
21031	5	7	3
21031	6	8	2
21031	7	6	5
21031	8	7	3
21031	9	3	1
21031	10	3	2
21032	1	5	5
21032	2	6	5
21032	3	6	4
21032	4	5	4
21032	5	5	5
21032	6	6	6
21032	7	4	4
21032	8	5	5
21032	9	4	3
21032	10	4	4
21033	1	5	4
21033	2	5	4
21033	3	4	3
21033	4	6	5
21033	5	5	4
21033	6	6	6
21033	7	5	5
21033	8	5	5
21033	9	2	1
21033	10	2	1
21034	1	2	3
21034	2	1	1
21034	3	2	4
21034	4	1	2
21034	5	3	3
21034	6	2	2
21034	7	3	5
21034	8	2	4
21034	9	3	5
21034	10	1	1
21035	1	5	4
21035	2	4	4
21035	3	5	4
21035	4	5	5
21035	5	4	4
21035	6	6	6
21035	7	5	5
21035	8	4	4
21035	9	1	1
21035	10	1	1
21036	1	6	5
21036	2	4	4
21036	3	7	5
21036	4	5	6
21036	5	7	5
21036	6	7	6
21036	7	3	4
21036	8	6	5
21036	9	4	6
21036	10	3	7
21037	1	5	5
21037	2	6	5
21037	3	7	5
21037	4	6	5
21037	5	6	4
21037	6	7	7
21037	7	6	6
21037	8	7	5
21037	9	4	4
21037	10	4	4
21038	1	3	3
21038	2	4	3
21038	3	5	4
21038	4	6	6
21038	5	5	4
21038	6	5	6
21038	7	6	7
21038	8	5	4
21038	9	6	6
21038	10	5	7
21039	1	5	4
21039	2	6	4
21039	3	4	4
21039	4	6	5
21039	5	6	4
21039	6	5	4
21039	7	5	5
21039	8	8	6
21039	9	3	2
21039	10	1	1
21040	1	9	9
21040	2	8	7
21040	3	6	5
21040	4	8	8
21040	5	9	9
21040	6	9	9
21040	7	9	9
21040	8	9	9
21040	9	8	8
21040	10	9	9
21042	1	7	6
21042	2	5	4
21042	3	7	6
21042	4	8	7
21042	5	8	6
21042	6	8	7
21042	7	9	7
21042	8	6	5
21042	9	7	6
21042	10	7	6
21043	1	5	3
21043	2	3	3
21043	3	4	3
21043	4	6	5
21043	5	6	5
21043	6	6	6
21043	7	6	6
21043	8	7	6
21043	9	5	5
21043	10	4	3
21044	1	5	5
21044	2	4	3
21044	3	6	5
21044	4	6	4
21044	5	7	4
21044	6	7	7
21044	7	6	5
21044	8	7	5
21044	9	5	5
21044	10	5	5
21045	1	3	4
21045	2	5	3
21045	3	5	4
21045	4	6	6
21045	5	4	3
21045	6	5	5
21045	7	6	4
21045	8	5	7
21045	9	4	5
21045	10	6	5
21046	1	4	3
21046	2	5	4
21046	3	4	4
21046	4	6	5
21046	5	4	3
21046	6	6	5
21046	7	4	4
21046	8	5	3
21046	9	5	4
21046	10	2	1
21047	1	5	3
21047	2	2	1
21047	3	6	4
21047	4	7	6
21047	5	6	2
21047	6	4	5
21047	7	6	5
21047	8	7	3
21047	9	2	2
21047	10	1	1
21048	1	6	5
21048	2	5	4
21048	3	5	4
21048	4	5	4
21048	5	4	4
21048	6	6	6
21048	7	4	4
21048	8	3	3
21048	9	2	1
21048	10	1	1
21049	1	5	4
21049	2	2	1
21049	3	5	3
21049	4	7	7
21049	5	6	6
21049	6	5	5
21049	7	4	4
21049	8	5	3
21049	9	1	1
21049	10	1	1
21050	1	5	4
21050	2	3	3
21050	3	5	6
21050	4	4	5
21050	5	6	4
21050	6	5	5
21050	7	5	4
21050	8	7	6
21050	9	5	4
21050	10	4	5
31002	1	7	4
31002	2	8	5
31002	3	7	5
31002	4	9	8
31002	5	6	6
31002	6	5	7
31002	7	5	5
31002	8	8	8
31002	9	1	1
31002	10	1	1
31004	1	8	7
31004	2	7	6
31004	3	6	4
31004	4	8	8
31004	5	6	4
31004	6	4	4
31004	7	5	4
31004	8	5	5
31004	9	1	1
31004	10	1	1
31005	1	8	6
31005	2	7	5
31005	3	7	5
31005	4	7	5
31005	5	8	6
31005	6	7	9
31005	7	7	7
31005	8	8	7
31005	9	8	5
31005	10	7	4
31006	1	7	6
31006	2	7	5
31006	3	6	5
31006	4	7	5
31006	5	6	4
31006	6	4	6
31006	7	5	5
31006	8	6	7
31006	9	4	3
31006	10	4	4
31007	1	6	8
31007	2	5	7
31007	3	7	8
31007	4	5	6
31007	5	8	9
31007	6	5	7
31007	7	2	4
31007	8	3	5
31007	9	2	3
31007	10	5	7
31009	1	6	4
31009	2	3	2
31009	3	2	1
31009	4	3	3
31009	5	4	4
31009	6	5	5
31009	7	2	2
31009	8	3	2
31009	9	1	1
31009	10	1	1
31010	1	8	7
31010	2	7	5
31010	3	7	6
31010	4	7	5
31010	5	7	5
31010	6	7	5
31010	7	6	6
31010	8	7	6
31010	9	6	5
31010	10	5	4
31011	1	7	6
31011	2	6	5
31011	3	7	7
31011	4	8	7
31011	5	6	5
31011	6	7	7
31011	7	8	7
31011	8	7	7
31011	9	3	2
31011	10	2	1
31012	1	6	5
31012	2	4	4
31012	3	5	4
31012	4	4	5
31012	5	5	4
31012	6	6	6
31012	7	6	4
31012	8	6	4
31012	9	5	4
31012	10	0	0
31013	1	5	6
31013	2	4	6
31013	3	6	7
31013	4	5	7
31013	5	7	8
31013	6	5	6
31013	7	3	4
31013	8	4	5
31013	9	4	5
31013	10	6	7
31014	1	6	8
31014	2	5	6
31014	3	7	8
31014	4	5	6
31014	5	6	8
31014	6	6	7
31014	7	4	5
31014	8	5	6
31014	9	4	6
31014	10	7	8
31015	1	6	8
31015	2	5	7
31015	3	7	9
31015	4	6	8
31015	5	5	8
31015	6	5	7
31015	7	3	4
31015	8	4	6
31015	9	5	7
31015	10	6	8
31016	1	4	3
31016	2	5	4
31016	3	4	4
31016	4	5	3
31016	5	3	2
31016	6	5	4
31016	7	6	6
31016	8	5	3
31016	9	1	1
31016	10	2	1
31018	1	8	7
31018	2	7	6
31018	3	5	5
31018	4	6	6
31018	5	4	4
31018	6	4	3
31018	7	5	5
31018	8	7	7
31018	9	1	1
31018	10	1	1
31019	1	8	7
31019	2	7	6
31019	3	6	5
31019	4	7	6
31019	5	7	6
31019	6	7	7
31019	7	6	5
31019	8	7	6
31019	9	6	5
31019	10	4	3
31020	1	9	9
31020	2	9	0
31020	3	5	0
31020	4	9	7
31020	5	8	8
31020	6	7	7
31020	7	8	8
31020	8	9	9
31020	9	5	5
31020	10	0	0
31022	1	7	5
31022	2	7	5
31022	3	6	5
31022	4	6	4
31022	5	6	5
31022	6	5	6
31022	7	6	6
31022	8	6	6
31022	9	5	4
31022	10	4	4
31023	1	7	5
31023	2	6	5
31023	3	5	6
31023	4	5	7
31023	5	6	8
31023	6	3	6
31023	7	5	4
31023	8	6	8
31023	9	3	4
31023	10	6	5
31024	1	7	6
31024	2	5	4
31024	3	5	4
31024	4	7	6
31024	5	6	5
31024	6	5	7
31024	7	5	6
31024	8	6	6
31024	9	5	4
31024	10	4	3
31025	1	8	7
31025	2	7	6
31025	3	7	6
31025	4	8	7
31025	5	6	5
31025	6	6	6
31025	7	5	5
31025	8	7	7
31025	9	4	4
31025	10	4	4
31026	1	8	7
31026	2	7	6
31026	3	6	6
31026	4	8	7
31026	5	6	5
31026	6	6	7
31026	7	6	6
31026	8	6	6
31026	9	4	4
31026	10	5	6
31027	1	9	8
31027	2	8	8
31027	3	4	3
31027	4	7	7
31027	5	5	5
31027	6	4	4
31027	7	7	6
31027	8	7	7
31027	9	2	2
31027	10	1	1
31028	1	4	2
31028	2	6	5
31028	3	6	6
31028	4	5	4
31028	5	5	4
31028	6	5	5
31028	7	6	5
31028	8	7	6
31028	9	2	1
31028	10	3	2
31029	1	8	7
31029	2	6	5
31029	3	6	5
31029	4	8	7
31029	5	8	6
31029	6	6	7
31029	7	7	7
31029	8	7	7
31029	9	7	6
31029	10	5	5
31030	1	4	3
31030	2	3	2
31030	3	4	3
31030	4	5	4
31030	5	5	4
31030	6	6	5
31030	7	6	6
31030	8	5	4
31030	9	2	2
31030	10	1	1
31031	1	6	4
31031	2	5	3
31031	3	5	5
31031	4	6	3
31031	5	4	3
31031	6	5	2
31031	7	7	6
31031	8	7	5
31031	9	4	3
31031	10	3	2
31032	1	7	5
31032	2	8	6
31032	3	6	5
31032	4	7	6
31032	5	8	6
31032	6	5	7
31032	7	6	5
31032	8	7	6
31032	9	5	4
31032	10	4	4
31033	1	9	8
31033	2	7	7
31033	3	5	6
31033	4	8	7
31033	5	6	6
31033	6	5	7
31033	7	7	7
31033	8	8	8
31033	9	2	1
31033	10	1	1
31034	1	4	3
31034	2	5	3
31034	3	3	2
31034	4	6	5
31034	5	4	3
31034	6	5	5
31034	7	7	6
31034	8	7	7
31034	9	4	3
31034	10	2	1
31035	1	7	8
31035	2	6	7
31035	3	6	7
31035	4	7	8
31035	5	8	9
31035	6	6	7
31035	7	5	6
31035	8	6	7
31035	9	5	6
31035	10	4	5
31036	1	7	8
31036	2	6	7
31036	3	6	7
31036	4	7	8
31036	5	7	8
31036	6	6	5
31036	7	5	4
31036	8	6	7
31036	9	5	5
31036	10	5	4
31038	1	6	7
31038	2	7	8
31038	3	6	5
31038	4	8	6
31038	5	8	6
31038	6	8	6
31038	7	7	6
31038	8	7	6
31038	9	7	5
31038	10	6	5
31039	1	3	2
31039	2	4	2
31039	3	4	2
31039	4	2	2
31039	5	3	3
31039	6	1	1
31039	7	2	3
31039	8	3	3
31039	9	1	1
31039	10	1	1
31040	1	6	7
31040	2	5	5
31040	3	6	7
31040	4	6	7
31040	5	7	8
31040	6	6	8
31040	7	6	5
31040	8	6	8
31040	9	5	6
31040	10	5	5
31041	1	4	3
31041	2	4	2
31041	3	2	1
31041	4	1	2
31041	5	1	1
31041	6	3	2
31041	7	4	2
31041	8	2	1
31041	9	1	1
31041	10	1	1
31042	1	5	4
31042	2	6	5
31042	3	5	5
31042	4	7	6
31042	5	4	3
31042	6	5	4
31042	7	7	7
31042	8	6	7
31042	9	3	2
31042	10	2	2
31043	1	7	8
31043	2	5	7
31043	3	6	7
31043	4	7	8
31043	5	7	8
31043	6	5	6
31043	7	3	4
31043	8	4	5
31043	9	4	5
31043	10	6	7
31047	1	7	5
31047	2	5	5
31047	3	4	4
31047	4	4	3
31047	5	6	5
31047	6	4	6
31047	7	6	5
31047	8	7	6
31047	9	2	2
31047	10	0	0
31048	1	7	7
31048	2	7	7
31048	3	8	8
31048	4	8	8
31048	5	8	8
31048	6	7	6
31048	7	5	4
31048	8	3	2
31048	9	2	1
31048	10	1	1
31049	1	9	6
31049	2	4	3
31049	3	6	5
31049	4	3	1
31049	5	3	2
31049	6	9	9
31049	7	3	3
31049	8	4	4
31049	9	5	4
31049	10	4	3
31050	1	3	3
31050	2	2	3
31050	3	2	4
31050	4	4	5
31050	5	4	3
31050	6	3	3
31050	7	2	2
31050	8	3	3
31050	9	1	1
31050	10	1	1
41001	1	6	4
41001	2	7	3
41001	3	4	2
41001	4	5	7
41001	5	4	6
41001	6	3	5
41001	7	2	6
41001	8	3	5
41001	9	4	6
41001	10	2	2
41002	1	4	6
41002	2	3	4
41002	3	4	5
41002	4	5	7
41002	5	4	4
41002	6	4	6
41002	7	5	7
41002	8	4	6
41002	9	4	5
41002	10	4	5
41003	1	4	3
41003	2	5	4
41003	3	5	4
41003	4	5	3
41003	5	6	4
41003	6	5	5
41003	7	6	5
41003	8	6	4
41003	9	5	4
41003	10	8	7
41004	1	5	4
41004	2	4	3
41004	3	6	5
41004	4	5	4
41004	5	5	4
41004	6	5	5
41004	7	4	4
41004	8	4	3
41004	9	4	4
41004	10	3	3
41005	1	7	4
41005	2	8	3
41005	3	6	7
41005	4	8	3
41005	5	6	4
41005	6	8	6
41005	7	6	7
41005	8	5	7
41005	9	7	7
41005	10	1	2
41006	1	5	4
41006	2	5	5
41006	3	5	4
41006	4	5	4
41006	5	5	6
41006	6	6	6
41006	7	4	4
41006	8	3	3
41006	9	2	2
41006	10	1	1
41007	1	5	4
41007	2	5	4
41007	3	4	4
41007	4	5	5
41007	5	5	4
41007	6	6	6
41007	7	4	4
41007	8	3	4
41007	9	2	2
41007	10	1	1
41009	1	3	4
41009	2	4	2
41009	3	4	2
41009	4	5	6
41009	5	7	5
41009	6	4	6
41009	7	5	7
41009	8	8	5
41009	9	4	6
41009	10	5	4
41010	1	6	4
41010	2	2	1
41010	3	4	3
41010	4	5	5
41010	5	4	4
41010	6	3	2
41010	7	1	1
41010	8	1	1
41010	9	2	1
41010	10	1	1
41011	1	5	4
41011	2	3	2
41011	3	4	4
41011	4	5	5
41011	5	4	4
41011	6	6	6
41011	7	5	4
41011	8	4	4
41011	9	4	3
41011	10	2	1
41012	1	9	7
41012	2	7	6
41012	3	6	4
41012	4	9	6
41012	5	4	3
41012	6	7	6
41012	7	7	6
41012	8	7	4
41012	9	9	8
41012	10	7	2
41013	1	4	4
41013	2	2	2
41013	3	5	4
41013	4	5	3
41013	5	6	3
41013	6	6	6
41013	7	6	6
41013	8	5	4
41013	9	5	4
41013	10	4	3
41014	1	3	2
41014	2	3	2
41014	3	2	1
41014	4	4	3
41014	5	3	4
41014	6	4	4
41014	7	6	7
41014	8	7	5
41014	9	5	6
41014	10	4	3
41015	1	5	4
41015	2	6	5
41015	3	6	5
41015	4	5	4
41015	5	5	4
41015	6	5	4
41015	7	6	5
41015	8	7	6
41015	9	6	4
41015	10	5	4
41016	1	3	2
41016	2	1	1
41016	3	3	2
41016	4	6	5
41016	5	7	5
41016	6	4	4
41016	7	2	2
41016	8	2	2
41016	9	3	1
41016	10	1	1
41017	1	4	5
41017	2	3	4
41017	3	4	5
41017	4	5	6
41017	5	5	5
41017	6	4	5
41017	7	5	6
41017	8	6	6
41017	9	4	5
41017	10	4	5
41018	1	6	6
41018	2	5	5
41018	3	5	4
41018	4	6	5
41018	5	6	6
41018	6	7	7
41018	7	5	4
41018	8	5	5
41018	9	3	2
41018	10	3	2
41019	1	5	4
41019	2	5	5
41019	3	4	4
41019	4	5	5
41019	5	4	4
41019	6	6	6
41019	7	5	5
41019	8	5	5
41019	9	2	1
41019	10	2	2
41020	1	2	4
41020	2	2	1
41020	3	4	3
41020	4	4	3
41020	5	5	4
41020	6	4	3
41020	7	1	1
41020	8	2	2
