CHILDCODE	LVSKIDR5	AYANR5	NMAMR5
110055	15	0	 
110055	16	1	60
110055	17	0	 
110055	58	0	 
110056	1	0	 
110056	2	0	 
110056	3	0	 
110056	4	0	 
110056	7	0	 
110056	8	1	1
110056	9	0	 
110056	13	0	 
110056	14	0	 
110056	15	1	2
110056	16	0	 
110056	17	0	 
110056	58	0	 
110057	1	 	 
110057	2	 	 
110057	3	 	 
110057	4	 	 
110057	7	 	 
110057	8	 	 
110057	9	 	 
110057	13	 	 
110057	14	 	 
110057	15	 	 
110057	16	 	 
110057	17	 	 
110057	58	 	 
110058	1	 	 
110058	2	 	 
110058	3	 	 
110058	4	 	 
110058	7	 	 
110058	8	 	 
110058	9	 	 
110058	13	 	 
110058	14	 	 
110058	15	 	 
110058	16	 	 
110058	17	 	 
110058	58	 	 
110059	1	0	 
110059	2	0	 
110059	3	0	 
110059	4	0	 
110059	7	0	 
110059	8	0	 
110059	9	0	 
110059	13	0	 
110059	14	0	 
110059	15	1	1
110059	16	0	 
110059	17	0	 
110059	58	0	 
110060	1	0	 
110060	2	0	 
110060	3	0	 
110060	4	0	 
110060	7	0	 
110060	8	0	 
110060	9	0	 
110060	13	0	 
110060	14	0	 
110060	15	0	 
110060	16	1	10
110060	17	0	 
110060	58	0	 
110061	1	0	 
110061	2	0	 
110061	3	0	 
110061	4	0	 
110061	7	0	 
110061	8	0	 
110061	9	0	 
110061	13	0	 
110061	14	0	 
110061	15	0	 
110061	16	0	 
110061	17	0	 
110061	58	1	-77
110062	1	 	 
110062	2	 	 
110062	3	 	 
110062	4	 	 
110062	7	 	 
110062	8	 	 
110062	9	 	 
110062	13	 	 
110062	14	 	 
110062	15	 	 
110062	16	 	 
110062	17	 	 
110062	58	 	 
110064	1	0	 
110064	2	0	 
110064	3	0	 
110064	4	0	 
110064	7	0	 
110064	8	0	 
110064	9	0	 
110064	13	0	 
110064	14	0	 
110064	15	0	 
110064	16	1	6
110064	17	0	 
110064	58	0	 
110066	1	0	 
110066	2	0	 
110066	3	0	 
110066	4	0	 
110066	7	0	 
110066	8	0	 
110066	9	0	 
110066	13	0	 
110066	14	0	 
110066	15	1	3
110066	16	0	 
110066	17	0	 
110066	58	0	 
110067	1	0	 
110067	2	0	 
110067	3	0	 
110067	4	0	 
110067	7	0	 
110067	8	0	 
110067	9	0	 
110067	13	0	 
110067	14	0	 
110067	15	1	1
110067	16	0	 
110067	17	0	 
110067	58	0	 
110068	1	0	 
110068	2	0	 
110068	3	0	 
110068	4	0	 
110068	7	0	 
110068	8	0	 
110068	9	0	 
110068	13	0	 
110068	14	0	 
110068	15	1	3
110068	16	0	 
110068	17	0	 
110068	58	0	 
110069	1	0	 
110069	2	0	 
110069	3	0	 
110069	4	0	 
110069	7	0	 
110069	8	1	1
110069	9	0	 
110069	13	0	 
110069	14	0	 
110069	15	1	2
110069	16	1	6
110069	17	0	 
110069	58	0	 
110072	1	0	 
110072	2	0	 
110072	3	0	 
110072	4	0	 
110072	7	0	 
110072	8	0	 
110072	9	0	 
110072	13	0	 
110072	14	0	 
110072	15	1	1
110072	16	1	30
110072	17	0	 
110072	58	0	 
110073	1	0	 
110073	2	0	 
110073	3	0	 
110073	4	0	 
110073	7	0	 
110073	8	0	 
110073	9	0	 
110073	13	0	 
110073	14	0	 
110073	15	1	1
110073	16	1	6
110073	17	0	 
110073	58	0	 
110074	1	0	 
110074	2	0	 
110074	3	0	 
110074	4	0	 
110074	7	0	 
110074	8	0	 
110074	9	0	 
110074	13	0	 
110074	14	0	 
110074	15	1	1
110074	16	0	 
110074	17	0	 
110074	58	0	 
110075	1	0	 
110075	2	0	 
110075	3	0	 
110075	4	0	 
110075	7	0	 
110075	8	0	 
110075	9	0	 
110075	13	0	 
110075	14	0	 
110075	15	0	 
110075	16	1	5
110075	17	0	 
110075	58	0	 
110076	1	0	 
110076	2	0	 
110076	3	0	 
110076	4	0	 
110076	7	0	 
110076	8	0	 
110076	9	0	 
110076	13	0	 
110076	14	0	 
110076	15	1	0
110076	16	0	 
110076	17	0	 
110076	58	0	 
110077	1	0	 
110077	2	0	 
110077	3	0	 
110077	4	0	 
110077	7	0	 
110077	8	0	 
110077	9	0	 
110077	13	0	 
110077	14	0	 
110077	15	0	 
110077	16	0	 
110077	17	0	 
110077	58	1	40
110078	1	 	 
110078	2	 	 
110078	3	 	 
110078	4	 	 
110078	7	 	 
110078	8	 	 
110078	9	 	 
110078	13	 	 
110078	14	 	 
110078	15	 	 
110078	16	 	 
110078	17	 	 
110078	58	 	 
110079	1	0	 
110079	2	0	 
110079	3	0	 
110079	4	0	 
110079	7	0	 
110079	8	0	 
110079	9	0	 
110079	13	0	 
110079	14	0	 
110079	15	0	 
110079	16	1	22
110079	17	0	 
110079	58	0	 
110080	1	0	 
110080	2	0	 
110080	3	0	 
110080	4	0	 
110080	7	0	 
110080	8	0	 
110080	9	0	 
110080	13	0	 
110080	14	0	 
110080	15	0	 
110080	16	1	70
110080	17	0	 
110080	58	0	 
110081	1	0	 
110081	2	0	 
110081	3	0	 
110081	4	0	 
110081	7	0	 
110081	8	0	 
110081	9	0	 
110081	13	0	 
110081	14	0	 
110081	15	0	 
110081	16	1	600
110081	17	0	 
110081	58	1	100
110082	1	0	 
110082	2	0	 
110082	3	0	 
110082	4	0	 
110082	7	0	 
110082	8	0	 
110082	9	0	 
110082	13	0	 
110082	14	0	 
110082	15	1	7
110082	16	1	15
110082	17	0	 
110082	58	0	 
110083	1	0	 
110083	2	0	 
110083	3	0	 
110083	4	0	 
110083	7	0	 
110083	8	0	 
110083	9	0	 
110083	13	0	 
110083	14	0	 
110083	15	1	3
110083	16	1	20
110083	17	0	 
110083	58	0	 
110084	1	0	 
110084	2	0	 
110084	3	0	 
110084	4	0	 
110084	7	0	 
110084	8	1	1
110084	9	0	 
110084	13	0	 
110084	14	1	4
110084	15	0	 
110084	16	1	10
110084	17	0	 
110084	58	0	 
110085	1	0	 
110085	2	0	 
110085	3	0	 
110085	4	0	 
110085	7	0	 
110085	8	0	 
110085	9	0	 
110085	13	0	 
110085	14	0	 
110085	15	1	4
110085	16	1	60
110085	17	0	 
110085	58	0	 
110086	1	 	 
110086	2	 	 
110086	3	 	 
110086	4	 	 
110086	7	 	 
110086	8	 	 
110086	9	 	 
110086	13	 	 
110086	14	 	 
110086	15	 	 
110086	16	 	 
110086	17	 	 
110086	58	 	 
110087	1	 	 
110087	2	 	 
110087	3	 	 
110087	4	 	 
110087	7	 	 
110087	8	 	 
110087	9	 	 
110087	13	 	 
110087	14	 	 
110087	15	 	 
110087	16	 	 
110087	17	 	 
110087	58	 	 
110088	1	0	 
110088	2	0	 
110088	3	0	 
110088	4	0	 
110088	7	0	 
110088	8	0	 
110088	9	0	 
110088	13	0	 
110088	14	0	 
110088	15	0	 
110088	16	0	 
110088	17	0	 
110088	58	1	24
110089	1	0	 
110089	2	0	 
110089	3	0	 
110089	4	0	 
110089	7	0	 
110089	8	0	 
110089	9	0	 
110089	13	0	 
110089	14	0	 
110089	15	1	3
110089	16	1	4000
110089	17	0	 
110089	58	0	 
110090	1	0	 
110090	2	0	 
110090	3	0	 
110090	4	0	 
110090	7	0	 
110090	8	0	 
110090	9	0	 
110090	13	0	 
110090	14	0	 
110090	15	1	4
110090	16	1	8
110090	17	0	 
110090	58	0	 
110091	1	0	 
110091	2	0	 
110091	3	0	 
110091	4	0	 
110091	7	0	 
110091	8	0	 
110091	9	0	 
110091	13	0	 
110091	14	0	 
110091	15	1	2
110091	16	1	5000
110091	17	0	 
110091	58	1	100
110092	1	0	 
110092	2	0	 
110092	3	0	 
110092	4	0	 
110092	7	0	 
110092	8	0	 
110092	9	0	 
110092	13	0	 
110092	14	0	 
110092	15	0	 
110092	16	1	200
110092	17	0	 
110092	58	0	 
110093	1	0	 
110093	2	0	 
110093	3	0	 
110093	4	0	 
110093	7	0	 
110093	8	0	 
110093	9	0	 
110093	13	0	 
110093	14	0	 
110093	15	1	2
110093	16	0	 
110093	17	0	 
110093	58	0	 
110094	1	0	 
110094	2	0	 
110094	3	0	 
110094	4	0	 
110094	7	0	 
110094	8	1	3
110094	9	0	 
110094	13	0	 
110094	14	0	 
110094	15	1	2
110094	16	1	4
110094	17	0	 
110094	58	0	 
110095	1	0	 
110095	2	0	 
110095	3	0	 
110095	4	0	 
110095	7	0	 
110095	8	0	 
110095	9	0	 
110095	13	0	 
110095	14	0	 
110095	15	0	 
110095	16	0	 
110095	17	0	 
110095	58	1	20
110096	1	 	 
110096	2	 	 
110096	3	 	 
110096	4	 	 
110096	7	 	 
110096	8	 	 
110096	9	 	 
110096	13	 	 
110096	14	 	 
110096	15	 	 
110096	16	 	 
110096	17	 	 
110096	58	 	 
110097	1	0	 
110097	2	0	 
110097	3	0	 
110097	4	0	 
110097	7	0	 
110097	8	1	1
110097	9	0	 
110097	13	0	 
110097	14	0	 
110097	15	0	 
110097	16	0	 
110097	17	0	 
110097	58	0	 
110098	1	0	 
110098	2	0	 
110098	3	0	 
110098	4	0	 
110098	7	0	 
110098	8	0	 
110098	9	0	 
110098	13	0	 
110098	14	0	 
110098	15	1	1
110098	16	1	10
110098	17	0	 
110098	58	0	 
110099	1	0	 
110099	2	0	 
110099	3	0	 
110099	4	0	 
110099	7	0	 
110099	8	1	1
110099	9	0	 
110099	13	0	 
110099	14	1	8
110099	15	0	 
110099	16	0	 
110099	17	0	 
110099	58	0	 
110100	1	0	 
110100	2	0	 
110100	3	0	 
110100	4	0	 
110100	7	0	 
110100	8	0	 
110100	9	0	 
110100	13	0	 
110100	14	0	 
110100	15	1	8
110100	16	0	 
110100	17	0	 
110100	58	0	 
110101	1	 	 
110101	2	 	 
110101	3	 	 
110101	4	 	 
110101	7	 	 
110101	8	 	 
110101	9	 	 
110101	13	 	 
110101	14	 	 
110101	15	 	 
110101	16	 	 
110101	17	 	 
110101	58	 	 
110104	1	0	 
110104	2	0	 
110104	3	0	 
110104	4	0	 
110104	7	0	 
110104	8	0	 
110104	9	0	 
110104	13	0	 
110104	14	0	 
110104	15	1	4
110104	16	0	 
110104	17	0	 
110104	58	0	 
110108	1	0	 
110108	2	0	 
110108	3	0	 
110108	4	0	 
110108	7	0	 
110108	8	1	2
110108	9	0	 
110108	13	0	 
110108	14	0	 
110108	15	1	3
110108	16	1	20
110108	17	0	 
110108	58	0	 
110115	1	0	 
110115	2	0	 
110115	3	0	 
110115	4	0	 
110115	7	0	 
110115	8	0	 
110115	9	0	 
110115	13	0	 
110115	14	0	 
110115	15	1	1
110115	16	0	 
110115	17	0	 
110115	58	0	 
110119	1	0	 
110119	2	0	 
110119	3	0	 
110119	4	0	 
110119	7	0	 
110119	8	0	 
110119	9	0	 
110119	13	0	 
110119	14	0	 
110119	15	1	2
110119	16	0	 
110119	17	0	 
110119	58	0	 
110121	1	0	 
110121	2	0	 
110121	3	0	 
110121	4	0	 
110121	7	0	 
110121	8	0	 
110121	9	0	 
110121	13	0	 
110121	14	0	 
110121	15	1	3
110121	16	0	 
110121	17	0	 
110121	58	0	 
110123	1	0	 
110123	2	0	 
110123	3	0	 
110123	4	0	 
110123	7	0	 
110123	8	1	2
110123	9	0	 
110123	13	0	 
110123	14	0	 
110123	15	1	4
110123	16	1	30
110123	17	0	 
110123	58	0	 
110125	1	 	 
110125	2	 	 
110125	3	 	 
110125	4	 	 
110125	7	 	 
110125	8	 	 
110125	9	 	 
110125	13	 	 
110125	14	 	 
110125	15	 	 
110125	16	 	 
110125	17	 	 
110125	58	 	 
110126	1	0	 
110126	2	0	 
110126	3	0	 
110126	4	0	 
110126	7	0	 
110126	8	0	 
110126	9	0	 
110126	13	0	 
110126	14	0	 
110126	15	0	 
110126	16	1	20
110126	17	0	 
110126	58	1	4
120001	1	 	 
120001	2	 	 
120001	3	 	 
120001	4	 	 
120001	7	 	 
120001	8	 	 
120001	9	 	 
120001	13	 	 
120001	14	 	 
120001	15	 	 
120001	16	 	 
120001	17	 	 
120001	58	 	 
120003	1	0	 
120003	2	0	 
120003	3	0	 
120003	4	0	 
120003	7	0	 
120003	8	0	 
120003	9	0	 
120003	13	0	 
120003	14	0	 
120003	15	0	 
120003	16	1	20
120003	17	0	 
120003	58	1	53
120004	1	0	 
120004	2	0	 
120004	3	0	 
120004	4	0	 
120004	7	0	 
120004	8	0	 
120004	9	0	 
120004	13	0	 
120004	14	0	 
120004	15	0	 
120004	16	1	14
120004	17	0	 
120004	58	0	 
120006	1	0	 
120006	2	0	 
120006	3	0	 
120006	4	0	 
120006	7	0	 
120006	8	0	 
120006	9	0	 
120006	13	0	 
120006	14	0	 
120006	15	1	1
120006	16	1	30
120006	17	0	 
120006	58	0	 
120007	1	 	 
120007	2	 	 
120007	3	 	 
120007	4	 	 
120007	7	 	 
120007	8	 	 
120007	9	 	 
120007	13	 	 
120007	14	 	 
120007	15	 	 
120007	16	 	 
120007	17	 	 
120007	58	 	 
120009	1	0	 
120009	2	0	 
120009	3	0	 
120009	4	0	 
120009	7	0	 
120009	8	0	 
120009	9	0	 
120009	13	0	 
120009	14	0	 
120009	15	1	2
120009	16	1	30
120009	17	0	 
120009	58	0	 
120010	1	0	 
120010	2	0	 
120010	3	0	 
120010	4	0	 
120010	7	0	 
120010	8	0	 
120010	9	0	 
120010	13	0	 
120010	14	0	 
120010	15	1	2
120010	16	1	50
120010	17	0	 
120010	58	0	 
120011	1	0	 
120011	2	0	 
120011	3	0	 
120011	4	0	 
120011	7	0	 
120011	8	0	 
120011	9	0	 
120011	13	0	 
120011	14	1	7
120011	15	1	2
120011	16	1	12
120011	17	0	 
120011	58	0	 
120012	1	0	 
120012	2	0	 
120012	3	0	 
120012	4	0	 
120012	7	0	 
120012	8	1	0
120012	9	0	 
120012	13	0	 
120012	14	0	 
120012	15	0	 
120012	16	1	20
120012	17	0	 
120012	58	0	 
120013	1	0	 
120013	2	0	 
120013	3	0	 
120013	4	0	 
120013	7	0	 
120013	8	0	 
120013	9	0	 
120013	13	0	 
120013	14	0	 
120013	15	1	10
120013	16	0	 
120013	17	0	 
120013	58	0	 
120014	1	0	 
120014	2	0	 
120014	3	0	 
120014	4	0	 
120014	7	0	 
120014	8	0	 
120014	9	0	 
120014	13	0	 
120014	14	0	 
120014	15	1	2
120014	16	1	10
120014	17	0	 
120014	58	0	 
120015	1	0	 
120015	2	0	 
120015	3	0	 
120015	4	0	 
120015	7	0	 
120015	8	0	 
120015	9	0	 
120015	13	0	 
120015	14	0	 
120015	15	1	0
120015	16	1	5
120015	17	0	 
120015	58	0	 
120016	1	 	 
120016	2	 	 
120016	3	 	 
120016	4	 	 
120016	7	 	 
120016	8	 	 
120016	9	 	 
120016	13	 	 
120016	14	 	 
120016	15	 	 
120016	16	 	 
120016	17	 	 
120016	58	 	 
120017	1	0	 
120017	2	0	 
120017	3	0	 
120017	4	0	 
120017	7	0	 
120017	8	0	 
120017	9	0	 
120017	13	0	 
120017	14	0	 
120017	15	1	2
120017	16	1	12
120017	17	0	 
120017	58	0	 
120018	1	0	 
120018	2	0	 
120018	3	0	 
120018	4	0	 
120018	7	0	 
120018	8	1	1
120018	9	0	 
120018	13	0	 
120018	14	0	 
120018	15	0	 
120018	16	0	 
120018	17	0	 
120018	58	0	 
120020	1	0	 
120020	2	0	 
120020	3	0	 
120020	4	0	 
120020	7	0	 
120020	8	1	1
120020	9	0	 
120020	13	0	 
120020	14	0	 
120020	15	0	 
120020	16	0	 
120020	17	0	 
120020	58	0	 
120022	1	0	 
120022	2	0	 
120022	3	0	 
120022	4	0	 
120022	7	0	 
120022	8	0	 
120022	9	0	 
120022	13	0	 
120022	14	0	 
120022	15	1	1
120022	16	1	3
120022	17	0	 
120022	58	0	 
120024	1	0	 
120024	2	0	 
120024	3	0	 
120024	4	0	 
120024	7	0	 
120024	8	1	2
120024	9	0	 
120024	13	0	 
120024	14	0	 
120024	15	0	 
120024	16	0	 
120024	17	0	 
120024	58	0	 
120026	1	 	 
120026	2	 	 
120026	3	 	 
120026	4	 	 
120026	7	 	 
120026	8	 	 
120026	9	 	 
120026	13	 	 
120026	14	 	 
120026	15	 	 
120026	16	 	 
120026	17	 	 
120026	58	 	 
120027	1	0	 
120027	2	0	 
120027	3	0	 
120027	4	0	 
120027	7	0	 
120027	8	1	1
120027	9	0	 
120027	13	0	 
120027	14	0	 
120027	15	0	 
120027	16	0	 
120027	17	0	 
120027	58	0	 
120028	1	0	 
120028	2	0	 
120028	3	0	 
120028	4	0	 
120028	7	0	 
120028	8	0	 
120028	9	0	 
120028	13	0	 
120028	14	1	3
120028	15	0	 
120028	16	1	10
120028	17	0	 
120028	58	0	 
120029	1	 	 
120029	2	 	 
120029	3	 	 
120029	4	 	 
120029	7	 	 
120029	8	 	 
120029	9	 	 
120029	13	 	 
120029	14	 	 
120029	15	 	 
120029	16	 	 
120029	17	 	 
120029	58	 	 
120030	1	0	 
120030	2	0	 
120030	3	0	 
120030	4	0	 
120030	7	0	 
120030	8	0	 
120030	9	0	 
120030	13	0	 
120030	14	0	 
120030	15	1	4
120030	16	0	 
120030	17	0	 
120030	58	0	 
120032	1	0	 
120032	2	0	 
120032	3	0	 
120032	4	0	 
120032	7	0	 
120032	8	0	 
120032	9	0	 
120032	13	0	 
120032	14	0	 
120032	15	1	3
120032	16	1	10
120032	17	0	 
120032	58	0	 
120033	1	0	 
120033	2	0	 
120033	3	0	 
120033	4	0	 
120033	7	0	 
120033	8	0	 
120033	9	0	 
120033	13	0	 
120033	14	0	 
120033	15	0	 
120033	16	1	5
120033	17	0	 
120033	58	0	 
120034	1	0	 
120034	2	0	 
120034	3	0	 
120034	4	0	 
120034	7	0	 
120034	8	1	1
120034	9	0	 
120034	13	0	 
120034	14	0	 
120034	15	1	1
120034	16	1	3
120034	17	0	 
120034	58	0	 
120035	1	0	 
120035	2	0	 
120035	3	0	 
120035	4	0	 
120035	7	0	 
120035	8	1	5
120035	9	0	 
120035	13	0	 
120035	14	0	 
120035	15	1	1
120035	16	1	20
120035	17	0	 
120035	58	0	 
120036	1	0	 
120036	2	0	 
120036	3	0	 
120036	4	0	 
120036	7	0	 
120036	8	1	4
120036	9	0	 
120036	13	0	 
120036	14	0	 
120036	15	1	2
120036	16	1	2
120036	17	0	 
120036	58	0	 
120037	1	0	 
120037	2	0	 
120037	3	0	 
120037	4	0	 
120037	7	0	 
120037	8	1	2
120037	9	0	 
120037	13	0	 
120037	14	0	 
120037	15	1	1
120037	16	1	7
120037	17	0	 
120037	58	0	 
120038	1	0	 
120038	2	0	 
120038	3	0	 
120038	4	0	 
120038	7	0	 
120038	8	1	2
120038	9	0	 
120038	13	0	 
120038	14	0	 
120038	15	0	 
120038	16	1	8
120038	17	0	 
120038	58	0	 
120039	1	0	 
120039	2	0	 
120039	3	0	 
120039	4	0	 
120039	7	0	 
120039	8	0	 
120039	9	0	 
120039	13	0	 
120039	14	0	 
120039	15	1	3
120039	16	0	 
120039	17	0	 
120039	58	0	 
120040	1	 	 
120040	2	 	 
120040	3	 	 
120040	4	 	 
120040	7	 	 
120040	8	 	 
120040	9	 	 
120040	13	 	 
120040	14	 	 
120040	15	 	 
120040	16	 	 
120040	17	 	 
120040	58	 	 
120041	1	 	 
120041	2	 	 
120041	3	 	 
120041	4	 	 
120041	7	 	 
120041	8	 	 
120041	9	 	 
120041	13	 	 
120041	14	 	 
120041	15	 	 
120041	16	 	 
120041	17	 	 
120041	58	 	 
120042	1	0	 
120042	2	0	 
120042	3	0	 
120042	4	0	 
120042	7	0	 
120042	8	0	 
120042	9	0	 
120042	13	0	 
120042	14	0	 
120042	15	1	5
120042	16	0	 
120042	17	0	 
120042	58	0	 
120043	1	0	 
120043	2	0	 
120043	3	0	 
120043	4	0	 
120043	7	0	 
120043	8	0	 
120043	9	0	 
120043	13	0	 
120043	14	1	3
120043	15	0	 
120043	16	1	2
120043	17	0	 
120043	58	0	 
120045	1	0	 
120045	2	0	 
120045	3	0	 
120045	4	0	 
120045	7	0	 
120045	8	1	4
120045	9	0	 
120045	13	0	 
120045	14	0	 
120045	15	0	 
120045	16	0	 
120045	17	0	 
120045	58	0	 
120046	1	0	 
120046	2	0	 
120046	3	0	 
120046	4	0	 
120046	7	0	 
120046	8	1	1
120046	9	0	 
120046	13	0	 
120046	14	0	 
120046	15	0	 
120046	16	0	 
120046	17	0	 
120046	58	0	 
120048	1	0	 
120048	2	0	 
120048	3	0	 
120048	4	0	 
120048	7	0	 
120048	8	0	 
120048	9	0	 
120048	13	0	 
120048	14	0	 
120048	15	0	 
120048	16	1	4
120048	17	0	 
120048	58	0	 
120049	1	 	 
120049	2	 	 
120049	3	 	 
120049	4	 	 
120049	7	 	 
120049	8	 	 
120049	9	 	 
120049	13	 	 
120049	14	 	 
120049	15	 	 
120049	16	 	 
120049	17	 	 
120049	58	 	 
120050	1	0	 
120050	2	0	 
120050	3	0	 
120050	4	0	 
120050	7	0	 
120050	8	1	4
120050	9	0	 
120050	13	0	 
120050	14	1	6
120050	15	0	 
120050	16	0	 
120050	17	0	 
120050	58	0	 
120053	1	0	 
120053	2	0	 
120053	3	0	 
120053	4	0	 
120053	7	0	 
120053	8	0	 
120053	9	0	 
120053	13	0	 
120053	14	0	 
120053	15	0	 
120053	16	1	10
120053	17	0	 
120053	58	0	 
120054	1	0	 
120054	2	0	 
120054	3	0	 
120054	4	0	 
120054	7	0	 
120054	8	1	3
120054	9	0	 
120054	13	0	 
120054	14	0	 
120054	15	0	 
120054	16	1	30
120054	17	0	 
120054	58	0	 
120055	1	 	 
120055	2	 	 
120055	3	 	 
120055	4	 	 
120055	7	 	 
120055	8	 	 
120055	9	 	 
120055	13	 	 
120055	14	 	 
120055	15	 	 
120055	16	 	 
120055	17	 	 
120055	58	 	 
120058	1	0	 
120058	2	0	 
120058	3	0	 
120058	4	0	 
120058	7	0	 
120058	8	0	 
120058	9	0	 
120058	13	0	 
120058	14	0	 
120058	15	1	1
120058	16	1	5
120058	17	0	 
120058	58	0	 
120059	1	 	 
120059	2	 	 
120059	3	 	 
120059	4	 	 
120059	7	 	 
120059	8	 	 
120059	9	 	 
120059	13	 	 
120059	14	 	 
120059	15	 	 
120059	16	 	 
120059	17	 	 
120059	58	 	 
120060	1	0	 
120060	2	0	 
120060	3	0	 
120060	4	0	 
120060	7	0	 
120060	8	1	5
120060	9	0	 
120060	13	0	 
120060	14	0	 
120060	15	0	 
120060	16	1	3
120060	17	0	 
120060	58	0	 
120061	1	0	 
120061	2	0	 
120061	3	0	 
120061	4	0	 
120061	7	0	 
120061	8	0	 
120061	9	0	 
120061	13	0	 
120061	14	0	 
120061	15	1	1
120061	16	0	 
120061	17	0	 
120061	58	0	 
120062	1	0	 
120062	2	0	 
120062	3	0	 
120062	4	0	 
120062	7	0	 
120062	8	0	 
120062	9	0	 
120062	13	0	 
120062	14	0	 
120062	15	1	2
120062	16	1	30
120062	17	0	 
120062	58	0	 
120063	1	 	 
120063	2	 	 
120063	3	 	 
120063	4	 	 
120063	7	 	 
120063	8	 	 
120063	9	 	 
120063	13	 	 
120063	14	 	 
120063	15	 	 
120063	16	 	 
120063	17	 	 
120063	58	 	 
120064	1	 	 
120064	2	 	 
120064	3	 	 
120064	4	 	 
120064	7	 	 
120064	8	 	 
120064	9	 	 
120064	13	 	 
120064	14	 	 
120064	15	 	 
120064	16	 	 
120064	17	 	 
120064	58	 	 
120065	1	0	 
120065	2	0	 
120065	3	0	 
120065	4	0	 
120065	7	0	 
120065	8	1	1
120065	9	0	 
120065	13	0	 
120065	14	0	 
120065	15	1	1
120065	16	0	 
120065	17	0	 
120065	58	0	 
120066	1	 	 
120066	2	 	 
120066	3	 	 
120066	4	 	 
120066	7	 	 
120066	8	 	 
120066	9	 	 
120066	13	 	 
120066	14	 	 
120066	15	 	 
120066	16	 	 
120066	17	 	 
120066	58	 	 
120067	1	0	 
120067	2	0	 
120067	3	0	 
120067	4	0	 
120067	7	0	 
120067	8	0	 
120067	9	0	 
120067	13	0	 
120067	14	0	 
120067	15	0	 
120067	16	1	10
120067	17	0	 
120067	58	0	 
120068	1	0	 
120068	2	0	 
120068	3	0	 
120068	4	0	 
120068	7	0	 
120068	8	0	 
120068	9	0	 
120068	13	0	 
120068	14	0	 
120068	15	1	1
120068	16	1	12
120068	17	0	 
120068	58	0	 
120069	1	0	 
120069	2	0	 
120069	3	0	 
120069	4	0	 
120069	7	0	 
120069	8	1	1
120069	9	0	 
120069	13	0	 
120069	14	0	 
120069	15	1	3
120069	16	1	20
120069	17	0	 
120069	58	0	 
120070	1	0	 
120070	2	0	 
120070	3	0	 
120070	4	0	 
120070	7	0	 
120070	8	1	1
120070	9	0	 
120070	13	0	 
120070	14	0	 
120070	15	1	1
120070	16	1	10
120070	17	0	 
120070	58	0	 
120071	1	 	 
120071	2	 	 
120071	3	 	 
120071	4	 	 
120071	7	 	 
120071	8	 	 
120071	9	 	 
120071	13	 	 
120071	14	 	 
120071	15	 	 
120071	16	 	 
120071	17	 	 
120071	58	 	 
120072	1	0	 
120072	2	0	 
120072	3	0	 
120072	4	0	 
120072	7	0	 
120072	8	1	1
120072	9	0	 
120072	13	0	 
120072	14	0	 
120072	15	0	 
120072	16	0	 
120072	17	0	 
120072	58	0	 
120076	1	0	 
120076	2	0	 
120076	3	0	 
120076	4	0	 
120076	7	0	 
120076	8	0	 
120076	9	0	 
120076	13	0	 
120076	14	0	 
120076	15	1	1
120076	16	1	10
120076	17	0	 
120076	58	0	 
120077	1	0	 
120077	2	0	 
120077	3	0	 
120077	4	0	 
120077	7	0	 
120077	8	0	 
120077	9	0	 
120077	13	0	 
120077	14	0	 
120077	15	1	1
120077	16	1	10
120077	17	0	 
120077	58	0	 
120078	1	0	 
120078	2	0	 
120078	3	0	 
120078	4	0	 
120078	7	0	 
120078	8	0	 
120078	9	0	 
120078	13	0	 
120078	14	0	 
120078	15	1	1
120078	16	1	30
120078	17	0	 
120078	58	0	 
120079	1	0	 
120079	2	0	 
120079	3	0	 
120079	4	0	 
120079	7	0	 
120079	8	1	2
120079	9	0	 
120079	13	0	 
120079	14	0	 
120079	15	0	 
120079	16	0	 
120079	17	0	 
120079	58	0	 
120080	1	0	 
120080	2	0	 
120080	3	0	 
120080	4	0	 
120080	7	0	 
120080	8	0	 
120080	9	0	 
120080	13	0	 
120080	14	0	 
120080	15	1	1
120080	16	1	30
120080	17	0	 
120080	58	0	 
120081	1	0	 
120081	2	0	 
120081	3	0	 
120081	4	0	 
120081	7	0	 
120081	8	0	 
120081	9	0	 
120081	13	0	 
120081	14	0	 
120081	15	1	5
120081	16	1	50
120081	17	0	 
120081	58	0	 
120083	1	 	 
120083	2	 	 
120083	3	 	 
120083	4	 	 
120083	7	 	 
120083	8	 	 
120083	9	 	 
120083	13	 	 
120083	14	 	 
120083	15	 	 
120083	16	 	 
120083	17	 	 
120083	58	 	 
120084	1	0	 
120084	2	0	 
120084	3	0	 
120084	4	0	 
120084	7	0	 
120084	8	0	 
120084	9	0	 
120084	13	0	 
120084	14	0	 
120084	15	1	2
120084	16	1	10
120084	17	0	 
120084	58	0	 
120085	1	0	 
120085	2	0	 
120085	3	0	 
120085	4	0	 
120085	7	0	 
120085	8	0	 
120085	9	0	 
120085	13	0	 
120085	14	0	 
120085	15	1	1
120085	16	0	 
120085	17	0	 
120085	58	0	 
120086	1	 	 
120086	2	 	 
120086	3	 	 
120086	4	 	 
120086	7	 	 
120086	8	 	 
120086	9	 	 
120086	13	 	 
120086	14	 	 
120086	15	 	 
120086	16	 	 
120086	17	 	 
120086	58	 	 
120087	1	0	 
120087	2	0	 
120087	3	0	 
120087	4	0	 
120087	7	0	 
120087	8	1	3
120087	9	0	 
120087	13	0	 
120087	14	0	 
120087	15	1	1
120087	16	1	20
120087	17	0	 
120087	58	0	 
