CHILDCODE	SLVSIDR5	SOWNLVR5	SNMOWNR5	SVLOWNR5
111032	32	 	 	 
111034	1	 	 	 
111034	2	 	 	 
111034	3	 	 	 
111034	4	 	 	 
111034	6	 	 	 
111034	9	 	 	 
111034	10	 	 	 
111034	11	 	 	 
111034	12	 	 	 
111034	13	 	 	 
111034	14	 	 	 
111034	15	 	 	 
111034	16	 	 	 
111034	17	 	 	 
111034	31	 	 	 
111034	32	 	 	 
111035	1	 	 	 
111035	2	 	 	 
111035	3	 	 	 
111035	4	 	 	 
111035	6	 	 	 
111035	9	 	 	 
111035	10	 	 	 
111035	11	 	 	 
111035	12	 	 	 
111035	13	 	 	 
111035	14	 	 	 
111035	15	 	 	 
111035	16	 	 	 
111035	17	 	 	 
111035	31	 	 	 
111035	32	 	 	 
111036	1	 	 	 
111036	2	 	 	 
111036	3	 	 	 
111036	4	 	 	 
111036	6	 	 	 
111036	9	 	 	 
111036	10	 	 	 
111036	11	 	 	 
111036	12	 	 	 
111036	13	 	 	 
111036	14	 	 	 
111036	15	 	 	 
111036	16	 	 	 
111036	17	 	 	 
111036	31	 	 	 
111036	32	 	 	 
111037	1	 	 	 
111037	2	 	 	 
111037	3	 	 	 
111037	4	 	 	 
111037	6	 	 	 
111037	9	 	 	 
111037	10	 	 	 
111037	11	 	 	 
111037	12	 	 	 
111037	13	 	 	 
111037	14	 	 	 
111037	15	 	 	 
111037	16	 	 	 
111037	17	 	 	 
111037	31	 	 	 
111037	32	 	 	 
111040	1	 	 	 
111040	2	 	 	 
111040	3	 	 	 
111040	4	 	 	 
111040	6	 	 	 
111040	9	 	 	 
111040	10	 	 	 
111040	11	 	 	 
111040	12	 	 	 
111040	13	 	 	 
111040	14	 	 	 
111040	15	 	 	 
111040	16	 	 	 
111040	17	 	 	 
111040	31	 	 	 
111040	32	 	 	 
111041	1	 	 	 
111041	2	 	 	 
111041	3	 	 	 
111041	4	 	 	 
111041	6	 	 	 
111041	9	 	 	 
111041	10	 	 	 
111041	11	 	 	 
111041	12	 	 	 
111041	13	 	 	 
111041	14	 	 	 
111041	15	 	 	 
111041	16	 	 	 
111041	17	 	 	 
111041	31	 	 	 
111041	32	 	 	 
111042	1	 	 	 
111042	2	 	 	 
111042	3	 	 	 
111042	4	 	 	 
111042	6	 	 	 
111042	9	 	 	 
111042	10	 	 	 
111042	11	 	 	 
111042	12	 	 	 
111042	13	 	 	 
111042	14	 	 	 
111042	15	 	 	 
111042	16	 	 	 
111042	17	 	 	 
111042	31	 	 	 
111042	32	 	 	 
111043	1	 	 	 
111043	2	 	 	 
111043	3	 	 	 
111043	4	 	 	 
111043	6	 	 	 
111043	9	 	 	 
111043	10	 	 	 
111043	11	 	 	 
111043	12	 	 	 
111043	13	 	 	 
111043	14	 	 	 
111043	15	 	 	 
111043	16	 	 	 
111043	17	 	 	 
111043	31	 	 	 
111043	32	 	 	 
111044	1	 	 	 
111044	2	 	 	 
111044	3	 	 	 
111044	4	 	 	 
111044	6	 	 	 
111044	9	 	 	 
111044	10	 	 	 
111044	11	 	 	 
111044	12	 	 	 
111044	13	 	 	 
111044	14	 	 	 
111044	15	 	 	 
111044	16	 	 	 
111044	17	 	 	 
111044	31	 	 	 
111044	32	 	 	 
111045	1	 	 	 
111045	2	 	 	 
111045	3	 	 	 
111045	4	 	 	 
111045	6	 	 	 
111045	9	 	 	 
111045	10	 	 	 
111045	11	 	 	 
111045	12	 	 	 
111045	13	 	 	 
111045	14	 	 	 
111045	15	 	 	 
111045	16	 	 	 
111045	17	 	 	 
111045	31	 	 	 
111045	32	 	 	 
111047	1	 	 	 
111047	2	 	 	 
111047	3	 	 	 
111047	4	 	 	 
111047	6	 	 	 
111047	9	 	 	 
111047	10	 	 	 
111047	11	 	 	 
111047	12	 	 	 
111047	13	 	 	 
111047	14	 	 	 
111047	15	 	 	 
111047	16	 	 	 
111047	17	 	 	 
111047	31	 	 	 
111047	32	 	 	 
111048	1	 	 	 
111048	2	 	 	 
111048	3	 	 	 
111048	4	 	 	 
111048	6	 	 	 
111048	9	 	 	 
111048	10	 	 	 
111048	11	 	 	 
111048	12	 	 	 
111048	13	 	 	 
111048	14	 	 	 
111048	15	 	 	 
111048	16	 	 	 
111048	17	 	 	 
111048	31	 	 	 
111048	32	 	 	 
121002	1	 	 	 
121002	2	 	 	 
121002	3	 	 	 
121002	4	 	 	 
121002	6	 	 	 
121002	9	 	 	 
121002	10	 	 	 
121002	11	 	 	 
121002	12	 	 	 
121002	13	 	 	 
121002	14	 	 	 
121002	15	 	 	 
121002	16	 	 	 
121002	17	 	 	 
121002	31	 	 	 
121002	32	 	 	 
121003	1	 	 	 
121003	2	 	 	 
121003	3	 	 	 
121003	4	 	 	 
121003	6	 	 	 
121003	9	 	 	 
121003	10	 	 	 
121003	11	 	 	 
121003	12	 	 	 
121003	13	 	 	 
121003	14	 	 	 
121003	15	 	 	 
121003	16	 	 	 
121003	17	 	 	 
121003	31	 	 	 
121003	32	 	 	 
121005	1	 	 	 
121005	2	 	 	 
121005	3	 	 	 
121005	4	 	 	 
121005	6	 	 	 
121005	9	 	 	 
121005	10	 	 	 
121005	11	 	 	 
121005	12	 	 	 
121005	13	 	 	 
121005	14	 	 	 
121005	15	 	 	 
121005	16	 	 	 
121005	17	 	 	 
121005	31	 	 	 
121005	32	 	 	 
121007	1	 	 	 
121007	2	 	 	 
121007	3	 	 	 
121007	4	 	 	 
121007	6	 	 	 
121007	9	 	 	 
121007	10	 	 	 
121007	11	 	 	 
121007	12	 	 	 
121007	13	 	 	 
121007	14	 	 	 
121007	15	 	 	 
121007	16	 	 	 
121007	17	 	 	 
121007	31	 	 	 
121007	32	 	 	 
121008	1	 	 	 
121008	2	 	 	 
121008	3	 	 	 
121008	4	 	 	 
121008	6	 	 	 
121008	9	 	 	 
121008	10	 	 	 
121008	11	 	 	 
121008	12	 	 	 
121008	13	 	 	 
121008	14	 	 	 
121008	15	 	 	 
121008	16	 	 	 
121008	17	 	 	 
121008	31	 	 	 
121008	32	 	 	 
121009	1	 	 	 
121009	2	 	 	 
121009	3	 	 	 
121009	4	 	 	 
121009	6	 	 	 
121009	9	 	 	 
121009	10	 	 	 
121009	11	 	 	 
121009	12	 	 	 
121009	13	 	 	 
121009	14	 	 	 
121009	15	 	 	 
121009	16	 	 	 
121009	17	 	 	 
121009	31	 	 	 
121009	32	 	 	 
121010	1	 	 	 
121010	2	 	 	 
121010	3	 	 	 
121010	4	 	 	 
121010	6	 	 	 
121010	9	 	 	 
121010	10	 	 	 
121010	11	 	 	 
121010	12	 	 	 
121010	13	 	 	 
121010	14	 	 	 
121010	15	 	 	 
121010	16	 	 	 
121010	17	 	 	 
121010	31	 	 	 
121010	32	 	 	 
121011	1	 	 	 
121011	2	 	 	 
121011	3	 	 	 
121011	4	 	 	 
121011	6	 	 	 
121011	9	 	 	 
121011	10	 	 	 
121011	11	 	 	 
121011	12	 	 	 
121011	13	 	 	 
121011	14	 	 	 
121011	15	 	 	 
121011	16	 	 	 
121011	17	 	 	 
121011	31	 	 	 
121011	32	 	 	 
121012	1	 	 	 
121012	2	 	 	 
121012	3	 	 	 
121012	4	 	 	 
121012	6	 	 	 
121012	9	 	 	 
121012	10	 	 	 
121012	11	 	 	 
121012	12	 	 	 
121012	13	 	 	 
121012	14	 	 	 
121012	15	 	 	 
121012	16	 	 	 
121012	17	 	 	 
121012	31	 	 	 
121012	32	 	 	 
121013	1	 	 	 
121013	2	 	 	 
121013	3	 	 	 
121013	4	 	 	 
121013	6	 	 	 
121013	9	 	 	 
121013	10	 	 	 
121013	11	 	 	 
121013	12	 	 	 
121013	13	 	 	 
121013	14	 	 	 
121013	15	 	 	 
121013	16	 	 	 
121013	17	 	 	 
121013	31	 	 	 
121013	32	 	 	 
121014	1	 	 	 
121014	2	 	 	 
121014	3	 	 	 
121014	4	 	 	 
121014	6	 	 	 
121014	9	 	 	 
121014	10	 	 	 
121014	11	 	 	 
121014	12	 	 	 
121014	13	 	 	 
121014	14	 	 	 
121014	15	 	 	 
121014	16	 	 	 
121014	17	 	 	 
121014	31	 	 	 
121014	32	 	 	 
121015	1	 	 	 
121015	2	 	 	 
121015	3	 	 	 
121015	4	 	 	 
121015	6	 	 	 
121015	9	 	 	 
121015	10	 	 	 
121015	11	 	 	 
121015	12	 	 	 
121015	13	 	 	 
121015	14	 	 	 
121015	15	 	 	 
121015	16	 	 	 
121015	17	 	 	 
121015	31	 	 	 
121015	32	 	 	 
121018	1	 	 	 
121018	2	 	 	 
121018	3	 	 	 
121018	4	 	 	 
121018	6	 	 	 
121018	9	 	 	 
121018	10	 	 	 
121018	11	 	 	 
121018	12	 	 	 
121018	13	 	 	 
121018	14	 	 	 
121018	15	 	 	 
121018	16	 	 	 
121018	17	 	 	 
121018	31	 	 	 
121018	32	 	 	 
121020	1	 	 	 
121020	2	 	 	 
121020	3	 	 	 
121020	4	 	 	 
121020	6	 	 	 
121020	9	 	 	 
121020	10	 	 	 
121020	11	 	 	 
121020	12	 	 	 
121020	13	 	 	 
121020	14	 	 	 
121020	15	 	 	 
121020	16	 	 	 
121020	17	 	 	 
121020	31	 	 	 
121020	32	 	 	 
121021	1	 	 	 
121021	2	 	 	 
121021	3	 	 	 
121021	4	 	 	 
121021	6	 	 	 
121021	9	 	 	 
121021	10	 	 	 
121021	11	 	 	 
121021	12	 	 	 
121021	13	 	 	 
121021	14	 	 	 
121021	15	 	 	 
121021	16	 	 	 
121021	17	 	 	 
121021	31	 	 	 
121021	32	 	 	 
121022	1	 	 	 
121022	2	 	 	 
121022	3	 	 	 
121022	4	 	 	 
121022	6	 	 	 
121022	9	 	 	 
121022	10	 	 	 
121022	11	 	 	 
121022	12	 	 	 
121022	13	 	 	 
121022	14	 	 	 
121022	15	 	 	 
121022	16	 	 	 
121022	17	 	 	 
121022	31	 	 	 
121022	32	 	 	 
121023	1	0	 	 
121023	2	1	1	5000
121023	3	0	 	 
121023	4	0	 	 
121023	6	0	 	 
121023	9	0	 	 
121023	10	0	 	 
121023	11	1	1	5000
121023	12	0	 	 
121023	13	0	 	 
121023	14	0	 	 
121023	15	0	 	 
121023	16	0	 	 
121023	17	0	 	 
121023	31	0	 	 
121023	32	0	 	 
121024	1	 	 	 
121024	2	 	 	 
121024	3	 	 	 
121024	4	 	 	 
121024	6	 	 	 
121024	9	 	 	 
121024	10	 	 	 
121024	11	 	 	 
121024	12	 	 	 
121024	13	 	 	 
121024	14	 	 	 
121024	15	 	 	 
121024	16	 	 	 
121024	17	 	 	 
121024	31	 	 	 
121024	32	 	 	 
121026	1	 	 	 
121026	2	 	 	 
121026	3	 	 	 
121026	4	 	 	 
121026	6	 	 	 
121026	9	 	 	 
121026	10	 	 	 
121026	11	 	 	 
121026	12	 	 	 
121026	13	 	 	 
121026	14	 	 	 
121026	15	 	 	 
121026	16	 	 	 
121026	17	 	 	 
121026	31	 	 	 
121026	32	 	 	 
121027	1	 	 	 
121027	2	 	 	 
121027	3	 	 	 
121027	4	 	 	 
121027	6	 	 	 
121027	9	 	 	 
121027	10	 	 	 
121027	11	 	 	 
121027	12	 	 	 
121027	13	 	 	 
121027	14	 	 	 
121027	15	 	 	 
121027	16	 	 	 
121027	17	 	 	 
121027	31	 	 	 
121027	32	 	 	 
121028	1	0	 	 
121028	2	1	1	5000
121028	3	0	 	 
121028	4	0	 	 
121028	6	0	 	 
121028	9	0	 	 
121028	10	0	 	 
121028	11	0	 	 
121028	12	0	 	 
121028	13	0	 	 
121028	14	0	 	 
121028	15	0	 	 
121028	16	0	 	 
121028	17	0	 	 
121028	31	0	 	 
121028	32	0	 	 
121030	1	 	 	 
121030	2	 	 	 
121030	3	 	 	 
121030	4	 	 	 
121030	6	 	 	 
121030	9	 	 	 
121030	10	 	 	 
121030	11	 	 	 
121030	12	 	 	 
121030	13	 	 	 
121030	14	 	 	 
121030	15	 	 	 
121030	16	 	 	 
121030	17	 	 	 
121030	31	 	 	 
121030	32	 	 	 
121031	1	 	 	 
121031	2	 	 	 
121031	3	 	 	 
121031	4	 	 	 
121031	6	 	 	 
121031	9	 	 	 
121031	10	 	 	 
121031	11	 	 	 
121031	12	 	 	 
121031	13	 	 	 
121031	14	 	 	 
121031	15	 	 	 
121031	16	 	 	 
121031	17	 	 	 
121031	31	 	 	 
121031	32	 	 	 
121034	1	 	 	 
121034	2	 	 	 
121034	3	 	 	 
121034	4	 	 	 
121034	6	 	 	 
121034	9	 	 	 
121034	10	 	 	 
121034	11	 	 	 
121034	12	 	 	 
121034	13	 	 	 
121034	14	 	 	 
121034	15	 	 	 
121034	16	 	 	 
121034	17	 	 	 
121034	31	 	 	 
121034	32	 	 	 
121037	1	 	 	 
121037	2	 	 	 
121037	3	 	 	 
121037	4	 	 	 
121037	6	 	 	 
121037	9	 	 	 
121037	10	 	 	 
121037	11	 	 	 
121037	12	 	 	 
121037	13	 	 	 
121037	14	 	 	 
121037	15	 	 	 
121037	16	 	 	 
121037	17	 	 	 
121037	31	 	 	 
121037	32	 	 	 
121038	1	 	 	 
121038	2	 	 	 
121038	3	 	 	 
121038	4	 	 	 
121038	6	 	 	 
121038	9	 	 	 
121038	10	 	 	 
121038	11	 	 	 
121038	12	 	 	 
121038	13	 	 	 
121038	14	 	 	 
121038	15	 	 	 
121038	16	 	 	 
121038	17	 	 	 
121038	31	 	 	 
121038	32	 	 	 
121039	1	 	 	 
121039	2	 	 	 
121039	3	 	 	 
121039	4	 	 	 
121039	6	 	 	 
121039	9	 	 	 
121039	10	 	 	 
121039	11	 	 	 
121039	12	 	 	 
121039	13	 	 	 
121039	14	 	 	 
121039	15	 	 	 
121039	16	 	 	 
121039	17	 	 	 
121039	31	 	 	 
121039	32	 	 	 
121040	1	 	 	 
121040	2	 	 	 
121040	3	 	 	 
121040	4	 	 	 
121040	6	 	 	 
121040	9	 	 	 
121040	10	 	 	 
121040	11	 	 	 
121040	12	 	 	 
121040	13	 	 	 
121040	14	 	 	 
121040	15	 	 	 
121040	16	 	 	 
121040	17	 	 	 
121040	31	 	 	 
121040	32	 	 	 
121043	1	 	 	 
121043	2	 	 	 
121043	3	 	 	 
121043	4	 	 	 
121043	6	 	 	 
121043	9	 	 	 
121043	10	 	 	 
121043	11	 	 	 
121043	12	 	 	 
121043	13	 	 	 
121043	14	 	 	 
121043	15	 	 	 
121043	16	 	 	 
121043	17	 	 	 
121043	31	 	 	 
121043	32	 	 	 
121046	1	 	 	 
121046	2	 	 	 
121046	3	 	 	 
121046	4	 	 	 
121046	6	 	 	 
121046	9	 	 	 
121046	10	 	 	 
121046	11	 	 	 
121046	12	 	 	 
121046	13	 	 	 
121046	14	 	 	 
121046	15	 	 	 
121046	16	 	 	 
121046	17	 	 	 
121046	31	 	 	 
121046	32	 	 	 
121047	1	 	 	 
121047	2	 	 	 
121047	3	 	 	 
121047	4	 	 	 
121047	6	 	 	 
121047	9	 	 	 
121047	10	 	 	 
121047	11	 	 	 
121047	12	 	 	 
121047	13	 	 	 
121047	14	 	 	 
121047	15	 	 	 
121047	16	 	 	 
121047	17	 	 	 
121047	31	 	 	 
121047	32	 	 	 
121050	1	 	 	 
121050	2	 	 	 
121050	3	 	 	 
121050	4	 	 	 
121050	6	 	 	 
121050	9	 	 	 
121050	10	 	 	 
121050	11	 	 	 
121050	12	 	 	 
121050	13	 	 	 
121050	14	 	 	 
121050	15	 	 	 
121050	16	 	 	 
121050	17	 	 	 
121050	31	 	 	 
121050	32	 	 	 
121053	1	 	 	 
121053	2	 	 	 
121053	3	 	 	 
121053	4	 	 	 
121053	6	 	 	 
121053	9	 	 	 
121053	10	 	 	 
121053	11	 	 	 
121053	12	 	 	 
121053	13	 	 	 
121053	14	 	 	 
121053	15	 	 	 
121053	16	 	 	 
121053	17	 	 	 
121053	31	 	 	 
121053	32	 	 	 
121054	1	 	 	 
121054	2	 	 	 
121054	3	 	 	 
121054	4	 	 	 
121054	6	 	 	 
121054	9	 	 	 
121054	10	 	 	 
121054	11	 	 	 
121054	12	 	 	 
121054	13	 	 	 
121054	14	 	 	 
121054	15	 	 	 
121054	16	 	 	 
121054	17	 	 	 
121054	31	 	 	 
121054	32	 	 	 
121055	1	 	 	 
121055	2	 	 	 
121055	3	 	 	 
121055	4	 	 	 
121055	6	 	 	 
121055	9	 	 	 
121055	10	 	 	 
121055	11	 	 	 
121055	12	 	 	 
121055	13	 	 	 
121055	14	 	 	 
121055	15	 	 	 
121055	16	 	 	 
121055	17	 	 	 
121055	31	 	 	 
121055	32	 	 	 
121057	1	 	 	 
121057	2	 	 	 
121057	3	 	 	 
121057	4	 	 	 
121057	6	 	 	 
121057	9	 	 	 
121057	10	 	 	 
121057	11	 	 	 
121057	12	 	 	 
121057	13	 	 	 
121057	14	 	 	 
121057	15	 	 	 
121057	16	 	 	 
121057	17	 	 	 
121057	31	 	 	 
121057	32	 	 	 
131001	1	 	 	 
131001	2	 	 	 
131001	3	 	 	 
131001	4	 	 	 
131001	6	 	 	 
131001	9	 	 	 
131001	10	 	 	 
131001	11	 	 	 
131001	12	 	 	 
131001	13	 	 	 
131001	14	 	 	 
131001	15	 	 	 
131001	16	 	 	 
131001	17	 	 	 
131001	31	 	 	 
131001	32	 	 	 
131004	1	 	 	 
131004	2	 	 	 
131004	3	 	 	 
131004	4	 	 	 
131004	6	 	 	 
131004	9	 	 	 
131004	10	 	 	 
131004	11	 	 	 
131004	12	 	 	 
131004	13	 	 	 
131004	14	 	 	 
131004	15	 	 	 
131004	16	 	 	 
131004	17	 	 	 
131004	31	 	 	 
131004	32	 	 	 
131005	1	 	 	 
131005	2	 	 	 
131005	3	 	 	 
131005	4	 	 	 
131005	6	 	 	 
131005	9	 	 	 
131005	10	 	 	 
131005	11	 	 	 
131005	12	 	 	 
131005	13	 	 	 
131005	14	 	 	 
131005	15	 	 	 
131005	16	 	 	 
131005	17	 	 	 
131005	31	 	 	 
131005	32	 	 	 
131006	1	 	 	 
131006	2	 	 	 
131006	3	 	 	 
131006	4	 	 	 
131006	6	 	 	 
131006	9	 	 	 
131006	10	 	 	 
131006	11	 	 	 
131006	12	 	 	 
131006	13	 	 	 
131006	14	 	 	 
131006	15	 	 	 
131006	16	 	 	 
131006	17	 	 	 
131006	31	 	 	 
131006	32	 	 	 
131007	1	 	 	 
131007	2	 	 	 
131007	3	 	 	 
131007	4	 	 	 
131007	6	 	 	 
131007	9	 	 	 
131007	10	 	 	 
131007	11	 	 	 
131007	12	 	 	 
131007	13	 	 	 
131007	14	 	 	 
131007	15	 	 	 
131007	16	 	 	 
131007	17	 	 	 
131007	31	 	 	 
131007	32	 	 	 
131008	1	 	 	 
131008	2	 	 	 
131008	3	 	 	 
131008	4	 	 	 
131008	6	 	 	 
131008	9	 	 	 
131008	10	 	 	 
131008	11	 	 	 
131008	12	 	 	 
131008	13	 	 	 
131008	14	 	 	 
131008	15	 	 	 
131008	16	 	 	 
131008	17	 	 	 
131008	31	 	 	 
131008	32	 	 	 
131009	1	 	 	 
131009	2	 	 	 
131009	3	 	 	 
131009	4	 	 	 
131009	6	 	 	 
131009	9	 	 	 
131009	10	 	 	 
131009	11	 	 	 
131009	12	 	 	 
131009	13	 	 	 
131009	14	 	 	 
131009	15	 	 	 
131009	16	 	 	 
131009	17	 	 	 
131009	31	 	 	 
131009	32	 	 	 
131010	1	 	 	 
131010	2	 	 	 
131010	3	 	 	 
131010	4	 	 	 
131010	6	 	 	 
131010	9	 	 	 
131010	10	 	 	 
131010	11	 	 	 
131010	12	 	 	 
131010	13	 	 	 
131010	14	 	 	 
131010	15	 	 	 
131010	16	 	 	 
131010	17	 	 	 
131010	31	 	 	 
131010	32	 	 	 
131011	1	 	 	 
131011	2	 	 	 
131011	3	 	 	 
131011	4	 	 	 
131011	6	 	 	 
131011	9	 	 	 
131011	10	 	 	 
131011	11	 	 	 
131011	12	 	 	 
131011	13	 	 	 
131011	14	 	 	 
131011	15	 	 	 
131011	16	 	 	 
131011	17	 	 	 
131011	31	 	 	 
131011	32	 	 	 
131012	1	 	 	 
131012	2	 	 	 
131012	3	 	 	 
131012	4	 	 	 
131012	6	 	 	 
131012	9	 	 	 
131012	10	 	 	 
131012	11	 	 	 
131012	12	 	 	 
131012	13	 	 	 
131012	14	 	 	 
131012	15	 	 	 
131012	16	 	 	 
131012	17	 	 	 
131012	31	 	 	 
131012	32	 	 	 
131013	1	 	 	 
131013	2	 	 	 
131013	3	 	 	 
131013	4	 	 	 
131013	6	 	 	 
131013	9	 	 	 
131013	10	 	 	 
131013	11	 	 	 
131013	12	 	 	 
131013	13	 	 	 
131013	14	 	 	 
131013	15	 	 	 
131013	16	 	 	 
131013	17	 	 	 
131013	31	 	 	 
131013	32	 	 	 
131015	1	 	 	 
131015	2	 	 	 
131015	3	 	 	 
131015	4	 	 	 
131015	6	 	 	 
131015	9	 	 	 
131015	10	 	 	 
131015	11	 	 	 
131015	12	 	 	 
131015	13	 	 	 
131015	14	 	 	 
131015	15	 	 	 
131015	16	 	 	 
131015	17	 	 	 
131015	31	 	 	 
131015	32	 	 	 
131016	1	 	 	 
131016	2	 	 	 
131016	3	 	 	 
131016	4	 	 	 
131016	6	 	 	 
131016	9	 	 	 
131016	10	 	 	 
131016	11	 	 	 
131016	12	 	 	 
131016	13	 	 	 
131016	14	 	 	 
131016	15	 	 	 
131016	16	 	 	 
131016	17	 	 	 
131016	31	 	 	 
131016	32	 	 	 
131018	1	 	 	 
131018	2	 	 	 
131018	3	 	 	 
131018	4	 	 	 
131018	6	 	 	 
131018	9	 	 	 
131018	10	 	 	 
131018	11	 	 	 
131018	12	 	 	 
131018	13	 	 	 
131018	14	 	 	 
131018	15	 	 	 
131018	16	 	 	 
131018	17	 	 	 
131018	31	 	 	 
131018	32	 	 	 
131020	1	 	 	 
131020	2	 	 	 
131020	3	 	 	 
131020	4	 	 	 
131020	6	 	 	 
131020	9	 	 	 
131020	10	 	 	 
131020	11	 	 	 
131020	12	 	 	 
131020	13	 	 	 
131020	14	 	 	 
131020	15	 	 	 
131020	16	 	 	 
131020	17	 	 	 
131020	31	 	 	 
131020	32	 	 	 
131021	1	 	 	 
131021	2	 	 	 
131021	3	 	 	 
131021	4	 	 	 
131021	6	 	 	 
131021	9	 	 	 
131021	10	 	 	 
131021	11	 	 	 
131021	12	 	 	 
131021	13	 	 	 
131021	14	 	 	 
131021	15	 	 	 
131021	16	 	 	 
131021	17	 	 	 
131021	31	 	 	 
131021	32	 	 	 
131022	1	 	 	 
131022	2	 	 	 
131022	3	 	 	 
131022	4	 	 	 
131022	6	 	 	 
131022	9	 	 	 
131022	10	 	 	 
131022	11	 	 	 
131022	12	 	 	 
131022	13	 	 	 
131022	14	 	 	 
131022	15	 	 	 
131022	16	 	 	 
131022	17	 	 	 
131022	31	 	 	 
131022	32	 	 	 
131023	1	 	 	 
131023	2	 	 	 
131023	3	 	 	 
131023	4	 	 	 
131023	6	 	 	 
131023	9	 	 	 
131023	10	 	 	 
131023	11	 	 	 
131023	12	 	 	 
131023	13	 	 	 
131023	14	 	 	 
131023	15	 	 	 
131023	16	 	 	 
131023	17	 	 	 
131023	31	 	 	 
131023	32	 	 	 
131024	1	 	 	 
131024	2	 	 	 
131024	3	 	 	 
131024	4	 	 	 
131024	6	 	 	 
131024	9	 	 	 
131024	10	 	 	 
131024	11	 	 	 
131024	12	 	 	 
131024	13	 	 	 
131024	14	 	 	 
131024	15	 	 	 
131024	16	 	 	 
131024	17	 	 	 
131024	31	 	 	 
131024	32	 	 	 
131025	1	 	 	 
131025	2	 	 	 
131025	3	 	 	 
131025	4	 	 	 
131025	6	 	 	 
131025	9	 	 	 
131025	10	 	 	 
131025	11	 	 	 
131025	12	 	 	 
131025	13	 	 	 
131025	14	 	 	 
131025	15	 	 	 
131025	16	 	 	 
131025	17	 	 	 
131025	31	 	 	 
131025	32	 	 	 
131026	1	 	 	 
131026	2	 	 	 
131026	3	 	 	 
131026	4	 	 	 
131026	6	 	 	 
131026	9	 	 	 
131026	10	 	 	 
131026	11	 	 	 
131026	12	 	 	 
131026	13	 	 	 
131026	14	 	 	 
131026	15	 	 	 
131026	16	 	 	 
131026	17	 	 	 
131026	31	 	 	 
131026	32	 	 	 
131027	1	 	 	 
131027	2	 	 	 
131027	3	 	 	 
131027	4	 	 	 
131027	6	 	 	 
131027	9	 	 	 
131027	10	 	 	 
131027	11	 	 	 
131027	12	 	 	 
131027	13	 	 	 
131027	14	 	 	 
131027	15	 	 	 
131027	16	 	 	 
131027	17	 	 	 
131027	31	 	 	 
131027	32	 	 	 
131028	1	 	 	 
131028	2	 	 	 
131028	3	 	 	 
131028	4	 	 	 
131028	6	 	 	 
131028	9	 	 	 
131028	10	 	 	 
131028	11	 	 	 
131028	12	 	 	 
131028	13	 	 	 
131028	14	 	 	 
131028	15	 	 	 
131028	16	 	 	 
131028	17	 	 	 
131028	31	 	 	 
131028	32	 	 	 
131029	1	 	 	 
131029	2	 	 	 
131029	3	 	 	 
131029	4	 	 	 
131029	6	 	 	 
131029	9	 	 	 
131029	10	 	 	 
131029	11	 	 	 
131029	12	 	 	 
131029	13	 	 	 
131029	14	 	 	 
131029	15	 	 	 
131029	16	 	 	 
131029	17	 	 	 
131029	31	 	 	 
131029	32	 	 	 
131030	1	 	 	 
131030	2	 	 	 
131030	3	 	 	 
131030	4	 	 	 
131030	6	 	 	 
131030	9	 	 	 
131030	10	 	 	 
131030	11	 	 	 
131030	12	 	 	 
131030	13	 	 	 
131030	14	 	 	 
131030	15	 	 	 
131030	16	 	 	 
131030	17	 	 	 
131030	31	 	 	 
131030	32	 	 	 
131031	1	 	 	 
131031	2	 	 	 
131031	3	 	 	 
131031	4	 	 	 
131031	6	 	 	 
131031	9	 	 	 
131031	10	 	 	 
131031	11	 	 	 
131031	12	 	 	 
131031	13	 	 	 
131031	14	 	 	 
131031	15	 	 	 
131031	16	 	 	 
131031	17	 	 	 
131031	31	 	 	 
131031	32	 	 	 
131032	1	 	 	 
131032	2	 	 	 
131032	3	 	 	 
131032	4	 	 	 
131032	6	 	 	 
131032	9	 	 	 
131032	10	 	 	 
131032	11	 	 	 
131032	12	 	 	 
131032	13	 	 	 
131032	14	 	 	 
131032	15	 	 	 
131032	16	 	 	 
131032	17	 	 	 
131032	31	 	 	 
131032	32	 	 	 
131033	1	 	 	 
131033	2	 	 	 
131033	3	 	 	 
131033	4	 	 	 
131033	6	 	 	 
131033	9	 	 	 
131033	10	 	 	 
131033	11	 	 	 
131033	12	 	 	 
131033	13	 	 	 
131033	14	 	 	 
131033	15	 	 	 
131033	16	 	 	 
131033	17	 	 	 
131033	31	 	 	 
131033	32	 	 	 
131034	1	 	 	 
131034	2	 	 	 
131034	3	 	 	 
131034	4	 	 	 
131034	6	 	 	 
131034	9	 	 	 
131034	10	 	 	 
131034	11	 	 	 
131034	12	 	 	 
131034	13	 	 	 
131034	14	 	 	 
131034	15	 	 	 
131034	16	 	 	 
131034	17	 	 	 
131034	31	 	 	 
131034	32	 	 	 
131035	1	 	 	 
131035	2	 	 	 
131035	3	 	 	 
131035	4	 	 	 
131035	6	 	 	 
131035	9	 	 	 
131035	10	 	 	 
131035	11	 	 	 
131035	12	 	 	 
131035	13	 	 	 
131035	14	 	 	 
131035	15	 	 	 
131035	16	 	 	 
131035	17	 	 	 
131035	31	 	 	 
131035	32	 	 	 
131036	1	 	 	 
131036	2	 	 	 
131036	3	 	 	 
131036	4	 	 	 
131036	6	 	 	 
131036	9	 	 	 
131036	10	 	 	 
131036	11	 	 	 
131036	12	 	 	 
131036	13	 	 	 
131036	14	 	 	 
131036	15	 	 	 
131036	16	 	 	 
131036	17	 	 	 
131036	31	 	 	 
131036	32	 	 	 
131038	1	 	 	 
131038	2	 	 	 
131038	3	 	 	 
