CHILDCODE	HHDCIDR5	HVEMDER5	MADDECR5	WHOPRVR5
11035	7	1	1	1
11035	8	1	1	1
11035	9	1	1	1
11035	10	1	1	1
11035	11	1	1	1
11037	1	1	1	1
11037	2	1	1	1
11037	3	1	1	1
11037	4	1	1	1
11037	5	1	1	1
11037	6	1	1	1
11037	7	1	1	1
11037	8	1	1	1
11037	9	1	1	1
11037	10	1	1	1
11037	11	1	1	1
11038	1	1	1	1
11038	2	1	1	7
11038	3	1	1	8
11038	4	1	1	8
11038	5	1	1	8
11038	6	1	1	8
11038	7	1	1	8
11038	8	1	1	8
11038	9	1	1	8
11038	10	1	1	2
11038	11	1	1	2
11039	1	1	1	1
11039	2	1	1	6
11039	3	1	1	6
11039	4	1	1	6
11039	5	1	1	1
11039	6	1	1	1
11039	7	1	1	1
11039	8	0	0	77
11039	9	1	1	6
11039	10	1	1	6
11039	11	1	1	6
11040	1	1	1	1
11040	2	1	1	7
11040	3	1	1	1
11040	4	1	1	1
11040	5	1	1	7
11040	6	1	1	1
11040	7	1	1	1
11040	8	1	1	1
11040	9	1	1	1
11040	10	1	1	1
11040	11	1	1	2
11041	1	1	1	1
11041	2	1	1	2
11041	3	1	1	2
11041	4	1	1	2
11041	5	1	1	2
11041	6	1	1	1
11041	7	1	1	2
11041	8	1	1	2
11041	9	1	1	2
11041	10	1	1	1
11041	11	1	1	2
11042	1	1	1	7
11042	2	1	1	3
11042	3	1	1	7
11042	4	1	1	7
11042	5	1	1	1
11042	6	1	1	7
11042	7	1	1	1
11042	8	1	1	1
11042	9	1	1	7
11042	10	1	1	1
11042	11	1	1	1
11043	1	1	1	1
11043	2	1	1	3
11043	3	1	1	3
11043	4	1	1	1
11043	5	1	0	3
11043	6	1	1	1
11043	7	1	1	1
11043	8	1	1	1
11043	9	1	1	1
11043	10	1	1	1
11043	11	1	1	1
11044	1	1	1	6
11044	2	0	1	6
11044	3	0	1	6
11044	4	1	1	6
11044	5	1	1	1
11044	6	1	1	6
11044	7	1	1	6
11044	8	0	1	6
11044	9	1	1	6
11044	10	1	1	1
11044	11	1	1	6
11047	1	1	1	1
11047	2	1	1	7
11047	3	1	1	1
11047	4	1	1	1
11047	5	1	1	1
11047	6	1	1	6
11047	7	1	1	6
11047	8	1	1	1
11047	9	1	1	6
11047	10	1	1	1
11047	11	1	1	1
11048	1	1	1	1
11048	2	1	1	1
11048	3	1	1	1
11048	4	1	1	1
11048	5	1	1	1
11048	6	1	1	1
11048	7	1	1	1
11048	8	1	1	1
11048	9	1	1	1
11048	10	1	1	1
11048	11	1	1	6
11050	1	1	1	1
11050	2	1	0	3
11050	3	1	1	1
11050	4	1	1	3
11050	5	1	1	7
11050	6	1	1	7
11050	7	1	1	1
11050	8	1	1	1
11050	9	1	1	1
11050	10	1	1	1
11050	11	1	1	1
11052	1	1	1	1
11052	2	1	1	1
11052	3	1	1	1
11052	4	1	1	1
11052	5	1	1	1
11052	6	1	1	1
11052	7	1	1	1
11052	8	1	1	1
11052	9	1	1	1
11052	10	0	1	1
11052	11	0	1	6
11061	1	1	1	1
11061	2	1	0	3
11061	3	1	1	1
11061	4	1	1	3
11061	5	1	0	3
11061	6	1	1	1
11061	7	1	0	1
11061	8	1	0	1
11061	9	1	1	3
11061	10	1	1	1
11061	11	1	1	2
11063	1	1	1	1
11063	2	1	0	3
11063	3	1	0	3
11063	4	1	0	3
11063	5	1	1	3
11063	6	1	0	3
11063	7	1	1	3
11063	8	0	0	7
11063	9	0	0	7
11063	10	0	0	7
11063	11	0	0	7
11069	1	1	1	1
11069	2	1	1	3
11069	3	1	1	7
11069	4	1	1	7
11069	5	1	1	1
11069	6	1	1	3
11069	7	1	1	1
11069	8	1	1	1
11069	9	1	1	1
11069	10	1	1	7
11069	11	1	1	1
11074	1	1	1	1
11074	2	1	1	3
11074	3	1	1	1
11074	4	1	1	1
11074	5	1	1	1
11074	6	1	1	3
11074	7	1	1	1
11074	8	1	1	3
11074	9	1	0	3
11074	10	1	1	1
11074	11	1	1	2
11088	1	1	1	8
11088	2	1	1	3
11088	3	1	1	1
11088	4	1	1	1
11088	5	1	1	1
11088	6	1	1	1
11088	7	1	1	1
11088	8	1	1	1
11088	9	1	1	7
11088	10	1	1	7
11088	11	1	1	1
21002	1	1	1	1
21002	2	1	1	8
21002	3	1	1	7
21002	4	1	1	8
21002	5	1	1	1
21002	6	1	0	3
21002	7	1	1	1
21002	8	0	1	8
21002	9	1	1	7
21002	10	0	1	1
21002	11	0	1	1
21004	1	1	1	1
21004	2	1	1	3
21004	3	1	1	3
21004	4	1	1	3
21004	5	1	1	1
21004	6	1	1	1
21004	7	1	1	1
21004	8	1	1	1
21004	9	1	1	1
21004	10	1	1	1
21004	11	1	1	1
21005	1	1	1	1
21005	2	1	1	3
21005	3	1	1	1
21005	4	1	1	1
21005	5	1	1	1
21005	6	1	1	1
21005	7	1	1	1
21005	8	1	1	1
21005	9	1	1	7
21005	10	0	1	1
21005	11	0	1	6
21007	1	1	1	1
21007	2	1	1	3
21007	3	1	1	1
21007	4	1	1	1
21007	5	1	1	1
21007	6	1	1	7
21007	7	1	1	1
21007	8	1	1	1
21007	9	1	1	1
21007	10	1	1	7
21007	11	1	1	1
21008	1	1	1	1
21008	2	1	1	3
21008	3	1	1	8
21008	4	1	1	1
21008	5	1	1	1
21008	6	1	1	1
21008	7	1	1	1
21008	8	1	1	1
21008	9	1	1	1
21008	10	0	1	1
21008	11	0	1	1
21009	1	1	1	1
21009	2	1	1	7
21009	3	1	1	1
21009	4	1	1	1
21009	5	1	1	1
21009	6	1	1	1
21009	7	1	1	1
21009	8	1	1	1
21009	9	1	1	7
21009	10	1	1	7
21009	11	1	1	6
21011	1	1	1	1
21011	2	0	1	3
21011	3	1	1	1
21011	4	1	1	1
21011	5	1	1	1
21011	6	1	1	3
21011	7	1	1	1
21011	8	0	1	1
21011	9	1	1	1
21011	10	0	1	1
21011	11	0	1	1
21012	1	1	1	1
21012	2	1	1	1
21012	3	1	1	1
21012	4	1	1	1
21012	5	1	1	1
21012	6	1	1	1
21012	7	1	1	1
21012	8	0	1	1
21012	9	1	1	1
21012	10	0	1	1
21012	11	0	1	1
21013	1	1	1	1
21013	2	1	1	3
21013	3	1	1	3
21013	4	1	1	3
21013	5	1	1	1
21013	6	1	1	3
21013	7	1	1	3
21013	8	1	1	1
21013	9	1	1	1
21013	10	1	1	1
21013	11	1	1	1
21015	1	1	1	1
21015	2	1	1	7
21015	3	1	1	1
21015	4	1	1	7
21015	5	1	1	7
21015	6	1	1	7
21015	7	1	1	1
21015	8	1	1	7
21015	9	1	1	1
21015	10	1	1	1
21015	11	1	1	1
21017	1	1	1	1
21017	2	1	1	3
21017	3	1	1	7
21017	4	1	1	3
21017	5	1	1	3
21017	6	1	1	3
21017	7	1	1	3
21017	8	1	1	3
21017	9	1	1	3
21017	10	1	1	7
21017	11	1	1	7
21018	1	1	1	1
21018	2	1	0	4
21018	3	1	1	8
21018	4	1	1	6
21018	5	1	1	1
21018	6	1	1	6
21018	7	1	1	1
21018	8	1	0	2
21018	9	1	1	6
21018	10	1	1	6
21018	11	1	1	6
21020	1	1	1	1
21020	2	1	0	3
21020	3	1	1	7
21020	4	1	1	7
21020	5	1	1	1
21020	6	1	0	4
21020	7	1	1	7
21020	8	1	1	4
21020	9	1	1	7
21020	10	1	1	1
21020	11	1	1	1
21022	1	1	1	1
21022	2	1	1	3
21022	3	1	1	1
21022	4	1	1	1
21022	5	0	1	3
21022	6	1	1	1
21022	7	1	1	1
21022	8	0	1	1
21022	9	1	1	1
21022	10	1	1	1
21022	11	1	1	1
21023	1	1	1	1
21023	2	1	1	3
21023	3	1	1	3
21023	4	1	1	1
21023	5	1	1	3
21023	6	1	1	3
21023	7	1	1	1
21023	8	1	1	1
21023	9	1	1	1
21023	10	1	1	1
21023	11	1	1	1
21024	1	1	1	1
21024	2	1	1	1
21024	3	1	1	1
21024	4	1	1	1
21024	5	1	1	1
21024	6	1	1	1
21024	7	1	1	1
21024	8	1	1	1
21024	9	1	1	1
21024	10	0	1	1
21024	11	0	1	1
21025	1	1	1	1
21025	2	1	1	4
21025	3	1	1	1
21025	4	1	1	1
21025	5	1	1	6
21025	6	1	1	4
21025	7	1	1	1
21025	8	1	1	1
21025	9	1	1	1
21025	10	1	1	1
21025	11	1	1	1
21026	1	1	1	1
21026	2	1	0	3
21026	3	1	1	8
21026	4	1	1	6
21026	5	1	1	1
21026	6	1	1	8
21026	7	1	1	8
21026	8	1	0	4
21026	9	1	1	8
21026	10	1	1	1
21026	11	1	1	1
21027	1	1	1	7
21027	2	1	0	3
21027	3	1	1	7
21027	4	1	1	1
21027	5	1	0	3
21027	6	1	1	3
21027	7	0	1	1
21027	8	0	1	1
21027	9	1	0	3
21027	10	1	1	7
21027	11	1	1	6
21029	1	1	1	1
21029	2	1	1	1
21029	3	1	1	1
21029	4	1	1	1
21029	5	1	1	1
21029	6	1	1	1
21029	7	1	1	1
21029	8	1	1	1
21029	9	1	1	1
21029	10	0	1	1
21029	11	0	1	1
21030	1	1	1	1
21030	2	1	1	3
21030	3	1	1	3
21030	4	1	1	1
21030	5	1	1	1
21030	6	1	1	1
21030	7	1	1	1
21030	8	1	1	1
21030	9	1	1	1
21030	10	1	1	1
21030	11	1	1	1
21031	1	1	1	1
21031	2	1	0	3
21031	3	1	1	1
21031	4	1	1	1
21031	5	1	1	1
21031	6	1	1	1
21031	7	1	1	1
21031	8	1	1	1
21031	9	1	1	1
21031	10	1	1	1
21031	11	1	1	1
21032	1	1	1	1
21032	2	1	1	1
21032	3	1	1	1
21032	4	1	1	1
21032	5	1	1	1
21032	6	1	1	1
21032	7	1	1	1
21032	8	0	1	1
21032	9	1	1	1
21032	10	0	1	1
21032	11	0	1	1
21033	1	1	1	1
21033	2	1	0	3
21033	3	1	1	7
21033	4	1	1	6
21033	5	1	1	1
21033	6	1	1	3
21033	7	1	1	7
21033	8	1	1	7
21033	9	1	1	7
21033	10	1	1	7
21033	11	1	1	1
21034	1	1	1	1
21034	2	0	1	1
21034	3	1	1	1
21034	4	1	1	1
21034	5	0	1	1
21034	6	1	1	1
21034	7	1	1	1
21034	8	0	1	1
21034	9	1	1	1
21034	10	0	1	1
21034	11	0	1	1
21036	1	1	1	1
21036	2	1	1	7
21036	3	1	1	1
21036	4	1	1	1
21036	5	1	1	1
21036	6	1	1	1
21036	7	1	1	1
21036	8	1	1	1
21036	9	1	1	7
21036	10	1	1	7
21036	11	1	1	6
21037	1	1	1	1
21037	2	0	0	3
21037	3	1	1	1
21037	4	1	1	1
21037	5	1	1	1
21037	6	1	1	1
21037	7	1	1	1
21037	8	1	1	1
21037	9	1	1	1
21037	10	1	1	1
21037	11	1	1	1
21039	1	1	1	1
21039	2	1	1	3
21039	3	1	1	1
21039	4	1	1	1
21039	5	1	1	1
21039	6	1	1	3
21039	7	1	1	3
21039	8	1	1	1
21039	9	1	1	1
21039	10	1	1	1
21039	11	1	1	1
21040	1	1	1	1
21040	2	1	0	5
21040	3	1	1	1
21040	4	1	1	1
21040	5	1	1	3
21040	6	1	1	1
21040	7	1	0	1
21040	8	1	0	1
21040	9	1	1	1
21040	10	1	1	1
21040	11	1	1	1
21041	1	1	1	1
21041	2	1	1	3
21041	3	1	1	1
21041	4	1	1	1
21041	5	1	1	1
21041	6	1	1	1
21041	7	1	1	1
21041	8	0	1	1
21041	9	1	1	1
21041	10	0	1	1
21041	11	0	1	1
21042	1	1	1	1
21042	2	0	1	1
21042	3	1	1	1
21042	4	0	1	1
21042	5	0	0	3
21042	6	1	1	1
21042	7	1	1	1
21042	8	0	1	1
21042	9	1	1	1
21042	10	0	1	1
21042	11	0	1	1
21043	1	1	1	1
21043	2	1	1	3
21043	3	1	1	1
21043	4	1	1	1
21043	5	1	1	7
21043	6	1	1	3
21043	7	1	1	1
21043	8	1	1	1
21043	9	1	0	1
21043	10	1	1	1
21043	11	1	1	1
21044	1	1	1	1
21044	2	1	1	1
21044	3	1	1	1
21044	4	1	1	3
21044	5	1	1	1
21044	6	1	1	1
21044	7	1	1	1
21044	8	1	1	2
21044	9	1	1	2
21044	10	1	1	1
21044	11	1	1	3
21046	1	1	1	1
21046	2	1	1	3
21046	3	1	1	1
21046	4	1	1	7
21046	5	1	1	1
21046	6	1	1	7
21046	7	1	1	1
21046	8	1	1	1
21046	9	1	1	1
21046	10	1	1	7
21046	11	1	1	1
21047	1	1	1	1
21047	2	1	1	3
21047	3	1	1	1
21047	4	1	1	1
21047	5	1	1	3
21047	6	1	1	1
21047	7	1	1	1
21047	8	0	1	1
21047	9	1	1	1
21047	10	0	1	1
21047	11	0	1	1
21048	1	1	1	1
21048	2	1	1	3
21048	3	1	0	7
21048	4	1	1	1
21048	5	1	1	1
21048	6	1	1	1
21048	7	1	1	1
21048	8	1	1	1
21048	9	1	1	1
21048	10	1	1	1
21048	11	1	1	1
21056	1	1	1	1
21056	2	1	1	1
21056	3	1	1	1
21056	4	1	1	1
21056	5	1	1	1
21056	6	1	1	1
21056	7	0	1	1
21056	8	1	1	1
21056	9	1	1	1
21056	10	0	1	1
21056	11	0	1	1
21069	1	1	1	1
21069	2	1	1	2
21069	3	1	1	1
21069	4	1	1	2
21069	5	1	1	1
21069	6	1	1	1
21069	7	1	1	1
21069	8	1	1	1
21069	9	1	1	2
21069	10	1	1	1
21069	11	1	1	1
21072	1	1	1	1
21072	2	1	1	3
21072	3	1	1	7
21072	4	1	0	3
21072	5	1	1	1
21072	6	1	1	7
21072	7	1	1	1
21072	8	1	1	1
21072	9	1	1	7
21072	10	1	1	1
21072	11	1	1	1
21083	1	1	1	1
21083	2	1	0	4
21083	3	1	1	8
21083	4	1	0	6
21083	5	1	1	6
21083	6	1	1	6
21083	7	1	1	1
21083	8	1	0	4
21083	9	1	1	6
21083	10	1	1	1
21083	11	1	1	6
21089	1	1	1	1
21089	2	1	1	3
21089	3	1	1	1
21089	4	1	1	3
21089	5	1	1	7
21089	6	1	1	3
21089	7	1	1	1
21089	8	1	1	1
21089	9	1	1	1
21089	10	1	1	1
21089	11	1	1	1
21094	1	1	1	1
21094	2	1	1	3
21094	3	1	1	1
21094	4	1	1	3
21094	5	1	1	1
21094	6	1	1	3
21094	7	1	1	1
21094	8	1	1	1
21094	9	1	1	1
21094	10	1	1	1
21094	11	1	1	1
31001	1	1	1	1
31001	2	1	1	1
31001	3	1	1	1
31001	4	1	1	1
31001	5	1	1	1
31001	6	1	1	1
31001	7	1	1	1
31001	8	1	1	1
31001	9	1	1	7
31001	10	1	1	1
31001	11	1	1	1
31003	1	1	1	1
31003	2	1	0	4
31003	3	1	1	1
31003	4	1	1	1
31003	5	1	1	1
31003	6	1	1	4
31003	7	1	1	1
31003	8	0	1	1
31003	9	1	1	1
31003	10	0	1	1
31003	11	0	1	1
31004	1	1	1	1
31004	2	1	1	2
31004	3	1	1	2
31004	4	1	1	2
31004	5	1	1	1
31004	6	1	1	1
31004	7	1	1	1
31004	8	0	0	77
31004	9	1	1	2
31004	10	1	1	7
31004	11	1	1	2
31006	1	1	1	1
31006	2	1	0	3
31006	3	1	1	1
31006	4	1	1	7
31006	5	1	1	1
31006	6	1	1	7
31006	7	1	1	1
31006	8	0	0	77
31006	9	1	1	7
31006	10	1	1	7
31006	11	1	1	6
31007	1	1	1	1
31007	2	1	1	7
31007	3	1	1	7
31007	4	1	1	1
31007	5	1	1	7
31007	6	1	1	7
31007	7	1	1	1
31007	8	1	1	1
31007	9	1	1	1
31007	10	1	1	1
31007	11	1	1	1
31008	1	1	1	1
31008	2	1	1	3
31008	3	0	1	5
31008	4	1	1	3
31008	5	1	1	1
31008	6	1	1	3
31008	7	1	1	1
31008	8	1	1	3
31008	9	1	1	3
31008	10	1	1	1
31008	11	1	1	2
31009	1	1	1	1
31009	2	1	1	3
31009	3	1	1	5
31009	4	1	0	3
31009	5	1	1	3
31009	6	1	1	1
31009	7	1	1	3
31009	8	1	1	3
31009	9	1	1	3
31009	10	1	1	1
31009	11	1	1	2
31010	1	1	1	1
31010	2	1	0	3
31010	3	1	1	1
31010	4	1	1	7
31010	5	1	1	7
31010	6	1	1	7
31010	7	1	1	7
31010	8	1	0	3
31010	9	1	0	3
31010	10	1	1	7
31010	11	0	1	1
31011	1	1	1	1
31011	2	1	0	3
31011	3	1	1	7
31011	4	1	1	1
31011	5	1	1	1
31011	6	1	1	7
31011	7	1	1	1
31011	8	1	1	1
31011	9	1	1	1
31011	10	1	1	1
31011	11	1	1	1
31012	1	1	1	1
31012	2	1	1	7
31012	3	1	1	1
31012	4	1	1	7
31012	5	1	1	1
31012	6	1	1	7
31012	7	1	1	1
31012	8	1	1	1
31012	9	1	1	1
31012	10	1	1	1
31012	11	1	1	1
31013	1	1	1	1
31013	2	1	1	6
31013	3	1	1	6
31013	4	1	1	6
31013	5	1	1	1
31013	6	1	1	2
31013	7	1	1	6
31013	8	1	1	1
31013	9	1	1	6
31013	10	1	1	1
31013	11	1	1	1
31018	1	1	1	2
31018	2	1	1	2
31018	3	1	1	2
31018	4	1	1	2
31018	5	1	1	2
31018	6	1	1	1
31018	7	1	1	2
31018	8	0	0	3
31018	9	1	1	7
31018	10	1	1	7
31018	11	1	1	2
31020	1	1	1	1
31020	2	1	1	7
31020	3	1	1	1
31020	4	1	1	1
31020	5	1	1	1
31020	6	1	1	7
31020	7	1	1	1
31020	8	1	1	1
31020	9	1	1	1
31020	10	1	1	1
31020	11	1	1	1
31021	1	1	1	1
31021	2	1	0	3
31021	3	1	1	1
31021	4	1	1	1
31021	5	1	1	1
31021	6	1	0	3
31021	7	1	1	1
31021	8	1	1	1
31021	9	1	1	1
31021	10	1	1	1
31021	11	1	1	1
31023	1	1	1	1
31023	2	1	1	7
31023	3	1	1	3
31023	4	1	1	7
31023	5	1	1	1
31023	6	1	1	3
31023	7	1	1	7
31023	8	1	1	7
31023	9	1	1	7
31023	10	1	1	1
31023	11	1	1	1
31024	1	1	1	1
31024	2	1	1	7
31024	3	1	1	7
31024	4	1	1	7
31024	5	1	1	7
31024	6	1	1	7
31024	7	1	1	7
31024	8	1	0	3
31024	9	0	1	3
31024	10	1	1	7
31024	11	1	1	2
31025	1	1	1	1
31025	2	1	1	7
31025	3	1	1	7
31025	4	1	1	7
31025	5	1	1	7
31025	6	1	1	7
31025	7	1	1	7
31025	8	1	1	4
31025	9	1	1	7
31025	10	1	1	7
31025	11	1	1	2
31027	1	1	1	1
31027	2	1	1	6
31027	3	1	1	1
31027	4	1	1	1
31027	5	1	1	1
31027	6	1	1	1
31027	7	1	1	1
31027	8	1	1	1
31027	9	1	1	6
31027	10	1	1	1
31027	11	1	1	6
31028	1	1	1	1
31028	2	1	1	8
31028	3	1	0	2
31028	4	1	0	2
31028	5	1	0	2
31028	6	1	1	6
31028	7	1	1	6
31028	8	1	1	6
31028	9	1	1	6
31028	10	1	1	1
31028	11	1	1	6
31029	1	1	1	1
31029	2	1	1	3
31029	3	1	1	1
31029	4	1	1	1
31029	5	1	1	7
31029	6	1	1	7
31029	7	1	1	1
31029	8	1	1	8
31029	9	1	1	7
31029	10	1	1	7
31029	11	1	1	1
31031	1	1	1	1
31031	2	1	1	2
31031	3	1	1	2
31031	4	1	1	2
31031	5	1	1	1
31031	6	1	1	1
31031	7	1	1	2
31031	8	1	1	2
31031	9	1	1	2
31031	10	1	1	2
31031	11	1	1	2
31033	1	1	1	1
31033	2	1	1	7
31033	3	1	1	7
31033	4	1	1	1
31033	5	1	1	1
31033	6	1	1	7
31033	7	1	1	1
31033	8	1	1	7
31033	9	1	1	1
31033	10	1	1	7
31033	11	1	1	6
31034	1	1	1	1
31034	2	1	0	3
31034	3	1	1	1
31034	4	1	1	7
31034	5	1	1	7
31034	6	1	1	7
31034	7	1	1	1
31034	8	0	0	77
31034	9	1	1	7
31034	10	1	1	7
31034	11	1	1	1
31035	1	1	1	1
31035	2	1	1	8
31035	3	1	1	2
31035	4	1	1	2
31035	5	1	1	1
31035	6	1	1	8
31035	7	1	1	8
31035	8	1	1	2
31035	9	1	1	8
31035	10	1	1	2
31035	11	1	1	2
31036	1	1	1	1
31036	2	1	1	7
31036	3	1	1	1
31036	4	1	1	1
31036	5	1	1	1
31036	6	1	1	1
31036	7	1	1	1
31036	8	1	1	1
31036	9	1	1	1
31036	10	1	1	1
31036	11	1	1	6
31037	1	1	1	1
31037	2	1	1	7
31037	3	1	1	8
31037	4	1	1	1
31037	5	1	1	3
31037	6	1	1	1
31037	7	1	1	1
31037	8	1	1	8
31037	9	1	1	3
31037	10	1	0	3
31037	11	1	1	1
31038	1	1	1	1
31038	2	1	1	3
31038	3	1	1	1
31038	4	1	1	1
31038	5	1	1	1
31038	6	1	1	1
31038	7	1	1	1
31038	8	1	1	1
31038	9	1	1	3
31038	10	1	1	1
31038	11	1	1	2
