CHILDCODE	SCHCSTIDR52	FEES2R5
31009	8	 
31009	9	 
31010	5	 
31010	6	 
31010	7	 
31010	8	 
31010	9	 
31011	5	 
31011	6	 
31011	7	 
31011	8	 
31011	9	 
31012	5	 
31012	6	 
31012	7	 
31012	8	 
31012	9	 
31013	5	 
31013	6	 
31013	7	 
31013	8	 
31013	9	 
31018	5	 
31018	6	 
31018	7	 
31018	8	 
31018	9	 
31020	5	 
31020	6	 
31020	7	 
31020	8	 
31020	9	 
31021	5	 
31021	6	 
31021	7	 
31021	8	 
31021	9	 
31023	5	 
31023	6	 
31023	7	 
31023	8	 
31023	9	 
31024	5	 
31024	6	 
31024	7	 
31024	8	 
31024	9	 
31025	5	 
31025	6	 
31025	7	 
31025	8	 
31025	9	 
31027	5	 
31027	6	 
31027	7	 
31027	8	 
31027	9	 
31028	5	 
31028	6	 
31028	7	 
31028	8	 
31028	9	 
31029	5	 
31029	6	 
31029	7	 
31029	8	 
31029	9	 
31031	5	 
31031	6	 
31031	7	 
31031	8	 
31031	9	 
31033	5	0
31033	6	0
31033	7	4800
31033	8	12000
31033	9	500
31034	5	 
31034	6	 
31034	7	 
31034	8	 
31034	9	 
31035	5	 
31035	6	 
31035	7	 
31035	8	 
31035	9	 
31036	5	 
31036	6	 
31036	7	 
31036	8	 
31036	9	 
31037	5	 
31037	6	 
31037	7	 
31037	8	 
31037	9	 
31038	5	 
31038	6	 
31038	7	 
31038	8	 
31038	9	 
31039	5	 
31039	6	 
31039	7	 
31039	8	 
31039	9	 
31040	5	 
31040	6	 
31040	7	 
31040	8	 
31040	9	 
31041	5	 
31041	6	 
31041	7	 
31041	8	 
31041	9	 
31043	5	 
31043	6	 
31043	7	 
31043	8	 
31043	9	 
31045	5	0
31045	6	0
31045	7	2000
31045	8	0
31045	9	5000
31046	5	0
31046	6	0
31046	7	1500
31046	8	11000
31046	9	1000
31048	5	 
31048	6	 
31048	7	 
31048	8	 
31048	9	 
31049	5	 
31049	6	 
31049	7	 
31049	8	 
31049	9	 
31050	5	 
31050	6	 
31050	7	 
31050	8	 
31050	9	 
31052	5	 
31052	6	 
31052	7	 
31052	8	 
31052	9	 
31058	5	 
31058	6	 
31058	7	 
31058	8	 
31058	9	 
31059	5	 
31059	6	 
31059	7	 
31059	8	 
31059	9	 
31060	5	 
31060	6	 
31060	7	 
31060	8	 
31060	9	 
31079	5	 
31079	6	 
31079	7	 
31079	8	 
31079	9	 
31096	5	 
31096	6	 
31096	7	 
31096	8	 
31096	9	 
31098	5	 
31098	6	 
31098	7	 
31098	8	 
31098	9	 
31108	5	 
31108	6	 
31108	7	 
31108	8	 
31108	9	 
31134	5	 
31134	6	 
31134	7	 
31134	8	 
31134	9	 
41001	5	 
41001	6	 
41001	7	 
41001	8	 
41001	9	 
41002	5	 
41002	6	 
41002	7	 
41002	8	 
41002	9	 
41003	5	 
41003	6	 
41003	7	 
41003	8	 
41003	9	 
41004	5	 
41004	6	 
41004	7	 
41004	8	 
41004	9	 
41005	5	 
41005	6	 
41005	7	 
41005	8	 
41005	9	 
41006	5	 
41006	6	 
41006	7	 
41006	8	 
41006	9	 
41007	5	 
41007	6	 
41007	7	 
41007	8	 
41007	9	 
41008	5	 
41008	6	 
41008	7	 
41008	8	 
41008	9	 
41009	5	 
41009	6	 
41009	7	 
41009	8	 
41009	9	 
41010	5	 
41010	6	 
41010	7	 
41010	8	 
41010	9	 
41011	5	 
41011	6	 
41011	7	 
41011	8	 
41011	9	 
41012	5	 
41012	6	 
41012	7	 
41012	8	 
41012	9	 
41013	5	 
41013	6	 
41013	7	 
41013	8	 
41013	9	 
41014	5	 
41014	6	 
41014	7	 
41014	8	 
41014	9	 
41015	5	 
41015	6	 
41015	7	 
41015	8	 
41015	9	 
41016	5	 
41016	6	 
41016	7	 
41016	8	 
41016	9	 
41017	5	 
41017	6	 
41017	7	 
41017	8	 
41017	9	 
41019	5	 
41019	6	 
41019	7	 
41019	8	 
41019	9	 
41020	5	 
41020	6	 
41020	7	 
41020	8	 
41020	9	 
41021	5	 
41021	6	 
41021	7	 
41021	8	 
41021	9	 
41022	5	 
41022	6	 
41022	7	 
41022	8	 
41022	9	 
41023	5	 
41023	6	 
41023	7	 
41023	8	 
41023	9	 
41024	5	 
41024	6	 
41024	7	 
41024	8	 
41024	9	 
41025	5	 
41025	6	 
41025	7	 
41025	8	 
41025	9	 
41026	5	 
41026	6	 
41026	7	 
41026	8	 
41026	9	 
41027	5	 
41027	6	 
41027	7	 
41027	8	 
41027	9	 
41028	5	 
41028	6	 
41028	7	 
41028	8	 
41028	9	 
41030	5	500
41030	6	6000
41030	7	500
41030	8	15000
41030	9	3000
41031	5	 
41031	6	 
41031	7	 
41031	8	 
41031	9	 
41032	5	 
41032	6	 
41032	7	 
41032	8	 
41032	9	 
41034	5	 
41034	6	 
41034	7	 
41034	8	 
41034	9	 
41036	5	0
41036	6	0
41036	7	7000
41036	8	0
41036	9	4000
41037	5	 
41037	6	 
41037	7	 
41037	8	 
41037	9	 
41038	5	 
41038	6	 
41038	7	 
41038	8	 
41038	9	 
41039	5	 
41039	6	 
41039	7	 
41039	8	 
41039	9	 
41041	5	 
41041	6	 
41041	7	 
41041	8	 
41041	9	 
41042	5	 
41042	6	 
41042	7	 
41042	8	 
41042	9	 
41043	5	 
41043	6	 
41043	7	 
41043	8	 
41043	9	 
41046	5	 
41046	6	 
41046	7	 
41046	8	 
41046	9	 
41047	5	 
41047	6	 
41047	7	 
41047	8	 
41047	9	 
41049	5	 
41049	6	 
41049	7	 
41049	8	 
41049	9	 
41050	5	 
41050	6	 
41050	7	 
41050	8	 
41050	9	 
41059	5	 
41059	6	 
41059	7	 
41059	8	 
41059	9	 
41092	5	 
41092	6	 
41092	7	 
41092	8	 
41092	9	 
41106	5	2000
41106	6	12000
41106	7	6000
41106	8	500
41106	9	6500
41109	5	 
41109	6	 
41109	7	 
41109	8	 
41109	9	 
41110	5	 
41110	6	 
41110	7	 
41110	8	 
41110	9	 
41114	5	0
41114	6	18000
41114	7	160
41114	8	10500
41114	9	3000
41130	5	0
41130	6	1000
41130	7	1000
41130	8	12000
41130	9	2000
51002	5	 
51002	6	 
51002	7	 
51002	8	 
51002	9	 
51003	5	 
51003	6	 
51003	7	 
51003	8	 
51003	9	 
51004	5	 
51004	6	 
51004	7	 
51004	8	 
51004	9	 
51005	5	 
51005	6	 
51005	7	 
51005	8	 
51005	9	 
51006	5	 
51006	6	 
51006	7	 
51006	8	 
51006	9	 
51008	5	 
51008	6	 
51008	7	 
51008	8	 
51008	9	 
51009	5	 
51009	6	 
51009	7	 
51009	8	 
51009	9	 
51010	5	 
51010	6	 
51010	7	 
51010	8	 
51010	9	 
51011	5	 
51011	6	 
51011	7	 
51011	8	 
51011	9	 
51013	5	 
51013	6	 
51013	7	 
51013	8	 
51013	9	 
51015	5	2000
51015	6	12000
51015	7	2700
51015	8	0
51015	9	1000
51016	5	2500
51016	6	500
51016	7	0
51016	8	0
51016	9	500
51017	5	0
51017	6	1000
51017	7	0
51017	8	0
51017	9	500
51018	5	 
51018	6	 
51018	7	 
51018	8	 
51018	9	 
51019	5	 
51019	6	 
51019	7	 
51019	8	 
51019	9	 
51020	5	 
51020	6	 
51020	7	 
51020	8	 
51020	9	 
51022	5	 
51022	6	 
51022	7	 
51022	8	 
51022	9	 
51023	5	 
51023	6	 
51023	7	 
51023	8	 
51023	9	 
51024	5	 
51024	6	 
51024	7	 
51024	8	 
51024	9	 
51025	5	 
51025	6	 
51025	7	 
51025	8	 
51025	9	 
51026	5	 
51026	6	 
51026	7	 
51026	8	 
51026	9	 
51028	5	 
51028	6	 
51028	7	 
51028	8	 
51028	9	 
51029	5	 
51029	6	 
51029	7	 
51029	8	 
51029	9	 
51031	5	24000
51031	6	25000
51031	7	2000
51031	8	0
51031	9	1000
51032	5	 
51032	6	 
51032	7	 
51032	8	 
51032	9	 
51033	5	0
51033	6	1000
51033	7	0
51033	8	0
51033	9	500
51034	5	0
51034	6	0
51034	7	2400
51034	8	5000
51034	9	1000
51035	5	 
51035	6	 
51035	7	 
51035	8	 
51035	9	 
51036	5	 
51036	6	 
51036	7	 
51036	8	 
51036	9	 
51037	5	 
51037	6	 
51037	7	 
51037	8	 
51037	9	 
51038	5	 
51038	6	 
51038	7	 
51038	8	 
51038	9	 
51039	5	 
51039	6	 
51039	7	 
51039	8	 
51039	9	 
51040	5	 
51040	6	 
51040	7	 
51040	8	 
51040	9	 
51041	5	 
51041	6	 
51041	7	 
51041	8	 
51041	9	 
51042	5	 
51042	6	 
51042	7	 
51042	8	 
51042	9	 
51043	5	3000
51043	6	0
51043	7	3600
51043	8	0
51043	9	1000
51044	5	 
51044	6	 
51044	7	 
51044	8	 
51044	9	 
51045	5	2000
51045	6	-77
51045	7	500
51045	8	500
51045	9	500
51046	5	 
51046	6	 
51046	7	 
51046	8	 
51046	9	 
51047	5	 
51047	6	 
51047	7	 
51047	8	 
51047	9	 
51048	5	3000
51048	6	1800
51048	7	5400
51048	8	500
51048	9	200
51049	5	 
51049	6	 
51049	7	 
51049	8	 
51049	9	 
51057	5	 
51057	6	 
51057	7	 
51057	8	 
51057	9	 
51070	5	 
51070	6	 
51070	7	 
51070	8	 
51070	9	 
61001	5	 
61001	6	 
61001	7	 
61001	8	 
61001	9	 
61003	5	 
61003	6	 
61003	7	 
61003	8	 
61003	9	 
61004	5	 
61004	6	 
61004	7	 
61004	8	 
61004	9	 
61006	5	 
61006	6	 
61006	7	 
61006	8	 
61006	9	 
61008	5	 
61008	6	 
61008	7	 
61008	8	 
61008	9	 
61009	5	0
61009	6	0
61009	7	0
61009	8	15000
61009	9	5000
61011	5	 
61011	6	 
61011	7	 
61011	8	 
61011	9	 
61012	5	 
61012	6	 
61012	7	 
61012	8	 
61012	9	 
61013	5	 
61013	6	 
61013	7	 
61013	8	 
61013	9	 
61014	5	 
61014	6	 
61014	7	 
61014	8	 
61014	9	 
61015	5	 
61015	6	 
61015	7	 
61015	8	 
61015	9	 
61016	5	 
61016	6	 
61016	7	 
61016	8	 
61016	9	 
61017	5	 
61017	6	 
61017	7	 
61017	8	 
61017	9	 
61018	5	 
61018	6	 
61018	7	 
61018	8	 
61018	9	 
61019	5	 
61019	6	 
61019	7	 
61019	8	 
61019	9	 
61020	5	 
61020	6	 
61020	7	 
61020	8	 
61020	9	 
61021	5	 
61021	6	 
61021	7	 
61021	8	 
61021	9	 
61024	5	 
61024	6	 
61024	7	 
61024	8	 
61024	9	 
61025	5	 
61025	6	 
61025	7	 
61025	8	 
61025	9	 
61026	5	 
61026	6	 
61026	7	 
61026	8	 
61026	9	 
61028	5	 
61028	6	 
61028	7	 
61028	8	 
61028	9	 
61029	5	0
61029	6	1500
61029	7	1000
61029	8	0
61029	9	0
61030	5	0
61030	6	1500
61030	7	0
61030	8	0
61030	9	1000
61031	5	 
61031	6	 
61031	7	 
61031	8	 
61031	9	 
61032	5	 
61032	6	 
61032	7	 
61032	8	 
61032	9	 
61033	5	 
61033	6	 
61033	7	 
61033	8	 
61033	9	 
61034	5	0
61034	6	0
61034	7	1800
61034	8	0
61034	9	800
61035	5	0
61035	6	0
61035	7	6000
61035	8	1000
61035	9	3000
61036	5	 
61036	6	 
61036	7	 
61036	8	 
61036	9	 
61037	5	 
61037	6	 
61037	7	 
61037	8	 
61037	9	 
61038	5	 
61038	6	 
61038	7	 
61038	8	 
61038	9	 
61039	5	 
61039	6	 
61039	7	 
61039	8	 
61039	9	 
61040	5	 
61040	6	 
61040	7	 
61040	8	 
61040	9	 
61041	5	0
61041	6	1400
61041	7	1800
61041	8	10000
61041	9	250
61042	5	0
61042	6	1500
61042	7	500
61042	8	0
61042	9	0
61043	5	 
61043	6	 
61043	7	 
61043	8	 
61043	9	 
61044	5	5200
61044	6	2700
61044	7	0
61044	8	0
61044	9	500
61046	5	 
61046	6	 
61046	7	 
61046	8	 
61046	9	 
61047	5	 
61047	6	 
61047	7	 
61047	8	 
61047	9	 
61048	5	 
61048	6	 
61048	7	 
61048	8	 
61048	9	 
61049	5	 
61049	6	 
61049	7	 
61049	8	 
61049	9	 
61050	5	 
61050	6	 
61050	7	 
61050	8	 
61050	9	 
61052	5	 
61052	6	 
61052	7	 
61052	8	 
61052	9	 
61055	5	 
61055	6	 
61055	7	 
61055	8	 
61055	9	 
61056	5	 
61056	6	 
61056	7	 
61056	8	 
61056	9	 
61057	5	 
61057	6	 
61057	7	 
61057	8	 
61057	9	 
61076	5	 
61076	6	 
61076	7	 
61076	8	 
61076	9	 
61079	5	 
61079	6	 
61079	7	 
61079	8	 
61079	9	 
61104	5	 
61104	6	 
61104	7	 
61104	8	 
61104	9	 
71001	5	 
71001	6	 
71001	7	 
71001	8	 
71001	9	 
71002	5	 
71002	6	 
71002	7	 
71002	8	 
71002	9	 
71003	5	 
71003	6	 
71003	7	 
71003	8	 
71003	9	 
71004	5	2000
71004	6	0
71004	7	0
71004	8	15000
71004	9	500
71005	5	 
71005	6	 
71005	7	 
71005	8	 
71005	9	 
71007	5	 
71007	6	 
71007	7	 
71007	8	 
71007	9	 
71008	5	 
71008	6	 
71008	7	 
71008	8	 
71008	9	 
71009	5	 
71009	6	 
71009	7	 
71009	8	 
71009	9	 
71010	5	0
71010	6	10000
71010	7	5000
71010	8	0
71010	9	3000
71011	5	 
71011	6	 
71011	7	 
71011	8	 
71011	9	 
71013	5	 
71013	6	 
71013	7	 
71013	8	 
71013	9	 
71014	5	 
71014	6	 
71014	7	 
71014	8	 
71014	9	 
71015	5	 
71015	6	 
71015	7	 
71015	8	 
71015	9	 
71018	5	 
71018	6	 
71018	7	 
71018	8	 
71018	9	 
71019	5	 
71019	6	 
71019	7	 
71019	8	 
71019	9	 
71020	5	 
71020	6	 
71020	7	 
71020	8	 
71020	9	 
71021	5	5000
71021	6	500
71021	7	3600
71021	8	5000
71021	9	1000
71023	5	 
71023	6	 
71023	7	 
71023	8	 
71023	9	 
71024	5	 
71024	6	 
71024	7	 
71024	8	 
71024	9	 
71025	5	 
71025	6	 
71025	7	 
71025	8	 
71025	9	 
71026	5	 
71026	6	 
71026	7	 
71026	8	 
71026	9	 
71027	5	 
71027	6	 
71027	7	 
71027	8	 
71027	9	 
71028	5	 
71028	6	 
71028	7	 
71028	8	 
71028	9	 
71029	5	 
71029	6	 
71029	7	 
71029	8	 
71029	9	 
71031	5	 
71031	6	 
71031	7	 
71031	8	 
71031	9	 
71032	5	 
71032	6	 
71032	7	 
71032	8	 
71032	9	 
71033	5	 
71033	6	 
71033	7	 
71033	8	 
71033	9	 
71034	5	 
71034	6	 
71034	7	 
71034	8	 
71034	9	 
71035	5	 
71035	6	 
71035	7	 
71035	8	 
71035	9	 
71036	5	 
71036	6	 
71036	7	 
71036	8	 
71036	9	 
71037	5	 
71037	6	 
71037	7	 
71037	8	 
71037	9	 
71038	5	 
71038	6	 
71038	7	 
71038	8	 
71038	9	 
71039	5	 
71039	6	 
71039	7	 
71039	8	 
71039	9	 
71041	5	 
71041	6	 
71041	7	 
71041	8	 
71041	9	 
71042	5	 
71042	6	 
71042	7	 
71042	8	 
71042	9	 
71043	5	 
71043	6	 
71043	7	 
71043	8	 
71043	9	 
71044	5	 
71044	6	 
71044	7	 
71044	8	 
71044	9	 
71046	5	0
71046	6	800
71046	7	0
71046	8	0
71046	9	1400
71047	5	 
71047	6	 
71047	7	 
71047	8	 
71047	9	 
71048	5	 
71048	6	 
71048	7	 
71048	8	 
71048	9	 
71049	5	 
71049	6	 
71049	7	 
71049	8	 
71049	9	 
71073	5	 
71073	6	 
71073	7	 
71073	8	 
71073	9	 
71097	5	 
71097	6	 
71097	7	 
71097	8	 
71097	9	 
71112	5	20000
71112	6	15000
71112	7	10000
71112	8	25000
71112	9	10000
71120	5	7200
71120	6	4320
71120	7	2160
71120	8	0
71120	9	400
71121	5	 
71121	6	 
71121	7	 
71121	8	 
71121	9	 
81001	5	 
81001	6	 
81001	7	 
81001	8	 
81001	9	 
81003	5	0
81003	6	1500
81003	7	4500
81003	8	0
81003	9	0
81004	5	 
81004	6	 
81004	7	 
81004	8	 
81004	9	 
81005	5	 
81005	6	 
81005	7	 
81005	8	 
81005	9	 
81006	5	 
81006	6	 
81006	7	 
81006	8	 
81006	9	 
81007	5	 
81007	6	 
81007	7	 
81007	8	 
81007	9	 
81008	5	 
81008	6	 
81008	7	 
81008	8	 
81008	9	 
81009	5	 
81009	6	 
81009	7	 
81009	8	 
81009	9	 
81010	5	 
81010	6	 
81010	7	 
81010	8	 
81010	9	 
81011	5	 
81011	6	 
81011	7	 
81011	8	 
81011	9	 
81012	5	 
81012	6	 
81012	7	 
81012	8	 
81012	9	 
81013	5	 
81013	6	 
81013	7	 
81013	8	 
81013	9	 
81017	5	 
81017	6	 
81017	7	 
81017	8	 
81017	9	 
81018	5	 
81018	6	 
81018	7	 
81018	8	 
81018	9	 
81019	5	 
81019	6	 
81019	7	 
81019	8	 
81019	9	 
81020	5	 
81020	6	 
81020	7	 
81020	8	 
81020	9	 
81021	5	 
81021	6	 
81021	7	 
81021	8	 
81021	9	 
81022	5	 
81022	6	 
81022	7	 
81022	8	 
81022	9	 
81023	5	 
81023	6	 
81023	7	 
81023	8	 
81023	9	 
81024	5	 
81024	6	 
81024	7	 
81024	8	 
81024	9	 
81025	5	 
81025	6	 
81025	7	 
81025	8	 
81025	9	 
81026	5	 
81026	6	 
81026	7	 
81026	8	 
81026	9	 
81028	5	 
81028	6	 
81028	7	 
81028	8	 
81028	9	 
81029	5	 
81029	6	 
81029	7	 
81029	8	 
81029	9	 
81030	5	 
81030	6	 
81030	7	 
81030	8	 
81030	9	 
81031	5	 
81031	6	 
81031	7	 
81031	8	 
81031	9	 
81032	5	 
81032	6	 
81032	7	 
81032	8	 
81032	9	 
81035	5	 
81035	6	 
81035	7	 
81035	8	 
81035	9	 
81036	5	0
81036	6	0
81036	7	1000
81036	8	1000
81036	9	1000
81038	5	 
81038	6	 
81038	7	 
81038	8	 
81038	9	 
81039	5	 
81039	6	 
81039	7	 
81039	8	 
81039	9	 
81041	5	 
81041	6	 
81041	7	 
81041	8	 
81041	9	 
81042	5	 
81042	6	 
81042	7	 
81042	8	 
81042	9	 
81043	5	 
81043	6	 
81043	7	 
81043	8	 
81043	9	 
81045	5	 
81045	6	 
81045	7	 
81045	8	 
81045	9	 
81046	5	 
81046	6	 
81046	7	 
81046	8	 
81046	9	 
81047	5	 
81047	6	 
81047	7	 
81047	8	 
81047	9	 
81049	5	0
81049	6	13500
81049	7	4500
81049	8	0
81049	9	2000
81050	5	 
81050	6	 
81050	7	 
81050	8	 
81050	9	 
81073	5	 
81073	6	 
81073	7	 
81073	8	 
81073	9	 
81092	5	 
81092	6	 
81092	7	 
81092	8	 
81092	9	 
81105	5	 
81105	6	 
81105	7	 
81105	8	 
81105	9	 
81108	5	 
81108	6	 
81108	7	 
81108	8	 
81108	9	 
81120	5	 
81120	6	 
81120	7	 
81120	8	 
81120	9	 
81130	5	 
81130	6	 
81130	7	 
81130	8	 
81130	9	 
81139	5	 
81139	6	 
81139	7	 
81139	8	 
81139	9	 
81145	5	 
81145	6	 
81145	7	 
81145	8	 
81145	9	 
81150	5	 
81150	6	 
81150	7	 
81150	8	 
81150	9	 
81152	5	 
81152	6	 
81152	7	 
81152	8	 
81152	9	 
91001	5	 
91001	6	 
91001	7	 
91001	8	 
91001	9	 
91003	5	0
91003	6	21000
91003	7	1380
91003	8	18000
91003	9	300
91005	5	0
91005	6	12000
91005	7	2000
91005	8	15000
91005	9	4000
91006	5	 
91006	6	 
91006	7	 
91006	8	 
91006	9	 
91008	5	 
91008	6	 
91008	7	 
91008	8	 
91008	9	 
91009	5	 
91009	6	 
91009	7	 
91009	8	 
91009	9	 
91010	5	 
91010	6	 
91010	7	 
91010	8	 
91010	9	 
91011	5	 
91011	6	 
91011	7	 
91011	8	 
91011	9	 
91012	5	 
91012	6	 
91012	7	 
91012	8	 
91012	9	 
91014	5	 
91014	6	 
91014	7	 
91014	8	 
91014	9	 
91015	5	 
91015	6	 
91015	7	 
91015	8	 
91015	9	 
91016	5	 
91016	6	 
91016	7	 
91016	8	 
91016	9	 
91017	5	 
91017	6	 
91017	7	 
91017	8	 
91017	9	 
91019	5	0
91019	6	3000
91019	7	1000
91019	8	0
91019	9	200
91020	5	 
91020	6	 
91020	7	 
91020	8	 
91020	9	 
91021	5	 
91021	6	 
91021	7	 
91021	8	 
91021	9	 
91022	5	 
91022	6	 
91022	7	 
91022	8	 
91022	9	 
91024	5	 
91024	6	 
91024	7	 
91024	8	 
91024	9	 
91025	5	 
91025	6	 
91025	7	 
91025	8	 
91025	9	 
91026	5	 
91026	6	 
91026	7	 
91026	8	 
91026	9	 
91027	5	 
91027	6	 
91027	7	 
91027	8	 
91027	9	 
91028	5	 
91028	6	 
91028	7	 
91028	8	 
91028	9	 
91029	5	 
91029	6	 
91029	7	 
91029	8	 
91029	9	 
91030	5	 
91030	6	 
91030	7	 
91030	8	 
91030	9	 
91031	5	 
91031	6	 
91031	7	 
91031	8	 
