CHILDCODE	SCHCSTIDR5	FEESR5
21008	1	 
21008	2	 
21008	3	 
21009	1	0
21009	2	73000
21009	3	0
21011	1	 
21011	2	 
21011	3	 
21012	1	 
21012	2	 
21012	3	 
21013	1	 
21013	2	 
21013	3	 
21015	1	 
21015	2	 
21015	3	 
21017	1	 
21017	2	 
21017	3	 
21018	1	 
21018	2	 
21018	3	 
21020	1	 
21020	2	 
21020	3	 
21022	1	 
21022	2	 
21022	3	 
21023	1	 
21023	2	 
21023	3	 
21024	1	 
21024	2	 
21024	3	 
21025	1	 
21025	2	 
21025	3	 
21026	1	 
21026	2	 
21026	3	 
21027	1	 
21027	2	 
21027	3	 
21029	1	 
21029	2	 
21029	3	 
21030	1	 
21030	2	 
21030	3	 
21031	1	 
21031	2	 
21031	3	 
21032	1	 
21032	2	 
21032	3	 
21033	1	 
21033	2	 
21033	3	 
21034	1	 
21034	2	 
21034	3	 
21036	1	0
21036	2	8400
21036	3	0
21037	1	 
21037	2	 
21037	3	 
21039	1	 
21039	2	 
21039	3	 
21040	1	 
21040	2	 
21040	3	 
21041	1	 
21041	2	 
21041	3	 
21042	1	 
21042	2	 
21042	3	 
21043	1	 
21043	2	 
21043	3	 
21044	1	 
21044	2	 
21044	3	 
21046	1	 
21046	2	 
21046	3	 
21047	1	 
21047	2	 
21047	3	 
21048	1	 
21048	2	 
21048	3	 
21056	1	 
21056	2	 
21056	3	 
21069	1	 
21069	2	 
21069	3	 
21072	1	0
21072	2	0
21072	3	100
21083	1	 
21083	2	 
21083	3	 
21089	1	 
21089	2	 
21089	3	 
21094	1	 
21094	2	 
21094	3	 
31001	1	 
31001	2	 
31001	3	 
31003	1	 
31003	2	 
31003	3	 
31004	1	 
31004	2	 
31004	3	 
31006	1	 
31006	2	 
31006	3	 
31007	1	 
31007	2	 
31007	3	 
31008	1	 
31008	2	 
31008	3	 
31009	1	 
31009	2	 
31009	3	 
31010	1	 
31010	2	 
31010	3	 
31011	1	 
31011	2	 
31011	3	 
31012	1	 
31012	2	 
31012	3	 
31013	1	 
31013	2	 
31013	3	 
31018	1	 
31018	2	 
31018	3	 
31020	1	 
31020	2	 
31020	3	 
31021	1	 
31021	2	 
31021	3	 
31023	1	 
31023	2	 
31023	3	 
31024	1	 
31024	2	 
31024	3	 
31025	1	 
31025	2	 
31025	3	 
31027	1	 
31027	2	 
31027	3	 
31028	1	 
31028	2	 
31028	3	 
31029	1	 
31029	2	 
31029	3	 
31031	1	 
31031	2	 
31031	3	 
31033	1	0
31033	2	0
31033	3	0
31034	1	 
31034	2	 
31034	3	 
31035	1	 
31035	2	 
31035	3	 
31036	1	 
31036	2	 
31036	3	 
31037	1	 
31037	2	 
31037	3	 
31038	1	 
31038	2	 
31038	3	 
31039	1	 
31039	2	 
31039	3	 
31040	1	 
31040	2	 
31040	3	 
31041	1	 
31041	2	 
31041	3	 
31043	1	 
31043	2	 
31043	3	 
31045	1	0
31045	2	9000
31045	3	200
31046	1	0
31046	2	9000
31046	3	200
31048	1	 
31048	2	 
31048	3	 
31049	1	 
31049	2	 
31049	3	 
31050	1	 
31050	2	 
31050	3	 
31052	1	 
31052	2	 
31052	3	 
31058	1	 
31058	2	 
31058	3	 
31059	1	 
31059	2	 
31059	3	 
31060	1	 
31060	2	 
31060	3	 
31079	1	 
31079	2	 
31079	3	 
31096	1	 
31096	2	 
31096	3	 
31098	1	 
31098	2	 
31098	3	 
31108	1	 
31108	2	 
31108	3	 
31134	1	 
31134	2	 
31134	3	 
41001	1	 
41001	2	 
41001	3	 
41002	1	 
41002	2	 
41002	3	 
41003	1	 
41003	2	 
41003	3	 
41004	1	 
41004	2	 
41004	3	 
41005	1	 
41005	2	 
41005	3	 
41006	1	 
41006	2	 
41006	3	 
41007	1	 
41007	2	 
41007	3	 
41008	1	 
41008	2	 
41008	3	 
41009	1	 
41009	2	 
41009	3	 
41010	1	 
41010	2	 
41010	3	 
41011	1	 
41011	2	 
41011	3	 
41012	1	 
41012	2	 
41012	3	 
41013	1	 
41013	2	 
41013	3	 
41014	1	 
41014	2	 
41014	3	 
41015	1	 
41015	2	 
41015	3	 
41016	1	 
41016	2	 
41016	3	 
41017	1	 
41017	2	 
41017	3	 
41019	1	 
41019	2	 
41019	3	 
41020	1	 
41020	2	 
41020	3	 
41021	1	 
41021	2	 
41021	3	 
41022	1	 
41022	2	 
41022	3	 
41023	1	 
41023	2	 
41023	3	 
41024	1	 
41024	2	 
41024	3	 
41025	1	 
41025	2	 
41025	3	 
41026	1	 
41026	2	 
41026	3	 
41027	1	 
41027	2	 
41027	3	 
41028	1	 
41028	2	 
41028	3	 
41030	1	100
41030	2	8500
41030	3	400
41031	1	 
41031	2	 
41031	3	 
41032	1	 
41032	2	 
41032	3	 
41034	1	 
41034	2	 
41034	3	 
41036	1	3000
41036	2	5000
41036	3	2000
41037	1	 
41037	2	 
41037	3	 
41038	1	 
41038	2	 
41038	3	 
41039	1	 
41039	2	 
41039	3	 
41041	1	 
41041	2	 
41041	3	 
41042	1	 
41042	2	 
41042	3	 
41043	1	 
41043	2	 
41043	3	 
41046	1	 
41046	2	 
41046	3	 
41047	1	 
41047	2	 
41047	3	 
41049	1	 
41049	2	 
41049	3	 
41050	1	 
41050	2	 
41050	3	 
41059	1	 
41059	2	 
41059	3	 
41092	1	 
41092	2	 
41092	3	 
41106	1	100
41106	2	7000
41106	3	1000
41109	1	 
41109	2	 
41109	3	 
41110	1	 
41110	2	 
41110	3	 
41114	1	0
41114	2	7400
41114	3	0
41130	1	5000
41130	2	35000
41130	3	700
51002	1	 
51002	2	 
51002	3	 
51003	1	 
51003	2	 
51003	3	 
51004	1	 
51004	2	 
51004	3	 
51005	1	 
51005	2	 
51005	3	 
51006	1	 
51006	2	 
51006	3	 
51008	1	 
51008	2	 
51008	3	 
51009	1	 
51009	2	 
51009	3	 
51010	1	 
51010	2	 
51010	3	 
51011	1	 
51011	2	 
51011	3	 
51013	1	 
51013	2	 
51013	3	 
51015	1	0
51015	2	12000
51015	3	0
51016	1	0
51016	2	10000
51016	3	200
51017	1	0
51017	2	8000
51017	3	300
51018	1	 
51018	2	 
51018	3	 
51019	1	 
51019	2	 
51019	3	 
51020	1	 
51020	2	 
51020	3	 
51022	1	 
51022	2	 
51022	3	 
51023	1	 
51023	2	 
51023	3	 
51024	1	 
51024	2	 
51024	3	 
51025	1	 
51025	2	 
51025	3	 
51026	1	 
51026	2	 
51026	3	 
51028	1	 
51028	2	 
51028	3	 
51029	1	 
51029	2	 
51029	3	 
51031	1	300
51031	2	10000
51031	3	200
51032	1	 
51032	2	 
51032	3	 
51033	1	0
51033	2	4700
51033	3	300
51034	1	0
51034	2	15000
51034	3	0
51035	1	 
51035	2	 
51035	3	 
51036	1	 
51036	2	 
51036	3	 
51037	1	 
51037	2	 
51037	3	 
51038	1	 
51038	2	 
51038	3	 
51039	1	 
51039	2	 
51039	3	 
51040	1	 
51040	2	 
51040	3	 
51041	1	 
51041	2	 
51041	3	 
51042	1	 
51042	2	 
51042	3	 
51043	1	0
51043	2	10000
51043	3	0
51044	1	 
51044	2	 
51044	3	 
51045	1	3000
51045	2	8000
51045	3	300
51046	1	 
51046	2	 
51046	3	 
51047	1	 
51047	2	 
51047	3	 
51048	1	0
51048	2	23000
51048	3	0
51049	1	 
51049	2	 
51049	3	 
51057	1	 
51057	2	 
51057	3	 
51070	1	 
51070	2	 
51070	3	 
61001	1	 
61001	2	 
61001	3	 
61003	1	 
61003	2	 
61003	3	 
61004	1	 
61004	2	 
61004	3	 
61006	1	 
61006	2	 
61006	3	 
61008	1	 
61008	2	 
61008	3	 
61009	1	500
61009	2	40000
61009	3	0
61011	1	 
61011	2	 
61011	3	 
61012	1	 
61012	2	 
61012	3	 
61013	1	 
61013	2	 
61013	3	 
61014	1	 
61014	2	 
61014	3	 
61015	1	 
61015	2	 
61015	3	 
61016	1	 
61016	2	 
61016	3	 
61017	1	 
61017	2	 
61017	3	 
61018	1	 
61018	2	 
61018	3	 
61019	1	 
61019	2	 
61019	3	 
61020	1	 
61020	2	 
61020	3	 
61021	1	 
61021	2	 
61021	3	 
61024	1	 
61024	2	 
61024	3	 
61025	1	 
61025	2	 
61025	3	 
61026	1	 
61026	2	 
61026	3	 
61028	1	 
61028	2	 
61028	3	 
61029	1	0
61029	2	11000
61029	3	0
61030	1	0
61030	2	0
61030	3	300
61031	1	 
61031	2	 
61031	3	 
61032	1	 
61032	2	 
61032	3	 
61033	1	 
61033	2	 
61033	3	 
61034	1	200
61034	2	0
61034	3	-77
61035	1	0
61035	2	8000
61035	3	300
61036	1	 
61036	2	 
61036	3	 
61037	1	 
61037	2	 
61037	3	 
61038	1	 
61038	2	 
61038	3	 
61039	1	 
61039	2	 
61039	3	 
61040	1	 
61040	2	 
61040	3	 
61041	1	0
61041	2	0
61041	3	400
61042	1	0
61042	2	12000
61042	3	0
61043	1	 
61043	2	 
61043	3	 
61044	1	0
61044	2	16000
61044	3	200
61046	1	 
61046	2	 
61046	3	 
61047	1	 
61047	2	 
61047	3	 
61048	1	 
61048	2	 
61048	3	 
61049	1	 
61049	2	 
61049	3	 
61050	1	 
61050	2	 
61050	3	 
61052	1	 
61052	2	 
61052	3	 
61055	1	 
61055	2	 
61055	3	 
61056	1	 
61056	2	 
61056	3	 
61057	1	 
61057	2	 
61057	3	 
61076	1	 
61076	2	 
61076	3	 
61079	1	 
61079	2	 
61079	3	 
61104	1	 
61104	2	 
61104	3	 
71001	1	 
71001	2	 
71001	3	 
71002	1	 
71002	2	 
71002	3	 
71003	1	 
71003	2	 
71003	3	 
71004	1	10000
71004	2	10000
71004	3	0
71005	1	 
71005	2	 
71005	3	 
71007	1	 
71007	2	 
71007	3	 
71008	1	 
71008	2	 
71008	3	 
71009	1	 
71009	2	 
71009	3	 
71010	1	0
71010	2	240000
71010	3	0
71011	1	 
71011	2	 
71011	3	 
71013	1	 
71013	2	 
71013	3	 
71014	1	 
71014	2	 
71014	3	 
71015	1	 
71015	2	 
71015	3	 
71018	1	 
71018	2	 
71018	3	 
71019	1	 
71019	2	 
71019	3	 
71020	1	 
71020	2	 
71020	3	 
71021	1	0
71021	2	18000
71021	3	0
71023	1	 
71023	2	 
71023	3	 
71024	1	 
71024	2	 
71024	3	 
71025	1	 
71025	2	 
71025	3	 
71026	1	 
71026	2	 
71026	3	 
71027	1	 
71027	2	 
71027	3	 
71028	1	 
71028	2	 
71028	3	 
71029	1	 
71029	2	 
71029	3	 
71031	1	 
71031	2	 
71031	3	 
71032	1	 
71032	2	 
71032	3	 
71033	1	 
71033	2	 
71033	3	 
71034	1	 
71034	2	 
71034	3	 
71035	1	 
71035	2	 
71035	3	 
71036	1	 
71036	2	 
71036	3	 
71037	1	 
71037	2	 
71037	3	 
71038	1	 
71038	2	 
71038	3	 
71039	1	 
71039	2	 
71039	3	 
71041	1	 
71041	2	 
71041	3	 
71042	1	 
71042	2	 
71042	3	 
71043	1	 
71043	2	 
71043	3	 
71044	1	 
71044	2	 
71044	3	 
71046	1	0
71046	2	5700
71046	3	0
71047	1	 
71047	2	 
71047	3	 
71048	1	 
71048	2	 
71048	3	 
71049	1	 
71049	2	 
71049	3	 
71073	1	 
71073	2	 
71073	3	 
71097	1	 
71097	2	 
71097	3	 
71112	1	0
71112	2	50000
71112	3	0
71120	1	0
71120	2	12000
71120	3	20
71121	1	 
71121	2	 
71121	3	 
81001	1	 
81001	2	 
81001	3	 
81003	1	3000
81003	2	1000
81003	3	0
81004	1	 
81004	2	 
81004	3	 
81005	1	 
81005	2	 
81005	3	 
81006	1	 
81006	2	 
81006	3	 
81007	1	 
81007	2	 
81007	3	 
81008	1	 
81008	2	 
81008	3	 
81009	1	 
81009	2	 
81009	3	 
81010	1	 
81010	2	 
81010	3	 
81011	1	 
81011	2	 
81011	3	 
81012	1	 
81012	2	 
81012	3	 
81013	1	 
81013	2	 
81013	3	 
81017	1	 
81017	2	 
81017	3	 
81018	1	 
81018	2	 
81018	3	 
81019	1	 
81019	2	 
81019	3	 
81020	1	 
81020	2	 
81020	3	 
81021	1	 
81021	2	 
81021	3	 
81022	1	 
81022	2	 
81022	3	 
81023	1	 
81023	2	 
81023	3	 
81024	1	 
81024	2	 
81024	3	 
81025	1	 
81025	2	 
81025	3	 
81026	1	 
81026	2	 
81026	3	 
81028	1	 
81028	2	 
81028	3	 
81029	1	 
81029	2	 
81029	3	 
81030	1	 
81030	2	 
81030	3	 
81031	1	 
81031	2	 
81031	3	 
81032	1	 
81032	2	 
81032	3	 
81035	1	 
81035	2	 
81035	3	 
81036	1	1000
81036	2	34000
81036	3	20000
81038	1	 
81038	2	 
81038	3	 
81039	1	 
81039	2	 
81039	3	 
81041	1	 
81041	2	 
81041	3	 
81042	1	 
81042	2	 
81042	3	 
81043	1	 
81043	2	 
81043	3	 
81045	1	 
81045	2	 
81045	3	 
81046	1	 
81046	2	 
81046	3	 
81047	1	 
81047	2	 
81047	3	 
81049	1	0
81049	2	4000
81049	3	0
81050	1	 
81050	2	 
81050	3	 
81073	1	 
81073	2	 
81073	3	 
81092	1	 
81092	2	 
81092	3	 
81105	1	 
81105	2	 
81105	3	 
81108	1	 
81108	2	 
81108	3	 
81120	1	 
81120	2	 
81120	3	 
81130	1	 
81130	2	 
81130	3	 
81139	1	 
81139	2	 
81139	3	 
81145	1	 
81145	2	 
81145	3	 
81150	1	 
81150	2	 
81150	3	 
81152	1	 
81152	2	 
81152	3	 
91001	1	 
91001	2	 
91001	3	 
91003	1	0
91003	2	0
91003	3	2000
91005	1	0
91005	2	6000
91005	3	0
91006	1	 
91006	2	 
91006	3	 
91008	1	 
91008	2	 
91008	3	 
91009	1	 
91009	2	 
91009	3	 
91010	1	 
91010	2	 
91010	3	 
91011	1	 
91011	2	 
91011	3	 
91012	1	 
91012	2	 
91012	3	 
91014	1	 
91014	2	 
91014	3	 
91015	1	 
91015	2	 
91015	3	 
91016	1	 
91016	2	 
91016	3	 
91017	1	 
91017	2	 
91017	3	 
91019	1	535
91019	2	0
91019	3	0
91020	1	 
91020	2	 
91020	3	 
91021	1	 
91021	2	 
91021	3	 
91022	1	 
91022	2	 
91022	3	 
91024	1	 
91024	2	 
91024	3	 
91025	1	 
91025	2	 
91025	3	 
91026	1	 
91026	2	 
91026	3	 
91027	1	 
91027	2	 
91027	3	 
91028	1	 
91028	2	 
91028	3	 
91029	1	 
91029	2	 
91029	3	 
91030	1	 
91030	2	 
91030	3	 
91031	1	 
91031	2	 
91031	3	 
91032	1	 
91032	2	 
91032	3	 
91033	1	 
91033	2	 
91033	3	 
91036	1	 
91036	2	 
91036	3	 
91037	1	 
91037	2	 
91037	3	 
91039	1	 
91039	2	 
91039	3	 
91042	1	 
91042	2	 
91042	3	 
91044	1	 
91044	2	 
91044	3	 
91045	1	 
91045	2	 
91045	3	 
91046	1	 
91046	2	 
91046	3	 
91047	1	 
91047	2	 
91047	3	 
91048	1	 
91048	2	 
91048	3	 
91049	1	 
91049	2	 
91049	3	 
91052	1	 
91052	2	 
91052	3	 
91053	1	 
91053	2	 
91053	3	 
91056	1	 
91056	2	 
91056	3	 
91057	1	 
91057	2	 
91057	3	 
91061	1	 
91061	2	 
91061	3	 
91062	1	 
91062	2	 
91062	3	 
91070	1	 
91070	2	 
91070	3	 
91071	1	 
91071	2	 
91071	3	 
101001	1	 
101001	2	 
101001	3	 
101004	1	 
101004	2	 
101004	3	 
101005	1	1000
101005	2	10000
101005	3	2000
101010	1	 
101010	2	 
101010	3	 
101011	1	 
101011	2	 
101011	3	 
101013	1	 
101013	2	 
101013	3	 
101014	1	 
101014	2	 
101014	3	 
101015	1	 
101015	2	 
101015	3	 
101016	1	500
101016	2	0
101016	3	2500
101017	1	 
101017	2	 
101017	3	 
101018	1	 
101018	2	 
101018	3	 
101019	1	 
101019	2	 
101019	3	 
101020	1	 
101020	2	 
101020	3	 
101021	1	 
101021	2	 
101021	3	 
101022	1	 
101022	2	 
101022	3	 
101024	1	 
101024	2	 
101024	3	 
101025	1	 
101025	2	 
101025	3	 
101027	1	 
101027	2	 
101027	3	 
101028	1	 
101028	2	 
101028	3	 
101030	1	 
101030	2	 
101030	3	 
101031	1	 
101031	2	 
101031	3	 
101034	1	 
101034	2	 
101034	3	 
101035	1	 
101035	2	 
101035	3	 
101036	1	 
101036	2	 
101036	3	 
101037	1	 
101037	2	 
101037	3	 
101038	1	 
101038	2	 
101038	3	 
101040	1	 
101040	2	 
101040	3	 
101041	1	 
101041	2	 
101041	3	 
101043	1	 
101043	2	 
101043	3	 
101044	1	 
101044	2	 
101044	3	 
101045	1	 
101045	2	 
101045	3	 
101047	1	 
101047	2	 
101047	3	 
101048	1	 
101048	2	 
101048	3	 
101049	1	 
101049	2	 
101049	3	 
101050	1	 
101050	2	 
101050	3	 
101064	1	0
101064	2	12000
101064	3	280
101075	1	0
101075	2	8000
101075	3	0
101083	1	 
101083	2	 
101083	3	 
111001	1	 
111001	2	 
111001	3	 
111002	1	 
111002	2	 
111002	3	 
111003	1	 
111003	2	 
111003	3	 
111004	1	 
111004	2	 
111004	3	 
111005	1	 
111005	2	 
111005	3	 
111006	1	 
111006	2	 
111006	3	 
111008	1	 
111008	2	 
111008	3	 
111009	1	 
111009	2	 
111009	3	 
111010	1	 
111010	2	 
111010	3	 
111011	1	 
111011	2	 
111011	3	 
111012	1	 
111012	2	 
111012	3	 
111013	1	0
111013	2	10000
111013	3	8000
111014	1	 
111014	2	 
111014	3	 
111015	1	 
111015	2	 
111015	3	 
111016	1	 
111016	2	 
111016	3	 
111018	1	1000
111018	2	7000
111018	3	70
111019	1	0
111019	2	10000
111019	3	150
111020	1	 
111020	2	 
111020	3	 
111021	1	 
111021	2	 
111021	3	 
111022	1	 
111022	2	 
111022	3	 
111025	1	 
111025	2	 
111025	3	 
111027	1	 
111027	2	 
111027	3	 
111028	1	 
111028	2	 
111028	3	 
111030	1	 
111030	2	 
111030	3	 
111031	1	 
111031	2	 
111031	3	 
111032	1	 
111032	2	 
111032	3	 
111033	1	 
111033	2	 
111033	3	 
111034	1	 
111034	2	 
111034	3	 
111035	1	 
111035	2	 
111035	3	 
111036	1	 
111036	2	 
111036	3	 
111038	1	 
111038	2	 
111038	3	 
111039	1	 
111039	2	 
111039	3	 
111040	1	0
111040	2	5000
111040	3	1000
111041	1	 
111041	2	 
111041	3	 
111042	1	 
111042	2	 
111042	3	 
111043	1	 
111043	2	 
111043	3	 
111044	1	 
111044	2	 
111044	3	 
111045	1	 
111045	2	 
111045	3	 
111048	1	 
111048	2	 
111048	3	 
111050	1	 
111050	2	 
111050	3	 
111057	1	 
111057	2	 
111057	3	 
111065	1	 
111065	2	 
111065	3	 
111069	1	400
111069	2	11000
111069	3	1000
111086	1	 
111086	2	 
111086	3	 
111109	1	 
111109	2	 
111109	3	 
111111	1	 
111111	2	 
111111	3	 
111119	1	 
111119	2	 
111119	3	 
121001	1	 
121001	2	 
121001	3	 
121002	1	 
121002	2	 
121002	3	 
121003	1	 
121003	2	 
121003	3	 
121004	1	 
121004	2	 
121004	3	 
121005	1	35
121005	2	2350
121005	3	100
121006	1	 
121006	2	 
121006	3	 
121007	1	 
121007	2	 
121007	3	 
121008	1	 
121008	2	 
121008	3	 
121009	1	 
121009	2	 
121009	3	 
121011	1	 
121011	2	 
121011	3	 
121012	1	 
121012	2	 
121012	3	 
121013	1	 
121013	2	 
121013	3	 
121014	1	5000
121014	2	10000
121014	3	0
121019	1	 
121019	2	 
121019	3	 
121020	1	 
121020	2	 
121020	3	 
121021	1	 
121021	2	 
121021	3	 
121022	1	 
121022	2	 
121022	3	 
121023	1	500
121023	2	6000
121023	3	500
121025	1	 
121025	2	 
121025	3	 
121028	1	 
121028	2	 
121028	3	 
121030	1	 
121030	2	 
121030	3	 
121031	1	 
121031	2	 
121031	3	 
121032	1	 
121032	2	 
121032	3	 
121033	1	 
121033	2	 
121033	3	 
121034	1	 
121034	2	 
121034	3	 
121035	1	 
121035	2	 
121035	3	 
121036	1	 
121036	2	 
121036	3	 
121037	1	 
121037	2	 
121037	3	 
121038	1	 
121038	2	 
121038	3	 
121039	1	 
121039	2	 
121039	3	 
121040	1	 
121040	2	 
121040	3	 
121041	1	 
121041	2	 
121041	3	 
121042	1	 
121042	2	 
121042	3	 
121043	1	 
121043	2	 
121043	3	 
121044	1	500
121044	2	0
121044	3	500
121045	1	 
121045	2	 
121045	3	 
121047	1	 
121047	2	 
121047	3	 
121048	1	 
121048	2	 
121048	3	 
121049	1	 
121049	2	 
121049	3	 
121050	1	 
121050	2	 
121050	3	 
121052	1	 
121052	2	 
121052	3	 
121057	1	 
121057	2	 
121057	3	 
121061	1	0
121061	2	14000
121061	3	1000
121063	1	 
121063	2	 
121063	3	 
121074	1	 
121074	2	 
121074	3	 
121088	1	 
121088	2	 
121088	3	 
121094	1	 
121094	2	 
121094	3	 
121109	1	 
121109	2	 
121109	3	 
121124	1	 
121124	2	 
121124	3	 
121126	1	 
121126	2	 
121126	3	 
131001	1	 
131001	2	 
131001	3	 
131002	1	1000
131002	2	11000
131002	3	3000
131003	1	5000
131003	2	1500
131003	3	200
131004	1	 
131004	2	 
131004	3	 
131005	1	 
131005	2	 
131005	3	 
131006	1	 
131006	2	 
131006	3	 
131007	1	1500
131007	2	15000
131007	3	3500
131008	1	300
131008	2	5500
131008	3	500
131009	1	 
131009	2	 
131009	3	 
131010	1	500
131010	2	15000
131010	3	0
131011	1	 
131011	2	 
131011	3	 
131012	1	 
131012	2	 
131012	3	 
131013	1	0
131013	2	12000
131013	3	2000
131014	1	0
131014	2	8000
131014	3	1800
131017	1	0
131017	2	10000
131017	3	0
131019	1	 
131019	2	 
131019	3	 
131020	1	 
131020	2	 
131020	3	 
131021	1	 
131021	2	 
131021	3	 
131022	1	 
131022	2	 
131022	3	 
131023	1	0
131023	2	7500
131023	3	200
131024	1	 
131024	2	 
131024	3	 
131025	1	 
131025	2	 
131025	3	 
131026	1	 
131026	2	 
131026	3	 
131027	1	 
131027	2	 
131027	3	 
131028	1	8000
131028	2	6400
131028	3	50
131030	1	 
131030	2	 
131030	3	 
131031	1	2500
131031	2	15000
131031	3	1000
131033	1	 
131033	2	 
131033	3	 
131036	1	 
131036	2	 
131036	3	 
131037	1	150
131037	2	9500
131037	3	400
131038	1	 
131038	2	 
131038	3	 
131039	1	 
131039	2	 
131039	3	 
131040	1	 
131040	2	 
131040	3	 
131041	1	0
131041	2	4500
131041	3	80
131042	1	 
131042	2	 
131042	3	 
131043	1	 
131043	2	 
131043	3	 
131044	1	0
131044	2	8000
131044	3	1000
131045	1	 
131045	2	 
131045	3	 
131046	1	 
131046	2	 
131046	3	 
131047	1	 
131047	2	 
131047	3	 
131048	1	 
131048	2	 
131048	3	 
131050	1	 
131050	2	 
131050	3	 
131051	1	0
131051	2	9500
131051	3	1000
131053	1	 
131053	2	 
131053	3	 
131054	1	 
131054	2	 
131054	3	 
131055	1	 
131055	2	 
131055	3	 
131058	1	 
131058	2	 
131058	3	 
141001	1	 
141001	2	 
141001	3	 
141002	1	 
141002	2	 
141002	3	 
141003	1	 
141003	2	 
141003	3	 
141004	1	 
141004	2	 
141004	3	 
141005	1	 
141005	2	 
141005	3	 
141006	1	 
141006	2	 
141006	3	 
141007	1	 
141007	2	 
141007	3	 
141009	1	 
141009	2	 
141009	3	 
141010	1	 
141010	2	 
141010	3	 
141011	1	5000
141011	2	2500
141011	3	9500
141012	1	 
141012	2	 
141012	3	 
141013	1	0
141013	2	8000
141013	3	500
141014	1	 
141014	2	 
141014	3	 
141015	1	 
141015	2	 
141015	3	 
141016	1	 
141016	2	 
141016	3	 
141017	1	 
141017	2	 
141017	3	 
141018	1	1000
141018	2	16000
141018	3	200
141019	1	 
141019	2	 
141019	3	 
141020	1	 
141020	2	 
141020	3	 
141025	1	0
141025	2	15000
141025	3	0
141026	1	0
141026	2	1000
141026	3	110
141027	1	1000
141027	2	10000
141027	3	2000
141028	1	 
141028	2	 
141028	3	 
141029	1	 
141029	2	 
141029	3	 
141030	1	 
141030	2	 
141030	3	 
141031	1	 
141031	2	 
141031	3	 
141032	1	 
141032	2	 
141032	3	 
141033	1	0
141033	2	7200
141033	3	0
141034	1	 
141034	2	 
141034	3	 
141035	1	0
141035	2	8000
141035	3	500
141036	1	 
141036	2	 
141036	3	 
141037	1	 
141037	2	 
141037	3	 
141039	1	0
141039	2	10000
141039	3	200
141040	1	 
141040	2	 
141040	3	 
141041	1	 
141041	2	 
141041	3	 
141042	1	 
141042	2	 
141042	3	 
141043	1	 
141043	2	 
141043	3	 
141044	1	 
141044	2	 
141044	3	 
141045	1	 
141045	2	 
141045	3	 
141047	1	 
141047	2	 
141047	3	 
141048	1	 
141048	2	 
141048	3	 
141049	1	 
141049	2	 
141049	3	 
141050	1	 
141050	2	 
141050	3	 
141051	1	 
141051	2	 
141051	3	 
141052	1	 
141052	2	 
141052	3	 
141062	1	 
141062	2	 
141062	3	 
141066	1	 
141066	2	 
141066	3	 
141073	1	0
141073	2	2000
141073	3	500
141076	1	 
141076	2	 
141076	3	 
151001	1	0
151001	2	10000
151001	3	500
151002	1	 
151002	2	 
151002	3	 
151003	1	 
151003	2	 
151003	3	 
151004	1	 
151004	2	 
151004	3	 
151005	1	 
151005	2	 
151005	3	 
151006	1	 
151006	2	 
151006	3	 
151007	1	 
151007	2	 
151007	3	 
151010	1	 
151010	2	 
151010	3	 
151011	1	 
151011	2	 
151011	3	 
151012	1	 
151012	2	 
151012	3	 
151013	1	 
151013	2	 
151013	3	 
151015	1	 
151015	2	 
151015	3	 
151016	1	 
151016	2	 
