CHILDCODE	PAYCIDR5	PAYTUTR5	PAYOTHR5
21020	4	 	 
21020	5	 	 
21020	6	 	 
21020	7	 	 
21022	1	 	 
21022	2	 	 
21022	3	 	 
21022	4	 	 
21022	5	 	 
21022	6	 	 
21022	7	 	 
21023	1	 	 
21023	2	 	 
21023	3	 	 
21023	4	 	 
21023	5	 	 
21023	6	 	 
21023	7	 	 
21024	1	 	 
21024	2	 	 
21024	3	 	 
21024	4	 	 
21024	5	 	 
21024	6	 	 
21024	7	 	 
21025	1	 	 
21025	2	 	 
21025	3	 	 
21025	4	 	 
21025	5	 	 
21025	6	 	 
21025	7	 	 
21026	1	 	 
21026	2	 	 
21026	3	 	 
21026	4	 	 
21026	5	 	 
21026	6	 	 
21026	7	 	 
21027	1	 	 
21027	2	 	 
21027	3	 	 
21027	4	 	 
21027	5	 	 
21027	6	 	 
21027	7	 	 
21029	1	 	 
21029	2	 	 
21029	3	 	 
21029	4	 	 
21029	5	 	 
21029	6	 	 
21029	7	 	 
21030	1	 	 
21030	2	 	 
21030	3	 	 
21030	4	 	 
21030	5	 	 
21030	6	 	 
21030	7	 	 
21031	1	 	 
21031	2	 	 
21031	3	 	 
21031	4	 	 
21031	5	 	 
21031	6	 	 
21031	7	 	 
21032	1	 	 
21032	2	 	 
21032	3	 	 
21032	4	 	 
21032	5	 	 
21032	6	 	 
21032	7	 	 
21033	1	 	 
21033	2	 	 
21033	3	 	 
21033	4	 	 
21033	5	 	 
21033	6	 	 
21033	7	 	 
21034	1	 	 
21034	2	 	 
21034	3	 	 
21034	4	 	 
21034	5	 	 
21034	6	 	 
21034	7	 	 
21036	1	1	1
21036	2	1	1
21036	3	0	0
21036	4	0	0
21036	5	0	0
21036	6	0	0
21036	7	0	0
21037	1	 	 
21037	2	 	 
21037	3	 	 
21037	4	 	 
21037	5	 	 
21037	6	 	 
21037	7	 	 
21039	1	 	 
21039	2	 	 
21039	3	 	 
21039	4	 	 
21039	5	 	 
21039	6	 	 
21039	7	 	 
21040	1	 	 
21040	2	 	 
21040	3	 	 
21040	4	 	 
21040	5	 	 
21040	6	 	 
21040	7	 	 
21041	1	 	 
21041	2	 	 
21041	3	 	 
21041	4	 	 
21041	5	 	 
21041	6	 	 
21041	7	 	 
21042	1	 	 
21042	2	 	 
21042	3	 	 
21042	4	 	 
21042	5	 	 
21042	6	 	 
21042	7	 	 
21043	1	 	 
21043	2	 	 
21043	3	 	 
21043	4	 	 
21043	5	 	 
21043	6	 	 
21043	7	 	 
21044	1	 	 
21044	2	 	 
21044	3	 	 
21044	4	 	 
21044	5	 	 
21044	6	 	 
21044	7	 	 
21046	1	 	 
21046	2	 	 
21046	3	 	 
21046	4	 	 
21046	5	 	 
21046	6	 	 
21046	7	 	 
21047	1	 	 
21047	2	 	 
21047	3	 	 
21047	4	 	 
21047	5	 	 
21047	6	 	 
21047	7	 	 
21048	1	 	 
21048	2	 	 
21048	3	 	 
21048	4	 	 
21048	5	 	 
21048	6	 	 
21048	7	 	 
21056	1	 	 
21056	2	 	 
21056	3	 	 
21056	4	 	 
21056	5	 	 
21056	6	 	 
21056	7	 	 
21069	1	 	 
21069	2	 	 
21069	3	 	 
21069	4	 	 
21069	5	 	 
21069	6	 	 
21069	7	 	 
21072	1	0	1
21072	2	1	1
21072	3	0	0
21072	4	1	1
21072	5	1	0
21072	6	0	0
21072	7	0	0
21083	1	 	 
21083	2	 	 
21083	3	 	 
21083	4	 	 
21083	5	 	 
21083	6	 	 
21083	7	 	 
21089	1	 	 
21089	2	 	 
21089	3	 	 
21089	4	 	 
21089	5	 	 
21089	6	 	 
21089	7	 	 
21094	1	 	 
21094	2	 	 
21094	3	 	 
21094	4	 	 
21094	5	 	 
21094	6	 	 
21094	7	 	 
31001	1	 	 
31001	2	 	 
31001	3	 	 
31001	4	 	 
31001	5	 	 
31001	6	 	 
31001	7	 	 
31003	1	 	 
31003	2	 	 
31003	3	 	 
31003	4	 	 
31003	5	 	 
31003	6	 	 
31003	7	 	 
31004	1	 	 
31004	2	 	 
31004	3	 	 
31004	4	 	 
31004	5	 	 
31004	6	 	 
31004	7	 	 
31006	1	 	 
31006	2	 	 
31006	3	 	 
31006	4	 	 
31006	5	 	 
31006	6	 	 
31006	7	 	 
31007	1	 	 
31007	2	 	 
31007	3	 	 
31007	4	 	 
31007	5	 	 
31007	6	 	 
31007	7	 	 
31008	1	 	 
31008	2	 	 
31008	3	 	 
31008	4	 	 
31008	5	 	 
31008	6	 	 
31008	7	 	 
31009	1	 	 
31009	2	 	 
31009	3	 	 
31009	4	 	 
31009	5	 	 
31009	6	 	 
31009	7	 	 
31010	1	 	 
31010	2	 	 
31010	3	 	 
31010	4	 	 
31010	5	 	 
31010	6	 	 
31010	7	 	 
31011	1	 	 
31011	2	 	 
31011	3	 	 
31011	4	 	 
31011	5	 	 
31011	6	 	 
31011	7	 	 
31012	1	 	 
31012	2	 	 
31012	3	 	 
31012	4	 	 
31012	5	 	 
31012	6	 	 
31012	7	 	 
31013	1	 	 
31013	2	 	 
31013	3	 	 
31013	4	 	 
31013	5	 	 
31013	6	 	 
31013	7	 	 
31018	1	 	 
31018	2	 	 
31018	3	 	 
31018	4	 	 
31018	5	 	 
31018	6	 	 
31018	7	 	 
31020	1	 	 
31020	2	 	 
31020	3	 	 
31020	4	 	 
31020	5	 	 
31020	6	 	 
31020	7	 	 
31021	1	 	 
31021	2	 	 
31021	3	 	 
31021	4	 	 
31021	5	 	 
31021	6	 	 
31021	7	 	 
31023	1	 	 
31023	2	 	 
31023	3	 	 
31023	4	 	 
31023	5	 	 
31023	6	 	 
31023	7	 	 
31024	1	 	 
31024	2	 	 
31024	3	 	 
31024	4	 	 
31024	5	 	 
31024	6	 	 
31024	7	 	 
31025	1	 	 
31025	2	 	 
31025	3	 	 
31025	4	 	 
31025	5	 	 
31025	6	 	 
31025	7	 	 
31027	1	 	 
31027	2	 	 
31027	3	 	 
31027	4	 	 
31027	5	 	 
31027	6	 	 
31027	7	 	 
31028	1	 	 
31028	2	 	 
31028	3	 	 
31028	4	 	 
31028	5	 	 
31028	6	 	 
31028	7	 	 
31029	1	 	 
31029	2	 	 
31029	3	 	 
31029	4	 	 
31029	5	 	 
31029	6	 	 
31029	7	 	 
31031	1	 	 
31031	2	 	 
31031	3	 	 
31031	4	 	 
31031	5	 	 
31031	6	 	 
31031	7	 	 
31033	1	1	1
31033	2	1	1
31033	3	0	0
31033	4	0	0
31033	5	1	0
31033	6	0	0
31033	7	0	0
31034	1	 	 
31034	2	 	 
31034	3	 	 
31034	4	 	 
31034	5	 	 
31034	6	 	 
31034	7	 	 
31035	1	 	 
31035	2	 	 
31035	3	 	 
31035	4	 	 
31035	5	 	 
31035	6	 	 
31035	7	 	 
31036	1	 	 
31036	2	 	 
31036	3	 	 
31036	4	 	 
31036	5	 	 
31036	6	 	 
31036	7	 	 
31037	1	 	 
31037	2	 	 
31037	3	 	 
31037	4	 	 
31037	5	 	 
31037	6	 	 
31037	7	 	 
31038	1	 	 
31038	2	 	 
31038	3	 	 
31038	4	 	 
31038	5	 	 
31038	6	 	 
31038	7	 	 
31039	1	 	 
31039	2	 	 
31039	3	 	 
31039	4	 	 
31039	5	 	 
31039	6	 	 
31039	7	 	 
31040	1	 	 
31040	2	 	 
31040	3	 	 
31040	4	 	 
31040	5	 	 
31040	6	 	 
31040	7	 	 
31041	1	 	 
31041	2	 	 
31041	3	 	 
31041	4	 	 
31041	5	 	 
31041	6	 	 
31041	7	 	 
31043	1	 	 
31043	2	 	 
31043	3	 	 
31043	4	 	 
31043	5	 	 
31043	6	 	 
31043	7	 	 
31045	1	0	0
31045	2	1	1
31045	3	1	1
31045	4	0	0
31045	5	0	0
31045	6	0	0
31045	7	0	0
31046	1	0	0
31046	2	1	1
31046	3	0	0
31046	4	0	0
31046	5	0	0
31046	6	0	0
31046	7	0	0
31048	1	 	 
31048	2	 	 
31048	3	 	 
31048	4	 	 
31048	5	 	 
31048	6	 	 
31048	7	 	 
31049	1	 	 
31049	2	 	 
31049	3	 	 
31049	4	 	 
31049	5	 	 
31049	6	 	 
31049	7	 	 
31050	1	 	 
31050	2	 	 
31050	3	 	 
31050	4	 	 
31050	5	 	 
31050	6	 	 
31050	7	 	 
31052	1	 	 
31052	2	 	 
31052	3	 	 
31052	4	 	 
31052	5	 	 
31052	6	 	 
31052	7	 	 
31058	1	 	 
31058	2	 	 
31058	3	 	 
31058	4	 	 
31058	5	 	 
31058	6	 	 
31058	7	 	 
31059	1	 	 
31059	2	 	 
31059	3	 	 
31059	4	 	 
31059	5	 	 
31059	6	 	 
31059	7	 	 
31060	1	 	 
31060	2	 	 
31060	3	 	 
31060	4	 	 
31060	5	 	 
31060	6	 	 
31060	7	 	 
31079	1	 	 
31079	2	 	 
31079	3	 	 
31079	4	 	 
31079	5	 	 
31079	6	 	 
31079	7	 	 
31096	1	 	 
31096	2	 	 
31096	3	 	 
31096	4	 	 
31096	5	 	 
31096	6	 	 
31096	7	 	 
31098	1	 	 
31098	2	 	 
31098	3	 	 
31098	4	 	 
31098	5	 	 
31098	6	 	 
31098	7	 	 
31108	1	 	 
31108	2	 	 
31108	3	 	 
31108	4	 	 
31108	5	 	 
31108	6	 	 
31108	7	 	 
31134	1	 	 
31134	2	 	 
31134	3	 	 
31134	4	 	 
31134	5	 	 
31134	6	 	 
31134	7	 	 
41001	1	 	 
41001	2	 	 
41001	3	 	 
41001	4	 	 
41001	5	 	 
41001	6	 	 
41001	7	 	 
41002	1	 	 
41002	2	 	 
41002	3	 	 
41002	4	 	 
41002	5	 	 
41002	6	 	 
41002	7	 	 
41003	1	 	 
41003	2	 	 
41003	3	 	 
41003	4	 	 
41003	5	 	 
41003	6	 	 
41003	7	 	 
41004	1	 	 
41004	2	 	 
41004	3	 	 
41004	4	 	 
41004	5	 	 
41004	6	 	 
41004	7	 	 
41005	1	 	 
41005	2	 	 
41005	3	 	 
41005	4	 	 
41005	5	 	 
41005	6	 	 
41005	7	 	 
41006	1	 	 
41006	2	 	 
41006	3	 	 
41006	4	 	 
41006	5	 	 
41006	6	 	 
41006	7	 	 
41007	1	 	 
41007	2	 	 
41007	3	 	 
41007	4	 	 
41007	5	 	 
41007	6	 	 
41007	7	 	 
41008	1	 	 
41008	2	 	 
41008	3	 	 
41008	4	 	 
41008	5	 	 
41008	6	 	 
41008	7	 	 
41009	1	 	 
41009	2	 	 
41009	3	 	 
41009	4	 	 
41009	5	 	 
41009	6	 	 
41009	7	 	 
41010	1	 	 
41010	2	 	 
41010	3	 	 
41010	4	 	 
41010	5	 	 
41010	6	 	 
41010	7	 	 
41011	1	 	 
41011	2	 	 
41011	3	 	 
41011	4	 	 
41011	5	 	 
41011	6	 	 
41011	7	 	 
41012	1	 	 
41012	2	 	 
41012	3	 	 
41012	4	 	 
41012	5	 	 
41012	6	 	 
41012	7	 	 
41013	1	 	 
41013	2	 	 
41013	3	 	 
41013	4	 	 
41013	5	 	 
41013	6	 	 
41013	7	 	 
41014	1	 	 
41014	2	 	 
41014	3	 	 
41014	4	 	 
41014	5	 	 
41014	6	 	 
41014	7	 	 
41015	1	 	 
41015	2	 	 
41015	3	 	 
41015	4	 	 
41015	5	 	 
41015	6	 	 
41015	7	 	 
41016	1	 	 
41016	2	 	 
41016	3	 	 
41016	4	 	 
41016	5	 	 
41016	6	 	 
41016	7	 	 
41017	1	 	 
41017	2	 	 
41017	3	 	 
41017	4	 	 
41017	5	 	 
41017	6	 	 
41017	7	 	 
41019	1	 	 
41019	2	 	 
41019	3	 	 
41019	4	 	 
41019	5	 	 
41019	6	 	 
41019	7	 	 
41020	1	 	 
41020	2	 	 
41020	3	 	 
41020	4	 	 
41020	5	 	 
41020	6	 	 
41020	7	 	 
41021	1	 	 
41021	2	 	 
41021	3	 	 
41021	4	 	 
41021	5	 	 
41021	6	 	 
41021	7	 	 
41022	1	 	 
41022	2	 	 
41022	3	 	 
41022	4	 	 
41022	5	 	 
41022	6	 	 
41022	7	 	 
41023	1	 	 
41023	2	 	 
41023	3	 	 
41023	4	 	 
41023	5	 	 
41023	6	 	 
41023	7	 	 
41024	1	 	 
41024	2	 	 
41024	3	 	 
41024	4	 	 
41024	5	 	 
41024	6	 	 
41024	7	 	 
41025	1	 	 
41025	2	 	 
41025	3	 	 
41025	4	 	 
41025	5	 	 
41025	6	 	 
41025	7	 	 
41026	1	 	 
41026	2	 	 
41026	3	 	 
41026	4	 	 
41026	5	 	 
41026	6	 	 
41026	7	 	 
41027	1	 	 
41027	2	 	 
41027	3	 	 
41027	4	 	 
41027	5	 	 
41027	6	 	 
41027	7	 	 
41028	1	 	 
41028	2	 	 
41028	3	 	 
41028	4	 	 
41028	5	 	 
41028	6	 	 
41028	7	 	 
41030	1	0	1
41030	2	1	1
41030	3	1	1
41030	4	0	0
41030	5	0	0
41030	6	0	0
41030	7	1	1
41031	1	 	 
41031	2	 	 
41031	3	 	 
41031	4	 	 
41031	5	 	 
41031	6	 	 
41031	7	 	 
41032	1	 	 
41032	2	 	 
41032	3	 	 
41032	4	 	 
41032	5	 	 
41032	6	 	 
41032	7	 	 
41034	1	 	 
41034	2	 	 
41034	3	 	 
41034	4	 	 
41034	5	 	 
41034	6	 	 
41034	7	 	 
41036	1	1	1
41036	2	1	1
41036	3	1	1
41036	4	0	0
41036	5	0	0
41036	6	0	0
41036	7	0	0
41037	1	 	 
41037	2	 	 
41037	3	 	 
41037	4	 	 
41037	5	 	 
41037	6	 	 
41037	7	 	 
41038	1	 	 
41038	2	 	 
41038	3	 	 
41038	4	 	 
41038	5	 	 
41038	6	 	 
41038	7	 	 
41039	1	 	 
41039	2	 	 
41039	3	 	 
41039	4	 	 
41039	5	 	 
41039	6	 	 
41039	7	 	 
41041	1	 	 
41041	2	 	 
41041	3	 	 
41041	4	 	 
41041	5	 	 
41041	6	 	 
41041	7	 	 
41042	1	 	 
41042	2	 	 
41042	3	 	 
41042	4	 	 
41042	5	 	 
41042	6	 	 
41042	7	 	 
41043	1	 	 
41043	2	 	 
41043	3	 	 
41043	4	 	 
41043	5	 	 
41043	6	 	 
41043	7	 	 
41046	1	 	 
41046	2	 	 
41046	3	 	 
41046	4	 	 
41046	5	 	 
41046	6	 	 
41046	7	 	 
41047	1	 	 
41047	2	 	 
41047	3	 	 
41047	4	 	 
41047	5	 	 
41047	6	 	 
41047	7	 	 
41049	1	 	 
41049	2	 	 
41049	3	 	 
41049	4	 	 
41049	5	 	 
41049	6	 	 
41049	7	 	 
41050	1	 	 
41050	2	 	 
41050	3	 	 
41050	4	 	 
41050	5	 	 
41050	6	 	 
41050	7	 	 
41059	1	 	 
41059	2	 	 
41059	3	 	 
41059	4	 	 
41059	5	 	 
41059	6	 	 
41059	7	 	 
41092	1	 	 
41092	2	 	 
41092	3	 	 
41092	4	 	 
41092	5	 	 
41092	6	 	 
41092	7	 	 
41106	1	0	0
41106	2	0	1
41106	3	1	1
41106	4	0	0
41106	5	1	0
41106	6	0	0
41106	7	0	0
41109	1	 	 
41109	2	 	 
41109	3	 	 
41109	4	 	 
41109	5	 	 
41109	6	 	 
41109	7	 	 
41110	1	 	 
41110	2	 	 
41110	3	 	 
41110	4	 	 
41110	5	 	 
41110	6	 	 
41110	7	 	 
41114	1	0	0
41114	2	1	1
41114	3	1	1
41114	4	1	1
41114	5	0	0
41114	6	0	0
41114	7	0	0
41130	1	0	0
41130	2	1	1
41130	3	0	0
41130	4	0	0
41130	5	0	0
41130	6	0	0
41130	7	0	0
51002	1	 	 
51002	2	 	 
51002	3	 	 
51002	4	 	 
51002	5	 	 
51002	6	 	 
51002	7	 	 
51003	1	 	 
51003	2	 	 
51003	3	 	 
51003	4	 	 
51003	5	 	 
51003	6	 	 
51003	7	 	 
51004	1	 	 
51004	2	 	 
51004	3	 	 
51004	4	 	 
51004	5	 	 
51004	6	 	 
51004	7	 	 
51005	1	 	 
51005	2	 	 
51005	3	 	 
51005	4	 	 
51005	5	 	 
51005	6	 	 
51005	7	 	 
51006	1	 	 
51006	2	 	 
51006	3	 	 
51006	4	 	 
51006	5	 	 
51006	6	 	 
51006	7	 	 
51008	1	 	 
51008	2	 	 
51008	3	 	 
51008	4	 	 
51008	5	 	 
51008	6	 	 
51008	7	 	 
51009	1	 	 
51009	2	 	 
51009	3	 	 
51009	4	 	 
51009	5	 	 
51009	6	 	 
51009	7	 	 
51010	1	 	 
51010	2	 	 
51010	3	 	 
51010	4	 	 
51010	5	 	 
51010	6	 	 
51010	7	 	 
51011	1	 	 
51011	2	 	 
51011	3	 	 
51011	4	 	 
51011	5	 	 
51011	6	 	 
51011	7	 	 
51013	1	 	 
51013	2	 	 
51013	3	 	 
51013	4	 	 
51013	5	 	 
51013	6	 	 
51013	7	 	 
51015	1	0	1
51015	2	1	1
51015	3	0	0
51015	4	0	0
51015	5	0	0
51015	6	0	0
51015	7	0	0
51016	1	1	1
51016	2	1	1
51016	3	1	0
51016	4	0	0
51016	5	0	0
51016	6	0	0
51016	7	0	0
51017	1	0	1
51017	2	1	1
51017	3	0	0
51017	4	0	0
51017	5	0	0
51017	6	0	0
51017	7	0	0
51018	1	 	 
51018	2	 	 
51018	3	 	 
51018	4	 	 
51018	5	 	 
51018	6	 	 
51018	7	 	 
51019	1	 	 
51019	2	 	 
51019	3	 	 
51019	4	 	 
51019	5	 	 
51019	6	 	 
51019	7	 	 
51020	1	 	 
51020	2	 	 
51020	3	 	 
51020	4	 	 
51020	5	 	 
51020	6	 	 
51020	7	 	 
51022	1	 	 
51022	2	 	 
51022	3	 	 
51022	4	 	 
51022	5	 	 
51022	6	 	 
51022	7	 	 
51023	1	 	 
51023	2	 	 
51023	3	 	 
51023	4	 	 
51023	5	 	 
51023	6	 	 
51023	7	 	 
51024	1	 	 
51024	2	 	 
51024	3	 	 
51024	4	 	 
51024	5	 	 
51024	6	 	 
51024	7	 	 
51025	1	 	 
51025	2	 	 
51025	3	 	 
51025	4	 	 
51025	5	 	 
51025	6	 	 
51025	7	 	 
51026	1	 	 
51026	2	 	 
51026	3	 	 
51026	4	 	 
51026	5	 	 
51026	6	 	 
51026	7	 	 
51028	1	 	 
51028	2	 	 
51028	3	 	 
51028	4	 	 
51028	5	 	 
51028	6	 	 
51028	7	 	 
51029	1	 	 
51029	2	 	 
51029	3	 	 
51029	4	 	 
51029	5	 	 
51029	6	 	 
51029	7	 	 
51031	1	0	0
51031	2	1	1
51031	3	0	0
51031	4	0	0
51031	5	0	0
51031	6	0	0
51031	7	0	0
51032	1	 	 
51032	2	 	 
51032	3	 	 
51032	4	 	 
51032	5	 	 
51032	6	 	 
51032	7	 	 
51033	1	1	1
51033	2	1	1
51033	3	0	0
51033	4	0	0
51033	5	0	0
51033	6	0	0
51033	7	0	0
51034	1	0	1
51034	2	1	1
51034	3	0	0
51034	4	0	0
51034	5	0	0
51034	6	0	0
51034	7	0	0
51035	1	 	 
51035	2	 	 
51035	3	 	 
51035	4	 	 
51035	5	 	 
51035	6	 	 
51035	7	 	 
51036	1	 	 
51036	2	 	 
51036	3	 	 
51036	4	 	 
51036	5	 	 
51036	6	 	 
51036	7	 	 
51037	1	 	 
51037	2	 	 
51037	3	 	 
51037	4	 	 
51037	5	 	 
51037	6	 	 
51037	7	 	 
51038	1	 	 
51038	2	 	 
51038	3	 	 
51038	4	 	 
51038	5	 	 
51038	6	 	 
51038	7	 	 
51039	1	 	 
51039	2	 	 
51039	3	 	 
51039	4	 	 
51039	5	 	 
51039	6	 	 
51039	7	 	 
51040	1	 	 
51040	2	 	 
51040	3	 	 
51040	4	 	 
51040	5	 	 
51040	6	 	 
51040	7	 	 
51041	1	 	 
51041	2	 	 
51041	3	 	 
51041	4	 	 
51041	5	 	 
51041	6	 	 
51041	7	 	 
51042	1	 	 
51042	2	 	 
51042	3	 	 
51042	4	 	 
51042	5	 	 
51042	6	 	 
51042	7	 	 
51043	1	0	0
51043	2	1	1
51043	3	0	0
51043	4	0	0
51043	5	0	0
51043	6	0	0
51043	7	0	0
51044	1	 	 
51044	2	 	 
51044	3	 	 
51044	4	 	 
51044	5	 	 
51044	6	 	 
51044	7	 	 
51045	1	0	0
51045	2	1	1
51045	3	0	0
51045	4	0	0
51045	5	0	0
51045	6	0	0
51045	7	0	0
51046	1	 	 
51046	2	 	 
51046	3	 	 
51046	4	 	 
51046	5	 	 
51046	6	 	 
51046	7	 	 
