CHILDCODE	EDCHSTR5	EDGRADER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	SCHNMER5
91049	15	0	 	 	 	 	 
91049	16	0	 	 	 	 	 
91052	13	0	 	 	 	 	 
91052	14	0	 	 	 	 	 
91052	15	0	 	 	 	 	 
91052	16	0	 	 	 	 	 
91053	13	0	 	 	 	 	 
91053	14	0	 	 	 	 	 
91053	15	0	 	 	 	 	 
91053	16	0	 	 	 	 	 
91056	13	0	 	 	 	 	 
91056	14	0	 	 	 	 	 
91056	15	0	 	 	 	 	 
91056	16	0	 	 	 	 	 
91057	13	0	 	 	 	 	 
91057	14	0	 	 	 	 	 
91057	15	0	 	 	 	 	 
91057	16	0	 	 	 	 	 
91061	13	0	 	 	 	 	 
91061	14	0	 	 	 	 	 
91061	15	0	 	 	 	 	 
91061	16	0	 	 	 	 	 
91062	13	0	 	 	 	 	 
91062	14	0	 	 	 	 	 
91062	15	0	 	 	 	 	 
91062	16	0	 	 	 	 	 
91070	13	0	 	 	 	 	 
91070	14	0	 	 	 	 	 
91070	15	0	 	 	 	 	 
91070	16	0	 	 	 	 	 
91071	13	0	 	 	 	 	 
91071	14	0	 	 	 	 	 
91071	15	0	 	 	 	 	 
91071	16	0	 	 	 	 	 
101001	13	0	 	 	 	 	 
101001	14	0	 	 	 	 	 
101001	15	0	 	 	 	 	 
101001	16	0	 	 	 	 	 
101004	13	0	 	 	 	 	 
101004	14	0	 	 	 	 	 
101004	15	0	 	 	 	 	 
101004	16	0	 	 	 	 	 
101005	13	29	1	3	1	98	347
101005	14	30	1	3	1	 	 
101005	15	31	1	3	1	 	 
101005	16	32	4	3	1	 	 
101010	13	0	 	 	 	 	 
101010	14	0	 	 	 	 	 
101010	15	0	 	 	 	 	 
101010	16	0	 	 	 	 	 
101011	13	26	1	3	1	3	209
101011	14	0	 	 	 	 	 
101011	15	0	 	 	 	 	 
101011	16	0	 	 	 	 	 
101013	13	30	1	3	1	98	272
101013	14	31	1	3	1	 	 
101013	15	36	1	3	1	 	 
101013	16	0	 	 	 	 	 
101014	13	0	 	 	 	 	 
101014	14	0	 	 	 	 	 
101014	15	0	 	 	 	 	 
101014	16	0	 	 	 	 	 
101015	13	30	1	3	1	98	258
101015	14	31	1	3	1	 	 
101015	15	36	1	3	1	 	 
101015	16	0	 	 	 	 	 
101016	13	29	1	3	0	98	348
101016	14	30	1	3	1	 	 
101016	15	31	1	3	1	 	 
101016	16	32	4	3	1	 	 
101017	13	30	1	3	1	98	348
101017	14	31	1	3	1	 	 
101017	15	32	1	3	1	 	 
101017	16	0	 	 	 	 	 
101018	13	22	1	3	1	3	209
101018	14	23	1	3	1	 	 
101018	15	0	 	 	 	 	 
101018	16	0	 	 	 	 	 
101019	13	17	1	3	1	98	211
101019	14	0	 	 	 	 	 
101019	15	0	 	 	 	 	 
101019	16	0	 	 	 	 	 
101020	13	0	 	 	 	 	 
101020	14	0	 	 	 	 	 
101020	15	0	 	 	 	 	 
101020	16	0	 	 	 	 	 
101021	13	24	1	3	1	3	208
101021	14	22	1	3	1	 	 
101021	15	26	1	3	1	 	 
101021	16	0	 	 	 	 	 
101022	13	0	 	 	 	 	 
101022	14	0	 	 	 	 	 
101022	15	0	 	 	 	 	 
101022	16	0	 	 	 	 	 
101024	13	0	 	 	 	 	 
101024	14	0	 	 	 	 	 
101024	15	0	 	 	 	 	 
101024	16	0	 	 	 	 	 
101025	13	25	1	3	1	3	209
101025	14	26	1	3	1	 	 
101025	15	0	 	 	 	 	 
101025	16	0	 	 	 	 	 
101027	13	21	1	3	0	3	209
101027	14	25	1	3	1	 	 
101027	15	26	1	3	1	 	 
101027	16	0	 	 	 	 	 
101028	13	0	 	 	 	 	 
101028	14	0	 	 	 	 	 
101028	15	0	 	 	 	 	 
101028	16	0	 	 	 	 	 
101030	13	30	1	3	1	98	347
101030	14	31	1	3	1	 	 
101030	15	32	1	3	1	 	 
101030	16	0	 	 	 	 	 
101031	13	12	1	3	1	3	181
101031	14	0	 	 	 	 	 
101031	15	0	 	 	 	 	 
101031	16	0	 	 	 	 	 
101034	13	12	1	3	1	3	181
101034	14	24	1	3	0	3	207
101034	15	25	1	3	1	 	 
101034	16	26	1	3	1	 	 
101035	13	0	 	 	 	 	 
101035	14	0	 	 	 	 	 
101035	15	0	 	 	 	 	 
101035	16	0	 	 	 	 	 
101036	13	0	 	 	 	 	 
101036	14	0	 	 	 	 	 
101036	15	0	 	 	 	 	 
101036	16	0	 	 	 	 	 
101037	13	0	 	 	 	 	 
101037	14	0	 	 	 	 	 
101037	15	0	 	 	 	 	 
101037	16	0	 	 	 	 	 
101038	13	0	 	 	 	 	 
101038	14	0	 	 	 	 	 
101038	15	0	 	 	 	 	 
101038	16	0	 	 	 	 	 
101040	13	0	 	 	 	 	 
101040	14	0	 	 	 	 	 
101040	15	0	 	 	 	 	 
101040	16	0	 	 	 	 	 
101041	13	0	 	 	 	 	 
101041	14	0	 	 	 	 	 
101041	15	0	 	 	 	 	 
101041	16	0	 	 	 	 	 
101043	13	15	1	3	1	98	246
101043	14	0	 	 	 	 	 
101043	15	0	 	 	 	 	 
101043	16	0	 	 	 	 	 
101044	13	21	1	3	1	3	209
101044	14	25	1	3	1	 	 
101044	15	26	1	3	1	 	 
101044	16	0	 	 	 	 	 
101045	13	0	 	 	 	 	 
101045	14	0	 	 	 	 	 
101045	15	0	 	 	 	 	 
101045	16	0	 	 	 	 	 
101047	13	0	 	 	 	 	 
101047	14	0	 	 	 	 	 
101047	15	0	 	 	 	 	 
101047	16	0	 	 	 	 	 
101048	13	0	 	 	 	 	 
101048	14	17	1	3	0	98	1122
101048	15	18	1	3	1	 	 
101048	16	0	 	 	 	 	 
101049	13	14	1	3	0	3	348
101049	14	15	1	3	1	 	 
101049	15	0	 	 	 	 	 
101049	16	0	 	 	 	 	 
101050	13	15	1	3	1	3	208
101050	14	16	1	3	1	 	 
101050	15	0	 	 	 	 	 
101050	16	0	 	 	 	 	 
101064	13	0	 	 	 	 	 
101064	14	24	1	3	0	98	241
101064	15	25	1	3	1	 	 
101064	16	26	4	3	1	 	 
101075	13	29	1	3	0	98	347
101075	14	30	1	3	1	 	 
101075	15	31	1	2	1	 	 
101075	16	32	4	3	1	 	 
101083	13	30	1	3	1	98	348
101083	14	31	1	3	1	 	 
101083	15	34	1	3	1	 	 
101083	16	0	 	 	 	 	 
111001	13	17	1	3	1	3	209
111001	14	18	1	3	1	 	 
111001	15	20	1	3	1	 	 
111001	16	0	 	 	 	 	 
111002	13	0	 	 	 	 	 
111002	14	0	 	 	 	 	 
111002	15	0	 	 	 	 	 
111002	16	0	 	 	 	 	 
111003	13	15	1	3	0	3	211
111003	14	16	1	3	1	 	 
111003	15	0	 	 	 	 	 
111003	16	0	 	 	 	 	 
111004	13	0	 	 	 	 	 
111004	14	0	 	 	 	 	 
111004	15	0	 	 	 	 	 
111004	16	0	 	 	 	 	 
111005	13	0	 	 	 	 	 
111005	14	0	 	 	 	 	 
111005	15	0	 	 	 	 	 
111005	16	0	 	 	 	 	 
111006	13	12	1	3	1	3	180
111006	14	17	1	3	0	98	1130
111006	15	18	1	3	1	 	 
111006	16	20	1	3	1	 	 
111008	13	0	 	 	 	 	 
111008	14	0	 	 	 	 	 
111008	15	0	 	 	 	 	 
111008	16	0	 	 	 	 	 
111009	13	0	 	 	 	 	 
111009	14	0	 	 	 	 	 
111009	15	0	 	 	 	 	 
111009	16	0	 	 	 	 	 
111010	13	25	1	3	1	98	283
111010	14	26	1	3	1	 	 
111010	15	0	 	 	 	 	 
111010	16	0	 	 	 	 	 
111011	13	0	 	 	 	 	 
111011	14	0	 	 	 	 	 
111011	15	0	 	 	 	 	 
111011	16	0	 	 	 	 	 
111012	13	0	 	 	 	 	 
111012	14	0	 	 	 	 	 
111012	15	0	 	 	 	 	 
111012	16	0	 	 	 	 	 
111013	13	24	1	3	0	98	1228
111013	14	25	1	3	1	 	 
111013	15	38	1	3	1	 	 
111013	16	38	4	3	0	98	1228
111014	13	24	1	3	0	98	273
111014	14	25	1	3	1	 	 
111014	15	26	1	3	1	 	 
111014	16	0	 	 	 	 	 
111015	13	30	1	3	1	98	275
111015	14	31	1	3	1	 	 
111015	15	34	1	3	1	 	 
111015	16	0	 	 	 	 	 
111016	13	0	 	 	 	 	 
111016	14	0	 	 	 	 	 
111016	15	0	 	 	 	 	 
111016	16	0	 	 	 	 	 
111018	13	24	1	3	1	98	273
111018	14	25	1	3	1	 	 
111018	15	26	1	3	1	 	 
111018	16	38	4	3	1	 	 
111019	13	29	1	3	0	98	262
111019	14	30	1	3	1	 	 
111019	15	31	1	3	1	 	 
111019	16	32	4	3	1	 	 
111020	13	0	 	 	 	 	 
111020	14	0	 	 	 	 	 
111020	15	0	 	 	 	 	 
111020	16	0	 	 	 	 	 
111021	13	0	 	 	 	 	 
111021	14	0	 	 	 	 	 
111021	15	0	 	 	 	 	 
111021	16	0	 	 	 	 	 
111022	13	0	 	 	 	 	 
111022	14	0	 	 	 	 	 
111022	15	0	 	 	 	 	 
111022	16	0	 	 	 	 	 
111025	13	0	 	 	 	 	 
111025	14	0	 	 	 	 	 
111025	15	0	 	 	 	 	 
111025	16	0	 	 	 	 	 
111027	13	24	1	3	0	98	252
111027	14	22	1	3	1	 	 
111027	15	26	1	3	1	 	 
111027	16	0	 	 	 	 	 
111028	13	0	 	 	 	 	 
111028	14	0	 	 	 	 	 
111028	15	0	 	 	 	 	 
111028	16	0	 	 	 	 	 
111030	13	0	 	 	 	 	 
111030	14	0	 	 	 	 	 
111030	15	0	 	 	 	 	 
111030	16	0	 	 	 	 	 
111031	13	0	 	 	 	 	 
111031	14	0	 	 	 	 	 
111031	15	0	 	 	 	 	 
111031	16	0	 	 	 	 	 
111032	13	0	 	 	 	 	 
111032	14	0	 	 	 	 	 
111032	15	0	 	 	 	 	 
111032	16	0	 	 	 	 	 
111033	13	15	1	7	1	98	282
111033	14	16	1	7	1	 	 
111033	15	0	 	 	 	 	 
111033	16	0	 	 	 	 	 
111034	13	21	1	3	0	98	273
111034	14	17	1	3	1	 	 
111034	15	22	1	3	1	 	 
111034	16	23	1	3	1	 	 
111035	13	30	1	3	1	98	356
111035	14	31	1	3	1	 	 
111035	15	34	1	3	1	 	 
111035	16	0	 	 	 	 	 
111036	13	25	1	3	1	3	209
111036	14	26	1	3	1	 	 
111036	15	0	 	 	 	 	 
111036	16	0	 	 	 	 	 
111038	13	30	1	3	1	98	356
111038	14	31	1	3	1	 	 
111038	15	32	1	3	1	 	 
111038	16	34	1	3	1	 	 
111039	13	0	 	 	 	 	 
111039	14	0	 	 	 	 	 
111039	15	0	 	 	 	 	 
111039	16	0	 	 	 	 	 
111040	13	25	1	3	1	4	219
111040	14	26	1	3	1	 	 
111040	15	38	1	3	1	 	 
111040	16	38	4	3	1	 	 
111041	13	0	 	 	 	 	 
111041	14	0	 	 	 	 	 
111041	15	0	 	 	 	 	 
111041	16	0	 	 	 	 	 
111042	13	0	 	 	 	 	 
111042	14	0	 	 	 	 	 
111042	15	0	 	 	 	 	 
111042	16	0	 	 	 	 	 
111043	13	0	 	 	 	 	 
111043	14	0	 	 	 	 	 
111043	15	0	 	 	 	 	 
111043	16	0	 	 	 	 	 
111044	13	0	 	 	 	 	 
111044	14	0	 	 	 	 	 
111044	15	0	 	 	 	 	 
111044	16	0	 	 	 	 	 
111045	13	0	 	 	 	 	 
111045	14	0	 	 	 	 	 
111045	15	0	 	 	 	 	 
111045	16	0	 	 	 	 	 
111048	13	31	1	3	1	98	269
111048	14	32	1	3	1	 	 
111048	15	33	1	3	1	 	 
111048	16	0	 	 	 	 	 
111050	13	13	1	1	1	98	285
111050	14	13	1	1	1	 	 
111050	15	13	1	1	1	 	 
111050	16	0	 	 	 	 	 
111057	13	30	1	3	1	98	346
111057	14	31	1	3	1	 	 
111057	15	32	1	3	1	 	 
111057	16	0	 	 	 	 	 
111065	13	12	1	3	1	3	166
111065	14	0	 	 	 	 	 
111065	15	0	 	 	 	 	 
111065	16	0	 	 	 	 	 
111069	13	29	1	3	0	98	1230
111069	14	18	1	3	1	 	 
111069	15	31	1	3	1	 	 
111069	16	32	4	3	1	 	 
111086	13	0	 	 	 	 	 
111086	14	0	 	 	 	 	 
111086	15	0	 	 	 	 	 
111086	16	0	 	 	 	 	 
111109	13	0	 	 	 	 	 
111109	14	0	 	 	 	 	 
111109	15	0	 	 	 	 	 
111109	16	0	 	 	 	 	 
111111	13	0	 	 	 	 	 
111111	14	0	 	 	 	 	 
111111	15	0	 	 	 	 	 
111111	16	0	 	 	 	 	 
111119	13	30	1	3	1	98	266
111119	14	31	1	3	1	 	 
111119	15	32	2	3	1	 	 
111119	16	0	 	 	 	 	 
121001	13	30	1	3	1	98	348
121001	14	31	1	3	1	 	 
121001	15	34	1	3	1	 	 
121001	16	0	 	 	 	 	 
121002	13	24	1	3	1	98	269
121002	14	25	1	3	1	 	 
121002	15	26	1	3	1	 	 
121002	16	0	 	 	 	 	 
121003	13	25	1	3	1	98	269
121003	14	26	1	3	1	 	 
121003	15	0	 	 	 	 	 
121003	16	0	 	 	 	 	 
121004	13	0	 	 	 	 	 
121004	14	0	 	 	 	 	 
121004	15	0	 	 	 	 	 
121004	16	0	 	 	 	 	 
121005	13	14	1	3	0	3	209
121005	14	15	1	3	1	 	 
121005	15	0	 	 	 	 	 
121005	16	38	4	3	0	3	208
121006	13	0	 	 	 	 	 
121006	14	0	 	 	 	 	 
121006	15	0	 	 	 	 	 
121006	16	0	 	 	 	 	 
121007	13	0	 	 	 	 	 
121007	14	0	 	 	 	 	 
121007	15	0	 	 	 	 	 
121007	16	0	 	 	 	 	 
121008	13	0	 	 	 	 	 
121008	14	0	 	 	 	 	 
121008	15	0	 	 	 	 	 
121008	16	0	 	 	 	 	 
121009	13	30	1	3	1	98	271
121009	14	31	1	3	1	 	 
121009	15	32	1	3	1	 	 
121009	16	0	 	 	 	 	 
121011	13	0	 	 	 	 	 
121011	14	0	 	 	 	 	 
121011	15	0	 	 	 	 	 
121011	16	0	 	 	 	 	 
121012	13	30	1	3	1	98	271
121012	14	31	1	3	1	 	 
121012	15	32	1	3	1	 	 
121012	16	34	1	3	1	 	 
121013	13	30	1	3	1	98	258
121013	14	31	1	3	1	 	 
121013	15	32	1	3	1	 	 
121013	16	0	 	 	 	 	 
121014	13	29	1	3	0	98	266
121014	14	30	1	3	1	 	 
121014	15	31	1	3	1	 	 
121014	16	32	4	3	1	 	 
121019	13	25	1	3	1	98	345
121019	14	26	1	3	1	 	 
121019	15	0	 	 	 	 	 
121019	16	0	 	 	 	 	 
121020	13	0	 	 	 	 	 
121020	14	0	 	 	 	 	 
121020	15	0	 	 	 	 	 
121020	16	0	 	 	 	 	 
121021	13	0	 	 	 	 	 
121021	14	0	 	 	 	 	 
121021	15	0	 	 	 	 	 
121021	16	0	 	 	 	 	 
121022	13	0	 	 	 	 	 
121022	14	0	 	 	 	 	 
121022	15	0	 	 	 	 	 
121022	16	0	 	 	 	 	 
121023	13	12	1	3	1	3	124
121023	14	0	 	 	 	 	 
121023	15	17	1	3	0	3	211
121023	16	20	4	3	1	 	 
121025	13	0	 	 	 	 	 
121025	14	0	 	 	 	 	 
121025	15	0	 	 	 	 	 
121025	16	0	 	 	 	 	 
121028	13	0	 	 	 	 	 
121028	14	0	 	 	 	 	 
121028	15	0	 	 	 	 	 
121028	16	0	 	 	 	 	 
121030	13	0	 	 	 	 	 
121030	14	0	 	 	 	 	 
121030	15	0	 	 	 	 	 
121030	16	0	 	 	 	 	 
121031	13	16	1	3	1	98	340
121031	14	0	 	 	 	 	 
121031	15	0	 	 	 	 	 
121031	16	0	 	 	 	 	 
121032	13	18	1	3	1	3	207
121032	14	16	1	7	1	 	 
121032	15	0	 	 	 	 	 
121032	16	0	 	 	 	 	 
121033	13	0	 	 	 	 	 
121033	14	0	 	 	 	 	 
121033	15	0	 	 	 	 	 
121033	16	0	 	 	 	 	 
121034	13	0	 	 	 	 	 
121034	14	0	 	 	 	 	 
121034	15	0	 	 	 	 	 
121034	16	0	 	 	 	 	 
121035	13	0	 	 	 	 	 
121035	14	0	 	 	 	 	 
121035	15	0	 	 	 	 	 
121035	16	0	 	 	 	 	 
121036	13	0	 	 	 	 	 
121036	14	0	 	 	 	 	 
121036	15	0	 	 	 	 	 
121036	16	0	 	 	 	 	 
121037	13	0	 	 	 	 	 
121037	14	0	 	 	 	 	 
121037	15	0	 	 	 	 	 
121037	16	0	 	 	 	 	 
121038	13	17	1	3	0	98	250
121038	14	18	1	3	1	 	 
121038	15	0	 	 	 	 	 
121038	16	0	 	 	 	 	 
121039	13	0	 	 	 	 	 
121039	14	0	 	 	 	 	 
121039	15	0	 	 	 	 	 
121039	16	0	 	 	 	 	 
121040	13	12	1	3	1	3	461
121040	14	0	 	 	 	 	 
121040	15	0	 	 	 	 	 
121040	16	0	 	 	 	 	 
121041	13	0	 	 	 	 	 
121041	14	0	 	 	 	 	 
121041	15	0	 	 	 	 	 
121041	16	0	 	 	 	 	 
121042	13	0	 	 	 	 	 
121042	14	0	 	 	 	 	 
121042	15	0	 	 	 	 	 
121042	16	0	 	 	 	 	 
121043	13	0	 	 	 	 	 
121043	14	0	 	 	 	 	 
121043	15	0	 	 	 	 	 
121043	16	0	 	 	 	 	 
121044	13	12	1	3	1	3	177
121044	14	21	1	3	0	3	209
121044	15	22	1	3	1	 	 
121044	16	26	4	3	1	 	 
121045	13	0	 	 	 	 	 
121045	14	0	 	 	 	 	 
121045	15	0	 	 	 	 	 
121045	16	0	 	 	 	 	 
121047	13	14	1	3	1	98	250
121047	14	15	1	3	1	 	 
121047	15	16	1	3	1	 	 
121047	16	0	 	 	 	 	 
121048	13	0	 	 	 	 	 
121048	14	0	 	 	 	 	 
121048	15	0	 	 	 	 	 
121048	16	0	 	 	 	 	 
121049	13	16	1	3	1	98	251
121049	14	0	 	 	 	 	 
121049	15	0	 	 	 	 	 
121049	16	0	 	 	 	 	 
121050	13	0	 	 	 	 	 
121050	14	0	 	 	 	 	 
121050	15	0	 	 	 	 	 
121050	16	0	 	 	 	 	 
121052	13	0	 	 	 	 	 
121052	14	0	 	 	 	 	 
121052	15	0	 	 	 	 	 
121052	16	0	 	 	 	 	 
121057	13	0	 	 	 	 	 
121057	14	0	 	 	 	 	 
121057	15	0	 	 	 	 	 
121057	16	0	 	 	 	 	 
121061	13	30	1	3	1	98	270
121061	14	31	1	3	1	 	 
121061	15	32	1	3	1	 	 
121061	16	33	4	3	1	 	 
121063	13	24	1	3	0	3	209
121063	14	22	1	3	1	 	 
121063	15	26	1	3	1	 	 
121063	16	0	 	 	 	 	 
121074	13	0	 	 	 	 	 
121074	14	0	 	 	 	 	 
121074	15	0	 	 	 	 	 
121074	16	0	 	 	 	 	 
121088	13	0	 	 	 	 	 
121088	14	0	 	 	 	 	 
121088	15	0	 	 	 	 	 
121088	16	0	 	 	 	 	 
121094	13	22	1	3	1	3	208
121094	14	26	1	3	1	 	 
121094	15	0	 	 	 	 	 
121094	16	0	 	 	 	 	 
121109	13	0	 	 	 	 	 
121109	14	0	 	 	 	 	 
121109	15	0	 	 	 	 	 
121109	16	0	 	 	 	 	 
121124	13	0	 	 	 	 	 
121124	14	0	 	 	 	 	 
121124	15	0	 	 	 	 	 
121124	16	0	 	 	 	 	 
121126	13	0	 	 	 	 	 
121126	14	0	 	 	 	 	 
121126	15	0	 	 	 	 	 
121126	16	0	 	 	 	 	 
131001	13	30	1	3	1	98	265
131001	14	31	1	3	1	 	 
131001	15	32	1	3	1	 	 
131001	16	0	 	 	 	 	 
131002	13	30	1	3	1	98	270
131002	14	31	1	3	1	 	 
131002	15	32	1	3	1	 	 
131002	16	33	4	3	1	 	 
131003	13	21	1	3	0	98	244
131003	14	24	3	3	1	 	 
131003	15	22	1	3	1	 	 
131003	16	23	4	3	1	 	 
131004	13	0	 	 	 	 	 
131004	14	0	 	 	 	 	 
131004	15	0	 	 	 	 	 
131004	16	0	 	 	 	 	 
131005	13	22	1	3	1	4	216
131005	14	26	1	3	1	 	 
131005	15	0	 	 	 	 	 
131005	16	0	 	 	 	 	 
131006	13	0	 	 	 	 	 
131006	14	0	 	 	 	 	 
131006	15	0	 	 	 	 	 
131006	16	0	 	 	 	 	 
131007	13	30	1	1	1	98	274
131007	14	31	1	1	1	 	 
131007	15	32	1	1	1	 	 
131007	16	34	4	1	1	 	 
131008	13	0	 	 	 	 	 
131008	14	0	 	 	 	 	 
131008	15	21	1	3	0	4	212
131008	16	22	4	3	1	 	 
131009	13	20	1	3	1	98	248
131009	14	0	 	 	 	 	 
131009	15	0	 	 	 	 	 
131009	16	0	 	 	 	 	 
131010	13	30	1	3	1	98	279
131010	14	31	1	3	1	 	 
131010	15	34	1	3	1	 	 
131010	16	35	4	3	1	 	 
131011	13	0	 	 	 	 	 
131011	14	0	 	 	 	 	 
131011	15	0	 	 	 	 	 
131011	16	0	 	 	 	 	 
131012	13	30	1	3	1	98	356
131012	14	31	1	3	1	 	 
131012	15	34	1	3	1	 	 
131012	16	0	 	 	 	 	 
131013	13	29	1	7	0	98	263
131013	14	30	1	7	1	 	 
131013	15	31	1	7	1	 	 
131013	16	32	4	7	1	 	 
131014	13	29	1	3	1	98	1127
131014	14	30	1	3	1	 	 
131014	15	31	1	3	1	 	 
131014	16	32	4	3	1	 	 
131017	13	30	1	3	1	98	257
131017	14	31	1	3	1	 	 
131017	15	32	1	3	1	 	 
131017	16	33	4	3	1	 	 
131019	13	30	1	3	1	98	279
131019	14	31	1	3	1	 	 
131019	15	34	1	3	1	 	 
131019	16	0	 	 	 	 	 
131020	13	0	 	 	 	 	 
131020	14	0	 	 	 	 	 
131020	15	0	 	 	 	 	 
131020	16	0	 	 	 	 	 
131021	13	0	 	 	 	 	 
131021	14	0	 	 	 	 	 
131021	15	0	 	 	 	 	 
131021	16	0	 	 	 	 	 
131022	13	24	1	3	0	98	1096
131022	14	25	1	3	1	 	 
131022	15	26	1	3	1	 	 
131022	16	0	 	 	 	 	 
131023	13	29	1	3	1	98	1128
131023	14	30	1	3	1	 	 
131023	15	31	1	3	1	 	 
131023	16	32	4	3	1	 	 
131024	13	0	 	 	 	 	 
131024	14	0	 	 	 	 	 
131024	15	0	 	 	 	 	 
131024	16	0	 	 	 	 	 
131025	13	22	1	3	1	98	250
131025	14	23	1	3	1	 	 
131025	15	0	 	 	 	 	 
131025	16	0	 	 	 	 	 
131026	13	30	1	1	1	98	263
131026	14	31	1	1	1	 	 
131026	15	34	1	1	1	 	 
131026	16	0	 	 	 	 	 
131027	13	0	 	 	 	 	 
131027	14	0	 	 	 	 	 
131027	15	0	 	 	 	 	 
131027	16	0	 	 	 	 	 
131028	13	29	1	3	0	98	278
131028	14	30	1	3	1	 	 
131028	15	31	1	3	1	 	 
131028	16	32	4	3	1	 	 
131030	13	25	1	3	1	98	244
131030	14	26	1	3	1	 	 
131030	15	0	 	 	 	 	 
131030	16	0	 	 	 	 	 
131031	13	29	1	3	0	98	265
131031	14	30	1	3	1	 	 
131031	15	31	1	3	1	 	 
131031	16	32	4	3	1	 	 
131033	13	29	1	3	0	98	1126
131033	14	30	1	3	1	 	 
131033	15	31	1	3	1	 	 
131033	16	32	4	3	1	 	 
131036	13	0	 	 	 	 	 
131036	14	0	 	 	 	 	 
131036	15	0	 	 	 	 	 
131036	16	0	 	 	 	 	 
131037	13	30	1	3	1	98	278
131037	14	31	1	3	1	 	 
131037	15	34	1	3	1	 	 
131037	16	38	4	3	1	 	 
131038	13	17	1	3	1	4	217
131038	14	18	1	3	1	 	 
131038	15	20	1	3	1	 	 
131038	16	0	 	 	 	 	 
131039	13	25	1	3	1	4	215
131039	14	26	1	3	1	 	 
131039	15	0	 	 	 	 	 
131039	16	0	 	 	 	 	 
131040	13	20	1	3	1	98	284
131040	14	0	 	 	 	 	 
131040	15	0	 	 	 	 	 
131040	16	0	 	 	 	 	 
131041	13	30	1	3	1	4	219
131041	14	38	1	3	1	 	 
131041	15	38	1	3	1	 	 
131041	16	34	4	3	1	 	 
131042	13	0	 	 	 	 	 
131042	14	0	 	 	 	 	 
131042	15	0	 	 	 	 	 
131042	16	0	 	 	 	 	 
131043	13	0	 	 	 	 	 
131043	14	0	 	 	 	 	 
131043	15	0	 	 	 	 	 
131043	16	0	 	 	 	 	 
131044	13	29	1	3	1	4	218
131044	14	30	1	3	1	 	 
131044	15	31	1	3	1	 	 
131044	16	32	4	3	1	 	 
131045	13	0	 	 	 	 	 
131045	14	0	 	 	 	 	 
131045	15	0	 	 	 	 	 
131045	16	0	 	 	 	 	 
131046	13	30	1	3	1	4	218
131046	14	31	1	3	1	 	 
131046	15	34	1	3	1	 	 
131046	16	0	 	 	 	 	 
131047	13	0	 	 	 	 	 
131047	14	0	 	 	 	 	 
131047	15	0	 	 	 	 	 
131047	16	0	 	 	 	 	 
131048	13	0	 	 	 	 	 
131048	14	0	 	 	 	 	 
131048	15	0	 	 	 	 	 
131048	16	0	 	 	 	 	 
131050	13	25	1	3	1	4	219
131050	14	26	1	3	1	 	 
131050	15	0	 	 	 	 	 
131050	16	0	 	 	 	 	 
131051	13	30	1	3	1	98	259
131051	14	31	1	3	1	 	 
131051	15	32	1	3	1	 	 
131051	16	38	4	3	1	 	 
131053	13	30	1	3	1	98	265
131053	14	31	1	3	1	 	 
131053	15	32	1	3	1	 	 
131053	16	0	 	 	 	 	 
131054	13	30	1	3	1	4	218
131054	14	31	1	3	1	 	 
131054	15	32	1	3	1	 	 
131054	16	0	 	 	 	 	 
131055	13	0	 	 	 	 	 
131055	14	0	 	 	 	 	 
131055	15	0	 	 	 	 	 
131055	16	0	 	 	 	 	 
131058	13	0	 	 	 	 	 
131058	14	0	 	 	 	 	 
131058	15	0	 	 	 	 	 
131058	16	0	 	 	 	 	 
141001	13	0	 	 	 	 	 
141001	14	0	 	 	 	 	 
141001	15	0	 	 	 	 	 
141001	16	0	 	 	 	 	 
141002	13	0	 	 	 	 	 
141002	14	0	 	 	 	 	 
141002	15	0	 	 	 	 	 
141002	16	0	 	 	 	 	 
141003	13	30	1	1	1	4	218
141003	14	31	1	1	1	 	 
141003	15	32	1	1	1	 	 
141003	16	0	 	 	 	 	 
141004	13	21	1	3	0	4	215
141004	14	25	1	3	1	 	 
141004	15	38	1	3	1	 	 
141004	16	0	 	 	 	 	 
141005	13	25	1	3	1	4	212
141005	14	38	1	3	1	 	 
141005	15	0	 	 	 	 	 
141005	16	0	 	 	 	 	 
141006	13	30	1	3	1	98	263
141006	14	31	1	3	1	 	 
141006	15	34	1	3	1	 	 
141006	16	0	 	 	 	 	 
141007	13	0	 	 	 	 	 
141007	14	0	 	 	 	 	 
141007	15	0	 	 	 	 	 
141007	16	0	 	 	 	 	 
141009	13	0	 	 	 	 	 
141009	14	21	1	3	0	98	1134
141009	15	22	1	3	1	 	 
141009	16	0	 	 	 	 	 
141010	13	30	1	3	1	4	218
141010	14	31	1	3	1	 	 
141010	15	34	1	3	1	 	 
141010	16	0	 	 	 	 	 
141011	13	14	1	3	1	4	1096
141011	14	18	1	3	1	 	 
141011	15	19	1	3	1	 	 
141011	16	38	4	3	1	 	 
141012	13	0	 	 	 	 	 
141012	14	0	 	 	 	 	 
141012	15	0	 	 	 	 	 
141012	16	0	 	 	 	 	 
141013	13	24	1	3	0	98	270
141013	14	25	1	3	1	 	 
141013	15	26	3	3	1	 	 
141013	16	26	4	3	1	 	 
141014	13	0	 	 	 	 	 
141014	14	0	 	 	 	 	 
141014	15	0	 	 	 	 	 
141014	16	0	 	 	 	 	 
141015	13	0	 	 	 	 	 
141015	14	0	 	 	 	 	 
141015	15	0	 	 	 	 	 
141015	16	0	 	 	 	 	 
141016	13	29	1	3	0	98	278
