CHILDCODE	NONFODR4	SPYRR4
31016	4	2450
31018	1	2500
31018	2	4000
31018	3	0
31018	4	0
31019	1	9000
31019	2	3000
31019	3	6000
31019	4	6000
31020	1	6000
31020	2	5000
31020	3	0
31020	4	3000
31022	1	2800
31022	2	1000
31022	3	0
31022	4	0
31023	1	3000
31023	2	2000
31023	3	3000
31023	4	3000
31024	1	4000
31024	2	3500
31024	3	0
31024	4	0
31025	1	3500
31025	2	7500
31025	3	3000
31025	4	0
31026	1	4200
31026	2	2000
31026	3	0
31026	4	0
31027	1	2000
31027	2	3000
31027	3	3000
31027	4	1500
31028	1	9000
31028	2	4000
31028	3	0
31028	4	0
31029	1	2800
31029	2	4300
31029	3	800
31029	4	0
31030	1	3000
31030	2	4000
31030	3	0
31030	4	0
31031	1	4000
31031	2	6000
31031	3	3000
31031	4	2000
31032	1	5000
31032	2	3000
31032	3	0
31032	4	0
31033	1	1500
31033	2	5000
31033	3	2000
31033	4	1500
31034	1	1200
31034	2	3245
31034	3	1800
31034	4	0
31035	1	3785
31035	2	4200
31035	3	1200
31035	4	0
31036	1	1500
31036	2	1500
31036	3	2000
31036	4	2000
31038	1	8000
31038	2	5000
31038	3	5000
31038	4	0
31039	1	2100
31039	2	3000
31039	3	0
31039	4	0
31040	1	15000
31040	2	50000
31040	3	0
31040	4	3000
31041	1	1000
31041	2	3200
31041	3	0
31041	4	0
31042	1	2500
31042	2	4200
31042	3	0
31042	4	0
31043	1	3500
31043	2	4000
31043	3	0
31043	4	0
31047	1	2200
31047	2	1230
31047	3	0
31047	4	0
31048	1	800
31048	2	3200
31048	3	0
31048	4	0
31049	1	7000
31049	2	5000
31049	3	0
31049	4	0
31050	1	5300
31050	2	2800
31050	3	0
31050	4	1230
41001	1	2000
41001	2	3000
41001	3	0
41001	4	0
41002	1	3200
41002	2	2000
41002	3	-88
41002	4	1000
41003	1	800
41003	2	600
41003	3	0
41003	4	0
41004	1	0
41004	2	1200
41004	3	0
41004	4	1500
41005	1	2000
41005	2	3000
41005	3	1000
41005	4	0
41006	1	1000
41006	2	2000
41006	3	500
41006	4	500
41007	1	2000
41007	2	3000
41007	3	-88
41007	4	500
41009	1	2000
41009	2	2500
41009	3	-88
41009	4	-88
41010	1	3000
41010	2	3000
41010	3	500
41010	4	0
41011	1	2000
41011	2	2000
41011	3	200
41011	4	1000
41012	1	1000
41012	2	2000
41012	3	0
41012	4	2000
41013	1	2500
41013	2	2000
41013	3	1000
41013	4	1000
41014	1	2400
41014	2	2000
41014	3	-88
41014	4	1200
41015	1	1000
41015	2	1200
41015	3	600
41015	4	-88
41016	1	1000
41016	2	4000
41016	3	-88
41016	4	1000
41017	1	1500
41017	2	800
41017	3	700
41017	4	500
41018	1	2000
41018	2	7000
41018	3	-88
41018	4	1500
41019	1	1000
41019	2	1500
41019	3	2000
41019	4	-88
41020	1	2500
41020	2	3000
41020	3	0
41020	4	0
41021	1	2500
41021	2	1000
41021	3	-88
41021	4	700
41022	1	1500
41022	2	600
41022	3	500
41022	4	1000
41023	1	1000
41023	2	600
41023	3	2000
41023	4	500
41024	1	1000
41024	2	1000
41024	3	-88
41024	4	400
41025	1	2500
41025	2	1000
41025	3	2400
41025	4	600
41026	1	1000
41026	2	1500
41026	3	2000
41026	4	500
41027	1	1000
41027	2	3000
41027	3	-88
41027	4	-88
41028	1	3500
41028	2	2000
41028	3	1500
41028	4	1800
41029	1	2500
41029	2	2000
41029	3	2000
41029	4	2000
41030	1	0
41030	2	0
41030	3	0
41030	4	0
41031	1	800
41031	2	1300
41031	3	1000
41031	4	-88
41032	1	1000
41032	2	2000
41032	3	1000
41032	4	0
41033	1	2000
41033	2	1500
41033	3	-88
41033	4	-88
41034	1	3500
41034	2	4000
41034	3	0
41034	4	0
41035	1	4500
41035	2	2000
41035	3	-88
41035	4	-88
41036	1	4000
41036	2	5000
41036	3	-88
41036	4	-88
41037	1	1500
41037	2	1000
41037	3	-88
41037	4	-88
41039	1	1000
41039	2	2000
41039	3	0
41039	4	1500
41040	1	1500
41040	2	6000
41040	3	-88
41040	4	-88
41041	1	2000
41041	2	2000
41041	3	-88
41041	4	4000
41042	1	2000
41042	2	3000
41042	3	3000
41042	4	4000
41043	1	2000
41043	2	1500
41043	3	0
41043	4	0
41044	1	4000
41044	2	3000
41044	3	-88
41044	4	2500
41045	1	1000
41045	2	1000
41045	3	0
41045	4	0
41046	1	1500
41046	2	2000
41046	3	-88
41046	4	2500
41047	1	700
41047	2	1200
41047	3	600
41047	4	500
41048	1	3000
41048	2	6000
41048	3	-88
41048	4	-88
41049	1	8000
41049	2	5000
41049	3	-88
41049	4	-88
41050	1	6000
41050	2	8000
41050	3	-88
41050	4	-88
51001	1	4000
51001	2	1800
51001	3	0
51001	4	0
51002	1	4000
51002	2	3000
51002	3	0
51002	4	0
51003	1	3900
51003	2	1800
51003	3	0
51003	4	0
51004	1	900
51004	2	2500
51004	3	600
51004	4	800
51005	1	3500
51005	2	1000
51005	3	2000
51005	4	0
51006	1	5500
51006	2	4000
51006	3	0
51006	4	0
51007	1	4500
51007	2	2000
51007	3	0
51007	4	2500
51008	1	3500
51008	2	2500
51008	3	0
51008	4	2000
51009	1	5500
51009	2	3000
51009	3	0
51009	4	0
51010	1	1000
51010	2	2300
51010	3	800
51010	4	0
51011	1	5000
51011	2	3000
51011	3	3500
51011	4	0
51012	1	3000
51012	2	5000
51012	3	0
51012	4	750
51013	1	3500
51013	2	2500
51013	3	0
51013	4	0
51014	1	700
51014	2	700
51014	3	1000
51014	4	2000
51015	1	4000
51015	2	1500
51015	3	0
51015	4	0
51016	1	5000
51016	2	2500
51016	3	0
51016	4	0
51018	1	6000
51018	2	2000
51018	3	0
51018	4	0
51019	1	2000
51019	2	800
51019	3	0
51019	4	0
51020	1	1000
51020	2	2100
51020	3	0
51020	4	1800
51021	1	1500
51021	2	800
51021	3	0
51021	4	0
51022	1	1230
51022	2	1420
51022	3	0
51022	4	0
51023	1	3500
51023	2	1500
51023	3	0
51023	4	0
51024	1	2500
51024	2	5545
51024	3	0
51024	4	0
51025	1	1230
51025	2	1100
51025	3	500
51025	4	400
51026	1	4800
51026	2	2500
51026	3	3000
51026	4	0
51027	1	5000
51027	2	5000
51027	3	0
51027	4	0
51028	1	3500
51028	2	1900
51028	3	0
51028	4	0
51029	1	750
51029	2	1000
51029	3	2600
51029	4	1600
51030	1	2200
51030	2	1320
51030	3	6400
51030	4	0
51031	1	2000
51031	2	5400
51031	3	0
51031	4	0
51032	1	2200
51032	2	4500
51032	3	0
51032	4	0
51033	1	11500
51033	2	3500
51033	3	0
51033	4	0
51034	1	10000
51034	2	5450
51034	3	0
51034	4	500
51035	1	6000
51035	2	4000
51035	3	0
51035	4	0
51036	1	2800
51036	2	1800
51036	3	0
51036	4	1700
51037	1	500
51037	2	1500
51037	3	500
51037	4	0
51038	1	2500
51038	2	3200
51038	3	0
51038	4	1700
51039	1	800
51039	2	2300
51039	3	500
51039	4	0
51040	1	2000
51040	2	5400
51040	3	0
51040	4	0
51041	1	4000
51041	2	2000
51041	3	0
51041	4	0
51042	1	5500
51042	2	3000
51042	3	0
51042	4	0
51043	1	3500
51043	2	5000
51043	3	0
51043	4	2000
51044	1	0
51044	2	7000
51044	3	0
51044	4	0
51045	1	1200
51045	2	3500
51045	3	0
51045	4	0
51046	1	5000
51046	2	4500
51046	3	0
51046	4	0
51047	1	4300
51047	2	1800
51047	3	0
51047	4	0
51048	1	7000
51048	2	8500
51048	3	800
51048	4	550
51049	1	6500
51049	2	3500
51049	3	0
51049	4	0
51050	1	0
51050	2	0
51050	3	0
51050	4	0
61001	1	3000
61001	2	3500
61001	3	1600
61001	4	0
61002	1	500
61002	2	2000
61002	3	700
61002	4	0
61003	1	1300
61003	2	4545
61003	3	0
61003	4	0
61004	1	1700
61004	2	900
61004	3	0
61004	4	0
61005	1	3245
61005	2	1000
61005	3	13325
61005	4	0
61006	1	2550
61006	2	3200
61006	3	1200
61006	4	1500
61007	1	4000
61007	2	1200
61007	3	0
61007	4	0
61008	1	2000
61008	2	1500
61008	3	0
61008	4	0
61009	1	1200
61009	2	1500
61009	3	0
61009	4	2000
61010	1	10000
61010	2	6000
61010	3	6000
61010	4	2000
61011	1	1500
61011	2	1500
61011	3	0
61011	4	0
61012	1	1500
61012	2	2500
61012	3	0
61012	4	0
61013	1	3000
61013	2	2000
61013	3	0
61013	4	1000
61014	1	2000
61014	2	1800
61014	3	1000
61014	4	800
61015	1	7500
61015	2	2500
61015	3	0
61015	4	0
61016	1	2500
61016	2	1800
61016	3	0
61016	4	800
61017	1	2000
61017	2	3000
61017	3	0
61017	4	0
61018	1	0
61018	2	2400
61018	3	0
61018	4	700
61019	1	1500
61019	2	4580
61019	3	1220
61019	4	0
61020	1	3000
61020	2	3500
61020	3	0
61020	4	0
61021	1	1500
61021	2	2500
61021	3	0
61021	4	2000
61022	1	1000
61022	2	2000
61022	3	-88
61022	4	2000
61023	1	2500
61023	2	3000
61023	3	0
61023	4	0
61024	1	2300
61024	2	1800
61024	3	2000
61024	4	1700
61025	1	4000
61025	2	1000
61025	3	0
61025	4	0
61026	1	0
61026	2	2100
61026	3	420
61026	4	1500
61027	1	5000
61027	2	3000
61027	3	0
61027	4	0
61028	1	480
61028	2	1140
61028	3	0
61028	4	0
61029	1	3000
61029	2	2000
61029	3	0
61029	4	0
61030	1	2000
61030	2	2000
61030	3	0
61030	4	0
61031	1	4500
61031	2	4000
61031	3	0
61031	4	3000
61032	1	1550
61032	2	2445
61032	3	0
61032	4	550
61033	1	4000
61033	2	1500
61033	3	0
61033	4	0
61034	1	3000
61034	2	1000
61034	3	0
61034	4	0
61035	1	5000
61035	2	3000
61035	3	2000
61035	4	0
61036	1	4000
61036	2	6000
61036	3	1000
61036	4	800
61037	1	2500
61037	2	2000
61037	3	0
61037	4	0
61038	1	6000
61038	2	2000
61038	3	0
61038	4	0
61039	1	750
61039	2	2500
61039	3	0
61039	4	1000
61040	1	2000
61040	2	2500
61040	3	0
61040	4	600
61041	1	2800
61041	2	2000
61041	3	0
61041	4	800
61042	1	5000
61042	2	5500
61042	3	2000
61042	4	0
61043	1	1120
61043	2	3600
61043	3	0
61043	4	0
61044	1	2000
61044	2	3500
61044	3	0
61044	4	2000
61045	1	2500
61045	2	1000
61045	3	1800
61045	4	0
61046	1	2000
61046	2	3500
61046	3	0
61046	4	0
61047	1	10000
61047	2	2800
61047	3	0
61047	4	0
61048	1	1545
61048	2	2750
61048	3	0
61048	4	0
61049	1	8200
61049	2	1000
61049	3	0
61049	4	0
61050	1	3500
61050	2	1800
61050	3	2000
61050	4	0
71001	1	6000
71001	2	2000
71001	3	0
71001	4	0
71002	1	700
71002	2	1500
71002	3	0
71002	4	0
71003	1	2000
71003	2	3000
71003	3	0
71003	4	0
71004	1	5000
71004	2	9000
71004	3	0
71004	4	0
71005	1	3500
71005	2	1200
71005	3	2000
71005	4	0
71006	1	1500
71006	2	3300
71006	3	500
71006	4	0
71007	1	1000
71007	2	600
71007	3	0
71007	4	1100
71008	1	3200
71008	2	5300
71008	3	0
71008	4	0
71009	1	3000
71009	2	2000
71009	3	1500
71009	4	0
71010	1	10000
71010	2	8000
71010	3	0
71010	4	0
71011	1	8000
71011	2	4000
71011	3	0
71011	4	0
71012	1	4000
71012	2	7000
71012	3	2000
71012	4	0
71013	1	4500
71013	2	2500
71013	3	3000
71013	4	0
71014	1	3000
71014	2	1200
71014	3	500
71014	4	0
71015	1	0
71015	2	4000
71015	3	0
71015	4	1500
71016	1	2000
71016	2	3000
71016	3	0
71016	4	0
71017	1	7000
71017	2	5000
71017	3	0
71017	4	4000
71018	1	6000
71018	2	3000
71018	3	0
71018	4	0
71019	1	5000
71019	2	4000
71019	3	0
71019	4	0
71020	1	5000
71020	2	2000
71020	3	0
71020	4	0
71021	1	6000
71021	2	2000
71021	3	0
71021	4	6000
71022	1	0
71022	2	2000
71022	3	0
71022	4	1200
71023	1	2500
71023	2	4000
71023	3	1500
71023	4	0
71024	1	2000
71024	2	3000
71024	3	0
71024	4	800
71025	1	3000
71025	2	2300
71025	3	1200
71025	4	1200
71026	1	2000
71026	2	2000
71026	3	0
71026	4	1500
71027	1	2000
71027	2	3000
71027	3	4000
71027	4	3000
71028	1	3200
71028	2	1500
71028	3	0
71028	4	0
71030	1	0
71030	2	3500
71030	3	0
71030	4	0
71031	1	4500
71031	2	1300
71031	3	0
71031	4	0
71032	1	0
71032	2	3200
71032	3	5000
71032	4	4000
71033	1	8000
71033	2	3000
71033	3	0
71033	4	0
71034	1	2000
71034	2	3000
71034	3	0
71034	4	0
71035	1	4000
71035	2	5000
71035	3	0
71035	4	0
71036	1	5000
71036	2	2000
71036	3	0
71036	4	0
71038	1	1400
71038	2	1000
71038	3	0
71038	4	2000
71039	1	2400
71039	2	3000
71039	3	0
71039	4	0
71040	1	1200
71040	2	4000
71040	3	0
71040	4	800
71041	1	2000
71041	2	1500
71041	3	1000
71041	4	50
71042	1	6000
71042	2	3000
71042	3	0
71042	4	0
71043	1	700
71043	2	1000
71043	3	2000
71043	4	1000
71044	1	7000
71044	2	10000
71044	3	1500
71044	4	1200
71045	1	2300
71045	2	3000
71045	3	0
71045	4	0
71046	1	5000
71046	2	1500
71046	3	0
71046	4	0
71047	1	1500
71047	2	2000
71047	3	0
71047	4	3000
71048	1	4500
71048	2	1000
71048	3	0
71048	4	0
71049	1	6800
71049	2	4200
71049	3	1300
71049	4	1400
71050	1	2000
71050	2	2500
71050	3	0
71050	4	0
81001	1	5600
81001	2	2200
81001	3	0
81001	4	3000
81002	1	5500
81002	2	6200
81002	3	2300
81002	4	0
81003	1	5000
81003	2	6000
81003	3	0
81003	4	0
81004	1	6000
81004	2	7000
81004	3	0
81004	4	3000
81006	1	5400
81006	2	4800
81006	3	0
81006	4	2300
81007	1	5700
81007	2	3400
81007	3	2000
81007	4	2300
81008	1	1800
81008	2	2500
81008	3	4000
81008	4	2000
81009	1	10050
81009	2	3500
81009	3	0
81009	4	3000
81010	1	4000
81010	2	2000
81010	3	0
81010	4	1000
81011	1	5000
81011	2	10000
81011	3	0
81011	4	2000
81012	1	2000
81012	2	2700
81012	3	0
81012	4	8500
81013	1	0
81013	2	1100
81013	3	1300
81013	4	0
81014	1	500
81014	2	0
81014	3	0
81014	4	0
81015	1	3000
81015	2	5000
81015	3	1000
81015	4	1000
81016	1	0
81016	2	3500
81016	3	0
81016	4	3000
81017	1	2000
81017	2	2500
81017	3	3500
81017	4	0
81018	1	5000
81018	2	3000
81018	3	0
81018	4	0
81019	1	1000
81019	2	500
81019	3	0
81019	4	0
81020	1	3000
81020	2	2500
81020	3	0
81020	4	0
81021	1	3000
81021	2	2000
81021	3	2000
81021	4	1500
81022	1	2500
81022	2	700
81022	3	0
81022	4	0
81023	1	5000
81023	2	3000
81023	3	0
81023	4	1000
81025	1	2000
81025	2	1500
81025	3	800
81025	4	0
81027	1	10000
81027	2	10000
81027	3	0
81027	4	0
81028	1	1000
81028	2	1200
81028	3	0
81028	4	3000
81029	1	3000
81029	2	2000
81029	3	0
81029	4	0
81030	1	45000
81030	2	940
81030	3	0
81030	4	0
81031	1	3000
81031	2	2000
81031	3	2000
81031	4	0
81032	1	60000
81032	2	8000
81032	3	0
81032	4	0
81033	1	5500
81033	2	2300
81033	3	2000
81033	4	1500
81034	1	9000
81034	2	5000
81034	3	0
81034	4	0
81035	1	0
81035	2	3000
81035	3	3500
81035	4	4000
81036	1	2000
81036	2	2500
81036	3	1000
81036	4	3000
81037	1	3000
81037	2	3000
81037	3	0
81037	4	0
81038	1	12000
81038	2	6000
81038	3	0
81038	4	0
81039	1	5000
81039	2	3000
81039	3	3000
81039	4	0
81040	1	1300
81040	2	900
81040	3	0
81040	4	0
81041	1	4500
81041	2	2000
81041	3	0
81041	4	1500
81042	1	1000
81042	2	1500
81042	3	0
81042	4	600
81043	1	6000
81043	2	3000
81043	3	0
81043	4	0
81044	1	5000
81044	2	3000
81044	3	6000
81044	4	2000
81045	1	7000
81045	2	8000
81045	3	3000
81045	4	2000
81046	1	1000
81046	2	3000
81046	3	2000
81046	4	0
81047	1	3000
81047	2	2500
81047	3	0
81047	4	0
81048	1	6000
81048	2	2000
81048	3	3500
81048	4	0
81049	1	2000
81049	2	5000
81049	3	5000
81049	4	0
81050	1	2000
81050	2	1800
81050	3	2000
81050	4	3000
91001	1	3000
91001	2	1000
91001	3	0
91001	4	0
91002	1	0
91002	2	12000
91002	3	0
91002	4	0
91003	1	0
91003	2	3000
91003	3	5000
91003	4	0
91004	1	5000
91004	2	2000
91004	3	1500
91004	4	0
91005	1	3000
91005	2	2000
91005	3	3000
91005	4	0
91006	1	4000
91006	2	1000
91006	3	0
91006	4	0
91007	1	3000
91007	2	3000
91007	3	2000
91007	4	0
91008	1	500
91008	2	1000
91008	3	0
91008	4	0
91009	1	5500
91009	2	5000
91009	3	6500
91009	4	0
91010	1	2000
91010	2	10000
91010	3	0
91010	4	3000
91012	1	4500
91012	2	2800
91012	3	3500
91012	4	1200
91013	1	5500
91013	2	7200
91013	3	0
91013	4	0
91014	1	3000
91014	2	4000
91014	3	0
91014	4	0
91015	1	7000
91015	2	10000
91015	3	0
91015	4	0
91016	1	1000
91016	2	4000
91016	3	0
91016	4	0
91017	1	2000
91017	2	4000
91017	3	1000
91017	4	1000
91018	1	2600
91018	2	3800
91018	3	600
91018	4	0
91019	1	6000
91019	2	3000
91019	3	0
91019	4	500
91020	1	1500
91020	2	1800
91020	3	0
91020	4	2400
91021	1	6000
91021	2	2000
91021	3	0
91021	4	0
91022	1	7200
91022	2	12000
91022	3	0
91022	4	0
91023	1	2600
91023	2	5500
91023	3	0
91023	4	0
91025	1	2000
91025	2	3000
91025	3	0
91025	4	0
91026	1	14000
91026	2	12500
91026	3	9000
91026	4	5000
91027	1	2000
91027	2	2000
91027	3	0
91027	4	0
91028	1	2000
91028	2	3000
91028	3	600
91028	4	1000
91029	1	3000
91029	2	2000
91029	3	1000
91029	4	0
91030	1	4000
91030	2	5000
91030	3	0
91030	4	0
91033	1	5000
91033	2	6000
91033	3	0
91033	4	0
91034	1	3000
91034	2	2000
91034	3	3000
91034	4	0
91036	1	2000
91036	2	2000
91036	3	1000
91036	4	0
91037	1	2000
91037	2	4200
91037	3	2300
91037	4	2800
91039	1	5100
91039	2	2800
91039	3	0
91039	4	5500
91040	1	2000
91040	2	1500
91040	3	0
91040	4	0
91041	1	4000
91041	2	6000
91041	3	2000
91041	4	0
91042	1	700
91042	2	3000
91042	3	0
91042	4	0
91043	1	5000
91043	2	1500
91043	3	0
91043	4	0
91044	1	7000
91044	2	2000
91044	3	0
91044	4	0
91045	1	3500
91045	2	1500
91045	3	0
91045	4	0
91046	1	15000
91046	2	10000
91046	3	0
91046	4	2000
91047	1	3000
91047	2	3000
91047	3	1000
91047	4	2000
91049	1	4000
91049	2	5000
91049	3	3000
91049	4	0
91050	1	3000
91050	2	2000
91050	3	1500
91050	4	700
101001	1	4000
101001	2	1000
101001	3	0
101001	4	0
101003	1	6000
101003	2	2500
101003	3	4000
101003	4	0
101004	1	15000
101004	2	35000
101004	3	15000
101004	4	0
101005	1	2000
101005	2	6000
101005	3	0
101005	4	0
101006	1	3000
101006	2	2000
101006	3	0
101006	4	1500
101008	1	2050
101008	2	2600
101008	3	0
101008	4	0
101009	1	25000
101009	2	20000
101009	3	10000
101009	4	10000
101011	1	3000
101011	2	3500
101011	3	2000
101011	4	0
101012	1	0
101012	2	2000
101012	3	0
101012	4	0
101013	1	5000
101013	2	10000
101013	3	0
101013	4	0
101017	1	2000
101017	2	6000
101017	3	0
101017	4	3000
101018	1	3000
101018	2	3000
101018	3	0
101018	4	1500
101019	1	15000
101019	2	5000
101019	3	0
101019	4	0
101020	1	0
101020	2	0
101020	3	750
101020	4	750
101021	1	5000
101021	2	5500
101021	3	0
101021	4	6000
101022	1	15000
101022	2	6000
101022	3	0
101022	4	0
101023	1	10000
101023	2	15000
101023	3	6000
101023	4	0
101024	1	7000
101024	2	2000
101024	3	0
101024	4	0
101025	1	3000
101025	2	3000
101025	3	0
101025	4	0
101026	1	1500
101026	2	5000
101026	3	0
101026	4	0
101027	1	700
101027	2	500
101027	3	3800
101027	4	0
101028	1	0
101028	2	0
101028	3	0
101028	4	0
101030	1	1400
101030	2	2800
101030	3	0
101030	4	0
101031	1	1500
101031	2	2500
101031	3	1500
101031	4	0
101032	1	10000
101032	2	10000
101032	3	3000
101032	4	0
101033	1	2000
101033	2	4000
101033	3	0
101033	4	3000
101034	1	2000
101034	2	1500
101034	3	1500
101034	4	1900
101035	1	3000
101035	2	2000
101035	3	1000
101035	4	0
101037	1	4000
101037	2	5000
101037	3	0
101037	4	7000
101038	1	0
101038	2	6000
101038	3	0
101038	4	0
101039	1	2000
101039	2	2000
101039	3	700
101039	4	600
101040	1	1000
101040	2	500
101040	3	1000
101040	4	2000
101041	1	3000
101041	2	1500
101041	3	2500
101041	4	0
101042	1	1000
101042	2	1000
101042	3	0
101042	4	0
101043	1	14000
101043	2	8000
101043	3	4000
101043	4	5000
101044	1	8000
101044	2	4000
101044	3	4500
101044	4	0
101045	1	4500
