CHILDCODE	HHITMIDR5	OWNITMR5	NUMOWNR5
11032	2	0	 
11032	3	0	 
11032	4	1	5
11032	5	0	 
11032	6	0	 
11032	7	1	5
11032	8	0	 
11032	9	0	 
11032	10	1	2
11032	11	0	 
11032	12	0	 
11032	13	1	5
11032	14	0	 
11032	15	0	 
11032	16	0	 
11033	1	0	 
11033	2	0	 
11033	3	0	 
11033	4	1	2
11033	5	0	 
11033	6	0	 
11033	7	1	2
11033	8	1	1
11033	9	0	 
11033	10	1	1
11033	11	0	 
11033	12	1	1
11033	13	1	1
11033	14	1	2
11033	15	0	 
11033	16	0	 
11034	1	1	1
11034	2	0	 
11034	3	0	 
11034	4	1	2
11034	5	0	 
11034	6	0	 
11034	7	1	4
11034	8	1	1
11034	9	0	 
11034	10	1	3
11034	11	1	1
11034	12	1	1
11034	13	0	 
11034	14	1	2
11034	15	0	 
11034	16	1	1
11035	1	0	 
11035	2	0	 
11035	3	0	 
11035	4	0	 
11035	5	0	 
11035	6	0	 
11035	7	1	1
11035	8	0	 
11035	9	0	 
11035	10	0	 
11035	11	0	 
11035	12	0	 
11035	13	0	 
11035	14	0	 
11035	15	0	 
11035	16	0	 
11037	1	0	 
11037	2	0	 
11037	3	0	 
11037	4	0	 
11037	5	0	 
11037	6	0	 
11037	7	1	1
11037	8	0	 
11037	9	0	 
11037	10	0	 
11037	11	0	 
11037	12	1	1
11037	13	1	1
11037	14	1	1
11037	15	0	 
11037	16	0	 
11038	1	1	1
11038	2	0	 
11038	3	0	 
11038	4	1	2
11038	5	1	1
11038	6	0	 
11038	7	1	3
11038	8	1	1
11038	9	0	 
11038	10	1	3
11038	11	1	3
11038	12	1	1
11038	13	1	1
11038	14	1	1
11038	15	0	 
11038	16	0	 
11039	1	1	1
11039	2	1	1
11039	3	0	 
11039	4	1	1
11039	5	1	1
11039	6	0	 
11039	7	1	3
11039	8	1	1
11039	9	0	 
11039	10	1	3
11039	11	1	1
11039	12	1	1
11039	13	1	1
11039	14	0	 
11039	15	0	 
11039	16	0	 
11040	1	0	 
11040	2	0	 
11040	3	0	 
11040	4	1	1
11040	5	0	 
11040	6	0	 
11040	7	1	1
11040	8	0	 
11040	9	0	 
11040	10	1	1
11040	11	0	 
11040	12	0	 
11040	13	1	1
11040	14	0	 
11040	15	0	 
11040	16	1	1
11041	1	0	 
11041	2	0	 
11041	3	0	 
11041	4	1	1
11041	5	0	 
11041	6	0	 
11041	7	1	2
11041	8	0	 
11041	9	0	 
11041	10	0	 
11041	11	1	1
11041	12	1	1
11041	13	0	 
11041	14	0	 
11041	15	0	 
11041	16	0	 
11042	1	1	1
11042	2	0	 
11042	3	0	 
11042	4	1	2
11042	5	0	 
11042	6	0	 
11042	7	1	2
11042	8	0	 
11042	9	1	1
11042	10	1	2
11042	11	1	2
11042	12	1	1
11042	13	1	1
11042	14	0	 
11042	15	0	 
11042	16	0	 
11043	1	1	1
11043	2	0	 
11043	3	0	 
11043	4	1	2
11043	5	1	2
11043	6	0	 
11043	7	1	3
11043	8	0	 
11043	9	0	 
11043	10	1	1
11043	11	0	 
11043	12	1	1
11043	13	1	1
11043	14	0	 
11043	15	0	 
11043	16	0	 
11044	1	0	 
11044	2	0	 
11044	3	0	 
11044	4	1	1
11044	5	0	 
11044	6	0	 
11044	7	1	2
11044	8	0	 
11044	9	0	 
11044	10	1	1
11044	11	0	 
11044	12	0	 
11044	13	1	1
11044	14	0	 
11044	15	0	 
11044	16	0	 
11047	1	1	1
11047	2	0	 
11047	3	0	 
11047	4	1	2
11047	5	1	1
11047	6	0	 
11047	7	1	3
11047	8	1	1
11047	9	0	 
11047	10	1	2
11047	11	1	3
11047	12	1	1
11047	13	0	 
11047	14	0	 
11047	15	0	 
11047	16	0	 
11048	1	0	 
11048	2	0	 
11048	3	0	 
11048	4	1	2
11048	5	0	 
11048	6	0	 
11048	7	1	2
11048	8	0	 
11048	9	0	 
11048	10	1	2
11048	11	0	 
11048	12	0	 
11048	13	1	1
11048	14	1	2
11048	15	0	 
11048	16	0	 
11050	1	1	1
11050	2	0	 
11050	3	0	 
11050	4	1	1
11050	5	1	1
11050	6	0	 
11050	7	1	2
11050	8	1	1
11050	9	0	 
11050	10	1	2
11050	11	1	3
11050	12	1	1
11050	13	1	1
11050	14	1	1
11050	15	0	 
11050	16	0	 
11052	1	0	 
11052	2	0	 
11052	3	0	 
11052	4	1	1
11052	5	0	 
11052	6	0	 
11052	7	1	1
11052	8	0	 
11052	9	0	 
11052	10	1	1
11052	11	0	 
11052	12	1	1
11052	13	1	1
11052	14	0	 
11052	15	0	 
11052	16	0	 
11061	1	1	2
11061	2	0	 
11061	3	0	 
11061	4	1	3
11061	5	1	1
11061	6	0	 
11061	7	1	4
11061	8	1	1
11061	9	0	 
11061	10	1	6
11061	11	1	3
11061	12	1	1
11061	13	1	1
11061	14	0	 
11061	15	0	 
11061	16	0	 
11063	1	1	1
11063	2	1	1
11063	3	0	 
11063	4	1	1
11063	5	0	 
11063	6	0	 
11063	7	1	3
11063	8	1	2
11063	9	0	 
11063	10	1	2
11063	11	1	3
11063	12	1	1
11063	13	1	1
11063	14	0	 
11063	15	0	 
11063	16	0	 
11069	1	1	1
11069	2	0	 
11069	3	0	 
11069	4	1	1
11069	5	1	1
11069	6	0	 
11069	7	1	4
11069	8	1	1
11069	9	0	 
11069	10	1	4
11069	11	1	3
11069	12	1	1
11069	13	0	 
11069	14	0	 
11069	15	0	 
11069	16	1	1
11074	1	1	1
11074	2	0	 
11074	3	0	 
11074	4	1	1
11074	5	1	1
11074	6	0	 
11074	7	1	2
11074	8	1	2
11074	9	0	 
11074	10	1	2
11074	11	1	1
11074	12	1	1
11074	13	1	1
11074	14	0	 
11074	15	0	 
11074	16	0	 
11088	1	0	 
11088	2	0	 
11088	3	0	 
11088	4	1	2
11088	5	0	 
11088	6	0	 
11088	7	1	2
11088	8	0	 
11088	9	0	 
11088	10	1	1
11088	11	0	 
11088	12	1	1
11088	13	1	1
11088	14	1	1
11088	15	0	 
11088	16	0	 
21002	1	1	1
21002	2	0	 
21002	3	0	 
21002	4	1	2
21002	5	0	 
21002	6	0	 
21002	7	1	3
21002	8	0	 
21002	9	0	 
21002	10	1	2
21002	11	0	 
21002	12	0	 
21002	13	1	1
21002	14	0	 
21002	15	0	 
21002	16	0	 
21004	1	0	 
21004	2	0	 
21004	3	0	 
21004	4	1	1
21004	5	0	 
21004	6	0	 
21004	7	1	3
21004	8	0	 
21004	9	0	 
21004	10	1	2
21004	11	0	 
21004	12	1	1
21004	13	1	1
21004	14	0	 
21004	15	0	 
21004	16	1	1
21005	1	0	 
21005	2	0	 
21005	3	0	 
21005	4	1	1
21005	5	0	 
21005	6	0	 
21005	7	1	2
21005	8	0	 
21005	9	0	 
21005	10	1	1
21005	11	0	 
21005	12	0	 
21005	13	1	1
21005	14	0	 
21005	15	0	 
21005	16	0	 
21007	1	1	1
21007	2	0	 
21007	3	0	 
21007	4	1	1
21007	5	0	 
21007	6	0	 
21007	7	1	3
21007	8	0	 
21007	9	0	 
21007	10	1	3
21007	11	1	1
21007	12	1	1
21007	13	1	1
21007	14	0	 
21007	15	0	 
21007	16	1	1
21008	1	0	 
21008	2	0	 
21008	3	0	 
21008	4	1	2
21008	5	0	 
21008	6	0	 
21008	7	1	2
21008	8	0	 
21008	9	0	 
21008	10	1	1
21008	11	0	 
21008	12	0	 
21008	13	0	 
21008	14	0	 
21008	15	0	 
21008	16	0	 
21009	1	0	 
21009	2	0	 
21009	3	0	 
21009	4	1	1
21009	5	0	 
21009	6	0	 
21009	7	1	1
21009	8	0	 
21009	9	0	 
21009	10	0	 
21009	11	0	 
21009	12	0	 
21009	13	0	 
21009	14	1	1
21009	15	0	 
21009	16	0	 
21011	1	0	 
21011	2	0	 
21011	3	0	 
21011	4	0	 
21011	5	0	 
21011	6	0	 
21011	7	1	1
21011	8	0	 
21011	9	0	 
21011	10	1	2
21011	11	0	 
21011	12	0	 
21011	13	1	1
21011	14	0	 
21011	15	0	 
21011	16	0	 
21012	1	0	 
21012	2	0	 
21012	3	0	 
21012	4	1	1
21012	5	0	 
21012	6	0	 
21012	7	1	2
21012	8	0	 
21012	9	0	 
21012	10	1	1
21012	11	0	 
21012	12	0	 
21012	13	0	 
21012	14	0	 
21012	15	0	 
21012	16	0	 
21013	1	1	1
21013	2	0	 
21013	3	0	 
21013	4	1	1
21013	5	1	1
21013	6	0	 
21013	7	1	4
21013	8	1	1
21013	9	0	 
21013	10	1	2
21013	11	1	2
21013	12	1	1
21013	13	1	1
21013	14	0	 
21013	15	0	 
21013	16	0	 
21015	1	0	 
21015	2	0	 
21015	3	0	 
21015	4	0	 
21015	5	0	 
21015	6	0	 
21015	7	1	2
21015	8	0	 
21015	9	0	 
21015	10	0	 
21015	11	0	 
21015	12	0	 
21015	13	1	1
21015	14	1	1
21015	15	0	 
21015	16	0	 
21017	1	1	1
21017	2	0	 
21017	3	0	 
21017	4	1	1
21017	5	0	 
21017	6	0	 
21017	7	1	3
21017	8	1	1
21017	9	0	 
21017	10	1	3
21017	11	1	2
21017	12	1	1
21017	13	1	1
21017	14	0	 
21017	15	0	 
21017	16	1	1
21018	1	1	1
21018	2	0	 
21018	3	0	 
21018	4	0	 
21018	5	0	 
21018	6	0	 
21018	7	1	2
21018	8	1	2
21018	9	0	 
21018	10	1	2
21018	11	0	 
21018	12	0	 
21018	13	1	1
21018	14	0	 
21018	15	0	 
21018	16	0	 
21020	1	1	1
21020	2	0	 
21020	3	0	 
21020	4	1	1
21020	5	0	 
21020	6	0	 
21020	7	1	3
21020	8	1	3
21020	9	0	 
21020	10	1	3
21020	11	1	3
21020	12	1	1
21020	13	1	1
21020	14	0	 
21020	15	0	 
21020	16	0	 
21022	1	0	 
21022	2	0	 
21022	3	0	 
21022	4	1	1
21022	5	0	 
21022	6	0	 
21022	7	1	1
21022	8	0	 
21022	9	0	 
21022	10	1	1
21022	11	0	 
21022	12	0	 
21022	13	1	1
21022	14	0	 
21022	15	0	 
21022	16	0	 
21023	1	1	1
21023	2	0	 
21023	3	0	 
21023	4	1	3
21023	5	1	1
21023	6	0	 
21023	7	1	3
21023	8	0	 
21023	9	0	 
21023	10	1	3
21023	11	1	1
21023	12	1	1
21023	13	1	1
21023	14	1	1
21023	15	0	 
21023	16	0	 
21024	1	0	 
21024	2	0	 
21024	3	0	 
21024	4	1	1
21024	5	0	 
21024	6	0	 
21024	7	1	2
21024	8	0	 
21024	9	0	 
21024	10	1	2
21024	11	0	 
21024	12	0	 
21024	13	1	1
21024	14	0	 
21024	15	0	 
21024	16	0	 
21025	1	1	1
21025	2	0	 
21025	3	0	 
21025	4	1	3
21025	5	1	1
21025	6	0	 
21025	7	1	6
21025	8	0	 
21025	9	0	 
21025	10	1	5
21025	11	1	2
21025	12	1	2
21025	13	1	1
21025	14	1	1
21025	15	0	 
21025	16	0	 
21026	1	1	1
21026	2	0	 
21026	3	0	 
21026	4	1	1
21026	5	0	 
21026	6	0	 
21026	7	1	6
21026	8	1	1
21026	9	0	 
21026	10	1	2
21026	11	1	2
21026	12	0	 
21026	13	1	1
21026	14	0	 
21026	15	0	 
21026	16	0	 
21027	1	1	1
21027	2	0	 
21027	3	0	 
21027	4	1	2
21027	5	0	 
21027	6	0	 
21027	7	1	3
21027	8	1	1
21027	9	0	 
21027	10	1	2
21027	11	1	2
21027	12	1	1
21027	13	1	1
21027	14	0	 
21027	15	0	 
21027	16	0	 
21029	1	0	 
21029	2	0	 
21029	3	0	 
21029	4	1	1
21029	5	0	 
21029	6	0	 
21029	7	1	1
21029	8	0	 
21029	9	0	 
21029	10	0	 
21029	11	0	 
21029	12	0	 
21029	13	0	 
21029	14	0	 
21029	15	0	 
21029	16	0	 
21030	1	0	 
21030	2	0	 
21030	3	0	 
21030	4	1	2
21030	5	0	 
21030	6	0	 
21030	7	1	2
21030	8	0	 
21030	9	0	 
21030	10	1	1
21030	11	1	1
21030	12	0	 
21030	13	1	1
21030	14	0	 
21030	15	0	 
21030	16	1	1
21031	1	0	 
21031	2	0	 
21031	3	0	 
21031	4	1	1
21031	5	0	 
21031	6	0	 
21031	7	1	1
21031	8	0	 
21031	9	0	 
21031	10	0	 
21031	11	0	 
21031	12	0	 
21031	13	0	 
21031	14	0	 
21031	15	0	 
21031	16	0	 
21032	1	1	1
21032	2	0	 
21032	3	0	 
21032	4	0	 
21032	5	1	1
21032	6	0	 
21032	7	1	2
21032	8	0	 
21032	9	0	 
21032	10	1	2
21032	11	0	 
21032	12	0	 
21032	13	1	1
21032	14	0	 
21032	15	0	 
21032	16	0	 
21033	1	1	1
21033	2	0	 
21033	3	0	 
21033	4	1	3
21033	5	1	1
21033	6	0	 
21033	7	1	4
21033	8	1	1
21033	9	0	 
21033	10	1	4
21033	11	1	3
21033	12	1	1
21033	13	1	1
21033	14	0	 
21033	15	0	 
21033	16	0	 
21034	1	0	 
21034	2	0	 
21034	3	0	 
21034	4	0	 
21034	5	1	1
21034	6	0	 
21034	7	1	1
21034	8	0	 
21034	9	0	 
21034	10	1	2
21034	11	0	 
21034	12	0	 
21034	13	1	1
21034	14	0	 
21034	15	0	 
21034	16	0	 
21036	1	0	 
21036	2	0	 
21036	3	0	 
21036	4	1	1
21036	5	0	 
21036	6	0	 
21036	7	1	1
21036	8	0	 
21036	9	0	 
21036	10	0	 
21036	11	0	 
21036	12	0	 
21036	13	0	 
21036	14	0	 
21036	15	0	 
21036	16	0	 
21037	1	0	 
21037	2	0	 
21037	3	0	 
21037	4	0	 
21037	5	0	 
21037	6	0	 
21037	7	1	1
21037	8	0	 
21037	9	0	 
21037	10	0	 
21037	11	0	 
21037	12	0	 
21037	13	0	 
21037	14	0	 
21037	15	0	 
21037	16	0	 
21039	1	1	1
21039	2	0	 
21039	3	0	 
21039	4	1	1
21039	5	0	 
21039	6	0	 
21039	7	1	3
21039	8	0	 
21039	9	0	 
21039	10	1	1
21039	11	1	1
21039	12	0	 
21039	13	1	1
21039	14	1	1
21039	15	0	 
21039	16	0	 
21040	1	0	 
21040	2	0	 
21040	3	0	 
21040	4	0	 
21040	5	0	 
21040	6	0	 
21040	7	1	2
21040	8	0	 
21040	9	0	 
21040	10	0	 
21040	11	0	 
21040	12	0	 
21040	13	0	 
21040	14	0	 
21040	15	0	 
21040	16	0	 
21041	1	0	 
21041	2	0	 
21041	3	0	 
21041	4	1	1
21041	5	0	 
21041	6	0	 
21041	7	1	2
21041	8	0	 
21041	9	0	 
21041	10	1	1
21041	11	0	 
21041	12	0	 
21041	13	0	 
21041	14	0	 
21041	15	0	 
21041	16	0	 
21042	1	0	 
21042	2	0	 
21042	3	0	 
21042	4	0	 
21042	5	1	1
21042	6	0	 
21042	7	1	1
21042	8	0	 
21042	9	0	 
21042	10	1	1
21042	11	0	 
21042	12	0	 
21042	13	1	1
21042	14	0	 
21042	15	0	 
21042	16	0	 
21043	1	1	1
21043	2	0	 
21043	3	0	 
21043	4	1	2
21043	5	1	1
21043	6	0	 
21043	7	1	3
21043	8	0	 
21043	9	1	1
21043	10	1	3
21043	11	1	3
21043	12	1	1
21043	13	1	1
21043	14	0	 
21043	15	0	 
21043	16	0	 
21044	1	0	 
21044	2	0	 
21044	3	0	 
21044	4	1	1
21044	5	0	 
21044	6	0	 
21044	7	1	1
21044	8	0	 
21044	9	0	 
21044	10	1	1
21044	11	0	 
21044	12	0	 
21044	13	0	 
21044	14	0	 
21044	15	0	 
21044	16	0	 
21046	1	1	1
21046	2	0	 
21046	3	0	 
21046	4	0	 
21046	5	0	 
21046	6	0	 
21046	7	1	2
21046	8	1	1
21046	9	0	 
21046	10	1	1
21046	11	1	2
21046	12	0	 
21046	13	1	1
21046	14	0	 
21046	15	0	 
21046	16	0	 
21047	1	0	 
21047	2	0	 
21047	3	0	 
21047	4	1	2
21047	5	0	 
21047	6	0	 
21047	7	1	3
21047	8	0	 
21047	9	0	 
21047	10	1	2
21047	11	0	 
21047	12	0	 
21047	13	1	1
21047	14	0	 
21047	15	0	 
21047	16	0	 
21048	1	1	1
21048	2	0	 
21048	3	0	 
21048	4	1	2
21048	5	0	 
21048	6	0	 
21048	7	1	3
21048	8	1	1
21048	9	0	 
21048	10	1	3
21048	11	1	3
21048	12	1	1
21048	13	1	1
21048	14	0	 
21048	15	0	 
21048	16	0	 
21056	1	1	1
21056	2	0	 
21056	3	0	 
21056	4	1	2
21056	5	0	 
21056	6	0	 
21056	7	1	3
21056	8	0	 
21056	9	0	 
21056	10	1	2
21056	11	0	 
21056	12	0	 
21056	13	1	1
21056	14	1	1
21056	15	0	 
21056	16	0	 
21069	1	0	 
21069	2	0	 
21069	3	0	 
21069	4	1	2
21069	5	0	 
21069	6	0	 
21069	7	1	3
21069	8	1	1
21069	9	1	1
21069	10	1	2
21069	11	0	 
21069	12	1	1
21069	13	1	1
21069	14	1	3
21069	15	0	 
21069	16	0	 
21072	1	0	 
21072	2	0	 
21072	3	0	 
21072	4	1	1
21072	5	0	 
21072	6	0	 
21072	7	1	1
21072	8	1	1
21072	9	0	 
21072	10	1	1
21072	11	1	1
21072	12	0	 
21072	13	1	1
21072	14	1	1
21072	15	0	 
21072	16	0	 
21083	1	1	1
21083	2	0	 
21083	3	0	 
21083	4	1	2
21083	5	0	 
21083	6	0	 
21083	7	1	10
21083	8	1	1
21083	9	0	 
21083	10	1	3
21083	11	1	1
21083	12	1	1
21083	13	1	1
21083	14	0	 
21083	15	0	 
21083	16	1	1
21089	1	1	1
21089	2	0	 
21089	3	0	 
21089	4	1	3
21089	5	0	 
21089	6	0	 
21089	7	1	4
21089	8	1	1
21089	9	0	 
21089	10	1	4
21089	11	1	3
21089	12	1	1
21089	13	1	1
21089	14	1	1
21089	15	0	 
21089	16	0	 
21094	1	1	1
21094	2	0	 
21094	3	0	 
21094	4	1	2
21094	5	1	1
21094	6	0	 
21094	7	1	3
21094	8	1	1
21094	9	0	 
21094	10	1	2
21094	11	1	4
21094	12	1	1
21094	13	1	1
21094	14	1	1
21094	15	0	 
21094	16	0	 
31001	1	0	 
31001	2	0	 
31001	3	0	 
31001	4	1	1
31001	5	0	 
31001	6	0	 
31001	7	1	1
31001	8	0	 
31001	9	0	 
31001	10	1	1
31001	11	1	1
31001	12	0	 
31001	13	1	1
31001	14	1	1
31001	15	0	 
31001	16	0	 
31003	1	1	1
31003	2	0	 
31003	3	0	 
31003	4	1	3
31003	5	1	1
31003	6	0	 
31003	7	1	4
31003	8	1	1
31003	9	0	 
31003	10	1	3
31003	11	1	3
31003	12	1	1
31003	13	1	1
31003	14	0	 
31003	15	0	 
31003	16	0	 
31004	1	1	1
31004	2	0	 
31004	3	0	 
31004	4	1	1
31004	5	0	 
31004	6	0	 
31004	7	1	1
31004	8	0	 
31004	9	0	 
31004	10	0	 
31004	11	0	 
31004	12	0	 
31004	13	0	 
31004	14	0	 
31004	15	0	 
31004	16	0	 
31006	1	1	1
31006	2	0	 
31006	3	0	 
31006	4	1	1
31006	5	0	 
31006	6	0	 
31006	7	1	2
31006	8	1	1
31006	9	0	 
31006	10	1	2
31006	11	1	2
31006	12	1	1
31006	13	1	1
31006	14	0	 
31006	15	0	 
31006	16	0	 
31007	1	0	 
31007	2	0	 
31007	3	0	 
31007	4	0	 
31007	5	0	 
31007	6	0	 
31007	7	1	2
31007	8	1	1
31007	9	0	 
31007	10	0	 
31007	11	1	2
31007	12	1	1
31007	13	0	 
31007	14	0	 
31007	15	0	 
31007	16	0	 
31008	1	1	1
31008	2	0	 
31008	3	0	 
31008	4	1	1
31008	5	0	 
31008	6	0	 
31008	7	1	2
31008	8	1	1
31008	9	0	 
31008	10	0	 
31008	11	1	3
31008	12	0	 
31008	13	0	 
31008	14	0	 
31008	15	0	 
31008	16	0	 
31009	1	1	1
31009	2	0	 
31009	3	0	 
31009	4	1	2
31009	5	0	 
31009	6	0	 
31009	7	1	2
31009	8	1	1
31009	9	0	 
31009	10	1	1
31009	11	1	2
31009	12	1	1
31009	13	0	 
31009	14	0	 
31009	15	0	 
31009	16	1	2
31010	1	1	1
31010	2	0	 
31010	3	0	 
31010	4	1	2
31010	5	0	 
31010	6	0	 
31010	7	1	3
31010	8	1	1
31010	9	0	 
31010	10	1	2
31010	11	1	2
31010	12	1	1
31010	13	1	1
31010	14	0	 
31010	15	0	 
31010	16	0	 
31011	1	1	1
31011	2	0	 
31011	3	0	 
31011	4	1	3
31011	5	0	 
31011	6	0	 
31011	7	1	4
31011	8	1	1
31011	9	0	 
31011	10	1	4
31011	11	1	3
31011	12	1	2
