CHILDCODE	RNKINCR4	IMPACTR4	INCPEBR4
31038	3	2	2
31038	4	1	0
31039	1	6	10
31039	2	9	10
31040	1	13	20
31041	1	5	15
31041	2	9	5
31043	1	1	6
31043	2	2	6
31043	3	12	8
31044	1	1	9
31044	2	2	0
31044	3	11	2
31044	4	12	6
31044	5	9	3
31045	1	12	20
31046	1	12	20
31048	1	6	10
31048	2	9	10
31049	1	1	10
31049	2	12	10
31050	1	11	15
31050	2	1	5
31052	1	1	17
31052	2	2	3
31058	1	11	10
31058	2	12	10
31059	1	1	5
31059	2	11	5
31059	3	12	10
31060	1	1	8
31060	2	11	12
31079	1	1	14
31079	2	2	4
31079	3	11	2
31096	1	1	15
31096	2	2	5
31098	1	1	20
31108	1	1	11
31108	2	11	5
31108	3	12	4
31134	1	1	14
31134	2	2	6
41001	1	3	12
41001	2	10	5
41001	3	11	3
41002	1	10	8
41002	2	3	6
41002	3	7	4
41002	4	11	2
41003	1	5	17
41003	2	3	3
41004	1	12	20
41005	1	12	20
41006	1	3	16
41006	2	12	4
41007	1	3	15
41007	2	2	4
41007	3	1	1
41009	1	10	20
41010	1	3	20
41011	1	3	6
41011	2	7	14
41012	1	3	17
41012	2	2	3
41013	1	3	20
41014	1	3	15
41014	2	12	5
41015	1	5	18
41015	2	7	2
41016	1	5	14
41016	2	13	3
41016	3	7	3
41017	1	3	14
41017	2	7	4
41017	3	1	2
41019	1	7	12
41019	2	12	8
41021	1	3	16
41021	2	12	4
41022	1	7	10
41022	2	13	10
41023	1	7	20
41024	1	10	17
41024	2	5	3
41025	1	7	19
41025	2	13	1
41026	1	9	20
41027	1	3	20
41028	1	12	20
41030	1	3	20
41031	1	3	13
41031	2	7	7
41032	1	3	20
41034	1	3	20
41036	2	6	6
41036	4	5	14
41037	1	5	20
41038	1	11	20
41039	1	3	15
41039	2	11	5
41041	1	3	20
41042	1	1	3
41042	2	2	8
41042	3	12	7
41042	4	13	1
41042	5	9	1
41043	1	8	16
41043	2	1	4
41046	1	11	10
41046	2	3	5
41046	3	13	4
41046	4	12	1
41047	1	12	17
41047	2	1	3
41049	1	2	8
41049	2	7	5
41049	3	3	4
41049	4	13	3
41050	1	3	16
41050	2	7	4
41059	1	7	15
41059	2	13	3
41059	3	1	2
41092	1	12	12
41092	2	3	8
41106	1	11	10
41106	2	7	6
41106	3	12	4
41109	1	3	15
41109	2	10	5
41110	1	11	20
41114	1	3	15
41114	2	5	5
41130	1	7	18
41130	2	1	2
51002	1	1	4
51002	2	12	16
51004	1	7	12
51004	2	13	8
51005	1	1	12
51005	2	10	4
51005	3	2	4
51006	1	8	9
51006	2	12	11
51008	1	5	8
51008	2	12	12
51009	1	1	20
51010	1	3	14
51010	2	11	6
51011	1	1	16
51011	2	11	4
51013	1	12	12
51013	2	11	8
51015	1	7	12
51015	2	11	8
51016	1	6	17
51016	2	12	3
51017	1	1	10
51017	2	7	7
51017	3	13	3
51018	1	1	13
51018	2	11	7
51019	1	13	20
51020	1	11	2
51020	2	12	2
51020	3	10	16
51021	1	1	6
51021	2	11	14
51022	1	1	20
51023	1	11	20
51024	1	1	6
51024	2	7	10
51024	3	12	4
51025	1	3	3
51025	2	8	7
51025	3	11	10
51026	1	1	8
51026	2	5	6
51026	3	8	6
51027	1	1	15
51027	2	12	5
51028	1	11	13
51028	2	1	4
51028	3	2	3
51029	1	11	12
51029	2	10	8
51030	1	12	8
51030	2	6	12
51031	1	1	6
51031	2	2	6
51031	3	5	8
51032	1	11	9
51032	2	1	5
51032	3	7	3
51032	4	12	3
51033	1	1	20
51034	1	7	14
51034	2	1	6
51035	1	1	18
51035	2	7	2
51036	1	1	13
51036	2	9	7
51037	1	1	12
51037	2	2	8
51038	1	1	1
51038	2	2	2
51038	3	7	11
51038	4	12	6
51040	1	1	6
51040	2	11	7
51040	3	2	4
51040	4	12	3
51041	1	1	20
51042	1	12	12
51042	2	7	8
51043	1	1	6
51043	2	5	14
51044	1	1	9
51044	2	11	9
51044	3	12	2
51045	1	12	12
51045	2	8	8
51046	1	1	1
51046	2	11	16
51046	3	12	3
51047	1	1	15
51047	2	10	5
51048	1	2	9
51048	2	12	7
51048	3	1	4
51049	1	12	10
51049	2	1	6
51049	3	11	4
51050	1	12	4
51050	2	11	15
51050	3	13	1
51057	1	11	20
51070	1	13	14
51070	2	8	6
61001	1	1	8
61001	2	2	6
61001	3	5	6
61003	1	8	17
61003	2	1	2
61003	3	2	1
61004	1	11	20
61006	1	7	14
61006	2	12	6
61009	1	5	16
61009	2	7	4
61011	1	7	7
61011	2	12	13
61012	1	1	20
61013	1	12	20
61014	1	11	15
61014	2	1	5
61015	1	3	10
61015	2	7	6
61015	3	9	4
61016	1	9	15
61016	2	11	5
61017	1	7	14
61017	2	1	6
61018	1	1	15
61018	2	11	5
61019	1	12	10
61019	2	1	2
61019	3	2	1
61019	4	5	7
61020	1	12	5
61020	2	11	15
61021	1	5	20
61023	1	11	15
61023	2	1	5
61024	1	11	20
61025	1	11	20
61026	1	7	18
61026	2	2	2
61028	1	11	16
61028	2	9	4
61029	1	11	15
61029	2	5	5
61030	1	5	3
61030	2	6	5
61030	3	7	5
61030	4	11	7
61031	1	7	14
61031	2	12	6
61032	1	10	18
61032	2	11	2
61033	1	6	16
61033	2	11	4
61034	1	7	8
61034	2	12	5
61034	3	13	7
61035	1	12	16
61035	2	1	3
61035	3	2	1
61036	1	2	16
61036	2	9	4
61037	1	5	18
61037	2	1	1
61037	3	2	1
61038	1	2	15
61038	2	5	5
61039	1	12	20
61040	1	1	17
61040	2	7	3
61041	1	12	15
61041	2	1	5
61042	1	8	10
61042	2	9	10
61043	1	11	20
61044	1	1	20
61046	1	12	18
61046	2	7	2
61047	1	2	15
61047	2	1	5
61048	1	11	14
61048	2	1	6
61049	1	7	9
61049	2	12	5
61049	3	1	5
61049	4	2	1
61050	1	13	1
61050	2	12	19
61052	1	11	13
61052	2	12	7
61055	1	3	20
61056	1	11	9
61056	2	12	6
61056	3	1	5
61057	1	2	10
61057	2	11	6
61057	3	1	4
61076	1	8	10
61076	2	11	10
61079	1	12	15
61079	2	2	5
61104	1	12	12
61104	2	1	8
71001	1	7	15
71001	2	12	5
71002	1	5	8
71002	2	8	12
71003	1	12	13
71003	2	8	7
71004	1	8	20
71005	1	12	10
71005	2	1	10
71006	1	2	7
71006	2	12	4
71006	3	1	4
71006	4	9	5
71007	1	2	15
71007	2	1	5
71008	1	1	5
71008	2	2	5
71008	3	3	5
71008	4	7	5
71009	1	7	20
71010	1	7	13
71010	2	9	4
71010	3	1	3
71011	1	12	10
71011	2	1	10
71011	3	2	0
71013	1	1	7
71013	2	2	6
71013	3	8	4
71013	4	12	3
71015	1	1	18
71015	2	2	2
71019	1	1	10
71019	2	13	10
71020	1	3	15
71020	2	1	5
71021	1	2	5
71021	2	1	15
71023	1	12	9
71023	2	1	5
71023	3	11	3
71023	4	8	2
71023	5	2	1
71024	1	7	11
71024	2	1	9
71025	1	12	20
71026	1	12	13
71026	2	1	4
71026	3	8	3
71027	1	1	17
71027	2	13	3
71028	1	1	20
71031	1	8	14
71031	2	11	6
71032	1	1	14
71032	2	12	6
71033	1	7	17
71033	2	2	3
71034	1	7	15
71034	2	12	5
71035	1	1	16
71035	2	11	3
71035	3	8	1
71036	1	9	17
71036	2	7	3
71037	1	12	8
71037	2	1	7
71037	3	7	5
71038	1	1	16
71038	2	8	4
71039	1	11	18
71039	2	2	1
71039	3	1	1
71041	1	1	15
71041	2	11	5
71042	1	8	6
71042	2	11	14
71043	1	1	20
71044	1	1	15
71044	2	2	3
71044	3	8	2
71045	1	1	11
71045	2	12	9
71046	1	12	16
71046	2	1	4
71047	1	1	9
71047	2	12	7
71047	3	11	4
71048	1	1	7
71048	2	2	5
71048	3	12	7
71048	4	7	1
71049	1	12	20
71049	2	1	0
71073	1	12	9
71073	2	1	7
71073	3	8	4
71097	1	12	10
71097	2	9	6
71097	3	1	4
71112	1	6	19
71112	2	8	1
71120	1	7	7
71120	2	5	13
71121	1	8	6
71121	2	1	8
71121	3	12	6
81001	1	12	20
81003	1	12	20
81004	1	8	8
81004	2	12	8
81004	3	1	3
81004	4	2	1
81005	1	12	20
81006	1	8	8
81006	2	1	7
81006	3	2	5
81007	1	2	15
81007	2	1	3
81007	3	11	2
81008	1	8	18
81008	2	1	2
81010	1	12	20
81011	1	8	15
81011	2	12	5
81012	1	1	1
81012	2	7	4
81012	3	12	15
81013	1	5	8
81013	2	7	6
81013	3	1	3
81013	4	2	3
81017	1	11	10
81017	2	12	5
81017	3	1	3
81017	4	2	2
81018	1	5	10
81018	2	12	10
81019	1	12	12
81019	2	8	6
81019	3	1	2
81020	1	1	2
81020	2	12	8
81020	3	13	10
81021	1	2	6
81021	2	12	14
81022	1	8	20
81023	1	12	19
81023	2	11	1
81024	1	1	3
81024	2	12	17
81025	1	7	15
81025	2	1	5
81026	1	12	20
81028	1	12	15
81028	2	1	5
81029	1	5	15
81029	2	1	3
81029	3	12	1
81029	4	13	1
81030	1	1	5
81030	2	12	15
81031	1	1	15
81031	2	7	5
81032	1	1	3
81032	2	5	3
81032	3	8	5
81032	4	10	4
81032	5	12	5
81034	1	7	16
81034	2	2	4
81035	1	7	15
81035	2	1	5
81036	1	12	10
81036	2	8	8
81036	3	1	2
81038	1	7	10
81038	2	9	10
81039	1	12	16
81039	2	1	4
81041	1	12	15
81041	2	1	5
81042	1	12	9
81042	2	10	7
81042	3	1	4
81043	1	12	20
81045	1	12	15
81045	2	7	5
81046	1	12	19
81046	2	13	1
81047	1	6	4
81047	2	7	10
81047	3	12	6
81049	1	13	8
81049	2	1	7
81049	3	9	5
81050	1	12	16
81050	2	1	4
81073	1	12	10
81073	2	1	7
81073	3	10	3
81092	1	12	12
81092	2	10	6
81092	3	1	2
81105	1	2	9
81105	2	12	5
81105	3	1	4
81105	4	11	2
81108	1	9	14
81108	2	12	4
81108	3	1	2
81120	1	1	5
81120	2	12	15
81130	1	12	16
81130	2	11	4
81139	1	7	15
81139	2	1	3
81139	3	2	2
81145	1	1	8
81145	2	7	6
81145	3	12	6
81150	1	7	10
81150	2	8	9
81150	3	13	1
81152	1	7	19
81152	2	2	1
91001	1	5	15
91001	2	1	5
91003	1	1	12
91003	2	11	8
91006	1	12	15
91006	2	1	5
91008	1	1	10
91008	2	2	5
91008	3	4	5
91009	1	10	12
91009	2	1	8
91010	1	1	20
91011	1	1	17
91011	2	11	3
91012	1	1	11
91012	2	4	6
91012	3	2	3
91013	1	1	12
91013	2	2	6
91013	3	11	2
91014	1	1	13
91014	2	2	3
91014	3	4	1
91014	4	12	3
91015	1	1	13
91015	2	12	7
91016	1	1	7
91016	2	12	13
91017	1	1	20
91019	1	1	10
91019	2	12	8
91019	3	2	2
91020	1	1	5
91020	2	2	15
91021	1	1	10
91021	2	2	6
91021	3	12	4
91022	1	1	13
91022	2	12	0
91022	3	5	7
91024	1	1	10
91024	2	2	10
91025	1	12	4
91025	2	4	2
91025	3	2	4
91025	4	1	10
91026	1	1	18
91026	2	12	2
91027	1	1	10
91027	2	12	8
91027	3	13	2
91028	1	1	15
91028	2	2	5
91029	1	1	14
91029	2	4	6
91030	1	1	20
91031	1	2	5
91031	2	1	10
91031	3	12	5
91032	1	1	17
91032	2	2	3
91033	1	11	15
91033	2	1	5
91036	1	1	12
91036	2	4	8
91039	1	1	15
91039	2	2	5
91041	1	1	15
91041	2	2	3
91041	3	11	2
91042	1	1	14
91042	2	2	3
91042	3	4	3
91045	1	1	20
91046	1	12	20
91047	1	12	14
91047	2	9	6
91048	1	7	20
91049	1	1	16
91049	2	11	4
91050	1	1	10
91050	2	4	10
91052	1	1	20
91053	1	1	10
91053	2	2	3
91053	3	11	2
91053	4	12	5
91056	1	1	16
91056	2	12	4
91057	1	1	18
91057	2	2	2
91061	1	1	15
91061	2	2	5
91062	1	1	10
91062	2	2	5
91062	3	4	5
91064	1	1	20
91070	1	1	18
91070	2	11	2
91071	1	1	12
91071	2	12	8
101001	1	1	20
101004	1	1	3
101004	2	12	17
101005	1	7	2
101005	2	10	5
101005	3	4	5
101005	4	2	5
101005	5	8	3
101010	1	1	9
101010	2	2	5
101010	3	12	6
101011	1	12	8
101011	2	6	6
101011	3	1	6
101013	1	4	6
101013	2	12	14
101014	1	12	20
101015	1	12	2
101015	2	9	18
101016	1	8	20
101017	1	7	10
101017	2	6	10
101018	1	1	10
101018	2	12	6
101018	3	2	4
101019	1	6	14
101019	2	2	2
101019	3	7	2
101019	4	12	2
101020	1	12	10
101020	2	2	7
101020	3	1	3
101021	1	10	10
101021	2	9	3
101021	3	2	4
101021	4	1	3
101022	1	5	14
101022	2	1	4
101022	3	11	2
101023	1	12	20
101024	1	1	5
101024	2	2	5
101025	1	1	14
101025	2	12	6
101026	1	1	12
101026	2	2	8
101027	1	12	12
101027	2	2	5
101027	3	1	3
101028	1	7	14
101028	2	1	4
101028	3	2	2
101029	1	12	8
101029	2	1	6
101029	3	2	6
101030	1	1	10
101030	2	7	10
101031	1	2	6
101031	2	1	10
101031	3	12	4
101034	1	12	12
101034	2	1	3
101034	3	2	5
101035	1	1	7
101035	2	2	3
101035	3	12	10
101036	1	1	8
101036	2	12	8
101036	3	2	4
101037	1	6	8
101037	2	13	5
101037	3	2	4
101037	4	7	3
101038	1	1	8
101038	2	12	12
101039	1	1	8
101039	2	12	6
101039	3	3	4
101039	4	13	2
101040	1	1	5
101040	2	12	15
101041	1	1	10
101041	2	2	6
101041	3	12	4
101042	1	1	10
101042	2	2	6
101042	3	4	4
101043	1	1	11
101043	2	12	6
101043	3	2	3
101044	1	1	3
101044	2	2	5
101044	3	7	12
101045	1	12	15
101045	2	1	5
101047	1	12	10
101047	2	2	5
101047	3	1	5
101048	1	2	10
101048	2	12	5
101048	3	7	2
101048	4	1	3
101049	1	1	11
101049	2	2	5
101049	3	7	4
101050	1	13	10
101050	2	4	5
101050	3	1	5
101051	1	1	8
101051	2	12	12
101054	1	12	20
101064	1	1	7
101064	2	2	2
101064	3	5	11
101067	1	1	15
101067	2	2	5
101075	1	12	15
101075	2	13	5
101083	1	1	4
101083	2	2	16
111001	1	10	11
111001	2	2	6
111001	3	1	3
111002	1	10	15
111002	2	7	5
111003	1	2	15
111003	2	1	5
111004	1	12	7
111004	2	2	8
111004	3	13	5
111005	1	1	18
111005	2	2	2
111006	1	2	9
111006	2	1	11
111008	1	12	12
111008	2	1	6
111008	3	2	2
111009	1	1	15
111009	2	2	5
111010	1	3	2
111010	2	2	3
111010	3	4	5
111010	4	7	10
111011	1	11	15
111011	2	1	5
111012	1	7	11
111012	2	2	8
111012	3	3	1
111013	1	12	20
111014	1	6	12
111014	2	2	4
111014	3	10	4
111015	1	7	10
111015	2	13	10
111016	1	1	15
111016	2	2	5
111017	1	1	6
111017	2	2	6
111017	3	3	8
111018	1	2	6
111018	2	7	6
111018	3	9	8
111019	1	7	10
111019	2	2	4
111019	3	13	6
111021	1	1	7
111021	2	2	13
111022	1	2	18
111022	2	3	2
111025	1	1	8
111025	2	2	12
111027	1	1	7
111027	2	2	4
111027	3	4	4
111027	4	7	5
111028	1	1	7
111028	2	2	5
111028	3	11	3
111028	4	4	5
111030	1	1	8
111030	2	2	8
111030	3	12	4
111031	1	8	8
111031	2	12	12
111032	1	2	12
111032	2	12	8
111033	1	12	20
111034	1	7	15
111034	2	2	5
111035	1	 	10
111035	2	2	2
111035	3	1	3
111035	4	5	3
111035	5	4	2
111036	1	1	10
111036	2	10	10
111038	1	1	9
111038	2	7	11
111039	1	1	10
111039	2	2	5
111039	3	10	5
111040	1	4	14
111040	2	1	4
111040	3	2	2
111042	1	11	10
111042	2	1	5
111042	3	2	5
111043	1	1	5
111043	2	2	6
111043	3	10	4
111043	4	12	5
111044	1	1	8
111044	2	2	8
111044	3	12	4
111045	1	12	10
111045	2	2	6
111045	3	1	4
111047	1	1	6
111047	2	2	4
111047	3	12	8
111047	4	8	2
111048	1	1	10
111048	2	2	7
111048	3	12	3
111050	1	1	8
111050	2	2	12
111057	1	2	8
111057	2	3	3
111057	3	4	5
111057	4	12	4
111065	1	2	11
111065	2	1	6
111065	3	11	1
111065	4	4	2
111069	1	2	5
111069	2	1	4
111069	3	12	4
111069	4	7	7
111086	1	1	6
111086	2	2	8
111086	3	10	6
111109	1	12	12
111109	2	1	8
111111	1	1	11
111111	2	2	6
111111	4	12	3
111119	1	2	20
111119	2	3	0
121001	1	1	8
121001	2	2	4
121001	3	7	2
121001	4	12	6
121003	1	2	4
121003	2	7	9
121003	3	12	7
121004	1	1	10
121004	2	2	10
121005	1	2	8
121005	2	5	6
121005	3	1	4
121005	4	8	2
121006	1	1	9
121006	2	2	7
121006	3	12	4
121007	1	2	11
121007	2	1	6
121007	3	11	3
121009	1	10	12
121009	2	1	4
121009	3	2	4
121011	1	1	9
121011	2	4	6
121011	3	2	5
121012	1	1	6
121012	2	2	5
121012	3	10	9
121013	1	2	10
121013	2	10	6
121013	3	1	4
121014	1	7	15
121014	2	2	3
121014	3	1	2
121019	1	2	5
121019	2	1	5
121019	3	3	10
121020	1	1	7
121020	2	4	6
121020	3	2	3
121020	4	11	4
121021	1	7	9
121021	2	1	6
121021	3	2	5
121022	1	12	8
121022	2	2	6
121022	3	1	3
121022	4	10	3
121023	1	12	8
121023	2	2	5
121023	3	1	4
121023	4	4	3
121025	1	2	8
121025	2	1	7
121025	3	11	5
121028	1	1	12
121028	2	2	8
121030	1	1	8
121030	2	2	5
121030	3	7	7
121031	1	2	10
121031	2	1	5
121031	3	7	5
121032	1	1	16
121032	2	2	4
121033	1	12	7
121033	2	1	4
121033	3	2	9
121034	1	12	15
121034	2	2	5
121035	1	1	6
121035	2	4	5
121035	3	2	3
121035	4	9	6
121036	1	1	5
121036	2	2	7
121036	3	3	4
121036	4	12	4
121037	1	1	15
121037	2	12	5
121038	1	1	10
121038	2	2	6
121038	3	7	4
121039	1	1	20
121040	1	1	2
121040	2	2	5
121040	3	12	7
121040	4	7	6
121041	1	1	12
121041	2	2	5
121041	3	12	3
121042	1	9	20
121043	1	2	15
121043	2	1	5
121044	1	2	9
121044	2	12	7
121044	3	1	4
121045	1	9	18
121045	2	10	2
121047	1	1	10
121047	2	2	10
121048	1	1	5
121048	2	2	15
121049	1	1	5
121049	2	2	4
121049	3	3	2
121049	4	4	2
121049	5	10	5
121049	6	12	2
121050	1	2	8
121050	2	1	8
121050	3	3	4
121052	1	12	20
121057	1	1	7
121057	2	7	6
121057	3	2	4
121057	4	10	3
121061	1	7	8
121061	2	2	4
121061	3	1	5
121061	4	12	3
121063	1	2	10
121063	2	1	3
121063	3	3	6
121063	4	12	1
121074	1	1	12
121074	2	2	8
121088	1	10	20
121094	1	1	7
121094	2	2	3
121094	3	12	10
121109	1	1	10
121109	2	2	10
121124	1	1	10
121124	2	4	6
121124	3	12	4
131001	1	12	12
131001	2	1	8
131002	1	12	14
131002	2	1	6
131004	1	7	20
131005	1	8	9
131005	2	12	9
131005	3	1	2
131006	1	1	7
131006	2	12	13
131007	1	12	20
131008	1	1	12
131008	2	7	8
131009	1	1	2
131009	2	8	9
131009	3	12	9
131010	1	1	2
131010	2	9	18
131011	1	12	15
131011	2	1	5
131012	1	1	3
131012	2	2	7
131012	3	7	5
131012	4	13	5
131013	1	8	14
131013	2	1	3
131013	3	2	3
131014	1	12	16
131014	2	1	4
131017	1	13	14
131017	2	1	6
131019	1	10	15
131019	2	12	5
131020	1	8	16
131020	2	1	4
131021	1	1	2
131021	2	8	5
131021	3	12	13
131022	1	7	19
131022	2	1	1
131023	1	1	7
131023	2	7	13
131024	1	1	5
131024	2	12	15
131025	1	12	10
131025	2	1	3
131025	3	2	7
131026	1	8	15
131026	2	1	5
131028	1	1	9
131028	2	2	9
131028	3	5	2
131030	1	1	10
131030	2	13	2
131030	3	12	8
131031	1	1	5
131031	2	12	15
131033	1	7	16
131033	2	1	4
131036	1	1	5
131036	2	12	12
131036	3	2	3
131037	1	1	6
131037	2	2	6
131037	3	12	8
131038	1	5	15
131038	2	1	5
131039	1	12	18
131039	2	1	2
131040	1	8	20
131041	1	6	12
131041	2	1	8
131042	1	1	15
131042	2	12	5
131043	1	3	8
131043	2	2	5
131043	3	12	5
131043	4	1	2
131044	1	8	18
131044	2	1	2
131046	1	1	7
131046	2	11	5
131046	3	13	8
131047	1	7	9
131047	2	12	6
131047	3	1	5
131048	1	1	7
131048	2	12	10
131048	3	2	3
131050	1	7	9
131050	2	12	5
131050	3	1	4
131050	4	13	2
131051	1	7	15
131051	2	12	5
131052	1	1	18
131052	2	2	2
131053	1	8	20
131054	1	8	9
131054	2	12	8
131054	3	1	3
131056	1	12	12
131056	2	1	6
131056	3	13	2
131058	1	12	18
131058	2	1	2
141001	1	1	16
141001	2	2	4
141002	1	7	15
141002	2	1	5
141003	1	1	12
141003	2	7	8
141004	1	7	10
141004	2	1	7
141004	3	2	3
141005	1	1	20
141006	1	10	15
141006	2	1	5
141007	1	1	20
141008	1	6	14
141008	2	7	6
141009	1	1	10
141009	2	12	6
141009	3	13	4
141010	1	7	20
141012	1	1	10
141012	2	13	10
141013	1	2	18
141013	2	1	2
141014	1	1	20
141015	1	12	20
141016	1	1	20
141017	1	1	10
141017	2	12	6
141017	3	2	4
141017	4	13	2
141018	1	8	20
141019	1	1	6
141019	2	2	7
141019	3	12	7
141020	1	1	9
141020	2	2	5
141020	3	6	6
141026	1	7	10
141026	2	12	10
141027	1	1	7
141027	2	6	13
141028	1	 	20
141029	1	1	20
141030	1	1	20
141031	1	1	20
141032	1	1	20
141033	1	6	15
141033	2	1	5
141034	1	7	12
141034	2	1	3
141034	3	2	5
141035	1	1	10
141035	2	7	8
141035	3	12	2
141036	1	7	13
141036	2	12	7
141037	1	1	8
141037	2	12	12
141039	1	1	20
141040	1	1	12
141040	2	12	8
141041	1	1	9
141041	2	7	11
141042	1	7	8
141042	2	12	12
141043	1	1	20
141044	1	1	13
141044	2	7	7
141045	1	1	7
141045	2	7	13
141047	1	7	16
141047	2	1	4
141048	1	1	8
141048	2	7	12
141049	1	1	7
141049	2	2	8
141049	3	13	5
141050	1	1	14
141050	2	9	6
141051	1	7	12
141051	2	1	8
141052	1	8	18
141052	2	13	2
141062	1	2	7
141062	2	1	5
141062	3	7	8
141066	1	1	19
141066	2	2	1
141073	1	7	8
141073	2	5	6
141073	3	8	4
141073	4	1	2
141076	1	1	5
141076	2	7	3
141076	3	12	10
141076	4	13	2
151001	1	7	10
151001	2	3	4
151001	3	1	3
151001	4	2	3
151002	1	1	5
151002	2	10	15
151003	1	7	20
151004	1	1	14
151004	2	12	6
151005	1	1	17
151005	2	7	3
151006	1	1	14
151006	2	13	6
151007	1	1	3
151007	2	7	10
151007	3	9	7
151008	1	10	10
151008	2	8	6
151008	3	1	4
151010	1	1	14
151010	2	7	4
151010	3	12	2
151011	1	3	16
151011	2	1	4
151012	1	1	1
