CHILDCODE	IMINIDR4	RECINCR4
11019	8	0
11019	9	0
11019	10	0
11019	11	0
11019	12	1
11019	13	0
11020	1	1
11020	2	1
11020	3	0
11020	4	0
11020	5	0
11020	6	0
11020	7	1
11020	8	0
11020	9	0
11020	10	0
11020	11	1
11020	12	1
11020	13	0
11021	1	1
11021	2	1
11021	3	0
11021	4	0
11021	5	0
11021	6	0
11021	7	0
11021	8	0
11021	9	0
11021	10	0
11021	11	0
11021	12	1
11021	13	0
11022	1	1
11022	2	1
11022	3	0
11022	4	0
11022	5	0
11022	6	0
11022	7	0
11022	8	1
11022	9	0
11022	10	0
11022	11	0
11022	12	0
11022	13	0
11024	1	1
11024	2	0
11024	3	0
11024	4	0
11024	5	0
11024	6	0
11024	7	0
11024	8	0
11024	9	0
11024	10	0
11024	11	0
11024	12	1
11024	13	0
11025	1	1
11025	2	1
11025	3	0
11025	4	0
11025	5	0
11025	6	0
11025	7	0
11025	8	0
11025	9	0
11025	10	0
11025	11	0
11025	12	0
11025	13	0
11026	1	1
11026	2	0
11026	3	0
11026	4	0
11026	5	0
11026	6	0
11026	7	0
11026	8	0
11026	9	0
11026	10	0
11026	11	1
11026	12	0
11026	13	0
11028	1	1
11028	2	0
11028	3	0
11028	4	0
11028	5	0
11028	6	0
11028	7	0
11028	8	0
11028	9	0
11028	10	0
11028	11	0
11028	12	1
11028	13	0
11029	1	1
11029	2	1
11029	3	0
11029	4	0
11029	5	0
11029	6	0
11029	7	0
11029	8	0
11029	9	0
11029	10	0
11029	11	0
11029	12	0
11029	13	0
11030	1	1
11030	2	0
11030	3	0
11030	4	0
11030	5	1
11030	6	0
11030	7	0
11030	8	0
11030	9	1
11030	10	0
11030	11	0
11030	12	0
11030	13	0
11031	1	1
11031	2	0
11031	3	0
11031	4	0
11031	5	0
11031	6	0
11031	7	0
11031	8	0
11031	9	0
11031	10	0
11031	11	0
11031	12	1
11031	13	0
11032	1	1
11032	2	0
11032	3	0
11032	4	0
11032	5	0
11032	6	0
11032	7	0
11032	8	0
11032	9	0
11032	10	0
11032	11	0
11032	12	1
11032	13	0
11033	1	1
11033	2	0
11033	3	0
11033	4	0
11033	5	0
11033	6	0
11033	7	0
11033	8	0
11033	9	0
11033	10	0
11033	11	0
11033	12	1
11033	13	0
11034	1	0
11034	2	0
11034	3	0
11034	4	0
11034	5	0
11034	6	0
11034	7	1
11034	8	0
11034	9	0
11034	10	0
11034	11	0
11034	12	0
11034	13	0
11035	1	0
11035	2	0
11035	3	0
11035	4	0
11035	5	0
11035	6	0
11035	7	0
11035	8	0
11035	9	0
11035	10	0
11035	11	0
11035	12	1
11035	13	0
11037	1	1
11037	2	0
11037	3	0
11037	4	0
11037	5	0
11037	6	0
11037	7	0
11037	8	0
11037	9	0
11037	10	0
11037	11	0
11037	12	1
11037	13	0
11038	1	1
11038	2	1
11038	3	0
11038	4	0
11038	5	0
11038	6	0
11038	7	1
11038	8	0
11038	9	0
11038	10	0
11038	11	0
11038	12	0
11038	13	0
11039	1	1
11039	2	0
11039	3	0
11039	4	0
11039	5	0
11039	6	0
11039	7	0
11039	8	0
11039	9	0
11039	10	0
11039	11	0
11039	12	1
11039	13	0
11040	1	0
11040	2	0
11040	3	0
11040	4	0
11040	5	0
11040	6	0
11040	7	0
11040	8	0
11040	9	0
11040	10	0
11040	11	0
11040	12	1
11040	13	0
11041	1	1
11041	2	0
11041	3	0
11041	4	0
11041	5	0
11041	6	0
11041	7	0
11041	8	0
11041	9	0
11041	10	0
11041	11	0
11041	12	0
11041	13	0
11042	1	1
11042	2	0
11042	3	0
11042	4	0
11042	5	0
11042	6	0
11042	7	0
11042	8	1
11042	9	0
11042	10	0
11042	11	0
11042	12	1
11042	13	0
11043	1	0
11043	2	0
11043	3	0
11043	4	0
11043	5	0
11043	6	0
11043	7	0
11043	8	0
11043	9	0
11043	10	0
11043	11	0
11043	12	1
11043	13	0
11044	1	1
11044	2	1
11044	3	0
11044	4	0
11044	5	0
11044	6	0
11044	7	0
11044	8	0
11044	9	0
11044	10	0
11044	11	0
11044	12	1
11044	13	0
11047	1	1
11047	2	1
11047	3	0
11047	4	0
11047	5	0
11047	6	0
11047	7	1
11047	8	0
11047	9	0
11047	10	0
11047	11	0
11047	12	0
11047	13	0
11048	1	1
11048	2	0
11048	3	0
11048	4	0
11048	5	0
11048	6	0
11048	7	0
11048	8	0
11048	9	0
11048	10	0
11048	11	0
11048	12	1
11048	13	0
11050	1	1
11050	2	1
11050	3	0
11050	4	0
11050	5	0
11050	6	0
11050	7	0
11050	8	0
11050	9	0
11050	10	0
11050	11	1
11050	12	0
11050	13	0
11052	1	1
11052	2	1
11052	3	0
11052	4	0
11052	5	0
11052	6	0
11052	7	1
11052	8	0
11052	9	0
11052	10	0
11052	11	0
11052	12	1
11052	13	0
11061	1	0
11061	2	0
11061	3	0
11061	4	0
11061	5	0
11061	6	0
11061	7	1
11061	8	0
11061	9	0
11061	10	1
11061	11	0
11061	12	0
11061	13	0
11063	1	1
11063	2	1
11063	3	0
11063	4	0
11063	5	0
11063	6	0
11063	7	0
11063	8	0
11063	9	0
11063	10	0
11063	11	1
11063	12	0
11063	13	0
11069	1	1
11069	2	1
11069	3	1
11069	4	0
11069	5	0
11069	6	0
11069	7	0
11069	8	0
11069	9	0
11069	10	0
11069	11	0
11069	12	1
11069	13	0
11074	1	1
11074	2	0
11074	3	0
11074	4	0
11074	5	1
11074	6	0
11074	7	0
11074	8	0
11074	9	0
11074	10	0
11074	11	0
11074	12	0
11074	13	0
11088	1	1
11088	2	1
11088	3	0
11088	4	0
11088	5	0
11088	6	0
11088	7	0
11088	8	0
11088	9	0
11088	10	0
11088	11	0
11088	12	0
11088	13	0
21002	1	0
21002	2	0
21002	3	0
21002	4	0
21002	5	0
21002	6	0
21002	7	0
21002	8	0
21002	9	0
21002	10	0
21002	11	0
21002	12	1
21002	13	0
21004	1	0
21004	2	0
21004	3	0
21004	4	0
21004	5	1
21004	6	0
21004	7	0
21004	8	0
21004	9	0
21004	10	0
21004	11	0
21004	12	0
21004	13	1
21005	1	0
21005	2	0
21005	3	0
21005	4	0
21005	5	0
21005	6	0
21005	7	1
21005	8	0
21005	9	0
21005	10	0
21005	11	0
21005	12	1
21005	13	0
21007	1	0
21007	2	0
21007	3	0
21007	4	0
21007	5	0
21007	6	0
21007	7	0
21007	8	0
21007	9	0
21007	10	1
21007	11	1
21007	12	0
21007	13	0
21008	1	0
21008	2	0
21008	3	0
21008	4	0
21008	5	0
21008	6	0
21008	7	0
21008	8	0
21008	9	0
21008	10	1
21008	11	0
21008	12	0
21008	13	1
21009	1	0
21009	2	0
21009	3	0
21009	4	0
21009	5	1
21009	6	0
21009	7	0
21009	8	0
21009	9	0
21009	10	0
21009	11	0
21009	12	0
21009	13	0
21011	1	0
21011	2	0
21011	3	0
21011	4	0
21011	5	0
21011	6	0
21011	7	1
21011	8	0
21011	9	0
21011	10	0
21011	11	0
21011	12	0
21011	13	0
21012	1	1
21012	2	0
21012	3	0
21012	4	0
21012	5	0
21012	6	0
21012	7	0
21012	8	0
21012	9	0
21012	10	0
21012	11	0
21012	12	0
21012	13	0
21013	1	1
21013	2	0
21013	3	0
21013	4	0
21013	5	0
21013	6	0
21013	7	0
21013	8	0
21013	9	0
21013	10	0
21013	11	1
21013	12	0
21013	13	1
21014	1	0
21014	2	0
21014	3	0
21014	4	0
21014	5	0
21014	6	0
21014	7	0
21014	8	0
21014	9	0
21014	10	0
21014	11	0
21014	12	1
21014	13	1
21015	1	0
21015	2	0
21015	3	1
21015	4	0
21015	5	0
21015	6	0
21015	7	0
21015	8	0
21015	9	0
21015	10	0
21015	11	1
21015	12	1
21015	13	0
21017	1	0
21017	2	0
21017	3	0
21017	4	0
21017	5	0
21017	6	0
21017	7	1
21017	8	0
21017	9	0
21017	10	0
21017	11	0
21017	12	0
21017	13	0
21018	1	0
21018	2	0
21018	3	0
21018	4	0
21018	5	0
21018	6	0
21018	7	0
21018	8	0
21018	9	0
21018	10	0
21018	11	1
21018	12	1
21018	13	0
21020	1	0
21020	2	0
21020	3	0
21020	4	0
21020	5	0
21020	6	0
21020	7	1
21020	8	0
21020	9	0
21020	10	0
21020	11	1
21020	12	0
21020	13	0
21022	1	1
21022	2	1
21022	3	0
21022	4	0
21022	5	1
21022	6	0
21022	7	0
21022	8	0
21022	9	0
21022	10	0
21022	11	0
21022	12	0
21022	13	0
21023	1	1
21023	2	0
21023	3	0
21023	4	0
21023	5	0
21023	6	1
21023	7	1
21023	8	0
21023	9	0
21023	10	0
21023	11	0
21023	12	0
21023	13	0
21024	1	1
21024	2	1
21024	3	0
21024	4	0
21024	5	0
21024	6	0
21024	7	0
21024	8	0
21024	9	0
21024	10	0
21024	11	0
21024	12	1
21024	13	0
21025	1	1
21025	2	0
21025	3	0
21025	4	0
21025	5	0
21025	6	0
21025	7	0
21025	8	0
21025	9	0
21025	10	0
21025	11	0
21025	12	0
21025	13	1
21026	1	0
21026	2	0
21026	3	0
21026	4	0
21026	5	0
21026	6	0
21026	7	0
21026	8	0
21026	9	0
21026	10	0
21026	11	1
21026	12	0
21026	13	0
21027	1	0
21027	2	0
21027	3	1
21027	4	0
21027	5	0
21027	6	0
21027	7	0
21027	8	0
21027	9	0
21027	10	0
21027	11	0
21027	12	0
21027	13	0
21029	1	1
21029	2	0
21029	3	0
21029	4	0
21029	5	0
21029	6	0
21029	7	0
21029	8	0
21029	9	0
21029	10	0
21029	11	0
21029	12	1
21029	13	0
21030	1	1
21030	2	1
21030	3	0
21030	4	0
21030	5	0
21030	6	0
21030	7	0
21030	8	0
21030	9	0
21030	10	0
21030	11	0
21030	12	1
21030	13	0
21031	1	1
21031	2	1
21031	3	0
21031	4	0
21031	5	0
21031	6	0
21031	7	0
21031	8	0
21031	9	0
21031	10	0
21031	11	0
21031	12	0
21031	13	0
21032	1	1
21032	2	0
21032	3	0
21032	4	0
21032	5	0
21032	6	1
21032	7	0
21032	8	0
21032	9	0
21032	10	0
21032	11	0
21032	12	0
21032	13	1
21033	1	1
21033	2	1
21033	3	0
21033	4	0
21033	5	0
21033	6	0
21033	7	0
21033	8	0
21033	9	0
21033	10	0
21033	11	1
21033	12	0
21033	13	0
21034	1	1
21034	2	1
21034	3	0
21034	4	0
21034	5	0
21034	6	0
21034	7	0
21034	8	0
21034	9	0
21034	10	0
21034	11	0
21034	12	0
21034	13	0
21036	1	1
21036	2	1
21036	3	0
21036	4	0
21036	5	0
21036	6	0
21036	7	0
21036	8	0
21036	9	0
21036	10	0
21036	11	1
21036	12	0
21036	13	0
21037	1	1
21037	2	1
21037	3	0
21037	4	0
21037	5	0
21037	6	0
21037	7	0
21037	8	0
21037	9	0
21037	10	0
21037	11	0
21037	12	0
21037	13	1
21038	1	0
21038	2	0
21038	3	0
21038	4	0
21038	5	0
21038	6	0
21038	7	1
21038	8	0
21038	9	0
21038	10	0
21038	11	1
21038	12	0
21038	13	0
21039	1	1
21039	2	0
21039	3	0
21039	4	0
21039	5	0
21039	6	0
21039	7	0
21039	8	1
21039	9	0
21039	10	0
21039	11	0
21039	12	1
21039	13	0
21041	1	1
21041	2	0
21041	3	1
21041	4	0
21041	5	0
21041	6	0
21041	7	0
21041	8	0
21041	9	0
21041	10	0
21041	11	0
21041	12	0
21041	13	0
21042	1	1
21042	2	1
21042	3	0
21042	4	0
21042	5	0
21042	6	0
21042	7	0
21042	8	0
21042	9	0
21042	10	0
21042	11	1
21042	12	0
21042	13	0
21044	1	1
21044	2	0
21044	3	0
21044	4	0
21044	5	0
21044	6	0
21044	7	0
21044	8	0
21044	9	0
21044	10	0
21044	11	1
21044	12	0
21044	13	0
21046	1	1
21046	2	0
21046	3	1
21046	4	0
21046	5	0
21046	6	0
21046	7	0
21046	8	0
21046	9	0
21046	10	0
21046	11	0
21046	12	0
21046	13	0
21047	1	1
21047	2	0
21047	3	0
21047	4	0
21047	5	0
21047	6	0
21047	7	0
21047	8	0
21047	9	0
21047	10	0
21047	11	1
21047	12	0
21047	13	1
21048	1	0
21048	2	0
21048	3	1
21048	4	0
21048	5	0
21048	6	0
21048	7	0
21048	8	0
21048	9	0
21048	10	0
21048	11	0
21048	12	0
21048	13	1
21049	1	1
21049	2	0
21049	3	1
21049	4	0
21049	5	0
21049	6	0
21049	7	0
21049	8	0
21049	9	0
21049	10	0
21049	11	0
21049	12	1
21049	13	0
21056	1	0
21056	2	0
21056	3	0
21056	4	0
21056	5	0
21056	6	0
21056	7	0
21056	8	0
21056	9	0
21056	10	0
21056	11	0
21056	12	0
21056	13	1
21069	1	1
21069	2	1
21069	3	0
21069	4	0
21069	5	0
21069	6	0
21069	7	0
21069	8	0
21069	9	0
21069	10	0
21069	11	0
21069	12	0
21069	13	0
21072	1	1
21072	2	1
21072	3	0
21072	4	0
21072	5	0
21072	6	0
21072	7	0
21072	8	0
21072	9	0
21072	10	0
21072	11	1
21072	12	0
21072	13	1
21083	1	0
21083	2	0
21083	3	0
21083	4	0
21083	5	0
21083	6	0
21083	7	0
21083	8	0
21083	9	0
21083	10	0
21083	11	0
21083	12	1
21083	13	1
21090	1	0
21090	2	0
21090	3	0
21090	4	0
21090	5	0
21090	6	0
21090	7	1
21090	8	0
21090	9	0
21090	10	1
21090	11	0
21090	12	0
21090	13	0
21094	1	1
21094	2	1
21094	3	0
21094	4	0
21094	5	1
21094	6	0
21094	7	0
21094	8	0
21094	9	0
21094	10	0
21094	11	0
21094	12	0
21094	13	0
31001	1	0
31001	2	1
31001	3	0
31001	4	0
31001	5	0
31001	6	0
31001	7	0
31001	8	0
31001	9	0
31001	10	0
31001	11	0
31001	12	1
31001	13	0
31002	1	1
31002	2	0
31002	3	0
31002	4	0
31002	5	1
31002	6	1
31002	7	1
31002	8	0
31002	9	0
31002	10	0
31002	11	0
31002	12	0
31002	13	0
31004	1	1
31004	2	0
31004	3	0
31004	4	0
31004	5	0
31004	6	0
31004	7	0
31004	8	0
31004	9	0
31004	10	0
31004	11	1
31004	12	0
31004	13	0
31005	1	1
31005	2	0
31005	3	0
31005	4	0
31005	5	1
31005	6	0
31005	7	0
31005	8	0
31005	9	0
31005	10	0
31005	11	0
31005	12	0
31005	13	0
31006	1	1
31006	2	0
31006	3	0
31006	4	0
31006	5	0
31006	6	0
31006	7	0
31006	8	0
31006	9	0
31006	10	1
31006	11	0
31006	12	0
31006	13	0
31007	1	1
31007	2	1
31007	3	0
31007	4	0
31007	5	0
31007	6	0
31007	7	0
31007	8	0
31007	9	0
31007	10	0
31007	11	0
31007	12	0
31007	13	0
31008	1	1
31008	2	0
31008	3	0
31008	4	0
31008	5	1
31008	6	0
31008	7	0
31008	8	0
31008	9	0
31008	10	0
31008	11	0
31008	12	0
31008	13	0
31010	1	1
31010	2	0
31010	3	0
31010	4	0
31010	5	0
31010	6	0
31010	7	0
31010	8	0
31010	9	0
31010	10	0
31010	11	1
31010	12	1
31010	13	0
31011	1	1
31011	2	0
31011	3	0
31011	4	0
31011	5	0
31011	6	1
31011	7	0
31011	8	0
31011	9	0
31011	10	0
31011	11	0
31011	12	0
31011	13	1
31012	1	1
31012	2	1
31012	3	0
31012	4	0
31012	5	0
31012	6	0
31012	7	0
31012	8	0
31012	9	0
31012	10	0
31012	11	1
31012	12	0
31012	13	0
31013	1	1
31013	2	0
31013	3	0
31013	4	0
31013	5	1
31013	6	0
31013	7	0
31013	8	0
31013	9	0
31013	10	0
31013	11	0
31013	12	0
31013	13	0
31018	1	1
31018	2	1
31018	3	0
31018	4	0
31018	5	0
31018	6	0
31018	7	0
31018	8	0
31018	9	0
31018	10	0
31018	11	0
31018	12	0
31018	13	0
31020	1	1
31020	2	1
31020	3	0
31020	4	0
31020	5	0
31020	6	0
31020	7	0
31020	8	0
31020	9	0
31020	10	0
31020	11	1
31020	12	0
31020	13	0
31021	1	1
31021	2	0
31021	3	0
31021	4	0
31021	5	0
31021	6	0
31021	7	0
31021	8	0
31021	9	0
31021	10	0
31021	11	0
31021	12	1
31021	13	0
31023	1	1
31023	2	1
31023	3	0
31023	4	0
31023	5	0
31023	6	0
31023	7	0
31023	8	0
31023	9	0
31023	10	0
31023	11	0
31023	12	0
31023	13	0
31024	1	1
31024	2	1
31024	3	0
31024	4	0
31024	5	0
31024	6	0
31024	7	0
31024	8	0
31024	9	0
31024	10	0
31024	11	0
31024	12	0
31024	13	0
31025	1	1
31025	2	0
31025	3	0
31025	4	0
31025	5	0
31025	6	0
31025	7	0
31025	8	0
31025	9	0
31025	10	0
31025	11	0
31025	12	0
31025	13	0
31027	1	1
31027	2	0
31027	3	0
31027	4	0
31027	5	0
31027	6	0
31027	7	0
31027	8	0
31027	9	0
31027	10	0
31027	11	1
31027	12	0
31027	13	0
31028	1	1
31028	2	0
31028	3	0
31028	4	0
31028	5	0
31028	6	0
31028	7	0
31028	8	0
31028	9	0
31028	10	0
31028	11	0
31028	12	0
31028	13	0
31029	1	1
31029	2	0
31029	3	0
31029	4	0
31029	5	0
31029	6	1
31029	7	0
31029	8	0
31029	9	0
31029	10	0
31029	11	0
31029	12	0
31029	13	0
31031	1	1
31031	2	1
31031	3	0
31031	4	0
31031	5	0
31031	6	0
31031	7	0
31031	8	0
31031	9	0
31031	10	0
31031	11	1
31031	12	0
31031	13	0
31032	1	1
31032	2	0
31032	3	0
31032	4	0
31032	5	0
31032	6	1
31032	7	0
31032	8	0
31032	9	0
31032	10	0
31032	11	1
31032	12	0
31032	13	0
31035	1	1
31035	2	0
31035	3	0
31035	4	0
31035	5	1
31035	6	0
31035	7	0
31035	8	0
31035	9	0
31035	10	0
31035	11	0
31035	12	0
31035	13	0
31036	1	0
31036	2	0
31036	3	0
31036	4	1
31036	5	0
31036	6	0
31036	7	1
31036	8	0
31036	9	0
31036	10	0
31036	11	0
31036	12	0
31036	13	0
31037	1	0
31037	2	0
31037	3	0
31037	4	0
31037	5	0
31037	6	0
31037	7	0
31037	8	0
31037	9	1
31037	10	1
31037	11	0
31037	12	0
31037	13	0
31038	1	1
31038	2	1
31038	3	0
31038	4	0
31038	5	1
31038	6	0
31038	7	0
31038	8	1
31038	9	0
31038	10	0
31038	11	0
31038	12	0
31038	13	0
31039	1	0
31039	2	0
31039	3	0
31039	4	0
31039	5	0
31039	6	1
31039	7	0
31039	8	0
31039	9	1
31039	10	0
31039	11	0
31039	12	0
31039	13	0
31040	1	0
31040	2	0
31040	3	0
31040	4	0
31040	5	0
31040	6	0
31040	7	0
31040	8	0
31040	9	0
31040	10	0
31040	11	0
31040	12	0
31040	13	1
31041	1	0
31041	2	0
31041	3	0
31041	4	0
31041	5	1
31041	6	0
31041	7	0
31041	8	0
31041	9	1
31041	10	0
31041	11	0
31041	12	0
31041	13	0
31043	1	1
31043	2	1
31043	3	0
31043	4	0
31043	5	0
31043	6	0
31043	7	0
31043	8	0
31043	9	0
31043	10	0
31043	11	0
31043	12	1
31043	13	0
31044	1	1
31044	2	1
31044	3	0
31044	4	0
31044	5	0
31044	6	0
31044	7	0
31044	8	0
31044	9	1
31044	10	0
31044	11	1
31044	12	1
31044	13	0
31045	1	0
31045	2	0
31045	3	0
31045	4	0
31045	5	0
31045	6	0
31045	7	0
31045	8	0
31045	9	0
31045	10	0
31045	11	0
31045	12	1
31045	13	0
31046	1	0
31046	2	0
31046	3	0
31046	4	0
31046	5	0
31046	6	0
31046	7	0
31046	8	0
31046	9	0
31046	10	0
31046	11	0
31046	12	1
31046	13	0
31048	1	0
31048	2	0
31048	3	0
31048	4	0
31048	5	0
31048	6	1
31048	7	0
31048	8	0
31048	9	1
31048	10	0
31048	11	0
31048	12	0
31048	13	0
31049	1	1
31049	2	0
31049	3	0
31049	4	0
31049	5	0
31049	6	0
31049	7	0
31049	8	0
31049	9	0
31049	10	0
31049	11	0
31049	12	1
31049	13	0
31050	1	1
31050	2	0
31050	3	0
31050	4	0
31050	5	0
31050	6	0
31050	7	0
31050	8	0
31050	9	0
31050	10	0
31050	11	1
31050	12	0
31050	13	0
31052	1	1
31052	2	1
31052	3	0
31052	4	0
31052	5	0
31052	6	0
31052	7	0
31052	8	0
31052	9	0
31052	10	0
31052	11	0
31052	12	0
31052	13	0
31058	1	0
31058	2	0
31058	3	0
31058	4	0
31058	5	0
31058	6	0
31058	7	0
31058	8	0
31058	9	0
31058	10	0
31058	11	1
31058	12	1
31058	13	0
31059	1	1
31059	2	0
31059	3	0
31059	4	0
31059	5	0
31059	6	0
31059	7	0
31059	8	0
31059	9	0
31059	10	0
31059	11	1
31059	12	1
31059	13	0
31060	1	1
31060	2	0
31060	3	0
31060	4	0
31060	5	0
31060	6	0
31060	7	0
31060	8	0
31060	9	0
31060	10	0
31060	11	1
31060	12	0
31060	13	0
31079	1	1
31079	2	1
31079	3	0
31079	4	0
31079	5	0
31079	6	0
31079	7	0
31079	8	0
31079	9	0
31079	10	0
31079	11	1
31079	12	0
31079	13	0
31096	1	1
31096	2	1
31096	3	0
31096	4	0
31096	5	0
31096	6	0
31096	7	0
31096	8	0
31096	9	0
31096	10	0
31096	11	0
31096	12	0
31096	13	0
31098	1	1
31098	2	0
31098	3	0
31098	4	0
31098	5	0
31098	6	0
31098	7	0
31098	8	0
31098	9	0
31098	10	0
31098	11	0
31098	12	0
31098	13	0
31108	1	1
31108	2	0
31108	3	0
31108	4	0
31108	5	0
31108	6	0
31108	7	0
31108	8	0
31108	9	0
31108	10	0
31108	11	1
31108	12	1
31108	13	0
31134	1	1
31134	2	1
31134	3	0
31134	4	0
31134	5	0
31134	6	0
31134	7	0
31134	8	0
31134	9	0
31134	10	0
31134	11	0
31134	12	0
31134	13	0
41001	1	0
41001	2	0
41001	3	1
41001	4	0
41001	5	0
41001	6	0
41001	7	0
41001	8	0
41001	9	0
41001	10	1
41001	11	1
41001	12	0
41001	13	0
41002	1	0
41002	2	0
41002	3	1
41002	4	0
41002	5	0
41002	6	0
41002	7	1
41002	8	0
41002	9	0
41002	10	1
41002	11	1
41002	12	0
41002	13	0
41003	1	0
41003	2	0
41003	3	1
41003	4	0
41003	5	1
41003	6	0
41003	7	0
41003	8	0
41003	9	0
41003	10	0
41003	11	0
41003	12	0
41003	13	0
41004	1	0
41004	2	0
41004	3	0
41004	4	0
41004	5	0
41004	6	0
41004	7	0
41004	8	0
41004	9	0
41004	10	0
41004	11	0
41004	12	1
41004	13	0
41005	1	0
41005	2	0
41005	3	0
41005	4	0
41005	5	0
41005	6	0
41005	7	0
41005	8	0
41005	9	0
41005	10	0
41005	11	0
41005	12	1
41005	13	0
41006	1	0
41006	2	0
41006	3	1
41006	4	0
41006	5	0
41006	6	0
41006	7	0
41006	8	0
41006	9	0
41006	10	0
41006	11	0
41006	12	1
41006	13	0
41007	1	1
41007	2	1
41007	3	1
41007	4	0
41007	5	0
41007	6	0
41007	7	0
41007	8	0
41007	9	0
41007	10	0
41007	11	0
41007	12	0
41007	13	0
41009	1	0
41009	2	0
41009	3	0
41009	4	0
41009	5	0
41009	6	0
41009	7	0
41009	8	0
41009	9	0
41009	10	1
41009	11	0
41009	12	0
41009	13	0
41010	1	0
41010	2	0
41010	3	1
41010	4	0
41010	5	0
41010	6	0
41010	7	0
41010	8	0
41010	9	0
41010	10	0
41010	11	0
41010	12	0
41010	13	0
41011	1	0
41011	2	0
41011	3	1
41011	4	0
41011	5	0
41011	6	0
41011	7	1
41011	8	0
41011	9	0
41011	10	0
41011	11	0
41011	12	0
41011	13	0
41012	1	0
41012	2	1
41012	3	1
41012	4	0
41012	5	0
41012	6	0
41012	7	0
41012	8	0
41012	9	0
41012	10	0
41012	11	0
41012	12	0
41012	13	0
41013	1	0
41013	2	0
41013	3	1
41013	4	0
41013	5	0
41013	6	0
41013	7	0
41013	8	0
41013	9	0
41013	10	0
41013	11	0
41013	12	0
41013	13	0
41014	1	0
41014	2	0
41014	3	1
41014	4	0
41014	5	0
41014	6	0
41014	7	0
41014	8	0
41014	9	0
41014	10	0
41014	11	0
41014	12	1
41014	13	0
41015	1	0
41015	2	0
41015	3	0
41015	4	0
41015	5	1
41015	6	0
41015	7	1
41015	8	0
41015	9	0
41015	10	0
41015	11	0
41015	12	0
41015	13	0
41016	1	0
41016	2	0
41016	3	0
41016	4	0
41016	5	1
41016	6	0
41016	7	1
41016	8	0
41016	9	0
41016	10	0
41016	11	0
41016	12	0
41016	13	1
41017	1	1
41017	2	0
41017	3	1
41017	4	0
41017	5	0
41017	6	0
41017	7	1
41017	8	0
41017	9	0
41017	10	0
41017	11	0
41017	12	0
41017	13	0
41019	1	0
41019	2	0
41019	3	0
41019	4	0
