CHILDCODE	LVSKIDR4	AYANR4	NMAMR4	VLAMR4	CHDSANR4
11024	2	0	 	 	 
11024	3	0	 	 	 
11024	4	0	 	 	 
11024	7	0	 	 	 
11024	8	0	 	 	 
11024	9	0	 	 	 
11024	13	0	 	 	 
11024	14	0	 	 	 
11024	15	0	 	 	 
11024	16	0	 	 	 
11024	17	0	 	 	 
11024	58	1	10	300	0
11025	1	0	 	 	 
11025	2	0	 	 	 
11025	3	0	 	 	 
11025	4	0	 	 	 
11025	7	1	2	45000	1
11025	8	0	 	 	 
11025	9	0	 	 	 
11025	13	0	 	 	 
11025	14	0	 	 	 
11025	15	0	 	 	 
11025	16	1	10	500	1
11025	17	0	 	 	 
11025	58	0	 	 	 
11026	1	0	 	 	 
11026	2	0	 	 	 
11026	3	0	 	 	 
11026	4	0	 	 	 
11026	7	1	1	20000	0
11026	8	0	 	 	 
11026	9	0	 	 	 
11026	13	0	 	 	 
11026	14	0	 	 	 
11026	15	0	 	 	 
11026	16	0	 	 	 
11026	17	0	 	 	 
11026	58	0	 	 	 
11028	1	 	 	 	 
11028	2	 	 	 	 
11028	3	 	 	 	 
11028	4	 	 	 	 
11028	7	 	 	 	 
11028	8	 	 	 	 
11028	9	 	 	 	 
11028	13	 	 	 	 
11028	14	 	 	 	 
11028	15	 	 	 	 
11028	16	 	 	 	 
11028	17	 	 	 	 
11028	58	 	 	 	 
11029	1	0	 	 	 
11029	2	1	2	15000	0
11029	3	0	 	 	 
11029	4	0	 	 	 
11029	7	1	1	17000	0
11029	8	0	 	 	 
11029	9	0	 	 	 
11029	13	0	 	 	 
11029	14	0	 	 	 
11029	15	0	 	 	 
11029	16	0	 	 	 
11029	17	0	 	 	 
11029	58	0	 	 	 
11030	1	 	 	 	 
11030	2	 	 	 	 
11030	3	 	 	 	 
11030	4	 	 	 	 
11030	7	 	 	 	 
11030	8	 	 	 	 
11030	9	 	 	 	 
11030	13	 	 	 	 
11030	14	 	 	 	 
11030	15	 	 	 	 
11030	16	 	 	 	 
11030	17	 	 	 	 
11030	58	 	 	 	 
11031	1	 	 	 	 
11031	2	 	 	 	 
11031	3	 	 	 	 
11031	4	 	 	 	 
11031	7	 	 	 	 
11031	8	 	 	 	 
11031	9	 	 	 	 
11031	13	 	 	 	 
11031	14	 	 	 	 
11031	15	 	 	 	 
11031	16	 	 	 	 
11031	17	 	 	 	 
11031	58	 	 	 	 
11032	1	 	 	 	 
11032	2	 	 	 	 
11032	3	 	 	 	 
11032	4	 	 	 	 
11032	7	 	 	 	 
11032	8	 	 	 	 
11032	9	 	 	 	 
11032	13	 	 	 	 
11032	14	 	 	 	 
11032	15	 	 	 	 
11032	16	 	 	 	 
11032	17	 	 	 	 
11032	58	 	 	 	 
11033	1	0	 	 	 
11033	2	0	 	 	 
11033	3	0	 	 	 
11033	4	0	 	 	 
11033	7	0	 	 	 
11033	8	0	 	 	 
11033	9	0	 	 	 
11033	13	0	 	 	 
11033	14	0	 	 	 
11033	15	0	 	 	 
11033	16	1	20	600	1
11033	17	0	 	 	 
11033	58	0	 	 	 
11034	1	 	 	 	 
11034	2	 	 	 	 
11034	3	 	 	 	 
11034	4	 	 	 	 
11034	7	 	 	 	 
11034	8	 	 	 	 
11034	9	 	 	 	 
11034	13	 	 	 	 
11034	14	 	 	 	 
11034	15	 	 	 	 
11034	16	 	 	 	 
11034	17	 	 	 	 
11034	58	 	 	 	 
11035	1	 	 	 	 
11035	2	 	 	 	 
11035	3	 	 	 	 
11035	4	 	 	 	 
11035	7	 	 	 	 
11035	8	 	 	 	 
11035	9	 	 	 	 
11035	13	 	 	 	 
11035	14	 	 	 	 
11035	15	 	 	 	 
11035	16	 	 	 	 
11035	17	 	 	 	 
11035	58	 	 	 	 
11037	1	 	 	 	 
11037	2	 	 	 	 
11037	3	 	 	 	 
11037	4	 	 	 	 
11037	7	 	 	 	 
11037	8	 	 	 	 
11037	9	 	 	 	 
11037	13	 	 	 	 
11037	14	 	 	 	 
11037	15	 	 	 	 
11037	16	 	 	 	 
11037	17	 	 	 	 
11037	58	 	 	 	 
11038	1	1	3	60000	1
11038	2	0	 	 	 
11038	3	0	 	 	 
11038	4	0	 	 	 
11038	7	0	 	 	 
11038	8	0	 	 	 
11038	9	0	 	 	 
11038	13	0	 	 	 
11038	14	0	 	 	 
11038	15	0	 	 	 
11038	16	0	 	 	 
11038	17	0	 	 	 
11038	58	0	 	 	 
11039	1	0	 	 	 
11039	2	0	 	 	 
11039	3	0	 	 	 
11039	4	0	 	 	 
11039	7	0	 	 	 
11039	8	0	 	 	 
11039	9	0	 	 	 
11039	13	0	 	 	 
11039	14	0	 	 	 
11039	15	0	 	 	 
11039	16	1	10	600	0
11039	17	0	 	 	 
11039	58	0	 	 	 
11040	1	 	 	 	 
11040	2	 	 	 	 
11040	3	 	 	 	 
11040	4	 	 	 	 
11040	7	 	 	 	 
11040	8	 	 	 	 
11040	9	 	 	 	 
11040	13	 	 	 	 
11040	14	 	 	 	 
11040	15	 	 	 	 
11040	16	 	 	 	 
11040	17	 	 	 	 
11040	58	 	 	 	 
11041	1	0	 	 	 
11041	2	0	 	 	 
11041	3	0	 	 	 
11041	4	0	 	 	 
11041	7	1	3	16	0
11041	8	0	 	 	 
11041	9	0	 	 	 
11041	13	0	 	 	 
11041	14	0	 	 	 
11041	15	0	 	 	 
11041	16	1	30	5000	0
11041	17	0	 	 	 
11041	58	0	 	 	 
11042	1	 	 	 	 
11042	2	 	 	 	 
11042	3	 	 	 	 
11042	4	 	 	 	 
11042	7	 	 	 	 
11042	8	 	 	 	 
11042	9	 	 	 	 
11042	13	 	 	 	 
11042	14	 	 	 	 
11042	15	 	 	 	 
11042	16	 	 	 	 
11042	17	 	 	 	 
11042	58	 	 	 	 
11043	1	 	 	 	 
11043	2	 	 	 	 
11043	3	 	 	 	 
11043	4	 	 	 	 
11043	7	 	 	 	 
11043	8	 	 	 	 
11043	9	 	 	 	 
11043	13	 	 	 	 
11043	14	 	 	 	 
11043	15	 	 	 	 
11043	16	 	 	 	 
11043	17	 	 	 	 
11043	58	 	 	 	 
11044	1	0	 	 	 
11044	2	0	 	 	 
11044	3	1	1	30000	0
11044	4	0	 	 	 
11044	7	0	 	 	 
11044	8	0	 	 	 
11044	9	0	 	 	 
11044	13	0	 	 	 
11044	14	0	 	 	 
11044	15	0	 	 	 
11044	16	0	 	 	 
11044	17	0	 	 	 
11044	58	1	10	-77	0
11047	1	1	1	20000	0
11047	2	0	 	 	 
11047	3	0	 	 	 
11047	4	0	 	 	 
11047	7	0	 	 	 
11047	8	0	 	 	 
11047	9	0	 	 	 
11047	13	0	 	 	 
11047	14	0	 	 	 
11047	15	0	 	 	 
11047	16	0	 	 	 
11047	17	0	 	 	 
11047	58	0	 	 	 
11048	1	 	 	 	 
11048	2	 	 	 	 
11048	3	 	 	 	 
11048	4	 	 	 	 
11048	7	 	 	 	 
11048	8	 	 	 	 
11048	9	 	 	 	 
11048	13	 	 	 	 
11048	14	 	 	 	 
11048	15	 	 	 	 
11048	16	 	 	 	 
11048	17	 	 	 	 
11048	58	 	 	 	 
11050	1	0	 	 	 
11050	2	0	 	 	 
11050	3	0	 	 	 
11050	4	0	 	 	 
11050	7	1	1	24000	1
11050	8	0	 	 	 
11050	9	0	 	 	 
11050	13	0	 	 	 
11050	14	0	 	 	 
11050	15	0	 	 	 
11050	16	0	 	 	 
11050	17	0	 	 	 
11050	58	0	 	 	 
11052	1	0	 	 	 
11052	2	0	 	 	 
11052	3	0	 	 	 
11052	4	0	 	 	 
11052	7	1	1	20000	1
11052	8	0	 	 	 
11052	9	0	 	 	 
11052	13	0	 	 	 
11052	14	0	 	 	 
11052	15	1	4	10000	1
11052	16	0	 	 	 
11052	17	0	 	 	 
11052	58	0	 	 	 
11061	1	0	 	 	 
11061	2	0	 	 	 
11061	3	0	 	 	 
11061	4	0	 	 	 
11061	7	0	 	 	 
11061	8	0	 	 	 
11061	9	0	 	 	 
11061	13	0	 	 	 
11061	14	0	 	 	 
11061	15	0	 	 	 
11061	16	1	5	600	1
11061	17	0	 	 	 
11061	58	0	 	 	 
11063	1	0	 	 	 
11063	2	0	 	 	 
11063	3	0	 	 	 
11063	4	0	 	 	 
11063	7	1	1	16000	1
11063	8	0	 	 	 
11063	9	0	 	 	 
11063	13	0	 	 	 
11063	14	0	 	 	 
11063	15	0	 	 	 
11063	16	1	30	4000	1
11063	17	0	 	 	 
11063	58	0	 	 	 
11069	1	0	 	 	 
11069	2	0	 	 	 
11069	3	0	 	 	 
11069	4	0	 	 	 
11069	7	1	2	40000	0
11069	8	0	 	 	 
11069	9	0	 	 	 
11069	13	0	 	 	 
11069	14	0	 	 	 
11069	15	0	 	 	 
11069	16	0	 	 	 
11069	17	0	 	 	 
11069	58	0	 	 	 
11074	1	0	 	 	 
11074	2	0	 	 	 
11074	3	0	 	 	 
11074	4	0	 	 	 
11074	7	0	 	 	 
11074	8	0	 	 	 
11074	9	0	 	 	 
11074	13	0	 	 	 
11074	14	0	 	 	 
11074	15	0	 	 	 
11074	16	0	 	 	 
11074	17	0	 	 	 
11074	58	1	5	1000	1
11088	1	0	 	 	 
11088	2	0	 	 	 
11088	3	0	 	 	 
11088	4	0	 	 	 
11088	7	1	5	90000	1
11088	8	0	 	 	 
11088	9	0	 	 	 
11088	13	0	 	 	 
11088	14	0	 	 	 
11088	15	0	 	 	 
11088	16	0	 	 	 
11088	17	0	 	 	 
11088	58	0	 	 	 
21002	1	 	 	 	 
21002	2	 	 	 	 
21002	3	 	 	 	 
21002	4	 	 	 	 
21002	7	 	 	 	 
21002	8	 	 	 	 
21002	9	 	 	 	 
21002	13	 	 	 	 
21002	14	 	 	 	 
21002	15	 	 	 	 
21002	16	 	 	 	 
21002	17	 	 	 	 
21002	58	 	 	 	 
21004	1	 	 	 	 
21004	2	 	 	 	 
21004	3	 	 	 	 
21004	4	 	 	 	 
21004	7	 	 	 	 
21004	8	 	 	 	 
21004	9	 	 	 	 
21004	13	 	 	 	 
21004	14	 	 	 	 
21004	15	 	 	 	 
21004	16	 	 	 	 
21004	17	 	 	 	 
21004	58	 	 	 	 
21005	1	 	 	 	 
21005	2	 	 	 	 
21005	3	 	 	 	 
21005	4	 	 	 	 
21005	7	 	 	 	 
21005	8	 	 	 	 
21005	9	 	 	 	 
21005	13	 	 	 	 
21005	14	 	 	 	 
21005	15	 	 	 	 
21005	16	 	 	 	 
21005	17	 	 	 	 
21005	58	 	 	 	 
21007	1	 	 	 	 
21007	2	 	 	 	 
21007	3	 	 	 	 
21007	4	 	 	 	 
21007	7	 	 	 	 
21007	8	 	 	 	 
21007	9	 	 	 	 
21007	13	 	 	 	 
21007	14	 	 	 	 
21007	15	 	 	 	 
21007	16	 	 	 	 
21007	17	 	 	 	 
21007	58	 	 	 	 
21008	1	0	 	 	 
21008	2	0	 	 	 
21008	3	0	 	 	 
21008	4	0	 	 	 
21008	7	0	 	 	 
21008	8	0	 	 	 
21008	9	0	 	 	 
21008	13	0	 	 	 
21008	14	0	 	 	 
21008	15	0	 	 	 
21008	16	0	 	 	 
21008	17	0	 	 	 
21008	58	1	25	4000	0
21009	1	 	 	 	 
21009	2	 	 	 	 
21009	3	 	 	 	 
21009	4	 	 	 	 
21009	7	 	 	 	 
21009	8	 	 	 	 
21009	9	 	 	 	 
21009	13	 	 	 	 
21009	14	 	 	 	 
21009	15	 	 	 	 
21009	16	 	 	 	 
21009	17	 	 	 	 
21009	58	 	 	 	 
21011	1	 	 	 	 
21011	2	 	 	 	 
21011	3	 	 	 	 
21011	4	 	 	 	 
21011	7	 	 	 	 
21011	8	 	 	 	 
21011	9	 	 	 	 
21011	13	 	 	 	 
21011	14	 	 	 	 
21011	15	 	 	 	 
21011	16	 	 	 	 
21011	17	 	 	 	 
21011	58	 	 	 	 
21012	1	 	 	 	 
21012	2	 	 	 	 
21012	3	 	 	 	 
21012	4	 	 	 	 
21012	7	 	 	 	 
21012	8	 	 	 	 
21012	9	 	 	 	 
21012	13	 	 	 	 
21012	14	 	 	 	 
21012	15	 	 	 	 
21012	16	 	 	 	 
21012	17	 	 	 	 
21012	58	 	 	 	 
21013	1	 	 	 	 
21013	2	 	 	 	 
21013	3	 	 	 	 
21013	4	 	 	 	 
21013	7	 	 	 	 
21013	8	 	 	 	 
21013	9	 	 	 	 
21013	13	 	 	 	 
21013	14	 	 	 	 
21013	15	 	 	 	 
21013	16	 	 	 	 
21013	17	 	 	 	 
21013	58	 	 	 	 
21014	1	 	 	 	 
21014	2	 	 	 	 
21014	3	 	 	 	 
21014	4	 	 	 	 
21014	7	 	 	 	 
21014	8	 	 	 	 
21014	9	 	 	 	 
21014	13	 	 	 	 
21014	14	 	 	 	 
21014	15	 	 	 	 
21014	16	 	 	 	 
21014	17	 	 	 	 
21014	58	 	 	 	 
21015	1	 	 	 	 
21015	2	 	 	 	 
21015	3	 	 	 	 
21015	4	 	 	 	 
21015	7	 	 	 	 
21015	8	 	 	 	 
21015	9	 	 	 	 
21015	13	 	 	 	 
21015	14	 	 	 	 
21015	15	 	 	 	 
21015	16	 	 	 	 
21015	17	 	 	 	 
21015	58	 	 	 	 
21017	1	 	 	 	 
21017	2	 	 	 	 
21017	3	 	 	 	 
21017	4	 	 	 	 
21017	7	 	 	 	 
21017	8	 	 	 	 
21017	9	 	 	 	 
21017	13	 	 	 	 
21017	14	 	 	 	 
21017	15	 	 	 	 
21017	16	 	 	 	 
21017	17	 	 	 	 
21017	58	 	 	 	 
21018	1	 	 	 	 
21018	2	 	 	 	 
21018	3	 	 	 	 
21018	4	 	 	 	 
21018	7	 	 	 	 
21018	8	 	 	 	 
21018	9	 	 	 	 
21018	13	 	 	 	 
21018	14	 	 	 	 
21018	15	 	 	 	 
21018	16	 	 	 	 
21018	17	 	 	 	 
21018	58	 	 	 	 
21020	1	 	 	 	 
21020	2	 	 	 	 
21020	3	 	 	 	 
21020	4	 	 	 	 
21020	7	 	 	 	 
21020	8	 	 	 	 
21020	9	 	 	 	 
21020	13	 	 	 	 
21020	14	 	 	 	 
21020	15	 	 	 	 
21020	16	 	 	 	 
21020	17	 	 	 	 
21020	58	 	 	 	 
21022	1	1	2	40000	1
21022	2	0	 	 	 
21022	3	1	1	10000	1
21022	4	0	 	 	 
21022	7	0	 	 	 
21022	8	0	 	 	 
21022	9	0	 	 	 
21022	13	0	 	 	 
21022	14	0	 	 	 
21022	15	0	 	 	 
21022	16	1	4	400	0
21022	17	0	 	 	 
21022	58	0	 	 	 
21023	1	 	 	 	 
21023	2	 	 	 	 
21023	3	 	 	 	 
21023	4	 	 	 	 
21023	7	 	 	 	 
21023	8	 	 	 	 
21023	9	 	 	 	 
21023	13	 	 	 	 
21023	14	 	 	 	 
21023	15	 	 	 	 
21023	16	 	 	 	 
21023	17	 	 	 	 
21023	58	 	 	 	 
21024	1	0	 	 	 
21024	2	0	 	 	 
21024	3	0	 	 	 
21024	4	0	 	 	 
21024	7	0	 	 	 
21024	8	0	 	 	 
21024	9	0	 	 	 
21024	13	0	 	 	 
21024	14	0	 	 	 
21024	15	0	 	 	 
21024	16	0	 	 	 
21024	17	0	 	 	 
21024	58	0	 	 	 
21025	1	 	 	 	 
21025	2	 	 	 	 
21025	3	 	 	 	 
21025	4	 	 	 	 
21025	7	 	 	 	 
21025	8	 	 	 	 
21025	9	 	 	 	 
21025	13	 	 	 	 
21025	14	 	 	 	 
21025	15	 	 	 	 
21025	16	 	 	 	 
21025	17	 	 	 	 
21025	58	 	 	 	 
21026	1	0	 	 	 
21026	2	0	 	 	 
21026	3	0	 	 	 
21026	4	0	 	 	 
21026	7	0	 	 	 
21026	8	0	 	 	 
21026	9	0	 	 	 
21026	13	0	 	 	 
21026	14	0	 	 	 
21026	15	0	 	 	 
21026	16	1	1	100	1
21026	17	0	 	 	 
21026	58	0	 	 	 
21027	1	 	 	 	 
21027	2	 	 	 	 
21027	3	 	 	 	 
21027	4	 	 	 	 
21027	7	 	 	 	 
21027	8	 	 	 	 
21027	9	 	 	 	 
21027	13	 	 	 	 
21027	14	 	 	 	 
21027	15	 	 	 	 
21027	16	 	 	 	 
21027	17	 	 	 	 
21027	58	 	 	 	 
21029	1	 	 	 	 
21029	2	 	 	 	 
21029	3	 	 	 	 
21029	4	 	 	 	 
21029	7	 	 	 	 
21029	8	 	 	 	 
21029	9	 	 	 	 
21029	13	 	 	 	 
21029	14	 	 	 	 
21029	15	 	 	 	 
21029	16	 	 	 	 
21029	17	 	 	 	 
21029	58	 	 	 	 
21030	1	 	 	 	 
21030	2	 	 	 	 
21030	3	 	 	 	 
21030	4	 	 	 	 
21030	7	 	 	 	 
21030	8	 	 	 	 
21030	9	 	 	 	 
21030	13	 	 	 	 
21030	14	 	 	 	 
21030	15	 	 	 	 
21030	16	 	 	 	 
21030	17	 	 	 	 
21030	58	 	 	 	 
21031	1	0	 	 	 
21031	2	0	 	 	 
21031	3	1	2	35000	1
21031	4	0	 	 	 
21031	7	0	 	 	 
21031	8	0	 	 	 
21031	9	0	 	 	 
21031	13	0	 	 	 
21031	14	0	 	 	 
21031	15	0	 	 	 
21031	16	0	 	 	 
21031	17	0	 	 	 
21031	58	0	 	 	 
21032	1	0	 	 	 
21032	2	0	 	 	 
21032	3	0	 	 	 
21032	4	0	 	 	 
21032	7	1	1	30000	1
21032	8	0	 	 	 
21032	9	0	 	 	 
21032	13	0	 	 	 
21032	14	0	 	 	 
21032	15	0	 	 	 
21032	16	0	 	 	 
21032	17	0	 	 	 
21032	58	0	 	 	 
21033	1	1	1	40000	0
21033	2	0	 	 	 
21033	3	1	1	10000	0
21033	4	0	 	 	 
21033	7	0	 	 	 
21033	8	0	 	 	 
21033	9	0	 	 	 
21033	13	0	 	 	 
21033	14	0	 	 	 
21033	15	0	 	 	 
21033	16	0	 	 	 
21033	17	0	 	 	 
21033	58	0	 	 	 
21034	1	1	4	50000	1
21034	2	0	 	 	 
21034	3	1	2	30000	1
21034	4	0	 	 	 
21034	7	0	 	 	 
21034	8	0	 	 	 
21034	9	0	 	 	 
21034	13	0	 	 	 
21034	14	0	 	 	 
21034	15	0	 	 	 
21034	16	1	5	500	0
21034	17	0	 	 	 
21034	58	0	 	 	 
21036	1	0	 	 	 
21036	2	0	 	 	 
21036	3	1	1	15000	1
21036	4	0	 	 	 
21036	7	0	 	 	 
21036	8	0	 	 	 
21036	9	0	 	 	 
21036	13	0	 	 	 
21036	14	0	 	 	 
21036	15	0	 	 	 
21036	16	0	 	 	 
21036	17	0	 	 	 
21036	58	1	2	50000	1
21037	1	0	 	 	 
21037	2	1	4	50000	0
21037	3	0	 	 	 
21037	4	0	 	 	 
21037	7	0	 	 	 
21037	8	0	 	 	 
21037	9	0	 	 	 
21037	13	0	 	 	 
21037	14	0	 	 	 
21037	15	0	 	 	 
21037	16	1	3	450	0
21037	17	0	 	 	 
21037	58	0	 	 	 
21038	1	 	 	 	 
21038	2	 	 	 	 
21038	3	 	 	 	 
21038	4	 	 	 	 
21038	7	 	 	 	 
21038	8	 	 	 	 
21038	9	 	 	 	 
21038	13	 	 	 	 
21038	14	 	 	 	 
21038	15	 	 	 	 
21038	16	 	 	 	 
21038	17	 	 	 	 
21038	58	 	 	 	 
21039	1	 	 	 	 
21039	2	 	 	 	 
21039	3	 	 	 	 
21039	4	 	 	 	 
21039	7	 	 	 	 
21039	8	 	 	 	 
21039	9	 	 	 	 
21039	13	 	 	 	 
21039	14	 	 	 	 
21039	15	 	 	 	 
21039	16	 	 	 	 
21039	17	 	 	 	 
21039	58	 	 	 	 
21041	1	 	 	 	 
21041	2	 	 	 	 
21041	3	 	 	 	 
21041	4	 	 	 	 
21041	7	 	 	 	 
21041	8	 	 	 	 
21041	9	 	 	 	 
21041	13	 	 	 	 
21041	14	 	 	 	 
21041	15	 	 	 	 
21041	16	 	 	 	 
21041	17	 	 	 	 
21041	58	 	 	 	 
21042	1	0	 	 	 
21042	2	0	 	 	 
21042	3	1	1	8000	0
21042	4	0	 	 	 
21042	7	0	 	 	 
21042	8	0	 	 	 
21042	9	0	 	 	 
21042	13	0	 	 	 
21042	14	0	 	 	 
21042	15	0	 	 	 
21042	16	0	 	 	 
21042	17	0	 	 	 
21042	58	0	 	 	 
21044	1	 	 	 	 
21044	2	 	 	 	 
21044	3	 	 	 	 
21044	4	 	 	 	 
21044	7	 	 	 	 
21044	8	 	 	 	 
21044	9	 	 	 	 
21044	13	 	 	 	 
21044	14	 	 	 	 
21044	15	 	 	 	 
21044	16	 	 	 	 
21044	17	 	 	 	 
21044	58	 	 	 	 
