CHILDCODE	FOODIDR4	HHCONSR4	VLRPR4	OWNVR4	GFTVR4	GFSRR4
21094	3	1	75	0	0	 
21094	6	1	350	0	0	 
21094	9	1	150	30	0	 
21094	17	0	 	 	 	 
21094	20	1	0	50	0	 
21094	21	0	 	 	 	 
31001	2	1	75	0	0	 
31001	3	1	100	0	0	 
31001	6	1	200	0	0	 
31001	9	1	200	0	0	 
31001	17	0	 	 	 	 
31001	20	0	 	 	 	 
31001	21	0	 	 	 	 
31002	2	1	300	0	0	 
31002	3	1	80	0	0	 
31002	6	1	250	0	0	 
31002	9	1	100	0	0	 
31002	17	0	 	 	 	 
31002	20	0	 	 	 	 
31002	21	1	200	0	0	 
31004	2	1	100	0	0	 
31004	3	1	30	0	0	 
31004	6	1	50	0	0	 
31004	9	0	 	 	 	 
31004	17	0	 	 	 	 
31004	20	0	 	 	 	 
31004	21	0	 	 	 	 
31005	2	1	125	0	0	 
31005	3	0	 	 	 	 
31005	6	1	200	0	0	 
31005	9	1	200	0	0	 
31005	17	0	 	 	 	 
31005	20	1	30	0	0	 
31005	21	1	150	0	0	 
31006	2	1	220	0	0	 
31006	3	1	150	0	0	 
31006	6	1	100	0	0	 
31006	9	1	100	0	0	 
31006	17	0	 	 	 	 
31006	20	1	50	0	0	 
31006	21	1	84	0	0	 
31007	2	1	0	100	0	 
31007	3	0	 	 	 	 
31007	6	1	120	0	0	 
31007	9	1	50	0	0	 
31007	17	0	 	 	 	 
31007	20	0	 	 	 	 
31007	21	1	40	0	0	 
31008	2	1	0	250	0	 
31008	3	0	 	 	 	 
31008	6	1	200	0	0	 
31008	9	1	100	0	0	 
31008	17	0	 	 	 	 
31008	20	0	 	 	 	 
31008	21	1	50	0	0	 
31010	2	1	200	0	0	 
31010	3	1	-77	0	0	 
31010	6	1	200	0	0	 
31010	9	1	150	0	0	 
31010	17	0	 	 	 	 
31010	20	0	 	 	 	 
31010	21	1	100	0	0	 
31011	2	1	500	0	0	 
31011	3	0	 	 	 	 
31011	6	1	450	0	0	 
31011	9	1	300	0	0	 
31011	17	0	 	 	 	 
31011	20	0	 	 	 	 
31011	21	1	100	0	0	 
31012	2	1	250	0	0	 
31012	3	1	50	0	0	 
31012	6	1	80	0	0	 
31012	9	1	150	0	0	 
31012	17	0	 	 	 	 
31012	20	0	 	 	 	 
31012	21	0	 	 	 	 
31013	2	1	120	0	0	 
31013	3	0	 	 	 	 
31013	6	1	100	0	0	 
31013	9	1	70	0	0	 
31013	17	0	 	 	 	 
31013	20	0	 	 	 	 
31013	21	0	 	 	 	 
31018	2	1	150	0	0	 
31018	3	1	50	0	0	 
31018	6	1	100	0	0	 
31018	9	1	50	0	0	 
31018	17	0	 	 	 	 
31018	20	0	 	 	 	 
31018	21	0	 	 	 	 
31020	2	1	200	0	0	 
31020	3	0	 	 	 	 
31020	6	1	-77	0	0	 
31020	9	1	-77	0	0	 
31020	17	0	 	 	 	 
31020	20	0	 	 	 	 
31020	21	0	 	 	 	 
31021	2	1	150	0	0	 
31021	3	0	 	 	 	 
31021	6	1	100	0	0	 
31021	9	1	100	0	0	 
31021	17	0	 	 	 	 
31021	20	1	10	0	0	 
31021	21	1	20	0	0	 
31023	2	1	100	0	0	 
31023	3	1	200	0	0	 
31023	6	1	250	0	0	 
31023	9	1	150	0	0	 
31023	17	1	300	0	0	 
31023	20	0	 	 	 	 
31023	21	1	200	0	0	 
31024	2	1	200	0	0	 
31024	3	1	50	0	0	 
31024	6	1	300	0	0	 
31024	9	1	100	0	0	 
31024	17	0	 	 	 	 
31024	20	0	 	 	 	 
31024	21	1	-77	0	0	 
31025	2	1	250	0	0	 
31025	3	0	 	 	 	 
31025	6	1	140	0	0	 
31025	9	1	100	0	0	 
31025	17	0	 	 	 	 
31025	20	0	 	 	 	 
31025	21	0	 	 	 	 
31027	2	1	0	150	0	 
31027	3	0	 	 	 	 
31027	6	1	100	0	0	 
31027	9	1	100	0	0	 
31027	17	0	 	 	 	 
31027	20	0	 	 	 	 
31027	21	1	-77	0	0	 
31028	2	1	150	20	0	 
31028	3	0	 	 	 	 
31028	6	1	50	0	0	 
31028	9	1	150	0	0	 
31028	17	0	 	 	 	 
31028	20	0	 	 	 	 
31028	21	0	 	 	 	 
31029	2	1	0	200	0	 
31029	3	0	 	 	 	 
31029	6	1	200	0	0	 
31029	9	1	150	0	0	 
31029	17	0	 	 	 	 
31029	20	0	 	 	 	 
31029	21	0	 	 	 	 
31031	2	1	30	200	0	 
31031	3	0	 	 	 	 
31031	6	1	300	0	0	 
31031	9	1	100	0	0	 
31031	17	0	 	 	 	 
31031	20	0	 	 	 	 
31031	21	1	100	0	0	 
31032	2	1	300	0	0	 
31032	3	1	200	0	0	 
31032	6	1	300	0	0	 
31032	9	1	200	0	0	 
31032	17	0	 	 	 	 
31032	20	0	 	 	 	 
31032	21	0	 	 	 	 
31035	2	1	0	200	0	 
31035	3	0	 	 	 	 
31035	6	1	150	0	0	 
31035	9	1	100	0	0	 
31035	17	0	 	 	 	 
31035	20	0	 	 	 	 
31035	21	0	 	 	 	 
31036	2	1	150	0	0	 
31036	3	1	50	0	0	 
31036	6	1	200	0	0	 
31036	9	1	200	0	0	 
31036	17	0	 	 	 	 
31036	20	0	 	 	 	 
31036	21	1	100	0	0	 
31037	2	1	300	0	0	 
31037	3	1	500	0	0	 
31037	6	1	300	0	0	 
31037	9	1	300	0	0	 
31037	17	0	 	 	 	 
31037	20	1	200	0	0	 
31037	21	1	300	0	0	 
31038	2	1	250	30	0	 
31038	3	0	 	 	 	 
31038	6	1	250	0	0	 
31038	9	1	250	0	0	 
31038	17	1	400	0	0	 
31038	20	0	 	 	 	 
31038	21	1	0	0	0	 
31039	2	1	150	0	0	 
31039	3	0	 	 	 	 
31039	6	1	70	0	0	 
31039	9	1	80	0	0	 
31039	17	0	 	 	 	 
31039	20	0	 	 	 	 
31039	21	0	 	 	 	 
31040	2	1	0	65	0	 
31040	3	0	 	 	 	 
31040	6	1	30	0	0	 
31040	9	1	30	0	0	 
31040	17	0	 	 	 	 
31040	20	0	 	 	 	 
31040	21	0	 	 	 	 
31041	2	1	180	0	0	 
31041	3	0	 	 	 	 
31041	6	1	100	0	0	 
31041	9	1	130	0	0	 
31041	17	0	 	 	 	 
31041	20	0	 	 	 	 
31041	21	0	 	 	 	 
31043	2	1	120	0	0	 
31043	3	0	 	 	 	 
31043	6	1	160	0	0	 
31043	9	1	40	0	0	 
31043	17	0	 	 	 	 
31043	20	0	 	 	 	 
31043	21	1	30	0	0	 
31044	2	1	190	0	0	 
31044	3	1	20	0	0	 
31044	6	1	300	0	0	 
31044	9	1	30	0	0	 
31044	17	0	 	 	 	 
31044	20	0	 	 	 	 
31044	21	0	 	 	 	 
31045	2	1	150	0	0	 
31045	3	1	100	0	0	 
31045	6	1	700	0	0	 
31045	9	1	700	0	0	 
31045	17	0	 	 	 	 
31045	20	1	200	0	0	 
31045	21	1	200	0	0	 
31046	2	1	160	0	0	 
31046	3	1	100	0	0	 
31046	6	1	400	0	0	 
31046	9	1	200	0	0	 
31046	17	0	 	 	 	 
31046	20	0	 	 	 	 
31046	21	1	100	0	0	 
31048	2	1	150	50	0	 
31048	3	0	 	 	 	 
31048	6	1	300	0	0	 
31048	9	1	150	0	150	4
31048	17	1	450	0	0	 
31048	20	0	 	 	 	 
31048	21	0	 	 	 	 
31049	2	1	0	200	0	 
31049	3	1	15	0	0	 
31049	6	1	350	0	0	 
31049	9	1	150	0	0	 
31049	17	0	 	 	 	 
31049	20	0	 	 	 	 
31049	21	1	-77	0	0	 
31050	2	1	300	0	0	 
31050	3	0	 	 	 	 
31050	6	1	250	0	0	 
31050	9	1	250	0	0	 
31050	17	0	 	 	 	 
31050	20	0	 	 	 	 
31050	21	0	 	 	 	 
31052	2	1	200	0	0	 
31052	3	0	 	 	 	 
31052	6	1	500	0	0	 
31052	9	1	300	0	0	 
31052	17	0	 	 	 	 
31052	20	1	30	0	0	 
31052	21	1	500	0	0	 
31058	2	1	300	0	0	 
31058	3	1	100	0	0	 
31058	6	1	100	0	0	 
31058	9	1	50	0	0	 
31058	17	0	 	 	 	 
31058	20	0	 	 	 	 
31058	21	0	 	 	 	 
31059	2	1	220	0	0	 
31059	3	1	70	0	0	 
31059	6	1	200	0	0	 
31059	9	1	200	0	0	 
31059	17	0	 	 	 	 
31059	20	0	 	 	 	 
31059	21	0	 	 	 	 
31060	2	1	400	0	0	 
31060	3	0	 	 	 	 
31060	6	1	300	0	0	 
31060	9	1	100	200	0	 
31060	17	0	 	 	 	 
31060	20	0	 	 	 	 
31060	21	1	150	0	0	 
31079	2	1	100	0	0	 
