CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	PYMRECR4	KEEPMYR4	SPTIMR4
40080	1	2	1	0	 	2
40081	1	2	1	0	 	2
40086	1	2	1	0	 	2
40088	1	2	1	0	 	2
40090	1	2	1	0	 	2
40092	1	2	1	0	 	1
40094	1	2	1	0	 	2
40095	1	2	1	0	 	1
40097	1	2	1	0	 	2
40099	1	2	1	0	 	2
40100	1	2	1	0	 	2
50001	1	2	1	0	 	1
50003	1	2	1	0	 	1
50004	1	2	1	0	 	1
50005	1	2	1	0	 	1
50006	1	2	1	0	 	1
50007	1	2	1	1	2	1
50008	1	2	1	2	1	1
50009	1	2	1	0	 	1
50010	1	2	1	0	 	1
50011	1	2	1	1	2	1
50012	1	2	1	0	 	1
50013	1	2	1	0	 	1
50014	1	2	1	0	 	1
50015	1	2	1	0	 	1
50016	1	2	1	0	 	1
50017	1	2	1	0	 	1
50018	1	2	1	0	 	1
50019	1	2	1	0	 	1
50020	1	2	1	0	 	1
50021	1	2	1	0	 	1
50022	1	2	1	0	 	1
50023	1	2	1	0	 	1
50024	1	2	1	0	 	1
50026	1	2	1	0	 	1
50027	1	2	1	0	 	1
50028	1	2	1	0	 	2
50029	1	2	1	2	1	1
50030	1	2	1	0	 	1
50031	1	7	1	0	 	1
50031	2	6	2	1	0	2
50031	3	2	1	0	 	2
50032	1	2	1	0	 	2
50033	1	1	2	1	0	1
50033	2	2	1	0	 	2
50034	1	2	1	0	 	1
50034	2	6	2	1	0	2
50035	1	2	2	0	 	2
50036	1	2	1	0	 	2
50037	1	2	1	0	 	1
50038	1	7	2	1	2	1
50039	1	2	1	0	 	1
50040	1	2	1	0	 	2
50041	1	2	1	0	 	1
50042	1	2	1	0	 	2
50043	1	2	1	0	 	1
50044	1	2	1	0	 	1
50045	1	2	2	0	 	2
50046	1	2	1	0	 	1
50047	1	2	1	0	 	1
50048	1	2	1	0	 	1
50049	1	2	1	0	 	2
50050	1	2	1	0	 	1
50051	1	2	1	0	 	1
50052	1	2	1	0	 	1
50053	1	2	1	0	 	2
50054	1	2	1	0	 	1
50055	1	2	1	0	 	1
50056	1	2	2	0	 	2
50057	1	2	1	0	 	1
50058	1	2	1	0	 	1
50059	1	2	1	0	 	1
50060	1	2	1	0	 	1
50061	1	2	1	0	 	1
50064	1	2	1	0	 	1
50065	1	2	1	0	 	1
50066	1	2	1	0	 	1
50067	1	2	1	0	 	1
50067	2	1	1	0	 	2
50068	1	2	1	0	 	1
50069	1	2	1	1	1	1
50070	1	2	1	0	 	1
50071	1	2	1	0	 	2
50072	1	2	1	0	 	1
50073	1	2	1	0	 	2
50074	1	2	1	1	1	1
50075	1	2	1	0	 	1
50076	1	2	1	0	 	1
50077	1	2	1	0	 	1
50078	1	2	1	0	 	2
50079	1	2	1	0	 	1
50079	2	1	1	0	 	2
50080	1	2	1	0	 	2
50081	1	2	1	0	 	1
50083	1	2	1	0	 	1
50084	1	2	1	0	 	1
50085	1	2	1	0	 	1
50086	1	2	1	0	 	1
50087	1	2	1	0	 	1
50088	1	2	1	0	 	1
50089	1	2	1	0	 	1
50090	1	2	1	1	1	1
50091	1	2	1	0	 	2
50093	1	2	1	0	 	1
50095	1	7	1	0	 	1
50097	1	2	1	0	 	1
50098	1	2	1	0	 	2
50099	1	2	1	0	 	2
60001	1	2	1	0	 	1
60002	1	2	1	0	 	2
60003	1	2	1	0	 	2
60004	1	1	1	0	 	2
60004	2	2	1	0	 	1
60005	1	2	2	0	 	1
60006	1	2	1	0	 	1
60007	1	2	1	0	 	2
60008	1	2	1	0	 	1
60009	1	2	1	0	 	2
60010	1	2	1	0	 	1
60012	1	2	1	0	 	1
60013	1	2	1	0	 	1
60014	1	2	1	0	 	1
60015	1	2	1	0	 	1
60016	1	2	1	0	 	2
60019	1	2	1	0	 	2
60020	1	2	1	0	 	2
60021	1	2	1	0	 	2
60022	1	2	1	0	 	1
60023	1	2	1	0	 	2
60024	1	2	1	0	 	1
60025	1	2	1	0	 	2
60026	1	2	1	0	 	1
60027	1	2	1	0	 	1
60028	1	2	1	0	 	1
60028	2	6	2	1	0	2
60030	1	2	1	1	1	2
60031	1	2	1	0	 	1
60032	1	2	1	0	 	1
60033	1	2	1	0	 	2
60034	1	2	1	0	 	1
60035	1	2	1	0	 	2
60036	1	2	1	0	 	1
60037	1	1	1	0	 	2
60038	1	2	1	0	 	2
60040	1	2	1	0	 	2
60041	1	2	1	0	 	1
60043	1	2	1	0	 	1
60045	1	2	1	0	 	2
60047	1	2	1	0	 	2
60048	1	2	1	0	 	1
60049	1	2	1	0	 	2
60051	1	2	1	0	 	2
60052	1	2	1	0	 	2
60053	1	2	1	0	 	1
60055	1	2	1	0	 	2
60057	1	2	1	0	 	2
60059	1	2	1	0	 	1
60060	1	2	1	0	 	2
60062	1	2	1	0	 	1
60064	1	2	1	0	 	1
60065	1	2	1	0	 	1
60066	1	2	1	0	 	1
60067	1	2	1	0	 	2
60068	1	2	1	0	 	2
60069	1	2	1	0	 	2
60070	1	2	1	0	 	2
60071	1	2	2	0	 	2
60072	1	2	1	0	 	1
60073	1	2	1	0	 	1
60074	1	2	1	0	 	1
60075	1	2	1	0	 	1
60076	1	2	1	0	 	1
60077	1	2	1	0	 	2
60078	1	2	1	0	 	2
60078	2	7	1	0	 	1
60079	1	2	1	0	 	1
60080	1	2	1	0	 	1
60081	1	2	1	0	 	2
60082	1	2	1	0	 	2
60083	1	2	1	0	 	1
60085	1	2	1	0	 	1
60086	1	2	1	0	 	1
60089	1	2	1	0	 	2
60090	1	2	1	0	 	2
60091	1	2	1	0	 	1
60093	1	2	1	0	 	1
60096	1	2	1	0	 	1
60097	1	2	1	0	 	1
60098	1	2	1	0	 	1
60100	1	2	1	0	 	1
70001	1	2	1	0	 	88
70002	1	2	1	0	 	1
70004	1	2	1	0	 	88
70006	1	2	1	1	1	2
70007	1	2	1	0	 	2
70008	1	2	1	0	 	1
70009	1	2	1	0	 	2
70011	1	2	1	0	 	2
70012	1	2	1	0	 	2
70013	1	2	1	0	 	2
70014	1	2	1	1	1	1
70016	1	2	1	0	 	2
70017	1	2	1	0	 	1
70021	1	2	1	0	 	88
70022	1	2	1	0	 	2
70024	1	2	1	0	 	1
70025	1	2	1	0	 	2
70026	1	2	1	0	 	1
70027	1	2	1	0	 	2
70028	1	2	1	0	 	2
70029	1	2	1	0	 	2
70030	1	2	1	0	 	2
70031	1	7	1	0	 	1
70031	2	2	1	0	 	2
70032	1	2	1	0	 	2
70033	1	2	1	0	 	2
70039	1	6	1	1	2	2
70039	2	2	1	1	2	2
70040	1	2	1	0	 	2
70041	1	2	1	0	 	2
70042	1	2	1	0	 	2
70043	1	7	2	0	 	2
70045	1	2	1	0	 	2
70046	1	2	1	0	 	2
70047	1	2	1	0	 	1
70049	1	2	1	0	 	1
70051	1	2	1	0	 	1
70053	1	2	1	0	 	1
70054	1	2	1	0	 	2
70057	1	2	1	1	1	1
70059	1	2	1	0	 	2
70061	1	 	 	 	 	 
70062	1	2	1	0	 	1
70065	1	2	1	0	 	1
70067	1	2	1	2	1	1
70068	1	2	1	1	1	1
70072	1	2	1	0	 	1
70074	1	2	1	1	1	1
70076	1	2	1	0	 	2
70077	1	2	1	0	 	2
70080	1	2	1	0	 	2
70081	1	2	1	0	 	1
70083	1	2	1	0	 	2
70084	1	2	1	0	 	1
70085	1	2	1	0	 	1
70086	1	2	1	0	 	1
70088	1	 	 	 	 	 
70089	1	2	1	0	 	2
70091	1	1	2	0	 	1
70092	1	2	1	1	1	2
70093	1	2	1	0	 	1
70094	1	2	1	0	 	1
70095	1	2	1	0	 	1
70098	1	2	1	0	 	2
70099	1	2	1	0	 	2
70100	1	2	1	0	 	2
80002	1	2	1	0	 	2
80009	1	2	1	0	 	2
80012	1	2	1	0	 	2
80015	1	6	1	3	0	1
80021	1	2	1	0	 	2
80022	1	2	1	0	 	2
80024	1	2	1	0	 	2
80029	1	7	1	1	0	2
80033	1	2	1	0	 	2
80035	1	1	1	1	1	2
80035	2	2	1	0	 	2
80038	1	2	1	0	 	2
80041	1	2	1	0	 	2
80042	1	2	1	0	 	2
80043	1	2	1	0	 	2
80050	1	2	1	0	 	2
80059	1	2	1	0	 	2
80062	1	2	1	0	 	2
80066	1	2	1	0	 	2
80067	1	2	1	0	 	2
80068	1	2	1	0	 	2
80069	1	2	1	0	 	2
80088	1	2	1	0	 	2
80090	1	2	1	0	 	2
80092	1	2	1	0	 	2
80093	1	2	1	0	 	2
80097	1	1	1	1	0	2
80097	2	2	1	0	 	2
80100	1	2	1	0	 	2
90012	1	2	1	0	 	2
90015	1	2	1	0	 	2
90020	1	2	1	0	 	1
90020	2	3	1	0	 	2
90028	1	2	1	0	 	2
90028	2	3	1	0	 	1
90036	1	2	1	0	 	2
90041	1	2	1	0	 	1
90041	2	3	1	0	 	2
90046	1	2	1	0	 	2
90054	1	1	1	1	0	2
90054	2	2	1	0	 	2
90058	1	2	1	0	 	2
90060	1	1	1	1	0	2
90074	1	2	1	0	 	2
90087	1	2	1	0	 	2
90094	1	1	1	1	0	2
90098	1	2	1	0	 	2
90100	1	2	1	0	 	2
100003	1	2	1	0	 	2
100015	1	2	1	0	 	2
100016	1	2	1	0	 	2
100023	1	2	1	0	 	2
100025	1	2	1	0	 	2
100037	1	2	1	0	 	2
100042	1	2	1	0	 	1
100054	1	2	1	0	 	2
100057	1	2	1	0	 	2
100059	1	2	1	0	 	2
100062	1	5	1	0	 	2
100073	1	2	1	0	 	2
100080	1	2	1	0	 	2
100081	1	2	1	0	 	2
100083	1	2	1	0	 	2
100091	1	2	2	0	 	2
100098	1	2	1	0	 	2
100100	1	1	1	1	0	1
110001	1	2	1	0	 	1
110005	1	2	1	0	 	2
110008	1	2	1	0	 	1
110010	1	2	1	0	 	1
110017	1	2	1	0	 	1
110023	1	2	1	0	 	2
110038	1	2	1	0	 	1
110039	1	2	1	0	 	2
110045	1	2	1	0	 	1
110048	1	2	1	0	 	2
110052	1	2	1	0	 	2
110054	1	2	1	0	 	1
110056	1	2	1	0	 	2
110057	1	2	1	0	 	1
110060	1	2	1	0	 	1
110061	1	2	1	0	 	1
110065	1	2	1	0	 	1
110066	1	2	1	0	 	2
110067	1	2	1	0	 	2
110069	1	2	1	0	 	1
110072	1	2	1	0	 	1
110075	1	2	1	0	 	1
110079	1	2	1	0	 	2
110084	1	2	1	0	 	2
110085	1	2	1	0	 	1
110089	1	2	1	0	 	2
110094	1	2	1	0	 	2
110096	1	2	1	0	 	1
110098	1	4	1	0	 	1
110098	2	2	1	0	 	2
110102	1	2	1	0	 	1
120013	1	2	1	0	 	2
120016	1	2	1	0	 	1
120019	1	2	1	0	 	1
120030	1	2	1	0	 	1
120033	1	2	1	0	 	1
120034	1	2	1	0	 	1
120035	1	2	1	0	 	1
120036	1	2	1	0	 	2
120037	1	2	1	0	 	1
120038	1	2	1	0	 	1
120042	1	2	1	0	 	1
120043	1	2	1	0	 	1
120045	1	2	1	0	 	1
120046	1	2	1	0	 	1
120047	1	2	1	0	 	1
120048	1	2	1	0	 	1
120050	1	2	1	0	 	1
120053	1	2	1	0	 	1
120054	1	2	1	0	 	1
120059	1	2	1	0	 	1
120060	1	2	1	0	 	1
120061	1	2	1	0	 	1
120062	1	2	1	0	 	1
120064	1	2	1	0	 	1
120068	1	2	1	0	 	1
120069	1	2	1	0	 	1
120070	1	2	1	0	 	1
120071	1	2	1	0	 	1
120075	1	2	1	0	 	1
120077	1	2	1	0	 	1
120082	1	2	1	0	 	1
120084	1	2	1	0	 	1
120092	1	2	1	0	 	1
120094	1	2	1	0	 	1
120095	1	2	1	0	 	1
120098	1	2	1	0	 	1
120100	1	2	1	0	 	2
130003	1	2	1	0	 	1
130004	1	2	1	0	 	2
130005	1	2	1	0	 	1
130006	1	2	1	0	 	1
130007	1	2	1	0	 	1
130009	1	2	1	0	 	1
130010	1	2	1	0	 	1
130011	1	2	1	0	 	2
130012	1	2	1	0	 	1
130013	1	2	1	0	 	1
130016	1	2	1	0	 	1
130018	1	2	1	0	 	1
130019	1	2	1	0	 	1
130026	1	2	1	0	 	1
130028	1	2	1	0	 	1
130032	1	2	1	0	 	1
130036	1	2	1	0	 	1
130037	1	2	1	0	 	1
130043	1	2	1	0	 	1
130046	1	2	1	0	 	1
130047	1	2	1	0	 	1
130049	1	2	1	0	 	1
130050	1	2	1	0	 	1
130052	1	2	1	0	 	1
130053	1	2	1	0	 	1
130055	1	2	1	0	 	1
130056	1	2	1	0	 	1
130057	1	2	1	0	 	1
130058	1	2	1	0	 	1
130059	1	2	1	0	 	1
130062	1	2	1	0	 	1
130065	1	2	1	0	 	1
130067	1	2	1	0	 	1
130074	1	2	1	0	 	1
130078	1	2	1	0	 	1
130083	1	2	1	0	 	1
130086	1	2	1	0	 	1
130089	1	2	1	0	 	1
130090	1	2	1	0	 	1
130094	1	2	1	0	 	1
130100	1	2	1	0	 	1
140002	1	2	1	0	 	2
140005	1	2	1	0	 	1
140012	1	2	1	0	 	1
140013	1	2	1	0	 	1
140017	1	2	1	0	 	2
140018	1	2	1	0	 	2
140028	1	2	1	0	 	2
140029	1	2	1	0	 	1
140045	1	2	1	0	 	2
140047	1	5	1	1	2	1
140050	1	2	1	0	 	2
140051	1	2	1	0	 	2
140052	1	2	1	0	 	2
140054	1	2	1	0	 	1
140062	1	2	1	0	 	2
140063	1	2	1	0	 	2
140078	1	2	1	0	 	2
140080	1	2	1	0	 	2
140081	1	2	1	0	 	1
140082	1	6	2	1	0	2
140087	1	2	1	0	 	2
140094	1	2	1	0	 	2
140097	1	2	1	0	 	2
140099	1	2	1	0	 	2
140100	1	2	1	0	 	2
150004	1	2	1	0	 	2
150005	1	1	1	1	0	2
150005	2	2	1	0	 	2
150015	1	2	1	0	 	1
150016	1	2	1	0	 	1
150017	1	2	1	0	 	1
150023	1	2	1	0	 	2
150024	1	1	1	1	0	2
150024	2	2	1	0	 	2
150028	1	 	 	 	 	 
150033	1	2	1	0	 	1
150033	2	1	1	0	 	2
150036	1	2	1	0	 	1
150037	1	2	1	0	 	2
150038	1	2	1	0	 	2
150039	1	2	1	0	 	2
150042	1	1	1	1	2	2
150045	1	2	1	0	 	2
150048	1	2	1	0	 	1
150048	2	1	1	0	 	2
150049	1	1	1	0	 	2
150049	2	2	1	0	 	2
150053	1	1	2	1	0	2
150053	2	2	1	0	 	2
150056	1	2	1	0	 	1
150060	1	2	1	0	 	1
150063	1	1	1	0	 	2
150063	2	2	1	0	 	2
150065	1	2	1	0	 	1
150069	1	2	1	0	 	1
150072	1	2	1	0	 	1
150073	1	1	1	1	0	2
150084	1	2	1	0	 	2
150085	1	1	1	0	 	2
150085	2	2	1	0	 	2
150088	1	2	1	0	 	1
150089	1	2	1	0	 	1
150090	1	1	2	1	0	2
150091	1	1	1	0	 	2
150091	2	2	1	0	 	2
150092	1	1	1	1	1	2
150093	1	2	1	0	 	2
150095	1	2	1	0	 	2
150097	1	2	1	0	 	2
160005	1	2	1	0	 	1
160008	1	2	1	0	 	2
160010	1	2	1	0	 	88
160011	1	1	1	0	 	2
160012	1	2	1	0	 	1
160013	1	2	1	0	 	2
160014	1	2	1	0	 	1
160016	1	2	1	0	 	1
160017	1	2	1	0	 	1
160020	1	2	1	0	 	1
160021	1	2	1	0	 	1
160024	1	1	1	1	0	88
160025	1	2	1	0	 	1
160031	1	2	1	1	2	1
160032	1	2	1	0	 	1
160032	2	1	1	0	 	2
160033	1	2	1	2	0	1
160034	1	2	1	0	 	1
160036	1	2	1	0	 	88
160037	1	2	1	2	0	1
160037	2	3	1	2	0	2
160038	1	1	1	1	2	88
160044	1	1	1	1	0	2
160047	1	1	1	0	 	88
160047	2	2	1	0	 	88
160048	1	1	1	0	 	2
160048	2	2	1	0	 	1
160049	1	2	1	0	 	1
160050	1	2	1	0	 	2
160051	1	2	1	0	 	1
160051	2	1	1	0	 	2
160052	1	2	1	0	 	2
160052	2	1	1	1	0	1
160053	1	1	1	0	 	2
160055	1	1	1	0	 	1
160055	2	2	1	0	 	2
160058	1	1	1	1	0	1
160058	2	2	1	0	 	2
160059	1	4	1	1	1	1
160060	1	2	1	0	 	1
160060	2	1	1	0	 	2
160061	1	2	1	0	 	1
160063	1	1	1	0	 	2
160065	1	2	1	2	0	1
160067	1	2	1	0	 	1
160068	1	2	1	0	 	1
160070	1	2	1	0	 	1
160073	1	1	1	1	2	2
160073	2	2	1	2	0	1
160075	1	2	1	2	0	1
160076	1	1	1	1	2	2
160076	2	2	1	2	0	1
160079	1	2	1	0	 	1
160087	1	2	1	0	 	1
160090	1	1	1	1	2	88
160091	1	1	1	1	0	88
160098	1	1	1	0	 	2
160099	1	1	1	0	 	2
160100	1	2	1	0	 	1
170001	1	1	1	0	 	1
170001	2	2	1	0	 	2
170003	1	1	2	1	0	2
170003	2	2	1	0	 	1
170004	1	2	1	0	 	88
170005	1	2	1	0	 	88
170006	1	2	1	0	 	1
170006	2	7	1	0	 	2
170008	1	2	1	0	 	88
170009	1	2	1	0	 	88
170011	1	7	1	0	 	1
170011	2	2	1	0	 	2
170012	1	2	1	0	 	88
170013	1	2	1	0	 	2
170013	2	7	1	0	 	1
170015	1	2	1	0	 	1
170015	2	1	1	0	 	2
170017	1	2	1	0	 	88
170018	1	1	2	1	0	2
170018	2	2	1	0	 	1
170019	1	2	1	0	 	88
170020	1	1	1	1	1	88
170021	1	2	1	0	 	88
170022	1	2	1	0	 	88
170023	1	2	1	0	 	88
170024	1	2	1	0	 	88
170025	1	2	1	0	 	88
170026	1	2	1	0	 	88
170028	1	2	1	0	 	1
170028	2	1	1	0	 	2
170029	1	1	1	0	 	2
170029	2	2	1	0	 	2
170029	3	3	1	0	 	1
170029	4	6	2	1	2	2
170031	1	1	1	0	 	2
170031	2	1	2	1	2	1
170033	1	2	1	0	 	1
170033	2	3	1	0	 	2
170034	1	2	1	0	 	88
170035	1	1	2	1	2	2
170035	2	2	1	0	 	1
170036	1	2	1	0	 	88
170037	1	1	1	1	0	2
170037	2	2	1	0	 	1
170038	1	2	1	0	 	1
170038	2	6	2	1	2	2
170039	1	2	1	0	 	88
170040	1	2	1	0	 	88
170042	1	2	1	0	 	88
170043	1	2	1	0	 	88
170044	1	2	1	0	 	1
170044	2	4	2	1	2	2
170045	1	2	1	1	2	88
170046	1	2	1	0	 	1
170046	2	3	1	0	 	2
170048	1	2	1	0	 	88
170049	1	5	2	0	 	1
170049	2	2	1	0	 	2
170050	1	1	1	0	 	1
170050	2	2	1	0	 	2
170051	1	2	1	1	1	1
170051	2	1	1	1	1	2
170052	1	1	1	0	 	1
170052	2	2	1	0	 	2
170053	1	2	1	0	 	88
170054	1	2	1	0	 	1
170054	2	1	1	0	 	2
170055	1	3	1	0	 	1
170055	2	2	1	0	 	2
170056	1	2	1	1	1	1
170056	2	3	1	0	 	2
170057	1	2	1	0	 	88
170058	1	2	1	0	 	88
170059	1	2	1	0	 	88
170060	1	1	1	0	 	1
170060	2	2	1	0	 	2
170061	1	2	1	0	 	1
170061	2	3	1	0	 	2
170062	1	2	1	0	 	1
170062	2	1	1	0	 	2
170063	1	2	1	0	 	88
170064	1	2	1	0	 	1
170064	2	3	1	0	 	2
170065	1	2	1	0	 	88
170066	1	1	1	1	1	2
170066	2	2	1	0	 	1
170066	3	3	1	0	 	88
170067	1	1	1	0	 	2
170067	2	2	1	0	 	1
170068	1	2	1	0	 	88
170069	1	2	1	0	 	1
170069	2	1	1	0	 	2
170070	1	2	1	0	 	1
170070	2	1	1	1	2	2
170071	1	2	1	0	 	1
170071	2	1	1	0	 	2
170072	1	2	1	1	1	1
170072	2	6	2	1	0	2
170072	3	1	1	1	1	88
170073	1	2	1	0	 	1
170073	2	1	1	0	 	2
170075	1	2	1	0	 	88
170076	1	2	1	1	1	88
170077	1	2	1	0	 	88
170078	1	2	1	0	 	1
170078	2	1	2	1	2	2
170079	1	7	1	0	 	88
170080	1	2	1	0	 	88
170081	1	2	1	1	1	88
170082	1	2	1	0	 	88
170083	1	2	1	0	 	1
170083	2	1	1	0	 	2
170083	3	1	2	1	2	88
170084	1	2	1	0	 	1
170084	2	1	1	0	 	2
170086	1	1	1	0	 	1
170086	2	2	1	0	 	2
170086	3	1	2	1	1	88
170087	1	2	1	0	 	1
170087	2	1	1	0	 	2
170088	1	7	1	1	1	1
170088	2	2	1	1	1	2
170089	1	1	1	0	 	1
170089	2	2	1	0	 	2
170089	3	3	1	0	 	88
170089	4	1	2	1	2	88
