CHILDCODE	SITUIDR4	LADCURR4	LADOLDR4
11043	7	1	8
11043	8	5	6
11044	1	4	6
11044	2	1	1
11044	3	3	3
11044	4	5	2
11044	5	2	2
11044	6	1	1
11044	7	1	1
11044	8	3	2
11045	1	8	6
11045	2	5	3
11045	3	8	5
11045	4	4	3
11045	5	6	5
11045	6	7	6
11045	7	6	4
11045	8	5	4
11046	1	6	9
11046	2	5	5
11046	3	6	5
11046	4	7	7
11046	5	6	7
11046	6	7	8
11046	7	7	7
11046	8	7	7
11048	1	8	7
11048	2	8	6
11048	3	8	8
11048	4	3	3
11048	5	2	2
11048	6	5	5
11048	7	6	5
11048	8	7	6
11049	1	9	9
11049	2	2	1
11049	3	9	9
11049	4	5	5
11049	5	3	3
11049	6	5	5
11049	7	3	3
11049	8	5	4
11050	1	7	6
11050	2	6	4
11050	3	8	6
11050	4	8	5
11050	5	6	4
11050	6	3	4
11050	7	2	2
11050	8	5	4
21002	1	6	4
21002	2	5	1
21002	3	5	5
21002	4	2	2
21002	5	1	1
21002	6	5	5
21002	7	6	3
21002	8	1	1
21003	1	3	2
21003	2	4	3
21003	3	2	2
21003	4	4	3
21003	5	2	1
21003	6	5	5
21003	7	3	3
21003	8	3	3
21004	1	5	3
21004	2	4	3
21004	3	4	3
21004	4	3	2
21004	5	3	3
21004	6	4	3
21004	7	3	3
21004	8	3	3
21005	1	4	3
21005	2	4	4
21005	3	4	4
21005	4	3	3
21005	5	2	2
21005	6	4	3
21005	7	4	3
21005	8	3	3
21006	1	7	5
21006	2	3	3
21006	3	6	6
21006	4	1	1
21006	5	1	1
21006	6	7	8
21006	7	7	5
21006	8	3	3
21007	1	8	5
21007	2	-77	-77
21007	3	5	3
21007	4	1	1
21007	5	1	1
21007	6	9	9
21007	7	1	1
21007	8	5	4
21008	1	6	4
21008	2	7	3
21008	3	7	3
21008	4	4	4
21008	5	7	4
21008	6	7	4
21008	7	6	4
21008	8	7	4
21009	1	6	8
21009	2	7	2
21009	3	9	9
21009	4	4	4
21009	5	1	2
21009	6	4	1
21009	7	1	1
21009	8	2	3
21010	1	5	3
21010	2	5	2
21010	3	6	3
21010	4	4	2
21010	5	4	1
21010	6	4	2
21010	7	1	1
21010	8	4	2
21011	1	6	5
21011	2	2	2
21011	3	9	7
21011	4	6	5
21011	5	4	3
21011	6	5	5
21011	7	6	4
21011	8	5	4
21012	1	5	5
21012	2	5	5
21012	3	5	5
21012	4	3	3
21012	5	2	2
21012	6	5	5
21012	7	1	1
21012	8	5	5
21013	1	7	4
21013	2	7	2
21013	3	8	4
21013	4	7	4
21013	5	4	4
21013	6	7	4
21013	7	5	5
21013	8	6	6
21014	1	7	7
21014	2	5	3
21014	3	7	7
21014	4	5	3
21014	5	4	2
21014	6	8	6
21014	7	1	1
21014	8	6	4
21015	1	6	4
21015	2	5	5
21015	3	7	6
21015	4	4	3
21015	5	2	2
21015	6	4	4
21015	7	5	4
21015	8	5	5
21016	1	9	5
21016	2	1	7
21016	3	1	5
21016	4	1	7
21016	5	2	8
21016	6	1	1
21016	7	5	5
21016	8	2	8
21017	1	9	5
21017	2	7	3
21017	3	8	5
21017	4	4	4
21017	5	7	3
21017	6	8	5
21017	7	6	2
21017	8	7	3
21018	1	2	1
21018	2	2	1
21018	3	9	4
21018	4	2	2
21018	5	2	9
21018	6	1	1
21018	7	1	2
21018	8	2	2
21019	1	8	5
21019	2	5	2
21019	3	6	4
21019	4	7	4
21019	5	7	3
21019	6	1	5
21019	7	7	4
21019	8	4	3
21020	1	8	6
21020	2	3	4
21020	3	8	6
21020	4	4	4
21020	5	7	4
21020	6	8	8
21020	7	7	4
21020	8	3	6
21021	1	9	8
21021	2	3	3
21021	3	8	6
21021	4	9	4
21021	5	5	9
21021	6	3	5
21021	7	8	5
21021	8	6	8
21022	1	7	5
21022	2	4	4
21022	3	7	5
21022	4	8	5
21022	5	6	5
21022	6	6	6
21022	7	7	4
21022	8	6	5
21023	1	5	4
21023	2	4	3
21023	3	4	4
21023	4	3	3
21023	5	3	3
21023	6	3	3
21023	7	4	3
21023	8	3	3
21024	1	-77	5
21024	2	-77	5
21024	3	-77	5
21024	4	4	3
21024	5	4	3
21024	6	4	3
21024	7	-77	1
21024	8	-77	1
21027	1	4	2
21027	2	1	1
21027	3	4	2
21027	4	1	1
21027	5	1	1
21027	6	3	3
21027	7	1	1
21027	8	1	1
21028	1	4	3
21028	2	4	5
21028	3	4	4
21028	4	2	2
21028	5	2	2
21028	6	3	3
21028	7	4	3
21028	8	3	4
21029	1	3	2
21029	2	2	-77
21029	3	5	4
21029	4	2	1
21029	5	2	1
21029	6	4	4
21029	7	1	1
21029	8	2	2
21031	1	7	7
21031	2	4	3
21031	3	7	4
21031	4	2	2
21031	5	4	4
21031	6	5	4
21031	7	3	3
21031	8	3	3
21032	1	5	4
21032	2	3	2
21032	3	5	4
21032	4	2	1
21032	5	2	2
21032	6	4	4
21032	7	4	4
21032	8	4	3
21033	1	9	9
21033	2	5	6
21033	3	7	9
21033	4	5	5
21033	5	5	6
21033	6	4	5
21033	7	6	9
21033	8	7	8
21034	1	6	4
21034	2	4	2
21034	3	6	4
21034	4	4	3
21034	5	5	4
21034	6	4	4
21034	7	5	4
21034	8	5	5
21035	1	2	1
21035	2	4	2
21035	3	5	3
21035	4	5	3
21035	5	6	3
21035	6	2	4
21035	7	5	2
21035	8	6	3
21036	1	9	5
21036	2	5	1
21036	3	5	5
21036	4	5	4
21036	5	5	7
21036	6	2	5
21036	7	5	5
21036	8	8	5
21037	1	4	4
21037	2	3	2
21037	3	3	2
21037	4	4	3
21037	5	1	1
21037	6	2	2
21037	7	3	2
21037	8	2	1
21038	1	5	2
21038	2	2	2
21038	3	1	1
21038	4	2	2
21038	5	3	1
21038	6	5	2
21038	7	3	1
21038	8	8	3
21040	1	6	5
21040	2	7	1
21040	3	4	5
21040	4	3	3
21040	5	7	5
21040	6	8	8
21040	7	8	5
21040	8	6	4
21041	1	5	4
21041	2	6	3
21041	3	6	3
21041	4	3	2
21041	5	3	2
21041	6	4	3
21041	7	3	2
21041	8	5	3
21042	1	9	6
21042	2	4	6
21042	3	3	2
21042	4	1	1
21042	5	6	4
21042	6	8	5
21042	7	1	1
21042	8	6	4
21043	1	5	4
21043	2	4	3
21043	3	7	6
21043	4	4	3
21043	5	4	3
21043	6	8	6
21043	7	2	6
21043	8	7	6
21045	1	5	4
21045	2	3	2
21045	3	6	4
21045	4	3	3
21045	5	5	4
21045	6	7	6
21045	7	4	3
21045	8	4	4
21046	1	5	4
21046	2	5	4
21046	3	5	4
21046	4	3	3
21046	5	3	2
21046	6	3	3
21046	7	3	3
21046	8	3	3
21047	1	5	3
21047	2	4	3
21047	3	4	3
21047	4	4	2
21047	5	4	3
21047	6	3	2
21047	7	2	3
21047	8	5	5
21048	1	8	7
21048	2	7	5
21048	3	6	4
21048	4	1	1
21048	5	2	2
21048	6	4	7
21048	7	1	1
21048	8	1	1
21050	1	5	5
21050	2	3	1
21050	3	5	4
21050	4	4	3
21050	5	3	2
21050	6	3	3
21050	7	2	2
21050	8	3	2
31001	1	5	5
31001	2	5	5
31001	3	7	5
31001	4	4	2
31001	5	3	3
31001	6	9	9
31001	7	1	1
31001	8	3	5
31002	1	5	5
31002	2	3	3
31002	3	5	4
31002	4	4	3
31002	5	3	3
31002	6	3	3
31002	7	1	1
31002	8	4	4
31003	1	6	6
31003	2	3	3
31003	3	6	6
31003	4	6	6
31003	5	3	3
31003	6	5	5
31003	7	1	1
31003	8	6	6
31004	1	6	4
31004	2	7	5
31004	3	6	5
31004	4	7	5
31004	5	3	4
31004	6	7	6
31004	7	3	2
31004	8	8	7
31006	1	7	7
31006	2	7	7
31006	3	8	8
31006	4	5	5
31006	5	5	5
31006	6	3	3
31006	7	2	2
31006	8	7	7
31007	1	3	4
31007	2	4	5
31007	3	3	5
31007	4	4	4
31007	5	4	3
31007	6	5	5
31007	7	1	3
31007	8	4	4
31009	1	5	5
31009	2	5	5
31009	3	4	4
31009	4	2	2
31009	5	2	2
31009	6	1	1
31009	7	1	1
31009	8	2	2
31010	1	6	5
31010	2	4	8
31010	3	7	5
31010	4	6	4
31010	5	7	5
31010	6	8	5
31010	7	7	4
31010	8	6	8
31011	1	3	2
31011	2	2	2
31011	3	6	6
31011	4	3	3
31011	5	4	3
31011	6	5	4
31011	7	6	5
31011	8	6	5
31012	1	5	4
31012	2	3	3
31012	3	4	4
31012	4	4	4
31012	5	3	3
31012	6	1	1
31012	7	1	1
31012	8	3	3
31013	1	6	5
31013	2	5	4
31013	3	5	3
31013	4	2	1
31013	5	1	1
31013	6	3	3
31013	7	3	3
31013	8	3	3
31015	1	7	3
31015	2	6	6
31015	3	5	5
31015	4	8	4
31015	5	4	4
31015	6	8	8
31015	7	4	4
31015	8	8	4
31016	1	8	6
31016	2	3	3
31016	3	8	6
31016	4	7	5
31016	5	6	4
31016	6	8	6
31016	7	7	5
31016	8	8	6
31017	1	7	5
31017	2	5	6
31017	3	6	5
31017	4	3	3
31017	5	3	2
31017	6	7	7
31017	7	2	2
31017	8	8	7
31018	1	9	9
31018	2	7	7
31018	3	4	2
31018	4	3	1
31018	5	6	8
31018	6	9	9
31018	7	9	8
31018	8	6	3
31019	1	6	4
31019	2	5	-77
31019	3	5	-77
31019	4	3	3
31019	5	4	4
31019	6	8	8
31019	7	4	4
31019	8	6	4
31020	1	2	2
31020	2	3	3
31020	3	3	3
31020	4	2	2
31020	5	1	1
31020	6	2	2
31020	7	2	2
31020	8	2	2
31021	1	5	4
31021	2	3	5
31021	3	4	3
31021	4	3	2
31021	5	5	2
31021	6	5	5
31021	7	5	3
31021	8	3	4
31022	1	3	4
31022	2	-77	-77
31022	3	5	4
31022	4	5	4
31022	5	3	4
31022	6	6	6
31022	7	7	5
31022	8	6	4
31023	1	6	9
31023	2	5	9
31023	3	5	8
31023	4	7	8
31023	5	5	7
31023	6	7	9
31023	7	1	2
31023	8	6	9
31024	1	9	5
31024	2	7	4
31024	3	9	8
31024	4	6	3
31024	5	8	2
31024	6	6	2
31024	7	1	1
31024	8	7	3
31026	1	4	3
31026	2	2	1
31026	3	3	1
31026	4	2	1
31026	5	1	1
31026	6	3	1
31026	7	1	1
31026	8	3	1
31027	1	8	7
31027	2	7	4
31027	3	6	4
31027	4	2	2
31027	5	3	3
31027	6	8	8
31027	7	3	3
31027	8	8	6
31028	1	6	5
31028	2	6	4
31028	3	4	4
31028	4	4	4
31028	5	3	4
31028	6	2	2
31028	7	5	5
31028	8	5	5
31029	1	7	4
31029	2	8	3
31029	3	6	4
31029	4	6	4
31029	5	2	2
31029	6	5	4
31029	7	4	4
31029	8	3	3
31030	1	5	1
31030	2	1	1
31030	3	9	9
31030	4	5	5
31030	5	1	1
31030	6	4	5
31030	7	1	1
31030	8	6	8
31033	1	9	8
31033	2	5	4
31033	3	6	5
31033	4	7	6
31033	5	6	4
31033	6	9	9
31033	7	5	4
31033	8	8	5
31034	1	8	5
31034	2	6	2
31034	3	9	4
31034	4	5	1
31034	5	1	1
31034	6	6	3
31034	7	6	8
31034	8	8	6
31035	1	9	5
31035	2	1	5
31035	3	4	8
31035	4	5	3
31035	5	7	1
31035	6	5	5
31035	7	9	6
31035	8	5	8
31036	1	6	4
31036	2	7	4
31036	3	5	3
31036	4	5	4
31036	5	4	2
31036	6	4	5
31036	7	3	3
31036	8	6	3
31037	1	4	5
31037	2	5	4
31037	3	5	5
31037	4	4	4
31037	5	3	3
31037	6	3	3
31037	7	2	2
31037	8	5	5
31038	1	8	7
31038	2	5	5
31038	3	9	7
31038	4	3	3
31038	5	3	3
31038	6	9	8
31038	7	8	6
31038	8	8	6
31039	1	7	6
31039	2	5	9
31039	3	3	8
31039	4	9	8
31039	5	4	7
31039	6	8	7
31039	7	8	7
31039	8	7	7
31040	1	5	3
31040	2	4	3
31040	3	5	4
31040	4	3	2
31040	5	4	2
31040	6	2	1
31040	7	1	1
31040	8	3	2
31042	1	9	5
31042	2	2	2
31042	3	5	2
31042	4	5	1
31042	5	2	2
31042	6	5	1
31042	7	1	1
31042	8	6	3
31043	1	7	7
31043	2	1	5
31043	3	6	5
31043	4	3	3
31043	5	3	3
31043	6	9	9
31043	7	5	4
31043	8	9	7
31044	1	7	5
31044	2	3	3
31044	3	5	3
31044	4	5	5
31044	5	3	3
31044	6	5	4
31044	7	1	1
31044	8	5	4
31045	1	1	1
31045	2	1	1
31045	3	9	9
31045	4	5	5
31045	5	5	5
31045	6	5	5
31045	7	1	1
31045	8	1	1
31046	1	9	6
31046	2	3	3
31046	3	8	5
31046	4	5	5
31046	5	5	5
31046	6	8	6
31046	7	8	1
31046	8	8	5
31048	1	6	4
31048	2	5	4
31048	3	4	4
31048	4	5	5
31048	5	4	4
31048	6	2	2
31048	7	2	2
31048	8	5	5
31050	1	5	4
31050	2	4	3
31050	3	5	5
31050	4	3	2
31050	5	3	2
31050	6	7	6
31050	7	1	1
31050	8	8	7
41001	1	9	9
41001	2	5	1
41001	3	9	5
41001	4	5	1
41001	5	5	1
41001	6	1	1
41001	7	1	1
41001	8	6	2
41002	1	4	4
41002	2	3	2
41002	3	4	2
41002	4	5	3
41002	5	5	5
41002	6	5	3
41002	7	6	2
41002	8	5	2
41003	1	7	4
41003	2	9	3
41003	3	3	7
41003	4	4	8
41003	5	5	8
41003	6	3	3
41003	7	7	7
41003	8	8	7
41005	1	8	7
41005	2	5	3
41005	3	8	3
41005	4	4	2
41005	5	7	3
41005	6	4	3
41005	7	5	3
41005	8	6	4
41006	1	1	1
41006	2	1	1
41006	3	1	1
41006	4	5	5
41006	5	4	2
41006	6	1	1
41006	7	1	1
41006	8	1	1
41007	1	5	8
41007	2	5	2
41007	3	8	8
41007	4	1	1
41007	5	2	1
41007	6	2	2
41007	7	1	1
41007	8	5	3
41008	1	5	3
41008	2	8	5
41008	3	7	4
41008	4	5	2
41008	5	3	2
41008	6	9	5
41008	7	9	5
41008	8	5	3
41009	1	5	5
41009	2	6	5
41009	3	5	5
41009	4	6	5
41009	5	6	4
41009	6	7	7
41009	7	4	4
41009	8	6	5
41010	1	9	9
41010	2	9	9
41010	3	9	9
41010	4	8	8
41010	5	9	9
41010	6	8	8
41010	7	4	4
41010	8	7	7
41011	1	5	3
41011	2	3	6
41011	3	4	2
41011	4	4	3
41011	5	4	6
41011	6	6	7
41011	7	2	9
41011	8	6	4
41012	1	7	6
41012	2	5	4
41012	3	7	5
41012	4	5	3
41012	5	4	3
41012	6	3	2
41012	7	1	1
41012	8	5	4
41013	1	7	2
41013	2	4	4
41013	3	6	1
41013	4	7	2
41013	5	5	3
41013	6	5	7
41013	7	2	3
41013	8	7	5
41014	1	5	3
41014	2	6	4
41014	3	8	5
41014	4	6	3
41014	5	5	4
41014	6	6	6
41014	7	8	6
41014	8	5	5
41015	1	4	6
41015	2	3	6
41015	3	7	2
41015	4	7	5
41015	5	5	4
41015	6	8	6
41015	7	4	7
41015	8	9	9
41016	1	9	6
41016	2	4	2
41016	3	6	4
41016	4	5	2
41016	5	4	2
41016	6	5	7
41016	7	3	3
41016	8	5	3
41017	1	7	2
41017	2	5	3
41017	3	8	2
41017	4	6	3
41017	5	4	3
41017	6	1	4
41017	7	1	1
41017	8	7	6
41018	1	5	3
41018	2	5	2
41018	3	7	5
41018	4	5	2
41018	5	6	3
41018	6	7	5
41018	7	4	2
41018	8	6	4
41020	1	5	4
41020	2	3	5
41020	3	7	4
41020	4	7	5
41020	5	6	4
41020	6	4	8
41020	7	4	6
41020	8	6	8
41021	1	8	6
41021	2	3	6
41021	3	7	7
41021	4	7	6
41021	5	7	5
41021	6	6	4
41021	7	5	3
41021	8	6	3
41022	1	8	4
41022	2	8	5
41022	3	7	6
41022	4	8	4
41022	5	7	3
41022	6	8	5
41022	7	3	3
41022	8	8	5
41023	1	7	5
41023	2	5	7
41023	3	6	4
41023	4	5	4
41023	5	4	4
41023	6	5	8
41023	7	7	4
41023	8	5	7
41024	1	6	4
41024	2	5	4
41024	3	5	5
41024	4	5	3
41024	5	6	4
41024	6	4	3
41024	7	5	3
41024	8	5	4
41025	1	4	5
41025	2	3	3
41025	3	3	4
41025	4	1	3
41025	5	2	3
41025	6	3	4
41025	7	3	4
41025	8	3	4
41026	1	5	2
41026	2	7	5
41026	3	6	2
41026	4	4	2
41026	5	4	5
41026	6	7	2
41026	7	5	3
41026	8	5	4
41027	1	5	3
41027	2	4	2
41027	3	5	5
41027	4	3	3
41027	5	5	2
41027	6	7	3
41027	7	2	2
41027	8	5	2
41028	1	5	5
41028	2	5	4
41028	3	7	7
41028	4	4	4
41028	5	5	5
41028	6	7	6
41028	7	5	4
41028	8	6	5
41029	1	9	5
41029	2	5	8
41029	3	6	7
41029	4	5	4
41029	5	9	7
41029	6	5	5
41029	7	4	4
41029	8	9	8
41030	1	7	3
41030	2	6	3
41030	3	7	2
41030	4	8	2
41030	5	7	4
41030	6	4	8
41030	7	-77	6
41030	8	8	4
41031	1	5	2
41031	2	6	3
41031	3	8	4
41031	4	5	2
41031	5	5	1
41031	6	4	1
41031	7	7	3
41031	8	7	5
41032	1	5	3
41032	2	4	1
41032	3	6	4
41032	4	5	5
41032	5	5	3
41032	6	4	4
41032	7	3	3
41032	8	5	3
41034	1	4	3
41034	2	2	1
41034	3	5	2
41034	4	5	3
41034	5	3	2
41034	6	4	5
41034	7	4	3
41034	8	6	3
41035	1	7	4
41035	2	6	3
41035	3	4	1
41035	4	3	3
41035	5	4	4
41035	6	5	3
41035	7	4	1
41035	8	3	1
41036	1	5	4
41036	2	4	3
41036	3	6	4
41036	4	1	1
41036	5	2	5
41036	6	4	5
41036	7	3	3
41036	8	2	2
41037	1	5	5
41037	2	6	4
41037	3	5	5
41037	4	1	4
41037	5	5	6
41037	6	4	7
41037	7	5	1
41037	8	5	4
41038	1	3	3
41038	2	6	2
41038	3	5	1
41038	4	2	4
41038	5	3	5
41038	6	1	5
41038	7	1	1
41038	8	2	4
41039	1	6	3
41039	2	3	2
41039	3	7	3
41039	4	5	2
41039	5	4	2
41039	6	3	6
41039	7	4	8
41039	8	6	3
41040	1	5	3
41040	2	4	2
41040	3	5	3
41040	4	4	3
41040	5	7	4
41040	6	6	4
41040	7	2	1
41040	8	4	4
41041	1	9	6
41041	2	1	1
41041	3	6	4
41041	4	5	3
41041	5	7	5
41041	6	5	1
41041	7	5	1
41041	8	5	8
41042	1	8	4
41042	2	9	4
41042	3	9	1
41042	4	7	4
41042	5	7	3
41042	6	6	4
41042	7	3	1
41042	8	7	3
41043	1	4	6
41043	2	4	7
41043	3	6	8
41043	4	6	7
41043	5	3	5
41043	6	1	3
41043	7	1	3
41043	8	5	6
41044	1	7	4
41044	2	8	5
41044	3	8	5
41044	4	7	4
41044	5	9	5
41044	6	9	9
41044	7	8	1
41044	8	8	8
41045	1	8	5
41045	2	5	2
41045	3	6	5
41045	4	5	5
41045	5	7	5
41045	6	7	3
41045	7	3	3
41045	8	7	4
41046	1	4	3
41046	2	2	2
41046	3	4	4
41046	4	4	4
41046	5	5	4
41046	6	4	4
41046	7	6	6
41046	8	5	5
41047	1	5	4
41047	2	6	5
41047	3	5	4
41047	4	5	3
41047	5	4	3
41047	6	3	3
41047	7	4	3
41047	8	3	2
41048	1	8	6
41048	2	5	2
41048	3	8	5
41048	4	5	5
41048	5	7	4
41048	6	8	7
41048	7	4	1
41048	8	6	5
41049	1	8	5
41049	2	6	4
41049	3	7	6
41049	4	4	6
41049	5	7	5
41049	6	3	6
41049	7	4	6
41049	8	5	6
41050	1	6	6
41050	2	2	2
41050	3	5	5
41050	4	3	3
41050	5	2	2
41050	6	3	3
41050	7	1	1
41050	8	5	3
51001	1	7	4
51001	2	8	3
51001	3	9	4
51001	4	7	3
51001	5	5	2
51001	6	7	3
51001	7	3	5
51001	8	7	5
51002	1	5	3
51002	2	6	4
51002	3	6	3
51002	4	5	3
51002	5	4	2
51002	6	6	7
51002	7	5	3
51002	8	6	5
51003	1	4	3
51003	2	2	2
51003	3	3	2
51003	4	4	4
51003	5	4	3
51003	6	5	5
51003	7	4	3
51003	8	5	5
51004	1	5	9
51004	2	5	1
51004	3	5	4
51004	4	5	5
51004	5	5	5
51004	6	5	5
51004	7	3	3
51004	8	7	7
51005	1	4	6
51005	2	6	6
51005	3	5	7
51005	4	4	7
51005	5	5	7
51005	6	6	7
51005	7	5	6
51005	8	5	7
51006	1	3	2
51006	2	1	1
51006	3	4	1
51006	4	2	1
51006	5	3	1
51006	6	1	1
51006	7	3	1
51006	8	1	1
51007	1	2	1
51007	2	1	1
51007	3	2	2
51007	4	2	2
51007	5	4	4
51007	6	5	5
51007	7	4	3
51007	8	3	2
51008	1	8	2
51008	2	5	1
51008	3	7	2
51008	4	2	1
51008	5	6	2
51008	6	1	1
51008	7	5	1
51008	8	5	1
51009	1	4	2
51009	2	2	3
51009	3	5	3
51009	4	7	3
51009	5	8	1
51009	6	6	4
51009	7	6	5
51009	8	2	2
51010	1	5	7
51010	2	5	4
51010	3	5	5
51010	4	5	3
51010	5	5	5
51010	6	6	6
51010	7	5	5
51010	8	5	4
51012	1	8	4
51012	2	8	2
51012	3	6	3
51012	4	5	2
51012	5	7	5
51012	6	1	5
51012	7	1	6
51012	8	9	4
51013	1	7	6
51013	2	8	4
51013	3	7	6
51013	4	6	5
51013	5	6	5
51013	6	8	6
51013	7	8	6
51013	8	7	5
51014	1	5	3
51014	2	6	4
51014	3	7	5
51014	4	4	3
51014	5	4	3
51014	6	3	3
51014	7	5	4
51014	8	6	5
51015	1	6	4
51015	2	6	3
51015	3	6	4
51015	4	5	3
51015	5	6	4
51015	6	4	2
51015	7	1	1
51015	8	3	4
51016	1	9	5
51016	2	6	5
51016	3	9	5
51016	4	6	6
51016	5	6	9
51016	6	7	6
51016	7	8	7
51016	8	6	5
51017	1	7	5
51017	2	6	1
51017	3	7	3
51017	4	7	6
51017	5	7	4
51017	6	4	8
51017	7	-77	5
51017	8	8	5
51018	1	6	8
51018	2	5	5
