CHILDCODE	HHDCIDR4	EVRDECR4	MADDECR4	WHOPRVR4
81048	5	1	0	3
81048	9	1	0	3
81048	10	1	0	3
81048	13	1	0	3
81049	1	1	1	2
81049	2	1	1	2
81049	3	1	1	2
81049	5	1	1	2
81049	9	1	1	2
81049	10	1	1	2
81049	13	1	1	2
81050	1	1	1	1
81050	2	1	1	1
81050	3	1	1	1
81050	5	1	1	1
81050	9	1	0	3
81050	10	1	0	3
81050	13	1	0	3
91001	1	1	1	1
91001	2	1	1	1
91001	3	1	1	1
91001	5	1	1	1
91001	9	1	0	3
91001	10	1	0	3
91001	13	1	0	3
91002	1	1	1	1
91002	2	1	0	1
91002	3	1	1	2
91002	5	1	0	2
91002	9	1	1	2
91002	10	1	1	1
91002	13	0	1	2
91003	1	1	1	1
91003	2	1	1	1
91003	3	1	1	3
91003	5	1	1	3
91003	9	0	0	3
91003	10	1	1	3
91003	13	1	1	3
91004	1	1	1	1
91004	2	1	1	1
91004	3	0	0	3
91004	5	1	1	1
91004	9	0	0	1
91004	10	0	0	3
91004	13	0	0	3
91005	1	1	1	7
91005	2	1	1	7
91005	3	1	1	7
91005	5	1	1	8
91005	9	1	0	3
91005	10	1	0	3
91005	13	1	0	3
91006	1	1	1	7
91006	2	1	1	7
91006	3	1	1	7
91006	5	1	1	7
91006	9	1	0	3
91006	10	0	0	3
91006	13	1	0	3
91007	1	1	1	1
91007	2	1	1	1
91007	3	1	1	1
91007	5	1	1	1
91007	9	1	1	3
91007	10	1	1	3
91007	13	1	1	3
91008	1	1	1	1
91008	2	1	1	1
91008	3	1	1	1
91008	5	1	1	6
91008	9	1	1	6
91008	10	1	1	6
91008	13	1	1	7
91010	1	1	0	3
91010	2	1	1	1
91010	3	1	1	1
91010	5	1	1	1
91010	9	1	0	3
91010	10	1	0	3
91010	13	1	0	3
91011	1	1	0	3
91011	2	1	0	1
91011	3	1	1	1
91011	5	1	1	1
91011	9	1	0	3
91011	10	1	0	3
91011	13	1	0	3
91012	1	1	1	1
91012	2	1	1	1
91012	3	1	1	1
91012	5	1	1	1
91012	9	1	0	3
91012	10	1	0	3
91012	13	1	0	3
91013	1	1	0	3
91013	2	1	1	1
91013	3	1	0	3
91013	5	1	0	3
91013	9	1	0	3
91013	10	1	0	3
91013	13	1	0	3
91014	1	1	1	1
91014	2	1	1	1
91014	3	1	1	1
91014	5	1	1	3
91014	9	1	0	3
91014	10	1	0	3
91014	13	1	0	3
91015	1	1	1	1
91015	2	1	1	1
91015	3	1	1	1
91015	5	0	0	88
91015	9	1	1	1
91015	10	1	1	1
91015	13	1	1	1
91017	1	1	1	7
91017	2	1	1	1
91017	3	1	1	1
91017	5	1	1	1
91017	9	1	0	3
91017	10	1	1	3
91017	13	1	1	7
91018	1	1	1	1
91018	2	1	1	1
91018	3	1	1	3
91018	5	1	1	1
91018	9	1	1	3
91018	10	1	1	3
91018	13	1	1	3
91019	1	1	1	3
91019	2	1	1	3
91019	3	1	1	3
91019	5	1	1	3
91019	9	1	0	3
91019	10	1	0	3
91019	13	1	0	3
91020	1	1	1	7
91020	2	1	1	7
91020	3	1	1	7
91020	5	1	1	7
91020	9	1	0	3
91020	10	1	0	3
91020	13	1	0	3
91021	1	1	1	7
91021	2	1	1	7
91021	3	1	1	7
91021	5	1	1	7
91021	9	1	0	3
91021	10	1	0	3
91021	13	1	0	3
91022	1	1	1	1
91022	2	1	1	1
91022	3	1	1	3
91022	5	1	1	1
91022	9	1	0	3
91022	10	1	0	3
91022	13	1	0	3
91023	1	1	1	7
91023	2	1	1	8
91023	3	1	1	7
91023	5	1	1	7
91023	9	1	0	3
91023	10	1	0	7
91023	13	1	0	3
91024	1	1	1	1
91024	2	1	1	1
91024	3	1	1	3
91024	5	1	1	3
91024	9	1	1	3
91024	10	1	0	3
91024	13	1	0	3
91025	1	1	1	3
91025	2	1	1	1
91025	3	1	1	3
91025	5	1	1	1
91025	9	1	1	3
91025	10	1	1	3
91025	13	1	1	3
91026	1	1	1	1
91026	2	1	1	1
91026	3	1	1	1
91026	5	1	1	1
91026	9	1	1	1
91026	10	1	1	1
91026	13	1	1	1
91027	1	1	1	1
91027	2	1	1	1
91027	3	1	1	1
91027	5	1	1	1
91027	9	1	1	7
91027	10	1	1	7
91027	13	1	1	7
91028	1	1	1	6
91028	2	1	1	1
91028	3	1	1	1
91028	5	1	1	6
91028	9	1	1	6
91028	10	1	1	6
91028	13	1	1	6
91029	1	1	1	6
91029	2	1	1	1
91029	3	1	1	6
91029	5	1	1	6
91029	9	1	1	6
91029	10	1	1	6
91029	13	1	1	6
91030	1	1	1	1
91030	2	1	1	1
91030	3	1	1	3
91030	5	1	1	1
91030	9	1	1	1
91030	10	1	1	1
91030	13	1	1	3
91031	1	1	1	7
91031	2	1	1	1
91031	3	1	1	7
91031	5	1	1	1
91031	9	1	0	3
91031	10	1	0	3
91031	13	1	0	3
91032	1	1	1	1
91032	2	1	1	1
91032	3	1	1	1
91032	5	1	0	3
91032	9	1	0	3
91032	10	1	0	3
91032	13	1	0	3
91033	1	1	1	1
91033	2	1	1	1
91033	3	1	1	1
91033	5	1	1	1
91033	9	1	1	1
91033	10	1	1	1
91033	13	1	1	1
91034	1	1	1	1
91034	2	1	1	1
91034	3	1	1	3
91034	5	1	1	3
91034	9	1	1	3
91034	10	1	1	3
91034	13	1	1	3
91035	1	1	0	3
91035	2	1	1	1
91035	3	1	0	3
91035	5	1	1	1
91035	9	1	0	3
91035	10	1	0	3
91035	13	1	0	3
91036	1	1	1	1
91036	2	1	1	1
91036	3	1	1	3
91036	5	1	1	1
91036	9	1	1	3
91036	10	1	1	3
91036	13	1	1	3
91037	1	1	1	1
91037	2	1	1	1
91037	3	1	1	1
91037	5	1	1	1
91037	9	1	0	3
91037	10	1	0	3
91037	13	1	0	3
91038	1	1	1	1
91038	2	1	1	1
91038	3	1	1	3
91038	5	1	1	3
91038	9	1	1	1
91038	10	1	1	1
91038	13	1	1	1
91039	1	1	1	7
91039	2	1	1	3
91039	3	1	1	7
91039	5	1	1	7
91039	9	1	1	7
91039	10	1	1	3
91039	13	1	0	3
91040	1	1	1	3
91040	2	1	1	3
91040	3	1	1	3
91040	5	1	1	3
91040	9	1	1	3
91040	10	1	0	3
91040	13	1	0	3
91041	1	1	1	7
91041	2	1	1	1
91041	3	1	1	7
91041	5	1	1	7
91041	9	1	0	3
91041	10	1	0	3
91041	13	1	0	3
91042	1	1	1	6
91042	2	1	1	6
91042	3	1	1	6
91042	5	1	1	6
91042	9	1	1	6
91042	10	1	1	6
91042	13	1	1	6
91043	1	1	1	1
91043	2	1	1	1
91043	3	1	1	1
91043	5	0	0	1
91043	9	1	1	3
91043	10	1	1	3
91043	13	1	1	4
91044	1	1	1	7
91044	2	1	1	1
91044	3	1	1	7
91044	5	1	1	7
91044	9	1	1	7
91044	10	1	0	3
91044	13	1	0	3
91045	1	1	1	1
91045	2	1	1	1
91045	3	1	1	1
91045	5	1	1	3
91045	9	1	1	3
91045	10	1	1	3
91045	13	1	1	3
91046	1	1	1	1
91046	2	1	1	1
91046	3	1	1	1
91046	5	1	1	1
91046	9	1	0	3
91046	10	1	0	3
91046	13	1	0	3
91047	1	1	1	1
91047	2	1	1	1
91047	3	1	1	3
91047	5	1	1	1
91047	9	1	1	3
91047	10	1	1	1
91047	13	1	1	3
91048	1	1	1	1
91048	2	1	1	1
91048	3	1	1	3
91048	5	1	1	3
91048	9	1	1	3
91048	10	1	1	3
91048	13	1	1	3
91049	1	1	1	1
91049	2	1	1	1
91049	3	1	1	3
91049	5	1	1	3
91049	9	1	0	3
91049	10	1	0	3
91049	13	1	0	3
91050	1	1	1	7
91050	2	1	1	8
91050	3	1	1	7
91050	5	1	1	8
91050	9	1	0	3
91050	10	1	0	3
91050	13	1	0	3
101001	1	0	0	3
101001	2	1	1	1
101001	3	1	1	7
101001	5	0	0	3
101001	9	0	0	3
101001	10	0	0	3
101001	13	0	0	3
101002	1	1	1	7
101002	2	1	1	7
101002	3	1	1	7
101002	5	1	1	7
101002	9	0	0	3
101002	10	0	0	3
101002	13	0	0	3
101003	1	1	0	3
101003	2	1	1	3
101003	3	1	1	7
101003	5	1	1	3
101003	9	1	0	3
101003	10	1	1	7
101003	13	1	0	3
101004	1	1	1	7
101004	2	0	0	3
101004	3	1	1	1
101004	5	0	0	3
101004	9	0	0	3
101004	10	0	0	3
101004	13	0	0	3
101005	1	1	1	1
101005	2	1	1	1
101005	3	1	1	6
101005	5	1	1	3
101005	9	1	1	1
101005	10	1	1	1
101005	13	88	 	 
101006	1	1	1	6
101006	2	1	1	6
101006	3	1	1	6
101006	5	1	1	6
101006	9	1	1	6
101006	10	1	1	6
101006	13	1	1	6
101007	1	0	0	1
101007	2	0	1	7
101007	3	1	1	7
101007	5	1	1	3
101007	9	1	1	3
101007	10	1	1	3
101007	13	1	1	3
101009	1	0	0	3
101009	2	1	1	1
101009	3	1	1	7
101009	5	1	1	7
101009	9	0	0	3
101009	10	0	0	3
101009	13	0	0	3
101010	1	1	1	1
101010	2	1	1	1
101010	3	1	1	1
101010	5	1	1	1
101010	9	1	1	7
101010	10	1	1	7
101010	13	1	1	1
101011	1	1	1	7
101011	2	1	1	7
101011	3	1	1	7
101011	5	1	1	7
101011	9	0	0	3
101011	10	0	0	3
101011	13	88	 	 
101012	1	1	1	3
101012	2	1	0	3
101012	3	1	0	3
101012	5	1	0	3
101012	9	1	0	3
101012	10	1	0	3
101012	13	1	0	3
101013	1	1	1	7
101013	2	0	0	4
101013	3	0	0	4
101013	5	1	1	8
101013	9	0	0	4
101013	10	1	1	7
101013	13	88	 	 
101014	1	1	1	3
101014	2	1	0	3
101014	3	1	0	3
101014	5	1	1	7
101014	9	1	0	3
101014	10	1	0	3
101014	13	1	0	3
101015	1	0	0	88
101015	2	0	0	88
101015	3	1	1	1
101015	5	0	0	88
101015	9	0	0	88
101015	10	0	0	88
101015	13	0	0	88
101016	1	1	1	6
101016	2	1	1	6
101016	3	1	1	6
101016	5	1	1	6
101016	9	0	0	88
101016	10	1	1	6
101016	13	0	0	88
101017	1	1	1	1
101017	2	1	1	3
101017	3	1	1	1
101017	5	1	0	3
101017	9	1	0	3
101017	10	1	1	7
101017	13	1	0	3
101018	1	0	1	1
101018	2	0	0	7
101018	3	0	0	7
101018	5	1	0	7
101018	9	0	0	1
101018	10	0	0	7
101018	13	0	0	7
101019	1	1	1	1
101019	2	1	1	1
101019	3	1	1	1
101019	5	1	1	7
101019	9	0	0	3
101019	10	0	0	3
101019	13	88	 	 
101020	1	1	1	3
101020	2	1	1	3
101020	3	1	1	1
101020	5	1	1	7
101020	9	1	0	3
101020	10	1	1	3
101020	13	1	1	3
101021	1	1	1	3
101021	2	1	1	1
101021	3	1	1	1
101021	5	1	1	1
101021	9	1	0	3
101021	10	1	0	3
101021	13	1	1	7
101022	1	1	1	7
101022	2	1	1	7
101022	3	0	0	3
101022	5	1	1	7
101022	9	0	0	3
101022	10	0	0	3
101022	13	0	0	3
101023	1	1	1	6
101023	2	1	0	3
101023	3	1	0	3
101023	5	1	1	6
101023	9	1	0	3
101023	10	1	0	3
101023	13	0	0	88
101024	1	1	1	1
101024	2	1	0	3
101024	3	1	0	3
101024	5	1	0	3
101024	9	1	0	3
101024	10	1	0	3
101024	13	1	0	3
101025	1	1	1	1
101025	2	1	0	3
101025	3	1	0	3
101025	5	1	1	6
101025	9	1	0	3
101025	10	1	0	3
101025	13	88	 	 
101027	1	1	0	5
101027	2	1	0	3
101027	3	1	1	6
101027	5	1	0	3
101027	9	1	0	3
101027	10	1	0	3
101027	13	1	0	3
101028	1	1	1	6
101028	2	1	1	1
101028	3	1	0	2
101028	5	1	1	1
101028	9	1	1	6
101028	10	1	1	6
101028	13	88	 	 
101029	1	0	1	3
101029	2	1	1	1
101029	3	1	1	1
101029	5	0	0	3
101029	9	0	0	3
101029	10	0	0	3
101029	13	0	0	3
101030	1	1	1	1
101030	2	0	0	1
101030	3	0	1	7
101030	5	1	0	7
101030	9	1	0	8
101030	10	1	0	7
101030	13	1	0	7
101031	1	1	0	3
101031	2	1	1	6
101031	3	1	0	3
101031	5	1	0	3
101031	9	1	0	3
101031	10	1	0	3
101031	13	1	0	3
101032	1	1	1	1
101032	2	1	1	1
101032	3	1	1	7
101032	5	1	1	7
101032	9	0	0	3
101032	10	1	0	3
101032	13	0	0	88
101033	1	1	1	3
101033	2	1	0	3
101033	3	1	1	1
101033	5	1	1	7
101033	9	1	0	3
101033	10	1	0	3
101033	13	88	 	 
101034	1	1	0	5
101034	2	1	1	6
101034	3	1	1	1
101034	5	1	1	1
101034	9	1	0	3
101034	10	1	0	3
101034	13	1	0	3
101035	1	0	1	1
101035	2	0	1	1
101035	3	1	1	7
101035	5	0	1	7
101035	9	1	1	2
101035	10	1	1	3
101035	13	0	0	77
101036	1	1	1	1
101036	2	1	1	1
101036	3	1	1	7
101036	5	1	1	7
101036	9	0	0	3
101036	10	0	0	3
101036	13	88	 	 
101037	1	1	1	6
101037	2	1	1	3
101037	3	1	1	2
101037	5	1	1	2
101037	9	1	1	2
101037	10	1	1	2
101037	13	1	1	3
101038	1	1	1	1
101038	2	1	0	3
101038	3	1	1	6
101038	5	1	1	6
101038	9	1	0	3
101038	10	1	0	3
101038	13	88	 	 
101040	1	1	1	1
101040	2	1	1	1
101040	3	1	1	1
101040	5	1	1	1
101040	9	1	1	1
101040	10	1	1	1
101040	13	88	 	 
101041	1	1	1	1
101041	2	1	1	6
101041	3	1	1	1
101041	5	1	1	6
101041	9	1	1	6
101041	10	0	0	2
101041	13	88	 	 
101042	1	1	0	6
101042	2	1	1	6
101042	3	1	1	3
101042	5	1	0	3
101042	9	1	0	3
101042	10	1	0	3
101042	13	0	0	88
101044	1	1	1	7
101044	2	1	1	1
101044	3	1	1	1
101044	5	1	1	7
101044	9	1	0	3
101044	10	1	0	3
101044	13	88	 	 
101045	1	1	1	7
101045	2	1	1	1
101045	3	1	1	7
101045	5	1	1	1
101045	9	1	1	3
101045	10	1	1	3
101045	13	1	1	3
101046	1	1	1	7
101046	2	0	0	1
101046	3	1	1	7
101046	5	0	1	8
101046	9	1	1	3
101046	10	1	1	3
101046	13	1	1	3
101047	1	0	1	6
101047	2	1	1	1
101047	3	1	0	6
101047	5	1	1	8
101047	9	1	1	7
101047	10	1	1	7
101047	13	88	 	 
101048	1	0	0	7
101048	2	1	1	1
101048	3	0	0	7
101048	5	0	0	3
101048	9	0	0	3
101048	10	0	0	3
101048	13	88	 	 
101049	1	1	1	6
101049	2	1	0	3
101049	3	1	0	3
101049	5	1	1	6
101049	9	1	0	3
101049	10	1	0	3
101049	13	0	0	88
101050	1	1	0	1
101050	2	1	1	1
101050	3	1	1	1
101050	5	1	1	1
101050	9	0	0	2
101050	10	0	0	2
101050	13	0	0	6
111002	1	1	1	7
111002	2	1	1	3
111002	3	1	1	7
111002	5	1	1	8
111002	9	1	0	3
111002	10	1	1	7
111002	13	1	0	3
111003	1	1	1	1
111003	2	1	1	1
111003	3	1	1	1
111003	5	1	1	7
111003	9	0	0	3
111003	10	0	0	3
111003	13	0	0	3
111004	1	1	1	1
111004	2	1	1	1
111004	3	1	1	1
111004	5	1	0	3
111004	9	1	0	3
111004	10	1	0	3
111004	13	1	0	3
111005	1	1	1	7
111005	2	1	1	1
111005	3	1	1	6
111005	5	1	1	1
111005	9	0	0	8
111005	10	0	0	7
111005	13	0	0	7
111006	1	1	1	6
111006	2	1	1	6
111006	3	1	1	6
111006	5	1	1	6
111006	9	1	1	6
111006	10	1	1	6
111006	13	1	1	6
111008	1	1	1	1
111008	2	1	0	7
111008	3	1	1	1
111008	5	1	1	7
111008	9	1	0	3
111008	10	1	0	3
111008	13	1	0	3
111009	1	1	1	7
111009	2	1	1	1
111009	3	1	1	7
111009	5	1	1	7
111009	9	0	0	3
111009	10	0	0	3
111009	13	0	0	3
111010	1	1	1	1
111010	2	1	1	1
111010	3	1	1	1
111010	5	1	1	1
111010	9	0	1	7
111010	10	0	0	3
111010	13	0	0	3
111011	1	1	1	1
111011	2	1	1	1
111011	3	1	1	1
111011	5	1	1	1
111011	9	0	1	7
111011	10	0	0	2
111011	13	0	0	3
111012	1	1	1	1
111012	2	1	1	7
111012	3	1	1	1
111012	5	1	1	1
111012	9	1	0	3
111012	10	1	1	7
111012	13	1	0	7
111013	1	0	1	7
111013	2	0	1	7
111013	3	0	0	3
111013	5	0	0	3
111013	9	0	0	3
111013	10	0	0	3
111013	13	0	0	3
111015	1	1	1	1
111015	2	1	1	7
111015	3	1	1	1
111015	5	1	0	3
111015	9	1	0	3
111015	10	1	1	7
111015	13	1	0	3
111016	1	1	1	1
111016	2	1	1	1
111016	3	1	1	1
111016	5	1	1	1
111016	9	0	0	3
111016	10	0	0	3
111016	13	0	0	3
111017	1	1	1	6
111017	2	1	1	6
111017	3	1	1	6
111017	5	1	1	6
111017	9	1	1	6
111017	10	1	1	6
111017	13	1	1	6
111018	1	1	1	1
111018	2	1	1	1
111018	3	1	1	1
111018	5	1	1	1
111018	9	1	1	7
111018	10	1	1	7
111018	13	1	1	7
111019	1	1	1	1
111019	2	1	1	1
111019	3	1	1	1
111019	5	1	1	6
111019	9	0	1	6
111019	10	0	1	6
111019	13	0	1	6
111020	1	1	1	7
111020	2	1	1	7
111020	3	1	1	1
111020	5	1	1	7
111020	9	1	0	3
111020	10	1	0	3
111020	13	1	0	3
111021	1	1	1	1
111021	2	1	1	1
111021	3	1	1	6
111021	5	1	1	6
111021	9	0	0	7
111021	10	0	0	7
111021	13	0	0	7
111022	1	1	1	1
111022	2	1	1	1
111022	3	1	1	1
111022	5	1	1	1
111022	9	1	1	3
111022	10	1	1	1
111022	13	1	0	3
111023	1	1	1	1
111023	2	1	1	1
111023	3	1	1	1
111023	5	0	1	1
111023	9	0	0	3
111023	10	0	0	3
111023	13	0	0	2
111024	1	1	1	4
111024	2	1	1	4
111024	3	1	1	4
111024	5	1	1	4
111024	9	0	0	4
111024	10	0	0	4
111024	13	88	 	 
111025	1	1	1	3
111025	2	1	1	1
111025	3	1	1	1
111025	5	1	1	1
111025	9	1	1	7
111025	10	1	0	3
111025	13	1	1	3
111027	1	1	1	7
111027	2	1	1	7
111027	3	1	1	7
111027	5	1	1	7
111027	9	1	1	7
111027	10	1	1	7
111027	13	0	0	3
111028	1	1	0	3
111028	2	1	0	3
111028	3	1	0	3
111028	5	1	1	3
111028	9	1	0	3
111028	10	1	0	3
111028	13	1	0	3
111029	1	1	1	1
111029	2	1	1	1
111029	3	1	1	1
111029	5	1	1	1
111029	9	1	0	3
111029	10	1	1	1
111029	13	1	0	3
111030	1	1	1	6
111030	2	1	1	6
111030	3	1	1	7
111030	5	1	1	6
111030	9	1	1	6
111030	10	1	1	6
111030	13	1	1	6
111031	1	1	1	3
111031	2	1	1	3
111031	3	1	1	7
111031	5	1	1	1
111031	9	1	1	3
111031	10	1	1	3
111031	13	1	0	3
111032	1	1	1	7
111032	2	1	1	1
111032	3	1	1	1
111032	5	1	1	7
111032	9	0	0	3
111032	10	0	0	3
111032	13	0	0	3
111033	1	1	1	7
111033	2	1	1	7
111033	3	1	1	7
111033	5	1	1	7
111033	9	0	0	3
111033	10	0	0	3
111033	13	88	 	 
111034	1	1	1	7
111034	2	1	1	7
111034	3	1	1	7
111034	5	1	1	7
111034	9	0	0	3
111034	10	0	0	3
111034	13	0	0	3
111035	1	1	1	6
111035	2	1	1	6
111035	3	1	1	6
111035	5	1	1	1
111035	9	1	1	6
111035	10	1	1	6
111035	13	88	 	 
111036	1	1	1	3
111036	2	1	0	3
111036	3	1	1	3
111036	5	1	1	1
111036	9	1	0	3
111036	10	1	0	3
111036	13	1	1	3
111037	1	1	1	3
111037	2	1	0	3
111037	3	1	1	3
111037	5	1	1	3
111037	9	1	0	3
111037	10	1	0	3
111037	13	1	1	3
111038	1	1	1	1
111038	2	1	1	7
111038	3	1	1	7
111038	5	1	1	7
111038	9	0	0	3
111038	10	1	1	7
111038	13	0	0	3
111040	1	1	1	6
111040	2	1	1	6
111040	3	1	1	6
111040	5	1	1	6
111040	9	1	1	6
111040	10	1	1	6
111040	13	1	1	6
111041	1	1	1	1
111041	2	1	1	1
111041	3	1	1	1
111041	5	1	1	1
111041	9	1	1	1
111041	10	1	1	1
111041	13	88	 	 
111042	1	1	1	6
111042	2	1	1	6
111042	3	1	1	6
111042	5	1	1	6
111042	9	1	1	6
111042	10	1	1	6
111042	13	1	1	6
111043	1	1	1	1
111043	2	1	1	3
111043	3	1	1	3
111043	5	1	1	3
111043	9	1	0	3
111043	10	1	1	7
111043	13	1	1	3
111044	1	1	1	1
111044	2	1	1	7
111044	3	1	1	7
111044	5	1	1	7
111044	9	0	0	3
111044	10	1	1	7
111044	13	88	 	 
111045	1	1	1	3
111045	2	1	1	3
111045	3	1	1	1
111045	5	1	1	1
111045	9	1	0	3
111045	10	1	1	3
111045	13	1	0	3
111046	1	1	1	1
111046	2	1	1	1
111046	3	1	1	7
111046	5	0	0	3
111046	9	0	0	3
111046	10	0	0	3
111046	13	0	0	3
111047	1	1	1	1
111047	2	1	1	1
111047	3	1	1	1
111047	5	1	1	1
111047	9	1	0	3
111047	10	1	0	3
111047	13	1	0	1
111048	1	1	1	3
111048	2	1	1	3
111048	3	1	1	7
111048	5	1	1	3
111048	9	1	1	7
111048	10	1	1	3
111048	13	1	1	7
121001	1	1	1	1
121001	2	1	1	1
121001	3	1	1	7
121001	5	1	1	8
121001	9	1	1	3
121001	10	0	0	3
121001	13	1	1	3
121002	1	1	1	3
121002	2	1	1	1
121002	3	1	1	8
121002	5	1	1	7
121002	9	0	0	3
121002	10	0	0	3
121002	13	0	0	3
121004	1	1	1	1
121004	2	1	1	1
121004	3	1	1	1
121004	5	1	1	7
121004	9	0	0	3
121004	10	0	0	2
121004	13	0	0	4
121005	1	1	1	6
121005	2	1	1	1
121005	3	1	1	1
121005	5	1	1	1
121005	9	1	1	6
121005	10	1	1	6
121005	13	1	1	2
121007	1	1	1	1
121007	2	1	1	1
121007	3	1	1	1
121007	5	1	1	1
121007	9	1	1	3
121007	10	1	1	8
121007	13	1	1	3
121008	1	1	1	1
121008	2	1	1	1
121008	3	1	1	1
121008	5	1	1	1
121008	9	1	1	1
121008	10	1	1	1
121008	13	88	 	 
121009	1	1	1	1
121009	2	1	1	1
121009	3	1	1	1
121009	5	1	1	1
121009	9	1	0	3
121009	10	1	0	3
121009	13	1	0	3
121010	1	1	0	3
121010	2	1	1	1
121010	3	1	1	3
121010	5	1	1	3
121010	9	1	0	3
121010	10	1	0	3
121010	13	1	0	3
121011	1	1	1	7
121011	2	1	1	7
121011	3	1	0	3
121011	5	1	0	3
121011	9	1	0	3
121011	10	1	0	3
121011	13	1	0	3
121012	1	1	1	7
121012	2	1	1	1
121012	3	1	1	7
121012	5	1	1	7
121012	9	1	1	8
121012	10	1	1	8
121012	13	1	0	3
121013	1	1	1	8
121013	2	1	1	1
121013	3	1	1	8
121013	5	1	1	8
121013	9	0	1	4
121013	10	0	1	4
121013	13	88	 	 
121014	1	1	1	2
121014	2	1	0	3
121014	3	1	0	2
121014	5	1	0	6
121014	9	1	0	3
121014	10	1	0	2
121014	13	1	0	3
121015	1	1	1	1
121015	2	1	1	1
121015	3	1	1	7
121015	5	1	1	1
121015	9	1	1	3
121015	10	0	0	3
121015	13	0	0	3
121020	1	1	1	3
121020	2	1	1	6
121020	3	1	1	7
121020	5	1	1	7
121020	9	1	0	3
121020	10	1	0	3
121020	13	1	0	3
121021	1	1	1	1
121021	2	1	1	1
121021	3	1	1	1
121021	5	1	1	1
121021	9	1	1	1
121021	10	1	1	1
121021	13	88	 	 
121022	1	1	1	7
121022	2	1	1	1
121022	3	1	1	7
121022	5	1	1	2
121022	9	1	1	2
121022	10	1	1	6
121022	13	1	1	2
121023	1	1	1	3
121023	2	1	0	3
121023	3	1	0	3
121023	5	1	0	7
121023	9	1	0	3
121023	10	1	0	3
121023	13	1	0	4
121024	1	1	1	1
121024	2	1	1	1
121024	3	1	1	1
121024	5	1	1	1
121024	9	1	1	1
121024	10	1	1	1
121024	13	88	 	 
121026	1	1	1	7
121026	2	1	1	7
121026	3	1	1	7
121026	5	1	1	7
121026	9	1	0	3
121026	10	1	0	3
121026	13	1	0	3
121027	1	0	1	7
121027	2	0	1	7
121027	3	0	1	7
121027	5	1	1	1
121027	9	0	0	7
121027	10	0	0	7
121027	13	88	 	 
121028	1	1	1	1
121028	2	1	1	1
121028	3	1	1	4
121028	5	1	1	7
121028	9	1	1	7
121028	10	0	0	3
121028	13	1	1	7
121030	1	1	1	1
121030	2	1	1	1
121030	3	1	1	1
121030	5	1	1	1
121030	9	1	1	1
121030	10	1	1	1
121030	13	88	 	 
121031	1	1	1	4
121031	2	1	1	1
121031	3	1	1	7
121031	5	1	1	8
121031	9	1	1	7
121031	10	1	1	7
121031	13	1	1	3
121033	1	1	1	7
121033	2	1	1	1
121033	3	1	1	7
121033	5	1	1	1
121033	9	1	0	3
121033	10	1	0	3
121033	13	1	0	3
121034	1	1	1	1
121034	2	1	1	1
121034	3	1	1	1
121034	5	1	1	1
121034	9	1	1	1
121034	10	1	1	1
121034	13	1	1	1
121037	1	1	1	6
121037	2	1	1	6
121037	3	1	1	6
121037	5	1	1	6
121037	9	1	1	6
121037	10	1	1	6
121037	13	88	 	 
121038	1	1	1	1
121038	2	1	1	1
121038	3	1	1	1
121038	5	1	1	1
121038	9	0	1	3
121038	10	0	1	3
121038	13	88	 	 
121040	1	1	1	7
121040	2	1	1	1
121040	3	1	1	3
121040	5	1	1	8
121040	9	1	0	3
121040	10	1	0	3
121040	13	1	0	3
121043	1	1	1	1
121043	2	1	1	1
121043	3	1	1	9
121043	5	1	1	7
121043	9	1	1	9
121043	10	1	1	7
121043	13	1	1	7
121047	1	1	1	1
121047	2	1	1	1
121047	3	1	1	1
121047	5	1	1	3
121047	9	1	1	1
121047	10	1	1	1
121047	13	88	 	 
121048	1	1	1	1
121048	2	1	1	1
121048	3	1	1	7
121048	5	1	1	7
121048	9	1	1	7
121048	10	1	1	4
121048	13	1	0	3
121053	1	1	1	1
121053	2	1	1	1
121053	3	1	1	7
121053	5	1	1	1
121053	9	1	1	3
121053	10	1	1	3
121053	13	1	1	3
121054	1	1	1	1
121054	2	1	1	1
121054	3	1	1	1
121054	5	1	0	1
121054	9	1	1	1
121054	10	1	1	7
121054	13	88	 	 
121056	1	1	1	1
121056	2	1	1	1
121056	3	1	1	1
121056	5	1	1	1
121056	9	1	1	3
121056	10	1	1	4
121056	13	1	0	3
131001	1	1	1	7
131001	2	1	1	1
131001	3	1	1	7
131001	5	1	1	7
131001	9	0	0	3
131001	10	0	0	3
131001	13	88	 	 
131002	1	1	1	1
131002	2	1	1	1
131002	3	1	1	1
131002	5	1	1	1
131002	9	0	0	3
131002	10	0	0	3
131002	13	88	 	 
131004	1	1	1	1
131004	2	1	1	1
131004	3	1	1	1
131004	5	1	1	1
131004	9	1	1	1
131004	10	1	1	1
131004	13	88	 	 
131005	1	1	1	7
131005	2	1	1	1
131005	3	1	1	1
131005	5	1	1	1
131005	9	1	1	7
131005	10	1	0	3
131005	13	1	0	3
131006	1	1	1	1
131006	2	1	1	1
131006	3	1	1	1
131006	5	1	1	1
131006	9	0	0	88
131006	10	1	0	3
131006	13	88	 	 
131007	1	1	1	1
131007	2	1	1	1
131007	3	1	1	1
131007	5	1	1	1
131007	9	1	0	3
131007	10	1	0	3
131007	13	88	 	 
131008	1	1	1	1
131008	2	1	1	1
131008	3	1	1	1
131008	5	1	0	1
131008	9	1	1	7
131008	10	1	0	3
131008	13	88	 	 
131009	1	1	1	7
131009	2	1	1	7
131009	3	1	1	7
131009	5	1	1	7
131009	9	1	0	3
