CHILDCODE	HHDCIDR5	HVEMDER5	MADDECR5	WHOPRVR5
21029	8	1	1	3
21029	9	1	1	6
21030	1	1	1	7
21030	2	1	1	6
21030	3	1	1	1
21030	4	1	1	6
21030	5	1	1	1
21030	6	0	0	88
21030	7	1	1	6
21030	8	1	1	7
21030	9	1	1	6
21031	1	1	1	7
21031	2	1	1	7
21031	3	1	1	7
21031	4	1	1	7
21031	5	1	1	7
21031	6	0	0	7
21031	7	1	1	7
21031	8	1	1	7
21031	9	1	1	6
21032	1	1	1	3
21032	2	1	1	3
21032	3	1	1	1
21032	4	1	1	3
21032	5	1	1	3
21032	6	1	0	3
21032	7	1	0	3
21032	8	1	0	3
21032	9	1	0	1
21033	1	1	1	6
21033	2	1	1	1
21033	3	1	1	6
21033	4	1	1	1
21033	5	1	1	1
21033	6	1	1	6
21033	7	1	1	6
21033	8	1	1	1
21033	9	1	1	1
21034	1	0	0	88
21034	2	1	1	6
21034	3	0	0	88
21034	4	1	1	6
21034	5	1	1	2
21034	6	0	0	88
21034	7	1	1	2
21034	8	1	1	3
21034	9	1	1	6
21035	1	0	0	4
21035	2	0	0	4
21035	3	0	1	4
21035	4	0	0	4
21035	5	0	0	4
21035	6	0	0	4
21035	7	0	1	4
21035	8	1	1	6
21035	9	1	1	6
21036	1	1	1	3
21036	2	1	1	7
21036	3	1	1	3
21036	4	0	0	88
21036	5	1	1	1
21036	6	0	0	3
21036	7	1	1	1
21036	8	0	0	88
21036	9	0	0	88
21037	1	1	1	3
21037	2	0	0	3
21037	3	1	1	3
21037	4	1	1	3
21037	5	1	1	3
21037	6	1	1	3
21037	7	1	1	3
21037	8	1	1	3
21037	9	1	1	1
21038	1	1	1	3
21038	2	1	1	7
21038	3	1	1	1
21038	4	0	0	88
21038	5	1	1	1
21038	6	0	0	88
21038	7	1	1	7
21038	8	0	0	88
21038	9	0	0	88
21039	1	1	1	3
21039	2	1	1	3
21039	3	1	1	3
21039	4	1	1	3
21039	5	1	1	3
21039	6	1	1	3
21039	7	1	1	3
21039	8	1	1	3
21039	9	1	1	1
21040	1	0	0	88
21040	2	1	0	3
21040	3	1	1	3
21040	4	1	1	3
21040	5	1	1	3
21040	6	1	1	3
21040	7	1	1	3
21040	8	0	0	88
21040	9	0	0	88
21042	1	1	1	6
21042	2	1	1	6
21042	3	1	1	3
21042	4	1	1	2
21042	5	1	1	6
21042	6	0	0	88
21042	7	0	0	88
21042	8	1	1	3
21042	9	1	1	6
21043	1	1	1	3
21043	2	1	1	3
21043	3	1	1	3
21043	4	1	1	3
21043	5	1	1	3
21043	6	1	1	3
21043	7	1	1	5
21043	8	1	1	3
21043	9	1	1	1
21044	1	1	1	3
21044	2	1	1	3
21044	3	1	1	3
21044	4	1	1	3
21044	5	1	1	3
21044	6	1	1	3
21044	7	1	1	3
21044	8	1	1	1
21044	9	1	0	1
21045	1	1	1	8
21045	2	1	1	6
21045	3	1	1	1
21045	4	1	1	6
21045	5	1	1	1
21045	6	0	0	88
21045	7	1	1	6
21045	8	1	1	4
21045	9	1	1	6
21046	1	0	0	88
21046	2	1	1	3
21046	3	1	1	3
21046	4	1	1	3
21046	5	1	1	3
21046	6	1	1	3
21046	7	1	1	3
21046	8	1	1	3
21046	9	1	1	6
21047	1	0	0	88
21047	2	1	1	7
21047	3	1	1	7
21047	4	1	1	7
21047	5	1	1	7
21047	6	1	1	3
21047	7	1	1	3
21047	8	1	1	7
21047	9	1	1	6
21048	1	1	1	6
21048	2	1	1	1
21048	3	1	1	6
21048	4	1	1	6
21048	5	1	1	6
21048	6	1	1	6
21048	7	1	1	6
21048	8	1	1	1
21048	9	1	1	1
21049	1	1	1	7
21049	2	1	1	3
21049	3	1	1	7
21049	4	1	1	7
21049	5	1	1	7
21049	6	0	0	88
21049	7	0	0	7
21049	8	1	1	7
21049	9	1	1	6
21050	1	1	1	3
21050	2	1	1	7
21050	3	1	1	1
21050	4	0	0	88
21050	5	1	1	1
21050	6	0	0	88
21050	7	1	1	7
21050	8	0	0	88
21050	9	0	0	88
31002	1	1	1	3
31002	2	1	1	3
31002	3	1	1	1
31002	4	1	1	1
31002	5	1	1	1
31002	6	1	1	1
31002	7	1	1	1
31002	8	1	1	7
31002	9	1	1	6
31005	1	1	0	3
31005	2	1	1	7
31005	3	1	1	7
31005	4	1	1	7
31005	5	1	1	7
31005	6	1	1	7
31005	7	1	1	7
31005	8	1	1	7
31005	9	1	1	6
31006	1	0	0	3
31006	2	0	0	3
31006	3	0	0	3
31006	4	0	0	3
31006	5	1	1	1
31006	6	0	0	3
31006	7	1	1	1
31006	8	1	1	3
31006	9	1	1	6
31007	1	0	0	7
31007	2	1	1	7
31007	3	0	1	7
31007	4	0	1	7
31007	5	0	1	7
31007	6	0	1	7
31007	7	0	1	7
31007	8	0	1	1
31007	9	0	1	1
31009	1	0	1	4
31009	2	0	0	4
31009	3	1	1	8
31009	4	0	0	4
31009	5	0	0	8
31009	6	0	0	4
31009	7	0	1	4
31009	8	0	1	4
31009	9	0	1	6
31010	1	1	1	3
31010	2	1	1	7
31010	3	0	1	7
31010	4	1	1	3
31010	5	1	1	7
31010	6	1	1	7
31010	7	1	1	7
31010	8	1	1	7
31010	9	1	1	6
31011	1	0	0	3
31011	2	0	0	3
31011	3	0	0	3
31011	4	0	0	3
31011	5	0	0	3
31011	6	0	0	3
31011	7	0	0	3
31011	8	0	0	7
31011	9	0	0	6
31012	1	0	1	3
31012	2	1	1	1
31012	3	0	1	3
31012	4	0	1	3
31012	5	0	1	3
31012	6	0	1	3
31012	7	0	1	3
31012	8	1	1	7
31012	9	1	1	6
31013	1	0	1	3
31013	2	1	1	3
31013	3	0	1	3
31013	4	0	1	6
31013	5	0	1	3
31013	6	0	1	3
31013	7	0	1	3
31013	8	0	1	1
31013	9	1	1	3
31014	1	1	1	7
31014	2	1	1	7
31014	3	1	1	7
31014	4	1	1	7
31014	5	1	1	7
31014	6	0	0	3
31014	7	1	1	7
31014	8	1	1	7
31014	9	1	1	6
31015	1	1	1	7
31015	2	1	1	3
31015	3	1	1	7
31015	4	1	1	7
31015	5	1	1	7
31015	6	1	1	7
31015	7	1	1	7
31015	8	1	1	7
31015	9	1	1	6
31016	1	0	1	2
31016	2	1	1	1
31016	3	0	1	2
31016	4	0	1	1
31016	5	0	1	2
31016	6	0	1	2
31016	7	0	1	2
31016	8	1	1	6
31016	9	1	1	6
31018	1	0	1	3
31018	2	1	1	1
31018	3	0	1	1
31018	4	0	1	3
31018	5	0	1	3
31018	6	0	1	3
31018	7	0	1	3
31018	8	0	1	3
31018	9	0	1	2
31019	1	0	1	3
31019	2	1	1	7
31019	3	0	1	3
31019	4	0	1	3
31019	5	1	1	7
31019	6	0	1	1
31019	7	0	1	7
31019	8	0	1	7
31019	9	0	1	6
31020	1	1	1	3
31020	2	0	0	3
31020	3	1	1	1
31020	4	1	1	1
31020	5	1	1	3
31020	6	1	1	3
31020	7	0	0	1
31020	8	1	1	1
31020	9	1	1	6
31022	1	1	1	7
31022	2	1	1	7
31022	3	1	1	7
31022	4	1	1	7
31022	5	1	1	7
31022	6	1	0	77
31022	7	1	1	7
31022	8	1	1	7
31022	9	1	1	6
31023	1	1	0	3
31023	2	1	0	3
31023	3	1	1	7
31023	4	1	1	7
31023	5	1	1	7
31023	6	1	0	3
31023	7	1	0	7
31023	8	1	1	7
31023	9	1	1	6
31024	1	0	0	3
31024	2	0	0	3
31024	3	1	1	1
31024	4	0	0	7
31024	5	1	1	1
31024	6	0	0	3
31024	7	0	0	7
31024	8	1	1	3
31024	9	1	1	6
31025	1	0	1	3
31025	2	1	1	7
31025	3	0	1	3
31025	4	0	1	3
31025	5	1	1	7
31025	6	0	1	3
31025	7	0	1	3
31025	8	0	1	7
31025	9	0	1	6
31026	1	0	1	3
31026	2	1	1	7
31026	3	0	1	3
31026	4	0	0	3
31026	5	1	1	7
31026	6	0	1	3
31026	7	0	1	3
31026	8	0	1	7
31026	9	0	1	6
31027	1	0	0	3
31027	2	0	0	3
31027	3	0	0	3
31027	4	0	0	3
31027	5	0	0	3
31027	6	0	0	3
31027	7	0	0	3
31027	8	0	0	3
31027	9	0	0	6
31028	1	0	1	6
31028	2	1	1	6
31028	3	0	1	6
31028	4	0	1	6
31028	5	0	1	6
31028	6	0	1	6
31028	7	0	1	6
31028	8	0	1	6
31028	9	0	1	6
31029	1	1	1	7
31029	2	1	1	7
31029	3	1	1	7
31029	4	1	1	7
31029	5	1	1	7
31029	6	1	1	7
31029	7	1	1	7
31029	8	1	1	6
31029	9	1	1	6
31030	1	0	1	3
31030	2	1	1	3
31030	3	0	1	3
31030	4	0	1	3
31030	5	0	1	6
31030	6	0	1	3
31030	7	0	1	3
31030	8	1	1	1
31030	9	1	1	2
31031	1	0	1	3
31031	2	1	1	1
31031	3	0	1	3
31031	4	0	1	3
31031	5	0	1	3
31031	6	0	1	3
31031	7	0	1	3
31031	8	0	1	7
31031	9	0	1	6
31032	1	1	1	1
31032	2	1	1	1
31032	3	1	1	7
31032	4	1	1	8
31032	5	1	1	4
31032	6	1	0	77
31032	7	1	1	4
31032	8	1	1	6
31032	9	1	1	6
31033	1	0	1	3
31033	2	1	1	1
31033	3	0	1	3
31033	4	0	1	3
31033	5	0	1	3
31033	6	0	1	3
31033	7	0	1	3
31033	8	0	1	1
31033	9	0	1	2
31034	1	1	1	3
31034	2	1	1	7
31034	3	1	1	7
31034	4	1	1	7
31034	5	1	1	7
31034	6	1	1	3
31034	7	1	1	7
31034	8	1	1	7
31034	9	1	1	6
31035	1	0	1	3
31035	2	1	1	7
31035	3	0	1	3
31035	4	0	1	7
31035	5	1	1	7
31035	6	0	1	3
31035	7	0	1	3
31035	8	0	1	7
31035	9	0	1	6
31036	1	0	1	3
31036	2	1	1	7
31036	3	0	1	1
31036	4	0	1	3
31036	5	0	1	3
31036	6	0	1	3
31036	7	0	1	7
31036	8	0	1	7
31036	9	0	1	6
31038	1	0	1	3
31038	2	1	1	7
31038	3	0	1	7
31038	4	0	1	3
31038	5	1	1	3
31038	6	0	1	3
31038	7	0	1	3
31038	8	0	1	7
31038	9	0	1	6
31039	1	0	1	3
31039	2	1	1	1
31039	3	0	1	3
31039	4	0	1	3
31039	5	0	1	3
31039	6	0	1	3
31039	7	0	1	3
31039	8	1	1	1
31039	9	0	1	2
31040	1	0	1	3
31040	2	1	1	7
31040	3	1	1	1
31040	4	0	0	3
31040	5	1	1	7
31040	6	0	1	1
31040	7	1	0	3
31040	8	0	1	7
31040	9	0	1	6
31041	1	0	1	3
31041	2	1	1	1
31041	3	0	1	3
31041	4	0	1	3
31041	5	0	1	3
31041	6	0	1	3
31041	7	0	1	3
31041	8	0	1	3
31041	9	0	1	2
31042	1	0	1	3
31042	2	1	1	1
31042	3	0	1	3
31042	4	0	1	3
31042	5	0	1	3
31042	6	0	1	3
31042	7	0	1	3
31042	8	1	1	1
31042	9	1	1	2
31043	1	0	1	3
31043	2	1	1	7
31043	3	0	1	3
31043	4	1	1	3
31043	5	1	1	7
31043	6	0	1	7
31043	7	0	1	3
31043	8	0	1	7
31043	9	0	1	6
31047	1	0	1	3
31047	2	1	1	7
31047	3	0	1	1
31047	4	0	1	3
31047	5	1	1	7
31047	6	0	1	3
31047	7	0	1	3
31047	8	0	1	7
31047	9	0	1	6
31048	1	0	1	3
31048	2	1	1	1
31048	3	0	1	3
31048	4	0	1	3
31048	5	0	1	3
31048	6	0	1	3
31048	7	0	1	3
31048	8	1	1	7
31048	9	1	1	2
31049	1	1	1	7
31049	2	1	1	7
31049	3	1	1	7
31049	4	1	1	7
31049	5	1	1	7
31049	6	1	1	7
31049	7	1	1	7
31049	8	1	1	7
31049	9	1	1	7
31050	1	0	0	6
31050	2	1	1	6
31050	3	0	0	6
31050	4	0	0	1
31050	5	1	1	6
31050	6	0	0	6
31050	7	0	0	6
31050	8	1	1	7
31050	9	1	1	6
41001	1	0	0	88
41001	2	1	1	3
41001	3	1	1	1
41001	4	0	0	88
41001	5	1	1	1
41001	6	0	0	88
41001	7	0	0	88
41001	8	0	0	88
41001	9	0	0	88
41002	1	1	1	3
41002	2	1	1	3
41002	3	1	1	3
41002	4	1	1	3
41002	5	1	1	3
41002	6	1	1	3
41002	7	1	1	3
41002	8	1	1	3
41002	9	1	1	6
41003	1	0	0	88
41003	2	1	1	6
41003	3	1	1	6
41003	4	1	1	6
41003	5	1	1	6
41003	6	0	0	88
41003	7	1	1	6
41003	8	1	1	3
41003	9	1	1	6
41004	1	1	1	7
41004	2	1	1	7
41004	3	1	1	7
41004	4	1	1	7
41004	5	1	1	7
41004	6	1	1	7
41004	7	1	1	7
41004	8	0	0	88
41004	9	0	0	88
41005	1	0	0	88
41005	2	1	0	88
41005	3	1	1	7
41005	4	1	1	7
41005	5	1	1	7
41005	6	0	0	88
41005	7	0	0	88
41005	8	1	1	88
41005	9	0	0	88
41006	1	1	1	7
41006	2	1	1	7
41006	3	1	1	7
41006	4	1	1	7
41006	5	1	1	7
41006	6	1	1	7
41006	7	1	1	7
41006	8	1	0	88
41006	9	0	1	88
41007	1	0	0	88
41007	2	1	1	6
41007	3	1	1	6
41007	4	1	1	6
41007	5	1	1	6
