CHILDCODE	LANGIDR5	LNCNSPR5	LNSPKR5	LNREADR5	LNWRTER5
201033	1	1	1	1	1
201033	2	7	2	1	1
201033	3	5	3	3	3
201034	1	1	1	3	2
201034	2	7	1	1	1
201034	3	5	1	1	1
201038	1	1	1	1	1
201038	2	7	1	1	1
201038	3	5	3	3	4
201039	1	2	2	3	4
201039	2	7	3	2	2
201041	1	2	2	5	5
201044	1	2	2	2	3
201044	2	7	5	4	4
201047	1	2	1	3	3
201047	2	7	2	2	2
201048	1	5	1	4	4
201048	2	1	4	5	5
201049	1	2	1	1	3
201049	2	7	2	2	2
201050	1	2	1	1	1
201050	2	5	2	3	5
201050	3	7	1	1	1
201051	1	5	1	1	1
201051	2	2	1	2	1
201051	3	1	4	4	4
