CHILDCODE	NONFODR4	PURITMR4	SPYRR4	SPNMR4
90009	15	1	200	1
90009	16	0	 	 
90009	17	0	 	 
90009	18	0	 	 
90009	19	0	 	 
90009	20	0	 	 
90009	21	0	 	 
90009	22	0	 	 
90009	23	0	 	 
90009	24	0	 	 
90009	25	0	 	 
90009	26	1	48	0
90009	27	0	 	 
90009	28	0	 	 
90009	29	0	 	 
90009	30	0	 	 
90009	31	0	 	 
90010	1	1	120	 
90010	2	1	180	 
90010	3	1	650	1
90010	4	1	250	88
90010	5	0	 	 
90010	6	1	60	 
90010	7	1	120	2
90010	8	1	60	88
90010	9	0	 	 
90010	10	0	 	 
90010	11	1	3	88
90010	12	1	6	2
90010	13	0	 	 
90010	14	0	 	 
90010	15	1	100	1
90010	16	0	 	 
90010	17	1	472	1
90010	18	0	 	 
90010	19	0	 	 
90010	20	0	 	 
90010	21	0	 	 
90010	22	0	 	 
90010	23	0	 	 
90010	24	0	 	 
90010	25	0	 	 
90010	26	0	 	 
90010	27	0	 	 
90010	28	0	 	 
90010	29	0	 	 
90010	30	0	 	 
90010	31	0	 	 
90011	1	1	900	 
90011	2	1	214	 
90011	3	1	200	4
90011	4	1	600	88
90011	5	1	530	 
90011	6	1	120	 
90011	7	1	120	4
90011	8	1	60	88
90011	9	1	400	88
90011	10	1	200	4
90011	11	0	 	 
90011	12	0	 	 
90011	13	0	 	 
90011	14	0	 	 
90011	15	1	120	1
90011	16	1	300	88
90011	17	0	 	 
90011	18	0	 	 
90011	19	0	 	 
90011	20	0	 	 
90011	21	0	 	 
90011	22	0	 	 
90011	23	0	 	 
90011	24	0	 	 
90011	25	0	 	 
90011	26	1	300	0
90011	27	0	 	 
90011	28	0	 	 
90011	29	1	50	4
90011	30	0	 	 
90011	31	0	 	 
90012	1	1	1700	 
90012	2	1	1000	 
90012	3	1	600	4
90012	4	1	900	88
90012	5	1	25	 
90012	6	1	200	 
90012	7	1	300	4
90012	8	1	160	88
90012	9	1	280	88
90012	10	1	280	4
90012	11	0	 	 
90012	12	0	 	 
90012	13	0	 	 
90012	14	0	 	 
90012	15	1	120	2
90012	16	0	 	 
90012	17	0	 	 
90012	18	1	120	0
90012	19	0	 	 
90012	20	0	 	 
90012	21	0	 	 
90012	22	0	 	 
90012	23	0	 	 
90012	24	0	 	 
90012	25	0	 	 
90012	26	0	 	 
90012	27	0	 	 
90012	28	0	 	 
90012	29	0	 	 
90012	30	0	 	 
90012	31	0	 	 
90013	1	0	 	 
90013	2	0	 	 
90013	3	1	140	4
90013	4	1	420	88
90013	5	0	 	 
90013	6	0	 	 
90013	7	1	30	4
90013	8	1	150	88
90013	9	1	190	88
90013	10	0	 	 
90013	11	1	2	88
90013	12	1	2	4
90013	13	0	 	 
90013	14	0	 	 
90013	15	1	85	1
90013	16	0	 	 
90013	17	0	 	 
90013	18	0	 	 
90013	19	0	 	 
90013	20	0	 	 
90013	21	0	 	 
90013	22	0	 	 
90013	23	0	 	 
90013	24	0	 	 
90013	25	0	 	 
90013	26	1	240	0
90013	27	0	 	 
90013	28	0	 	 
90013	29	0	 	 
90013	30	0	 	 
90013	31	0	 	 
90014	1	1	420	 
90014	2	1	380	 
90014	3	1	410	1
90014	4	1	200	88
90014	5	1	80	 
90014	6	1	64	 
90014	7	1	125	1
90014	8	1	50	88
90014	9	0	 	 
90014	10	1	150	4
90014	11	1	3	88
90014	12	1	6	2
90014	13	0	 	 
90014	14	0	 	 
90014	15	1	70	1
90014	16	0	 	 
90014	17	1	150	0
90014	18	0	 	 
90014	19	0	 	 
90014	20	0	 	 
90014	21	0	 	 
90014	22	0	 	 
90014	23	0	 	 
90014	24	0	 	 
90014	25	0	 	 
90014	26	1	132	0
90014	27	0	 	 
90014	28	0	 	 
90014	29	0	 	 
90014	30	0	 	 
90014	31	0	 	 
90015	1	1	3760	 
90015	2	1	1380	 
90015	3	1	1230	1
90015	4	1	840	88
90015	5	1	730	 
90015	6	1	480	 
90015	7	1	375	1
90015	8	1	150	88
90015	9	1	600	88
90015	10	1	500	2
90015	11	0	 	 
90015	12	0	 	 
90015	13	0	 	 
90015	14	0	 	 
90015	15	1	600	1
90015	16	0	 	 
90015	17	0	 	 
90015	18	1	130	1
90015	19	1	250	1
90015	20	0	 	 
90015	21	1	680	0
90015	22	0	 	 
90015	23	0	 	 
90015	24	0	 	 
90015	25	0	 	 
90015	26	0	 	 
90015	27	0	 	 
90015	28	0	 	 
90015	29	0	 	 
90015	30	0	 	 
90015	31	0	 	 
90016	1	1	1130	 
90016	2	1	100	 
90016	3	1	1200	88
90016	4	1	800	3
90016	5	1	200	 
90016	6	1	320	 
90016	7	1	400	88
90016	8	1	270	3
90016	9	0	 	 
90016	10	0	 	 
90016	11	0	 	 
90016	12	0	 	 
90016	13	0	 	 
90016	14	0	 	 
90016	15	1	70	3
90016	16	0	 	 
90016	17	0	 	 
90016	18	0	 	 
90016	19	0	 	 
90016	20	0	 	 
90016	21	0	 	 
90016	22	0	 	 
90016	23	0	 	 
90016	24	0	 	 
90016	25	0	 	 
90016	26	1	110	0
90016	27	0	 	 
90016	28	0	 	 
90016	29	0	 	 
90016	30	0	 	 
90016	31	0	 	 
90017	1	0	 	 
90017	2	1	300	 
90017	3	1	160	0
90017	4	1	480	88
90017	5	1	500	 
90017	6	1	90	 
90017	7	1	40	2
90017	8	1	70	88
90017	9	0	 	 
90017	10	1	200	4
90017	11	1	102	88
90017	12	1	102	1
90017	13	0	 	 
90017	14	0	 	 
90017	15	0	 	 
90017	16	1	200	1
90017	17	0	 	 
90017	18	0	 	 
90017	19	0	 	 
90017	20	0	 	 
90017	21	0	 	 
90017	22	0	 	 
90017	23	0	 	 
90017	24	0	 	 
90017	25	0	 	 
90017	26	0	 	 
90017	27	0	 	 
90017	28	0	 	 
90017	29	0	 	 
90017	30	0	 	 
90017	31	0	 	 
90018	1	1	2000	 
90018	2	1	600	 
90018	3	1	600	88
90018	4	1	2500	1
90018	5	1	500	 
90018	6	1	120	 
90018	7	1	200	88
90018	8	1	300	1
90018	9	1	600	1
90018	10	1	200	88
90018	11	0	 	 
90018	12	0	 	 
90018	13	0	 	 
90018	14	0	 	 
90018	15	0	 	 
90018	16	0	 	 
90018	17	0	 	 
90018	18	0	 	 
90018	19	0	 	 
90018	20	0	 	 
90018	21	0	 	 
90018	22	0	 	 
90018	23	0	 	 
90018	24	0	 	 
90018	25	0	 	 
90018	26	0	 	 
90018	27	0	 	 
90018	28	0	 	 
90018	29	0	 	 
90018	30	0	 	 
90018	31	0	 	 
90019	1	1	700	 
90019	2	1	400	 
90019	3	1	1050	1
90019	4	1	700	88
90019	5	1	400	 
90019	6	1	210	 
90019	7	1	180	0
90019	8	1	300	88
90019	9	0	 	 
90019	10	1	500	1
90019	11	1	4	88
90019	12	1	52	1
90019	13	0	 	 
90019	14	1	100	4
90019	15	1	200	1
90019	16	0	 	 
90019	17	1	15	0
90019	18	1	350	0
90019	19	0	 	 
90019	20	0	 	 
90019	21	0	 	 
90019	22	0	 	 
90019	23	0	 	 
90019	24	0	 	 
90019	25	0	 	 
90019	26	1	120	1
90019	27	0	 	 
90019	28	0	 	 
90019	29	0	 	 
90019	30	0	 	 
90019	31	0	 	 
90020	1	1	1000	 
90020	2	1	500	 
90020	3	1	450	88
90020	4	1	800	1
90020	5	1	250	 
90020	6	1	150	 
90020	7	0	 	 
90020	8	1	460	1
90020	9	1	200	0
90020	10	0	 	 
90020	11	1	6	2
90020	12	1	50	88
90020	13	0	 	 
90020	14	0	 	 
90020	15	1	200	1
90020	16	0	 	 
90020	17	1	250	3
90020	18	0	 	 
90020	19	0	 	 
90020	20	0	 	 
90020	21	0	 	 
90020	22	0	 	 
90020	23	0	 	 
90020	24	0	 	 
90020	25	0	 	 
90020	26	0	 	 
90020	27	0	 	 
90020	28	0	 	 
90020	29	0	 	 
90020	30	0	 	 
90020	31	0	 	 
90021	1	1	450	 
90021	2	1	690	 
90021	3	1	835	1
90021	4	0	 	 
90021	5	1	60	 
90021	6	1	200	 
90021	7	1	375	1
90021	8	0	 	 
90021	9	0	 	 
90021	10	0	 	 
90021	11	0	 	 
90021	12	1	200	0
90021	13	0	 	 
90021	14	0	 	 
90021	15	1	200	1
90021	16	0	 	 
90021	17	1	15	0
90021	18	1	45	0
90021	19	0	 	 
90021	20	0	 	 
90021	21	0	 	 
90021	22	0	 	 
90021	23	1	24	1
90021	24	0	 	 
90021	25	0	 	 
90021	26	0	 	 
90021	27	0	 	 
90021	28	0	 	 
90021	29	0	 	 
90021	30	0	 	 
90021	31	0	 	 
90022	1	1	1500	 
90022	2	1	800	 
90022	3	1	260	88
90022	4	1	600	4
90022	5	1	170	 
90022	6	1	190	 
90022	7	1	180	88
90022	8	1	150	4
90022	9	1	150	4
90022	10	1	80	88
90022	11	1	2	4
90022	12	1	2	88
90022	13	0	 	 
90022	14	0	 	 
90022	15	1	50	2
90022	16	0	 	 
90022	17	1	180	4
90022	18	0	 	 
90022	19	0	 	 
90022	20	0	 	 
90022	21	0	 	 
90022	22	0	 	 
90022	23	0	 	 
90022	24	0	 	 
90022	25	0	 	 
90022	26	0	 	 
90022	27	0	 	 
90022	28	0	 	 
90022	29	0	 	 
90022	30	0	 	 
90022	31	0	 	 
90023	1	1	500	 
90023	2	1	700	 
90023	3	1	1000	1
90023	4	0	 	 
90023	5	1	45	 
90023	6	1	57	 
90023	7	1	400	1
90023	8	0	 	 
90023	9	0	 	 
90023	10	1	400	1
90023	11	0	 	 
90023	12	0	 	 
90023	13	0	 	 
90023	14	0	 	 
90023	15	1	130	1
90023	16	0	 	 
90023	17	0	 	 
90023	18	0	 	 
90023	19	0	 	 
90023	20	0	 	 
90023	21	0	 	 
90023	22	0	 	 
90023	23	0	 	 
90023	24	0	 	 
90023	25	0	 	 
90023	26	0	 	 
90023	27	0	 	 
90023	28	0	 	 
90023	29	1	50	1
90023	30	0	 	 
90023	31	0	 	 
90024	1	1	1500	 
90024	2	1	600	 
90024	3	1	900	2
90024	4	1	360	88
90024	5	1	450	 
90024	6	1	120	 
90024	7	1	540	2
90024	8	1	60	88
90024	9	0	 	 
90024	10	1	680	1
90024	11	0	 	 
90024	12	1	10	2
90024	13	0	 	 
90024	14	0	 	 
90024	15	1	320	1
90024	16	0	 	 
90024	17	0	 	 
90024	18	0	 	 
90024	19	0	 	 
90024	20	0	 	 
90024	21	0	 	 
90024	22	0	 	 
90024	23	0	 	 
90024	24	0	 	 
90024	25	0	 	 
90024	26	0	 	 
90024	27	0	 	 
90024	28	0	 	 
90024	29	0	 	 
90024	30	0	 	 
90024	31	0	 	 
90025	1	1	1000	 
90025	2	1	400	 
90025	3	1	450	88
90025	4	1	850	1
90025	5	1	35	 
90025	6	1	150	 
90025	7	1	110	88
90025	8	1	135	1
90025	9	0	 	 
90025	10	0	 	 
90025	11	1	6	1
90025	12	1	4	0
90025	13	0	 	 
90025	14	0	 	 
90025	15	1	120	1
90025	16	0	 	 
90025	17	0	 	 
90025	18	0	 	 
90025	19	0	 	 
90025	20	0	 	 
90025	21	0	 	 
90025	22	0	 	 
90025	23	0	 	 
90025	24	0	 	 
90025	25	0	 	 
90025	26	1	200	0
90025	27	0	 	 
90025	28	0	 	 
90025	29	0	 	 
90025	30	0	 	 
90025	31	0	 	 
90026	1	1	540	 
90026	2	1	300	 
90026	3	1	350	4
90026	4	1	580	88
90026	5	0	 	 
90026	6	1	90	 
90026	7	1	60	4
90026	8	1	150	88
90026	9	0	 	 
90026	10	0	 	 
90026	11	0	 	 
90026	12	0	 	 
90026	13	0	 	 
90026	14	0	 	 
90026	15	1	60	4
90026	16	0	 	 
90026	17	1	1500	0
90026	18	0	 	 
90026	19	0	 	 
90026	20	0	 	 
90026	21	0	 	 
90026	22	0	 	 
90026	23	0	 	 
90026	24	0	 	 
90026	25	0	 	 
90026	26	1	48	0
90026	27	1	60	0
90026	28	0	 	 
90026	29	0	 	 
90026	30	0	 	 
90026	31	0	 	 
90027	1	1	1500	 
90027	2	1	700	 
90027	3	1	700	3
90027	4	1	1200	88
90027	5	1	1200	 
90027	6	1	300	 
90027	7	1	60	2
90027	8	1	400	88
90027	9	1	500	88
90027	10	1	200	4
90027	11	1	6	88
90027	12	1	3	4
90027	13	0	 	 
90027	14	0	 	 
90027	15	1	200	1
90027	16	0	 	 
90027	17	0	 	 
90027	18	0	 	 
90027	19	0	 	 
90027	20	0	 	 
90027	21	0	 	 
90027	22	0	 	 
90027	23	0	 	 
90027	24	0	 	 
90027	25	0	 	 
90027	26	1	300	0
90027	27	0	 	 
90027	28	0	 	 
90027	29	0	 	 
90027	30	0	 	 
90027	31	0	 	 
90028	1	1	250	 
90028	2	1	575	 
90028	3	0	 	 
90028	4	0	 	 
90028	5	0	 	 
90028	6	1	26	 
90028	7	1	40	88
90028	8	1	40	2
90028	9	1	300	4
90028	10	0	 	 
90028	11	1	3	4
90028	12	0	 	 
90028	13	0	 	 
90028	14	0	 	 
90028	15	1	45	4
90028	16	0	 	 
90028	17	1	100	0
90028	18	0	 	 
90028	19	0	 	 
90028	20	0	 	 
90028	21	0	 	 
90028	22	0	 	 
90028	23	0	 	 
90028	24	0	 	 
90028	25	0	 	 
90028	26	1	80	0
90028	27	0	 	 
90028	28	0	 	 
90028	29	0	 	 
90028	30	0	 	 
90028	31	0	 	 
90030	1	1	545	 
90030	2	1	750	 
90030	3	1	350	1
90030	4	1	150	88
90030	5	1	200	 
90030	6	1	60	 
90030	7	1	155	3
90030	8	1	50	88
90030	9	0	 	 
90030	10	0	 	 
90030	11	1	7	1
90030	12	0	 	 
90030	13	0	 	 
90030	14	0	 	 
90030	15	0	 	 
90030	16	0	 	 
90030	17	1	5	4
90030	18	1	30	4
90030	19	0	 	 
90030	20	0	 	 
90030	21	0	 	 
90030	22	0	 	 
90030	23	0	 	 
90030	24	0	 	 
90030	25	0	 	 
90030	26	1	42	1
90030	27	0	 	 
90030	28	1	50	88
90030	29	0	 	 
90030	30	0	 	 
90030	31	0	 	 
90031	1	1	2220	 
90031	2	1	1660	 
90031	3	1	1125	88
90031	4	1	380	3
90031	5	1	1140	 
90031	6	1	500	 
90031	7	1	225	88
90031	8	1	275	3
90031	9	0	 	 
90031	10	1	250	88
90031	11	0	 	 
90031	12	0	 	 
90031	13	0	 	 
90031	14	0	 	 
90031	15	1	150	88
90031	16	0	 	 
90031	17	0	 	 
90031	18	0	 	 
90031	19	0	 	 
90031	20	0	 	 
90031	21	0	 	 
90031	22	0	 	 
90031	23	0	 	 
90031	24	0	 	 
90031	25	0	 	 
90031	26	1	80	88
90031	27	0	 	 
90031	28	0	 	 
90031	29	1	100	88
90031	30	0	 	 
90031	31	0	 	 
90033	1	1	600	 
90033	2	1	600	 
90033	3	1	600	4
90033	4	1	600	88
90033	5	1	200	 
90033	6	0	 	 
90033	7	1	200	4
90033	8	1	150	88
90033	9	0	 	 
90033	10	1	280	4
90033	11	0	 	 
90033	12	1	2	4
90033	13	0	 	 
90033	14	0	 	 
90033	15	1	72	4
90033	16	0	 	 
90033	17	1	60	4
90033	18	0	 	 
90033	19	0	 	 
90033	20	0	 	 
90033	21	0	 	 
90033	22	0	 	 
90033	23	0	 	 
90033	24	0	 	 
90033	25	0	 	 
90033	26	1	140	0
90033	27	0	 	 
90033	28	0	 	 
90033	29	0	 	 
90033	30	0	 	 
90033	31	0	 	 
90034	1	1	650	 
90034	2	1	350	 
90034	3	0	 	 
90034	4	1	100	4
90034	5	1	150	 
90034	6	1	180	 
90034	7	0	 	 
90034	8	1	55	2
90034	9	1	340	2
90034	10	0	 	 
90034	11	0	 	 
90034	12	0	 	 
90034	13	0	 	 
90034	14	0	 	 
90034	15	1	300	1
90034	16	0	 	 
90034	17	0	 	 
90034	18	0	 	 
90034	19	0	 	 
90034	20	0	 	 
90034	21	0	 	 
90034	22	0	 	 
90034	23	0	 	 
90034	24	0	 	 
90034	25	0	 	 
90034	26	0	 	 
90034	27	0	 	 
90034	28	1	50	2
90034	29	1	200	88
90034	30	0	 	 
90034	31	0	 	 
90035	1	1	1385	 
90035	2	1	796	 
90035	3	1	842	88
90035	4	1	600	3
90035	5	1	213	 
90035	6	1	132	 
90035	7	1	125	88
90035	8	1	58	3
90035	9	0	 	 
90035	10	0	 	 
90035	11	0	 	 
90035	12	0	 	 
90035	13	0	 	 
90035	14	0	 	 
90035	15	1	250	1
90035	16	0	 	 
90035	17	0	 	 
90035	18	0	 	 
90035	19	0	 	 
90035	20	0	 	 
90035	21	0	 	 
90035	22	0	 	 
90035	23	0	 	 
90035	24	0	 	 
90035	25	0	 	 
90035	26	0	 	 
90035	27	0	 	 
90035	28	0	 	 
90035	29	0	 	 
90035	30	0	 	 
90035	31	0	 	 
90036	1	1	400	 
90036	2	1	500	 
90036	3	1	300	4
90036	4	1	700	88
90036	5	1	250	 
90036	6	1	90	 
90036	7	1	100	4
90036	8	1	280	88
90036	9	0	 	 
90036	10	0	 	 
90036	11	1	30	88
90036	12	1	2	4
90036	13	0	 	 
90036	14	0	 	 
90036	15	1	180	1
90036	16	0	 	 
90036	17	1	15	1
90036	18	1	400	1
90036	19	0	 	 
90036	20	0	 	 
90036	21	0	 	 
90036	22	0	 	 
90036	23	0	 	 
90036	24	0	 	 
90036	25	0	 	 
90036	26	0	 	 
90036	27	0	 	 
90036	28	1	100	88
90036	29	0	 	 
90036	30	0	 	 
90036	31	0	 	 
90037	1	1	500	 
90037	2	1	300	 
90037	3	1	250	3
90037	4	1	140	88
90037	5	1	100	 
90037	6	1	90	 
90037	7	1	100	3
90037	8	1	50	88
90037	9	0	 	 
90037	10	1	150	4
90037	11	0	 	 
90037	12	0	 	 
90037	13	0	 	 
90037	14	0	 	 
90037	15	1	30	2
90037	16	0	 	 
90037	17	0	 	 
90037	18	0	 	 
90037	19	0	 	 
90037	20	0	 	 
90037	21	0	 	 
90037	22	0	 	 
90037	23	0	 	 
90037	24	0	 	 
90037	25	0	 	 
90037	26	0	 	 
90037	27	0	 	 
90037	28	0	 	 
90037	29	0	 	 
90037	30	0	 	 
90037	31	0	 	 
90038	1	0	 	 
90038	2	0	 	 
90038	3	1	500	3
90038	4	1	60	88
90038	5	0	 	 
90038	6	0	 	 
90038	7	1	120	1
90038	8	0	 	 
90038	9	0	 	 
90038	10	1	400	1
90038	11	0	 	 
90038	12	0	 	 
90038	13	0	 	 
90038	14	0	 	 
90038	15	1	215	1
90038	16	0	 	 
90038	17	1	7000	0
90038	18	0	 	 
90038	19	0	 	 
90038	20	0	 	 
90038	21	0	 	 
90038	22	0	 	 
90038	23	0	 	 
90038	24	0	 	 
90038	25	0	 	 
90038	26	1	3000	0
90038	27	1	2000	0
90038	28	0	 	 
90038	29	0	 	 
90038	30	0	 	 
90038	31	0	 	 
90039	1	1	330	 
90039	2	1	420	 
90039	3	1	350	3
90039	4	1	320	88
90039	5	1	160	 
90039	6	1	100	 
90039	7	1	90	2
90039	8	1	250	88
90039	9	1	360	88
90039	10	1	250	4
90039	11	1	6	88
90039	12	1	3	4
90039	13	0	 	 
90039	14	0	 	 
90039	15	1	260	1
90039	16	0	 	 
90039	17	1	20	0
90039	18	1	1200	0
90039	19	0	 	 
90039	20	0	 	 
90039	21	0	 	 
90039	22	0	 	 
90039	23	0	 	 
90039	24	0	 	 
90039	25	0	 	 
90039	26	1	190	0
90039	27	0	 	 
90039	28	0	 	 
90039	29	0	 	 
90039	30	0	 	 
90039	31	0	 	 
90040	1	0	 	 
90040	2	0	 	 
90040	3	1	400	88
90040	4	1	400	2
90040	5	0	 	 
90040	6	1	75	 
90040	7	1	90	88
90040	8	1	100	3
90040	9	0	 	 
90040	10	1	250	88
90040	11	0	 	 
90040	12	0	 	 
90040	13	0	 	 
90040	14	0	 	 
90040	15	1	150	1
90040	16	0	 	 
90040	17	0	 	 
90040	18	0	 	 
90040	19	0	 	 
90040	20	0	 	 
90040	21	0	 	 
90040	22	0	 	 
90040	23	0	 	 
90040	24	0	 	 
90040	25	0	 	 
90040	26	0	 	 
90040	27	0	 	 
90040	28	0	 	 
90040	29	0	 	 
90040	30	0	 	 
90040	31	0	 	 
90041	1	1	570	 
90041	2	1	300	 
90041	3	1	190	88
90041	4	1	670	3
90041	5	0	 	 
90041	6	1	180	 
90041	7	1	35	88
90041	8	1	300	3
90041	9	0	 	 
90041	10	0	 	 
90041	11	1	4	2
90041	12	0	 	 
90041	13	0	 	 
90041	14	0	 	 
90041	15	1	95	3
90041	16	0	 	 
90041	17	0	 	 
90041	18	0	 	 
90041	19	0	 	 
90041	20	0	 	 
90041	21	0	 	 
90041	22	0	 	 
90041	23	0	 	 
90041	24	0	 	 
90041	25	0	 	 
90041	26	1	200	0
90041	27	0	 	 
90041	28	0	 	 
90041	29	0	 	 
90041	30	0	 	 
90041	31	0	 	 
90042	1	1	180	 
90042	2	1	335	 
90042	3	1	45	0
90042	4	1	235	88
90042	5	0	 	 
90042	6	1	85	 
90042	7	0	 	 
90042	8	0	 	 
90042	9	1	130	88
90042	10	1	130	4
90042	11	1	2	88
90042	12	1	2	4
90042	13	0	 	 
90042	14	0	 	 
90042	15	1	80	2
90042	16	0	 	 
90042	17	1	5	0
90042	18	1	445	0
90042	19	0	 	 
90042	20	0	 	 
90042	21	0	 	 
90042	22	0	 	 
90042	23	0	 	 
90042	24	0	 	 
90042	25	0	 	 
90042	26	1	40	0
90042	27	0	 	 
90042	28	0	 	 
90042	29	0	 	 
90042	30	0	 	 
90042	31	0	 	 
90043	1	1	745	 
90043	2	1	975	 
90043	3	1	375	88
90043	4	1	982	3
90043	5	0	 	 
90043	6	1	250	 
90043	7	1	75	88
90043	8	1	310	1
90043	9	0	 	 
90043	10	0	 	 
90043	11	1	2	4
90043	12	1	2	88
90043	13	0	 	 
90043	14	0	 	 
90043	15	1	42	3
90043	16	0	 	 
90043	17	1	20	0
90043	18	1	1610	0
90043	19	0	 	 
90043	20	0	 	 
90043	21	0	 	 
90043	22	0	 	 
90043	23	0	 	 
90043	24	0	 	 
90043	25	0	 	 
90043	26	1	80	1
90043	27	0	 	 
90043	28	0	 	 
90043	29	0	 	 
90043	30	0	 	 
90043	31	0	 	 
90044	1	1	412	 
90044	2	1	400	 
90044	3	1	350	4
90044	4	1	480	88
90044	5	1	160	 
90044	6	1	90	 
90044	7	1	60	4
90044	8	1	75	88
90044	9	0	 	 
90044	10	0	 	 
90044	11	0	 	 
90044	12	0	 	 
90044	13	0	 	 
90044	14	0	 	 
90044	15	1	100	3
90044	16	0	 	 
90044	17	0	 	 
90044	18	0	 	 
90044	19	0	 	 
90044	20	0	 	 
90044	21	0	 	 
90044	22	0	 	 
90044	23	0	 	 
90044	24	0	 	 
90044	25	0	 	 
90044	26	1	144	1
90044	27	0	 	 
90044	28	0	 	 
90044	29	0	 	 
90044	30	0	 	 
90044	31	0	 	 
90045	1	1	1270	 
90045	2	1	345	 
90045	3	0	 	 
90045	4	1	100	2
90045	5	1	3002	 
90045	6	1	104	 
90045	7	0	 	 
90045	8	1	100	2
90045	9	0	 	 
90045	10	0	 	 
90045	11	0	 	 
90045	12	0	 	 
90045	13	0	 	 
90045	14	0	 	 
90045	15	1	65	4
90045	16	0	 	 
90045	17	1	25	0
90045	18	1	80	0
90045	19	0	 	 
90045	20	0	 	 
90045	21	0	 	 
90045	22	0	 	 
90045	23	0	 	 
90045	24	0	 	 
90045	25	0	 	 
90045	26	0	 	 
90045	27	0	 	 
90045	28	0	 	 
90045	29	0	 	 
90045	30	0	 	 
90045	31	0	 	 
90046	1	1	25	 
90046	2	1	1500	 
90046	3	1	1600	2
90046	4	0	 	 
90046	5	1	2000	 
90046	6	0	 	 
90046	7	1	200	88
90046	8	1	300	2
90046	9	1	220	0
90046	10	0	 	 
90046	11	0	 	 
90046	12	0	 	 
90046	13	0	 	 
90046	14	0	 	 
90046	15	1	100	0
90046	16	0	 	 
90046	17	1	600	0
90046	18	0	 	 
90046	19	0	 	 
90046	20	0	 	 
90046	21	0	 	 
90046	22	0	 	 
90046	23	0	 	 
90046	24	0	 	 
90046	25	0	 	 
90046	26	0	 	 
90046	27	0	 	 
90046	28	0	 	 
90046	29	0	 	 
90046	30	0	 	 
90046	31	0	 	 
90047	1	0	 	 
90047	2	1	300	 
90047	3	1	340	1
90047	4	1	600	88
90047	5	0	 	 
90047	6	1	90	 
90047	7	1	120	1
90047	8	1	570	88
90047	9	0	 	 
90047	10	0	 	 
90047	11	0	 	 
90047	12	0	 	 
90047	13	0	 	 
90047	14	0	 	 
90047	15	1	160	1
90047	16	0	 	 
90047	17	0	 	 
90047	18	0	 	 
90047	19	0	 	 
90047	20	0	 	 
90047	21	0	 	 
90047	22	0	 	 
90047	23	0	 	 
90047	24	0	 	 
90047	25	0	 	 
90047	26	0	 	 
90047	27	0	 	 
90047	28	0	 	 
90047	29	0	 	 
90047	30	0	 	 
90047	31	0	 	 
90048	1	0	 	 
90048	2	0	 	 
90048	3	1	96	88
90048	4	1	540	1
90048	5	0	 	 
90048	6	1	120	 
90048	7	1	64	88
90048	8	1	203	1
90048	9	0	 	 
90048	10	0	 	 
90048	11	0	 	 
90048	12	0	 	 
90048	13	0	 	 
90048	14	0	 	 
90048	15	1	60	1
90048	16	0	 	 
90048	17	0	 	 
90048	18	0	 	 
90048	19	0	 	 
90048	20	0	 	 
90048	21	0	 	 
90048	22	0	 	 
90048	23	0	 	 
90048	24	0	 	 
90048	25	0	 	 
90048	26	0	 	 
90048	27	1	86	0
90048	28	0	 	 
90048	29	0	 	 
90048	30	0	 	 
90048	31	0	 	 
90049	1	1	750	 
90049	2	1	250	 
90049	3	1	600	4
90049	4	1	380	88
90049	5	1	15	 
90049	6	1	90	 
90049	7	1	105	4
90049	8	1	100	88
90049	9	0	 	 
90049	10	0	 	 
90049	11	0	 	 
90049	12	0	 	 
90049	13	0	 	 
90049	14	0	 	 
90049	15	1	40	4
90049	16	0	 	 
90049	17	1	1400	0
90049	18	0	 	 
90049	19	0	 	 
90049	20	0	 	 
90049	21	0	 	 
90049	22	0	 	 
90049	23	0	 	 
90049	24	0	 	 
90049	25	0	 	 
90049	26	0	 	 
90049	27	0	 	 
90049	28	0	 	 
90049	29	0	 	 
90049	30	0	 	 
90049	31	0	 	 
90050	1	1	1000	 
90050	2	1	700	 
90050	3	1	900	3
90050	4	1	1200	88
90050	5	1	350	 
90050	6	1	170	 
90050	7	1	140	3
90050	8	1	50	88
90050	9	0	 	 
90050	10	0	 	 
90050	11	0	 	 
90050	12	0	 	 
90050	13	0	 	 
90050	14	0	 	 
90050	15	1	150	1
90050	16	0	 	 
90050	17	0	 	 
90050	18	0	 	 
90050	19	0	 	 
90050	20	0	 	 
90050	21	0	 	 
90050	22	0	 	 
90050	23	0	 	 
90050	24	0	 	 
90050	25	0	 	 
90050	26	0	 	 
90050	27	0	 	 
90050	28	0	 	 
90050	29	0	 	 
90050	30	0	 	 
90050	31	0	 	 
90051	1	1	1600	 
90051	2	1	550	 
90051	3	1	2000	88
90051	4	1	930	4
90051	5	1	480	 
90051	6	1	140	 
90051	7	1	425	88
90051	8	1	62	4
90051	9	1	170	4
90051	10	1	300	88
90051	11	0	 	 
90051	12	0	 	 
90051	13	0	 	 
90051	14	0	 	 
90051	15	1	300	1
90051	16	0	 	 
90051	17	0	 	 
90051	18	1	90	0
90051	19	0	 	 
90051	20	0	 	 
90051	21	0	 	 
90051	22	0	 	 
90051	23	0	 	 
90051	24	0	 	 
90051	25	0	 	 
90051	26	0	 	 
90051	27	0	 	 
90051	28	0	 	 
90051	29	0	 	 
90051	30	0	 	 
90051	31	0	 	 
90052	1	1	360	 
90052	2	1	300	 
90052	3	1	400	2
90052	4	1	538	88
90052	5	1	60	 
90052	6	1	160	 
90052	7	1	250	2
90052	8	1	140	88
