CHILDCODE	TDINTEN	MATHTEST	MPROVR4	MTHDIST	MTHCOMM	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27L	MTHITM27W	MATHEND	READTEST	RPROVR4	RDGDIST	RDGCOMM	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	READEND	lang_raw	lang_perco	maths_raw	maths_perco	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct07maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct01lang	correct02lang	correct03lang	correct04lang	correct05lang	correct06lang	correct07lang	correct08lang	correct09lang	correct10lang	correct11lang	correct12lang	correct13lang	correct14lang	correct15lang	correct16lang	correct17lang	correct18lang	correct19lang	correct20lang	correct21lang	correct22lang	correct23lang	correct24lang
61044	27/04/2014 23:22:13	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	3	1	2	1	1	3	4	1	3	22	1.5	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	1	4	1	1	2	 	17	70.8333358764648	17	60.7142868041992	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1
61046	26/04/2014 14:53:35	1	98	98	98	1	2	99	99	99	99	2	3	2	99	1	4	3	99	1	99	1	3	1	1	2	1	1	99	99	99	99	99	 	1	98	98	98	1	1	4	1	2	4	2	2	3	4	2	3	2	2	4	1	3	1	4	2	1	4	2	3	 	9	37.5	7	25	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
61047	24/08/2014 23:32:50	1	2	5	11	1	3	4	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	3	1	1	4	2	4	2	4	32	.660000026226044	3	20	15	 	1	2	5	11	1	1	2	4	2	3	2	2	2	4	2	1	2	4	1	3	4	4	1	3	4	1	2	1	 	22	91.6666641235352	21	75	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
61048	15/02/2014 17:50:22	1	2	5	11	1	4	2	220	17.4300003051758	-99	2	3	2	3	1	3	2	1	1	2	1	2	2	2	1	3	2	22	3	398	-99	-99	 	1	2	5	11	1	1	2	1	2	3	1	2	2	4	2	1	2	2	3	1	2	1	2	1	2	1	2	3	 	13	54.1666679382324	8	28.5714282989502	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0
61049	15/02/2014 17:45:51	1	2	5	11	3	2	1	60	17.4300003051758	3/4	2	4	2	4	4	4	2	3	3	1	1	3	1	1	2	2	3	32	4	3	20	15	 	1	2	5	11	3	1	3	4	2	3	1	2	2	2	2	1	2	1	1	3	2	2	3	3	3	1	2	3	 	15	62.5	19	67.8571395874023	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0
61050	15/02/2014 19:53:13	1	2	5	11	1	4	2	-99	-99	-99	2	4	2	3	99	4	99	3	1	2	4	3	1	99	99	3	99	-99	-99	-99	-99	-99	 	1	2	5	11	3	1	3	1	2	4	3	1	4	1	4	1	4	2	3	3	2	1	3	4	3	4	2	3	 	5	20.8333339691162	8	28.5714282989502	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
61052	15/02/2014 09:58:19	1	2	5	7	4	1	1	265	1743	240	2	2	1	2	3	3	2	1	2	3	2	4	1	1	4	1	1	43	3	8000	230	-99	 	1	2	5	7	4	4	3	3	4	4	4	2	4	4	3	4	4	2	3	2	1	2	4	1	1	4	2	1	 	4	16.6666660308838	5	17.8571434020996	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
61055	15/02/2014 12:39:12	1	2	5	7	1	4	1	60	17.4300003051758	3/4	4	4	1	2	3	2	2	3	3	1	3	2	2	1	4	2	1	-99	1.5	-99	-99	-99	 	1	2	5	7	1	1	2	3	2	3	2	2	3	4	2	1	2	2	1	3	4	1	4	4	3	4	2	3	 	15	62.5	13	46.4285697937012	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0
61056	15/02/2014 12:19:17	1	2	5	7	1	4	3	60	17.4300003051758	-99	2	4	1	3	1	4	3	3	3	4	1	1	3	2	4	3	3	20	1	-99	-99	-99	 	1	2	5	7	1	1	4	3	1	4	3	2	4	4	2	3	2	3	2	4	3	2	3	2	4	2	3	2	 	9	37.5	12	42.8571434020996	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1
61057	15/02/2014 11:39:14	1	2	5	7	1	4	1	25	17.4300003051758	3/4	2	3	2	2	3	3	2	2	3	3	2	4	4	2	3	1	3	11	3	21300	27	8	 	1	2	5	7	1	1	2	1	2	3	3	2	4	1	2	4	2	4	1	4	1	4	1	1	3	4	2	1	 	12	50	9	32.1428565979004	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0
61076	25/04/2014 09:35:24	1	98	98	98	1	4	3	60	99	99	2	4	2	99	3	4	2	99	99	99	99	99	99	99	 	99	99	99	99	99	99	99	 	1	98	98	98	1	1	4	2	2	3	2	2	2	4	2	1	2	4	1	3	4	4	99	99	99	99	99	99	 	15	62.5	10	35.7142868041992	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
61079	26/04/2014 15:38:05	1	2	5	7	1	3	1	99	99	99	3	1	2	99	99	2	3	1	2	2	99	1	2	3	4	4	4	99	99	99	99	99	 	1	2	5	7	1	4	3	4	3	2	1	2	1	2	4	3	99	99	2	3	1	3	2	4	1	4	1	3	 	4	16.6666660308838	4	14.2857141494751	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
61104	15/02/2014 17:55:49	1	2	5	11	1	4	3	60	17.4300003051758	-99	2	4	2	4	2	4	3	3	2	1	1	2	2	1	3	2	3	18	1	17.3999996185303	24	18	 	1	2	5	11	1	1	4	4	2	3	3	2	2	2	2	1	2	3	1	4	2	2	1	4	3	1	2	3	 	15	62.5	15	53.5714302062988	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0
71001	27/04/2014 23:09:43	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	3	1	2	1	1	3	4	1	3	22	99	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	1	4	1	1	1	 	16	66.6666641235352	17	60.7142868041992	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
71002	17/02/2014 13:33:27	1	2	6	13	1	4	2	-99	17.4300003051758	18/24	4	4	1	2	1	4	2	4	1	2	4	2	99	3	2	4	1	43	12	2880	21	-99	 	1	2	6	13	2	1	2	4	2	3	3	2	4	4	1	1	3	2	3	3	1	2	1	2	3	4	3	2	 	12	50	7	25	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1
71003	25/04/2014 13:31:32	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	3	1	1	4	1	4	2	4	32	.660000026226044	3	20	15	 	1	98	98	98	1	1	2	4	2	3	2	2	2	4	2	1	2	4	1	3	4	4	1	3	4	1	2	1	 	22	91.6666641235352	24	85.7142868041992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
71004	27/04/2014 22:22:01	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	3	4	3	3	4	2	3	1	3	1	1	4	1	4	2	3	32	.660000026226044	3	20	15	 	1	98	98	98	1	2	2	4	2	3	2	2	3	4	2	1	2	4	1	3	4	4	1	3	4	1	2	3	 	20	83.3333358764648	19	67.8571395874023	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
71005	17/02/2014 13:29:36	1	2	6	13	1	4	3	60	17.4300003051758	18/24	3	3	2	2	4	2	3	1	3	1	3	1	1	3	4	3	1	54	2.40000009536743	3.20000004768372	30	10	 	1	2	6	13	4	1	2	1	4	2	4	1	3	4	4	1	2	1	1	2	4	1	1	4	4	1	2	3	 	11	45.8333320617676	11	39.2857131958008	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0
71006	17/02/2014 13:26:16	1	2	6	13	1	4	3	60	17.4300003051758	11/24	2	4	2	4	4	4	1	1	2	1	2	3	99	2	2	2	1	22	1.5	290	16	12	 	1	2	6	13	1	1	2	1	2	3	2	2	2	4	2	1	2	1	1	3	4	4	1	3	4	1	1	3	 	19	79.1666641235352	12	42.8571434020996	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0
71007	25/04/2014 09:56:48	1	98	98	98	1	4	3	60	17.3400001525879	3/4	2	4	2	4	3	4	2	3	3	1	1	1	2	1	4	2	4	32	.660000026226044	30	20	15	 	1	98	98	98	1	1	2	1	1	3	2	2	2	4	1	1	2	1	1	3	4	3	1	3	3	1	2	3	 	17	70.8333358764648	23	82.1428604125977	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0
71008	17/02/2014 13:14:31	1	2	6	13	1	4	3	9.60000038146973	17.4300003051758	3/4	2	4	2	3	3	1	3	1	2	3	2	1	99	2	3	1	3	22	6	20	5	4	 	1	2	6	13	1	1	3	1	1	3	2	2	3	1	2	1	2	2	1	1	2	3	2	4	1	1	1	3	 	10	41.6666679382324	10	35.7142868041992	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0
71009	17/02/2014 13:18:29	1	2	6	13	4	4	3	60	17.4300003051758	-99	2	4	4	2	4	99	4	2	3	99	99	99	99	1	4	2	3	30	4.5	-99	-99	-99	 	1	2	6	13	4	1	2	1	2	3	3	2	3	2	2	1	2	1	1	4	2	4	1	99	99	1	99	99	 	11	45.8333320617676	9	32.1428565979004	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0
71010	17/02/2014 13:22:07	1	2	6	13	1	4	3	60	17.4300003051758	9/12	2	4	1	2	2	2	2	3	3	3	3	3	1	1	4	1	3	32	1.5	6	60	10	 	1	2	6	13	1	1	2	3	2	3	2	2	2	2	2	1	2	3	99	3	2	2	1	1	4	1	2	2	 	18	75	14	50	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1
71011	26/04/2014 15:41:24	1	2	6	13	1	4	3	60	99	99	2	99	1	3	99	99	99	1	2	3	99	99	99	99	99	99	99	99	99	99	99	99	 	1	2	6	13	3	1	3	3	2	3	2	2	2	4	2	1	99	99	99	99	99	99	99	99	99	99	99	99	 	9	37.5	5	17.8571434020996	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
71015	19/02/2014 17:11:39	1	2	6	9	1	4	3	55	17.4300003051758	0.75	4	4	2	3	4	1	3	3	3	2	1	2	2	3	1	4	4	22	2	28.7999992370605	30	5	 	1	2	6	9	4	1	1	1	1	3	2	2	4	4	2	1	2	2	1	1	2	1	1	1	1	2	2	2	 	12	50	13	46.4285697937012	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1
71019	19/02/2014 18:14:48	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	99	1	2	1	1	4	2	3	32	-99	-99	-99	-99	 	1	2	6	9	1	3	4	2	3	99	2	2	1	2	1	1	2	1	1	3	2	2	1	1	4	1	2	1	 	12	50	20	71.4285736083984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0
71020	19/02/2014 17:15:00	1	2	6	9	4	1	2	-99	-99	-99	4	2	2	3	99	4	4	4	2	2	4	2	1	2	99	1	99	-99	-99	-99	-99	-99	 	1	2	6	9	4	1	3	1	1	4	3	2	3	1	2	1	4	4	1	4	4	4	1	1	3	4	2	4	 	9	37.5	3	10.7142858505249	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0
71021	19/02/2014 17:08:03	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	3	2	4	2	2	2	3	3	1	1	3	2	1	4	2	3	11	.75	-99	-99	-99	 	1	2	6	9	1	1	2	1	2	3	2	2	2	4	2	1	4	1	3	3	2	2	1	1	3	1	2	1	 	16	66.6666641235352	16	57.1428565979004	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0
71023	19/02/2014 17:18:33	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	3	4	2	3	4	2	3	2	3	1	2	3	1	4	2	3	-99	-99	-99	-99	-99	 	1	2	6	9	1	1	2	4	2	3	2	2	2	4	2	3	2	2	4	2	2	1	1	2	1	1	2	3	 	15	62.5	14	50	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0
71024	26/04/2014 09:26:55	1	98	98	98	1	4	3	60	99	3/4	2	4	2	3	3	4	2	3	3	1	1	2	2	1	2	2	3	32	1.5	18	15	10	 	1	98	98	98	3	1	2	1	1	3	2	3	2	4	2	1	4	2	1	3	2	2	4	3	2	1	2	3	 	14	58.3333320617676	18	64.2857131958008	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0
71025	27/04/2014 22:53:16	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	2	1	2	1	1	1	4	2	3	99	99	99	99	99	 	1	98	98	98	2	1	2	3	2	2	2	2	2	1	2	1	1	4	1	3	4	2	1	3	4	2	1	2	 	17	70.8333358764648	18	64.2857131958008	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1
71026	27/04/2014 23:05:19	1	98	98	98	1	4	3	60	17.4300003051758	99	2	3	2	1	3	4	2	3	3	1	2	1	1	3	2	2	3	99	99	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	2	1	2	3	 	16	66.6666641235352	16	57.1428565979004	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0
71027	27/04/2014 21:19:18	 	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	3	1	2	1	1	3	4	2	3	32	.660000026226044	99	20	15	 	1	98	98	98	1	1	2	1	2	3	2	2	4	1	2	3	1	4	3	4	4	2	1	4	4	1	1	4	 	14	58.3333320617676	21	75	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0
71028	19/02/2014 16:59:57	1	2	6	9	1	4	3	9.60000038146973	17.4300003051758	3/4	2	4	2	3	3	1	3	2	2	4	2	3	99	1	4	1	3	1	40	-99	-99	-99	 	1	2	6	9	4	1	2	4	1	3	2	2	2	1	2	3	4	3	2	3	2	2	1	3	4	1	2	4	 	15	62.5	11	39.2857131958008	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0
71031	19/02/2014 18:18:22	1	2	6	9	1	4	3	60	17.5300006866455	-99	2	99	99	4	99	99	3	3	3	1	1	2	99	1	4	1	3	-99	-99	-99	-99	-99	 	1	2	6	9	1	1	2	3	2	3	2	2	2	4	2	1	2	1	1	1	4	3	1	3	1	1	2	1	 	18	75	11	39.2857131958008	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0
71032	19/02/2014 17:22:47	1	2	6	9	3	2	3	-99	-99	-99	4	2	4	1	2	3	4	3	4	3	1	4	3	1	3	4	2	-99	-99	-99	-99	-99	 	1	2	6	9	1	4	3	4	2	1	1	1	3	1	2	1	2	4	4	4	2	1	1	4	3	3	2	3	 	9	37.5	4	14.2857141494751	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0
71033	19/02/2014 18:08:37	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	4	2	3	2	2	1	3	3	1	3	3	99	4	1	3	3	-99	1.29999995231628	-99	-99	-99	 	1	2	6	9	1	1	2	4	1	3	2	2	4	4	2	1	2	4	1	2	4	4	1	1	1	1	2	3	 	17	70.8333358764648	13	46.4285697937012	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0
71034	27/04/2014 23:34:38	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	4	3	3	1	1	2	1	2	2	1	3	32	.660000026226044	99	20	15	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	4	1	3	1	 	16	66.6666641235352	20	71.4285736083984	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
71035	19/02/2014 17:58:41	1	2	6	9	1	4	3	960	17.4300003051758	3/4	2	4	2	99	3	99	3	99	2	3	1	4	1	99	99	99	3	22	-99	-99	-99	-99	 	1	2	6	9	1	1	2	1	2	4	3	2	4	4	2	1	2	1	1	3	4	2	1	3	4	1	2	3	 	18	75	11	39.2857131958008	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
71036	19/02/2014 18:35:54	1	2	6	9	1	4	3	60	17.4300003051758	-99	2	4	2	2	99	99	4	1	2	2	2	1	99	1	4	1	1	20	1.29999995231628	-99	-99	-99	 	1	2	6	9	2	1	2	1	2	3	3	2	2	1	2	1	2	4	3	3	3	1	1	1	2	1	3	2	 	14	58.3333320617676	10	35.7142868041992	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1
71037	19/02/2014 18:25:20	1	2	6	9	1	4	1	60	17.4300003051758	22/54	3	4	1	4	3	4	2	1	3	4	1	3	99	4	3	1	3	22	2	400	-99	-99	 	1	2	6	9	1	1	2	1	2	3	2	2	2	1	2	1	4	4	1	2	4	4	1	1	4	1	2	3	 	17	70.8333358764648	11	39.2857131958008	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0
71038	19/02/2014 16:50:08	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	4	2	4	4	99	2	3	3	3	2	1	99	2	4	1	3	23	1.5	-99	-99	-99	 	1	2	6	9	3	1	2	4	2	3	2	2	2	4	2	1	2	4	1	3	4	2	1	3	4	1	2	2	 	23	95.8333358764648	14	50	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71039	27/04/2014 23:26:14	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	3	1	2	1	1	3	4	1	3	22	.75	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	4	1	2	1	 	17	70.8333358764648	17	60.7142868041992	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
71041	19/02/2014 18:29:22	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	3	3	3	1	2	3	1	1	4	2	2	32	4	-99	20	15	 	1	2	6	9	1	1	2	1	2	4	2	2	2	4	2	1	2	4	1	2	4	2	1	3	3	1	2	2	 	20	83.3333358764648	20	71.4285736083984	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
71042	28/04/2014 10:10:57	1	98	98	98	1	2	3	60	17.4300003051758	43/24	2	4	2	4	3	4	2	3	3	1	1	1	1	2	2	4	3	23	1.5	60	50	20	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	4	1	2	1	 	17	70.8333358764648	17	60.7142868041992	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
71043	19/02/2014 18:33:08	1	2	6	9	1	4	3	180	17.4300003051758	-99	2	4	2	3	99	4	3	1	2	2	1	2	99	1	4	1	3	-99	-99	-99	-99	-99	 	1	2	6	9	1	1	4	4	2	1	3	2	4	1	2	1	2	4	1	2	2	2	4	1	3	1	2	3	 	13	54.1666679382324	10	35.7142868041992	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0
71044	19/02/2014 18:38:48	1	2	6	9	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	4	3	4	3	3	1	3	4	99	1	3	99	22	.300000011920929	-99	-99	-99	 	1	2	6	9	4	1	2	1	2	3	4	2	2	4	2	1	2	4	1	3	4	2	1	1	4	1	2	2	 	20	83.3333358764648	14	50	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
71045	19/02/2014 18:04:51	1	2	6	9	1	4	1	280	743	18/36	3	2	3	3	1	1	4	3	1	3	3	3	1	4	2	4	2	43	180	288000	4200	2100	 	1	2	6	9	1	1	1	2	2	3	3	2	2	4	2	1	2	4	99	3	3	2	1	1	2	4	2	4	 	15	62.5	4	14.2857141494751	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0
