CHILDCODE	LANDIDR4	LNDLIVR4	TOTLIVR4	USELIVR4	LNDTYPR4	TOTINDR4	USEINDR4	TOTLNDR4	USERANR4	USEDRYR4	PRIRRR4
10009	2	N	 	 	N	 	 	 	 	 	 
10009	3	N	 	 	N	 	 	 	 	 	 
10009	4	N	 	 	N	 	 	 	 	 	 
10009	5	N	 	 	N	 	 	 	 	 	 
10010	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10010	2	N	 	 	N	 	 	 	 	 	 
10010	3	N	 	 	N	 	 	 	 	 	 
10010	4	N	 	 	N	 	 	 	 	 	 
10010	5	N	 	 	N	 	 	 	 	 	 
10011	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10011	2	N	 	 	N	 	 	 	 	 	 
10011	3	N	 	 	N	 	 	 	 	 	 
10011	4	N	 	 	N	 	 	 	 	 	 
10011	5	N	 	 	N	 	 	 	 	 	 
10012	1	Y	.0500000007450581	3	N	 	 	 	 	 	 
10012	2	N	 	 	N	 	 	 	 	 	 
10012	3	N	 	 	N	 	 	 	 	 	 
10012	4	N	 	 	N	 	 	 	 	 	 
10012	5	N	 	 	N	 	 	 	 	 	 
10013	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
10013	2	N	 	 	N	 	 	 	 	 	 
10013	3	N	 	 	N	 	 	 	 	 	 
10013	4	N	 	 	N	 	 	 	 	 	 
10013	5	N	 	 	N	 	 	 	 	 	 
10014	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10014	2	Y	.0299999993294477	1	N	 	 	 	 	 	 
10014	3	N	 	 	N	 	 	 	 	 	 
10014	4	N	 	 	N	 	 	 	 	 	 
10014	5	N	 	 	N	 	 	 	 	 	 
10015	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
10015	2	N	 	 	N	 	 	 	 	 	 
10015	3	N	 	 	N	 	 	 	 	 	 
10015	4	N	 	 	N	 	 	 	 	 	 
10015	5	N	 	 	N	 	 	 	 	 	 
10016	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10016	2	N	 	 	N	 	 	 	 	 	 
10016	3	N	 	 	N	 	 	 	 	 	 
10016	4	N	 	 	N	 	 	 	 	 	 
10016	5	N	 	 	N	 	 	 	 	 	 
10017	1	N	 	 	N	 	 	 	 	 	 
10017	2	N	 	 	N	 	 	 	 	 	 
10017	3	N	 	 	N	 	 	 	 	 	 
10017	4	N	 	 	N	 	 	 	 	 	 
10017	5	N	 	 	N	 	 	 	 	 	 
10018	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10018	2	Y	.0199999995529652	1	N	 	 	 	 	 	 
10018	3	N	 	 	N	 	 	 	 	 	 
10018	4	N	 	 	N	 	 	 	 	 	 
10018	5	N	 	 	N	 	 	 	 	 	 
10019	1	N	 	 	N	 	 	 	 	 	 
10019	2	N	 	 	N	 	 	 	 	 	 
10019	3	N	 	 	N	 	 	 	 	 	 
10019	4	N	 	 	N	 	 	 	 	 	 
10019	5	N	 	 	N	 	 	 	 	 	 
10020	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
10020	2	N	 	 	N	 	 	 	 	 	 
10020	3	N	 	 	N	 	 	 	 	 	 
10020	4	N	 	 	N	 	 	 	 	 	 
10020	5	N	 	 	N	 	 	 	 	 	 
10021	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10021	2	N	 	 	N	 	 	 	 	 	 
10021	3	N	 	 	N	 	 	 	 	 	 
10021	4	N	 	 	N	 	 	 	 	 	 
10021	5	N	 	 	N	 	 	 	 	 	 
10023	1	Y	.0599999986588955	1	Y	0	 	10	10	11	5
10023	2	N	 	 	N	 	 	 	 	 	 
10023	3	N	 	 	N	 	 	 	 	 	 
10023	4	N	 	 	N	 	 	 	 	 	 
10023	5	N	 	 	N	 	 	 	 	 	 
10024	1	N	 	 	N	 	 	 	 	 	 
10024	2	N	 	 	N	 	 	 	 	 	 
10024	3	N	 	 	N	 	 	 	 	 	 
10024	4	N	 	 	N	 	 	 	 	 	 
10024	5	N	 	 	N	 	 	 	 	 	 
10025	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10025	2	N	 	 	N	 	 	 	 	 	 
10025	3	N	 	 	N	 	 	 	 	 	 
10025	4	N	 	 	N	 	 	 	 	 	 
10025	5	N	 	 	N	 	 	 	 	 	 
10026	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
10026	2	N	 	 	N	 	 	 	 	 	 
10026	3	N	 	 	N	 	 	 	 	 	 
10026	4	N	 	 	N	 	 	 	 	 	 
10026	5	N	 	 	N	 	 	 	 	 	 
10027	1	N	 	 	N	 	 	 	 	 	 
10027	2	N	 	 	N	 	 	 	 	 	 
10027	3	N	 	 	N	 	 	 	 	 	 
10027	4	N	 	 	N	 	 	 	 	 	 
10027	5	N	 	 	N	 	 	 	 	 	 
10028	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
10028	2	N	 	 	N	 	 	 	 	 	 
10028	3	N	 	 	N	 	 	 	 	 	 
10028	4	N	 	 	N	 	 	 	 	 	 
10028	5	N	 	 	N	 	 	 	 	 	 
10029	1	N	 	 	N	 	 	 	 	 	 
10029	2	N	 	 	N	 	 	 	 	 	 
10029	3	N	 	 	N	 	 	 	 	 	 
10029	4	N	 	 	N	 	 	 	 	 	 
10029	5	N	 	 	N	 	 	 	 	 	 
10030	1	N	 	 	N	 	 	 	 	 	 
10030	2	N	 	 	N	 	 	 	 	 	 
10030	3	N	 	 	N	 	 	 	 	 	 
10030	4	N	 	 	N	 	 	 	 	 	 
10030	5	N	 	 	N	 	 	 	 	 	 
10031	1	Y	.0299999993294477	1	Y	0	 	4	5	5	1
10031	2	N	 	 	N	 	 	 	 	 	 
10031	3	N	 	 	N	 	 	 	 	 	 
10031	4	N	 	 	N	 	 	 	 	 	 
10031	5	N	 	 	N	 	 	 	 	 	 
10032	1	N	 	 	N	 	 	 	 	 	 
10032	2	N	 	 	N	 	 	 	 	 	 
10032	3	N	 	 	N	 	 	 	 	 	 
10032	4	N	 	 	N	 	 	 	 	 	 
10032	5	N	 	 	N	 	 	 	 	 	 
10033	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10033	2	N	 	 	N	 	 	 	 	 	 
10033	3	N	 	 	N	 	 	 	 	 	 
10033	4	N	 	 	N	 	 	 	 	 	 
10033	5	N	 	 	N	 	 	 	 	 	 
10034	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
10034	2	N	 	 	N	 	 	 	 	 	 
10034	3	N	 	 	N	 	 	 	 	 	 
10034	4	N	 	 	N	 	 	 	 	 	 
10034	5	N	 	 	N	 	 	 	 	 	 
10035	1	N	 	 	N	 	 	 	 	 	 
10035	2	N	 	 	N	 	 	 	 	 	 
10035	3	N	 	 	N	 	 	 	 	 	 
10035	4	N	 	 	N	 	 	 	 	 	 
10035	5	N	 	 	N	 	 	 	 	 	 
10036	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10036	2	N	 	 	N	 	 	 	 	 	 
10036	3	N	 	 	N	 	 	 	 	 	 
10036	4	N	 	 	N	 	 	 	 	 	 
10036	5	N	 	 	N	 	 	 	 	 	 
10037	1	N	 	 	N	 	 	 	 	 	 
10037	2	N	 	 	N	 	 	 	 	 	 
10037	3	N	 	 	N	 	 	 	 	 	 
10037	4	N	 	 	N	 	 	 	 	 	 
10037	5	N	 	 	N	 	 	 	 	 	 
10038	1	Y	.0500000007450581	1	Y	0	 	2	10	10	5
10038	2	N	 	 	N	 	 	 	 	 	 
10038	3	N	 	 	N	 	 	 	 	 	 
10038	4	N	 	 	N	 	 	 	 	 	 
10038	5	N	 	 	N	 	 	 	 	 	 
10039	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10039	2	N	 	 	N	 	 	 	 	 	 
10039	3	N	 	 	N	 	 	 	 	 	 
10039	4	N	 	 	N	 	 	 	 	 	 
10039	5	N	 	 	N	 	 	 	 	 	 
10040	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10040	2	N	 	 	N	 	 	 	 	 	 
10040	3	N	 	 	N	 	 	 	 	 	 
10040	4	N	 	 	N	 	 	 	 	 	 
10040	5	N	 	 	N	 	 	 	 	 	 
10041	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10041	2	N	 	 	N	 	 	 	 	 	 
10041	3	N	 	 	N	 	 	 	 	 	 
10041	4	N	 	 	N	 	 	 	 	 	 
10041	5	N	 	 	N	 	 	 	 	 	 
10042	1	N	 	 	N	 	 	 	 	 	 
10042	2	N	 	 	N	 	 	 	 	 	 
10042	3	N	 	 	N	 	 	 	 	 	 
10042	4	N	 	 	N	 	 	 	 	 	 
10042	5	N	 	 	N	 	 	 	 	 	 
10043	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10043	2	N	 	 	N	 	 	 	 	 	 
10043	3	N	 	 	N	 	 	 	 	 	 
10043	4	N	 	 	N	 	 	 	 	 	 
10043	5	N	 	 	N	 	 	 	 	 	 
10044	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10044	2	N	 	 	N	 	 	 	 	 	 
10044	3	N	 	 	N	 	 	 	 	 	 
10044	4	N	 	 	N	 	 	 	 	 	 
10044	5	N	 	 	N	 	 	 	 	 	 
10045	1	N	 	 	N	 	 	 	 	 	 
10045	2	N	 	 	N	 	 	 	 	 	 
10045	3	N	 	 	N	 	 	 	 	 	 
10045	4	N	 	 	N	 	 	 	 	 	 
10045	5	N	 	 	N	 	 	 	 	 	 
10046	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10046	2	N	 	 	N	 	 	 	 	 	 
10046	3	N	 	 	N	 	 	 	 	 	 
10046	4	N	 	 	N	 	 	 	 	 	 
10046	5	N	 	 	N	 	 	 	 	 	 
10047	1	N	 	 	N	 	 	 	 	 	 
10047	2	N	 	 	N	 	 	 	 	 	 
10047	3	N	 	 	N	 	 	 	 	 	 
10047	4	N	 	 	N	 	 	 	 	 	 
10047	5	N	 	 	N	 	 	 	 	 	 
10048	1	N	 	 	N	 	 	 	 	 	 
10048	2	N	 	 	N	 	 	 	 	 	 
10048	3	N	 	 	N	 	 	 	 	 	 
10048	4	N	 	 	N	 	 	 	 	 	 
10048	5	N	 	 	N	 	 	 	 	 	 
10049	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10049	2	N	 	 	N	 	 	 	 	 	 
10049	3	N	 	 	N	 	 	 	 	 	 
10049	4	N	 	 	N	 	 	 	 	 	 
10049	5	N	 	 	N	 	 	 	 	 	 
10050	1	N	 	 	N	 	 	 	 	 	 
10050	2	N	 	 	N	 	 	 	 	 	 
10050	3	N	 	 	N	 	 	 	 	 	 
10050	4	N	 	 	N	 	 	 	 	 	 
10050	5	N	 	 	N	 	 	 	 	 	 
10051	1	Y	.0500000007450581	1	Y	0	 	7	5	5	5
10051	2	N	 	 	N	 	 	 	 	 	 
10051	3	N	 	 	N	 	 	 	 	 	 
10051	4	N	 	 	N	 	 	 	 	 	 
10051	5	N	 	 	N	 	 	 	 	 	 
10052	1	Y	.0399999991059303	1	Y	0	 	5	5	11	5
10052	2	N	 	 	N	 	 	 	 	 	 
10052	3	N	 	 	N	 	 	 	 	 	 
10052	4	N	 	 	N	 	 	 	 	 	 
10052	5	N	 	 	N	 	 	 	 	 	 
10053	1	N	 	 	N	 	 	 	 	 	 
10053	2	N	 	 	N	 	 	 	 	 	 
10053	3	Y	.0199999995529652	1	N	 	 	 	 	 	 
10053	4	N	 	 	N	 	 	 	 	 	 
10053	5	N	 	 	N	 	 	 	 	 	 
10054	1	N	 	 	N	 	 	 	 	 	 
10054	2	N	 	 	N	 	 	 	 	 	 
10054	3	N	 	 	N	 	 	 	 	 	 
10054	4	N	 	 	N	 	 	 	 	 	 
10054	5	N	 	 	N	 	 	 	 	 	 
10055	1	N	 	 	N	 	 	 	 	 	 
10055	2	N	 	 	N	 	 	 	 	 	 
10055	3	N	 	 	N	 	 	 	 	 	 
10055	4	N	 	 	N	 	 	 	 	 	 
10055	5	N	 	 	N	 	 	 	 	 	 
10056	1	N	 	 	N	 	 	 	 	 	 
10056	2	N	 	 	N	 	 	 	 	 	 
10056	3	N	 	 	N	 	 	 	 	 	 
10056	4	N	 	 	N	 	 	 	 	 	 
10056	5	N	 	 	N	 	 	 	 	 	 
10057	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
10057	2	N	 	 	N	 	 	 	 	 	 
10057	3	N	 	 	N	 	 	 	 	 	 
10057	4	N	 	 	N	 	 	 	 	 	 
10057	5	N	 	 	N	 	 	 	 	 	 
10058	1	N	 	 	N	 	 	 	 	 	 
10058	2	N	 	 	N	 	 	 	 	 	 
10058	3	N	 	 	N	 	 	 	 	 	 
10058	4	N	 	 	N	 	 	 	 	 	 
10058	5	N	 	 	N	 	 	 	 	 	 
10059	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10059	2	N	 	 	N	 	 	 	 	 	 
10059	3	N	 	 	N	 	 	 	 	 	 
10059	4	N	 	 	N	 	 	 	 	 	 
10059	5	N	 	 	N	 	 	 	 	 	 
10060	1	N	 	 	N	 	 	 	 	 	 
10060	2	N	 	 	N	 	 	 	 	 	 
10060	3	N	 	 	N	 	 	 	 	 	 
10060	4	N	 	 	N	 	 	 	 	 	 
10060	5	N	 	 	N	 	 	 	 	 	 
10062	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10062	2	N	 	 	N	 	 	 	 	 	 
10062	3	N	 	 	N	 	 	 	 	 	 
10062	4	N	 	 	N	 	 	 	 	 	 
10062	5	N	 	 	N	 	 	 	 	 	 
10063	1	N	 	 	N	 	 	 	 	 	 
10063	2	N	 	 	N	 	 	 	 	 	 
10063	3	N	 	 	N	 	 	 	 	 	 
10063	4	N	 	 	N	 	 	 	 	 	 
10063	5	N	 	 	N	 	 	 	 	 	 
10064	1	Y	.0299999993294477	1	Y	0	 	2	10	11	5
10064	2	N	 	 	N	 	 	 	 	 	 
10064	3	N	 	 	N	 	 	 	 	 	 
10064	4	N	 	 	N	 	 	 	 	 	 
10064	5	N	 	 	N	 	 	 	 	 	 
10065	1	N	 	 	N	 	 	 	 	 	 
10065	2	N	 	 	N	 	 	 	 	 	 
10065	3	N	 	 	N	 	 	 	 	 	 
10065	4	N	 	 	N	 	 	 	 	 	 
10065	5	N	 	 	N	 	 	 	 	 	 
10066	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10066	2	N	 	 	N	 	 	 	 	 	 
10066	3	N	 	 	N	 	 	 	 	 	 
10066	4	N	 	 	N	 	 	 	 	 	 
10066	5	N	 	 	N	 	 	 	 	 	 
10067	1	N	 	 	N	 	 	 	 	 	 
10067	2	N	 	 	N	 	 	 	 	 	 
10067	3	N	 	 	N	 	 	 	 	 	 
10067	4	N	 	 	N	 	 	 	 	 	 
10067	5	N	 	 	N	 	 	 	 	 	 
10068	1	N	 	 	N	 	 	 	 	 	 
10068	2	N	 	 	N	 	 	 	 	 	 
10068	3	N	 	 	N	 	 	 	 	 	 
10068	4	N	 	 	N	 	 	 	 	 	 
10068	5	N	 	 	N	 	 	 	 	 	 
10069	1	Y	.0399999991059303	1	Y	0	 	1	5	11	5
10069	2	N	 	 	N	 	 	 	 	 	 
10069	3	N	 	 	N	 	 	 	 	 	 
10069	4	N	 	 	N	 	 	 	 	 	 
10069	5	N	 	 	N	 	 	 	 	 	 
10070	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10070	2	N	 	 	N	 	 	 	 	 	 
10070	3	N	 	 	N	 	 	 	 	 	 
10070	4	N	 	 	N	 	 	 	 	 	 
10070	5	N	 	 	N	 	 	 	 	 	 
10071	1	N	 	 	N	 	 	 	 	 	 
10071	2	N	 	 	N	 	 	 	 	 	 
10071	3	N	 	 	N	 	 	 	 	 	 
10071	4	N	 	 	N	 	 	 	 	 	 
10071	5	N	 	 	N	 	 	 	 	 	 
10072	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10072	2	N	 	 	N	 	 	 	 	 	 
10072	3	N	 	 	N	 	 	 	 	 	 
10072	4	N	 	 	N	 	 	 	 	 	 
10072	5	N	 	 	N	 	 	 	 	 	 
10073	1	N	 	 	N	 	 	 	 	 	 
10073	2	N	 	 	N	 	 	 	 	 	 
10073	3	N	 	 	N	 	 	 	 	 	 
10073	4	N	 	 	N	 	 	 	 	 	 
10073	5	N	 	 	N	 	 	 	 	 	 
10075	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10075	2	N	 	 	N	 	 	 	 	 	 
10075	3	N	 	 	N	 	 	 	 	 	 
10075	4	N	 	 	N	 	 	 	 	 	 
10075	5	N	 	 	N	 	 	 	 	 	 
10076	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10076	2	N	 	 	N	 	 	 	 	 	 
10076	3	N	 	 	N	 	 	 	 	 	 
10076	4	N	 	 	N	 	 	 	 	 	 
10076	5	N	 	 	N	 	 	 	 	 	 
10077	1	N	 	 	N	 	 	 	 	 	 
10077	2	N	 	 	N	 	 	 	 	 	 
10077	3	N	 	 	N	 	 	 	 	 	 
10077	4	N	 	 	N	 	 	 	 	 	 
10077	5	N	 	 	N	 	 	 	 	 	 
10079	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10079	2	N	 	 	N	 	 	 	 	 	 
10079	3	N	 	 	N	 	 	 	 	 	 
10079	4	N	 	 	N	 	 	 	 	 	 
10079	5	N	 	 	N	 	 	 	 	 	 
10080	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10080	2	N	 	 	N	 	 	 	 	 	 
10080	3	N	 	 	N	 	 	 	 	 	 
10080	4	N	 	 	N	 	 	 	 	 	 
10080	5	N	 	 	N	 	 	 	 	 	 
10081	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10081	2	N	 	 	N	 	 	 	 	 	 
10081	3	N	 	 	N	 	 	 	 	 	 
10081	4	N	 	 	N	 	 	 	 	 	 
10081	5	N	 	 	N	 	 	 	 	 	 
10082	1	N	 	 	N	 	 	 	 	 	 
10082	2	N	 	 	N	 	 	 	 	 	 
10082	3	N	 	 	N	 	 	 	 	 	 
10082	4	N	 	 	N	 	 	 	 	 	 
10082	5	N	 	 	N	 	 	 	 	 	 
10083	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10083	2	N	 	 	N	 	 	 	 	 	 
10083	3	N	 	 	N	 	 	 	 	 	 
10083	4	N	 	 	N	 	 	 	 	 	 
10083	5	N	 	 	N	 	 	 	 	 	 
10084	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
10084	2	N	 	 	N	 	 	 	 	 	 
10084	3	N	 	 	N	 	 	 	 	 	 
10084	4	N	 	 	N	 	 	 	 	 	 
10084	5	N	 	 	N	 	 	 	 	 	 
10085	1	Y	.0199999995529652	3	N	 	 	 	 	 	 
10085	2	N	 	 	N	 	 	 	 	 	 
10085	3	N	 	 	N	 	 	 	 	 	 
10085	4	N	 	 	N	 	 	 	 	 	 
10085	5	N	 	 	N	 	 	 	 	 	 
10086	1	N	 	 	N	 	 	 	 	 	 
10086	2	N	 	 	N	 	 	 	 	 	 
10086	3	N	 	 	N	 	 	 	 	 	 
10086	4	N	 	 	N	 	 	 	 	 	 
10086	5	N	 	 	N	 	 	 	 	 	 
10087	1	N	 	 	N	 	 	 	 	 	 
10087	2	N	 	 	N	 	 	 	 	 	 
10087	3	N	 	 	N	 	 	 	 	 	 
10087	4	N	 	 	N	 	 	 	 	 	 
10087	5	N	 	 	N	 	 	 	 	 	 
10088	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
10088	2	N	 	 	N	 	 	 	 	 	 
10088	3	N	 	 	N	 	 	 	 	 	 
10088	4	N	 	 	N	 	 	 	 	 	 
10088	5	N	 	 	N	 	 	 	 	 	 
10089	1	Y	.0399999991059303	3	Y	0	 	2	11	11	5
10089	2	N	 	 	N	 	 	 	 	 	 
10089	3	N	 	 	N	 	 	 	 	 	 
10089	4	N	 	 	N	 	 	 	 	 	 
10089	5	N	 	 	N	 	 	 	 	 	 
10090	1	N	 	 	N	 	 	 	 	 	 
10090	2	N	 	 	N	 	 	 	 	 	 
10090	3	N	 	 	N	 	 	 	 	 	 
10090	4	N	 	 	N	 	 	 	 	 	 
10090	5	N	 	 	N	 	 	 	 	 	 
10091	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
10091	2	N	 	 	N	 	 	 	 	 	 
10091	3	N	 	 	N	 	 	 	 	 	 
10091	4	N	 	 	N	 	 	 	 	 	 
10091	5	N	 	 	N	 	 	 	 	 	 
10092	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10092	2	N	 	 	N	 	 	 	 	 	 
10092	3	N	 	 	N	 	 	 	 	 	 
10092	4	N	 	 	N	 	 	 	 	 	 
10092	5	N	 	 	N	 	 	 	 	 	 
10093	1	N	 	 	N	 	 	 	 	 	 
10093	2	N	 	 	N	 	 	 	 	 	 
10093	3	N	 	 	N	 	 	 	 	 	 
10093	4	N	 	 	N	 	 	 	 	 	 
10093	5	N	 	 	N	 	 	 	 	 	 
10094	1	Y	.0299999993294477	1	Y	0	 	3	5	11	5
10094	2	N	 	 	N	 	 	 	 	 	 
10094	3	N	 	 	N	 	 	 	 	 	 
10094	4	N	 	 	N	 	 	 	 	 	 
10094	5	N	 	 	N	 	 	 	 	 	 
10095	1	Y	.0199999995529652	3	N	 	 	 	 	 	 
10095	2	N	 	 	N	 	 	 	 	 	 
10095	3	N	 	 	N	 	 	 	 	 	 
10095	4	N	 	 	N	 	 	 	 	 	 
10095	5	N	 	 	N	 	 	 	 	 	 
10096	1	N	 	 	N	 	 	 	 	 	 
10096	2	N	 	 	N	 	 	 	 	 	 
10096	3	N	 	 	N	 	 	 	 	 	 
10096	4	N	 	 	N	 	 	 	 	 	 
10096	5	N	 	 	N	 	 	 	 	 	 
10097	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
10097	2	N	 	 	N	 	 	 	 	 	 
10097	3	N	 	 	N	 	 	 	 	 	 
10097	4	N	 	 	N	 	 	 	 	 	 
10097	5	N	 	 	N	 	 	 	 	 	 
10098	1	N	 	 	N	 	 	 	 	 	 
10098	2	N	 	 	N	 	 	 	 	 	 
10098	3	N	 	 	N	 	 	 	 	 	 
10098	4	N	 	 	N	 	 	 	 	 	 
10098	5	N	 	 	N	 	 	 	 	 	 
10099	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10099	2	N	 	 	N	 	 	 	 	 	 
10099	3	N	 	 	N	 	 	 	 	 	 
10099	4	N	 	 	N	 	 	 	 	 	 
10099	5	N	 	 	N	 	 	 	 	 	 
10100	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
10100	2	N	 	 	N	 	 	 	 	 	 
10100	3	N	 	 	N	 	 	 	 	 	 
10100	4	N	 	 	N	 	 	 	 	 	 
10100	5	N	 	 	N	 	 	 	 	 	 
20001	1	Y	.0299999993294477	1	Y	0	 	2	5	5	5
20001	2	N	 	 	N	 	 	 	 	 	 
20001	3	N	 	 	N	 	 	 	 	 	 
20001	4	N	 	 	N	 	 	 	 	 	 
20001	5	N	 	 	N	 	 	 	 	 	 
20002	1	Y	.0299999993294477	1	Y	0	 	1.5	5	5	4
20002	2	N	 	 	N	 	 	 	 	 	 
20002	3	N	 	 	N	 	 	 	 	 	 
20002	4	N	 	 	N	 	 	 	 	 	 
20002	5	N	 	 	N	 	 	 	 	 	 
20003	1	Y	.0599999986588955	1	Y	0	 	1	5	5	5
20003	2	N	 	 	N	 	 	 	 	 	 
20003	3	N	 	 	N	 	 	 	 	 	 
20003	4	N	 	 	N	 	 	 	 	 	 
20003	5	N	 	 	N	 	 	 	 	 	 
20004	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
20004	2	N	 	 	N	 	 	 	 	 	 
20004	3	N	 	 	N	 	 	 	 	 	 
20004	4	N	 	 	N	 	 	 	 	 	 
20004	5	N	 	 	N	 	 	 	 	 	 
20005	1	Y	.0399999991059303	1	Y	0	 	1	5	5	4
20005	2	N	 	 	N	 	 	 	 	 	 
20005	3	N	 	 	N	 	 	 	 	 	 
20005	4	N	 	 	N	 	 	 	 	 	 
20005	5	N	 	 	N	 	 	 	 	 	 
20006	1	Y	.0299999993294477	1	Y	0	 	2	11	5	5
20006	2	N	 	 	N	 	 	 	 	 	 
20006	3	N	 	 	N	 	 	 	 	 	 
20006	4	N	 	 	N	 	 	 	 	 	 
20006	5	N	 	 	N	 	 	 	 	 	 
20007	1	Y	.0399999991059303	1	Y	0	 	9	5	5	5
20007	2	N	 	 	N	 	 	 	 	 	 
20007	3	N	 	 	N	 	 	 	 	 	 
20007	4	N	 	 	N	 	 	 	 	 	 
20007	5	N	 	 	N	 	 	 	 	 	 
20008	1	Y	.0199999995529652	1	Y	0	 	2	5	11	5
20008	2	N	 	 	N	 	 	 	 	 	 
20008	3	N	 	 	N	 	 	 	 	 	 
20008	4	N	 	 	N	 	 	 	 	 	 
20008	5	N	 	 	N	 	 	 	 	 	 
20009	1	Y	.5	1	Y	0	 	2	5	5	5
20009	2	N	 	 	N	 	 	 	 	 	 
20009	3	N	 	 	N	 	 	 	 	 	 
20009	4	N	 	 	N	 	 	 	 	 	 
20009	5	N	 	 	Y	0	 	2.5	5	11	5
20010	1	Y	.0500000007450581	1	Y	0	 	2	5	11	5
20010	2	N	 	 	N	 	 	 	 	 	 
20010	3	N	 	 	N	 	 	 	 	 	 
20010	4	N	 	 	N	 	 	 	 	 	 
20010	5	N	 	 	Y	0	 	2	5	11	5
20011	1	Y	.0299999993294477	1	Y	0	 	4	5	5	5
20011	2	N	 	 	N	 	 	 	 	 	 
20011	3	N	 	 	N	 	 	 	 	 	 
20011	4	N	 	 	N	 	 	 	 	 	 
20011	5	N	 	 	N	 	 	 	 	 	 
20014	1	Y	.0500000007450581	1	Y	0	 	8	5	5	5
