CHILDCODE	LANDIDR4	LNDTYPR4	ANYAGRR4	TOTLNDR4	UNTLNDR4	USERANR4	PRIRRR4	ANYLIVR4	TOTLIVR4	UNTLIVR4	USELIVR4	ANYINDR4	TOTINDR4	UNTINDR4	USEINDR4
41036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41037	1	1	N	 	 	 	 	Y	22.5	17	1	N	 	 	 
41037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41037	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41038	1	1	Y	.25	2	10	5	N	 	 	 	N	 	 	 
41038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41038	3	1	N	 	 	 	 	Y	12	17	1	N	 	 	 
41038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
41039	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41039	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41040	1	1	N	 	 	 	 	Y	298	17	1	N	 	 	 
41040	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41040	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41040	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41040	5	1	Y	.5	2	5	5	N	 	 	 	N	 	 	 
41041	1	1	Y	1.25	4	10	5	N	 	 	 	N	 	 	 
41041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41042	1	1	N	 	 	 	 	Y	66	17	1	N	 	 	 
41042	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41042	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41043	1	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
41043	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41043	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41043	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41043	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41044	1	1	N	 	 	 	 	Y	350	17	1	N	 	 	 
41044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41044	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41044	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	1	1	N	 	 	 	 	Y	28	17	1	N	 	 	 
41045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41045	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41046	1	1	N	 	 	 	 	Y	100	17	1	N	 	 	 
41046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	1	1	Y	.5	2	10	5	Y	300	17	9	N	 	 	 
41047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41048	1	1	N	 	 	 	 	Y	430	17	4	N	 	 	 
41048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41048	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41049	1	1	Y	2	4	5	88	N	 	 	 	N	 	 	 
41049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41049	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41049	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41050	1	1	Y	3	4	10	5	Y	20	17	1	N	 	 	 
41050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41050	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41050	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
41050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	1	1	Y	1	4	5	5	Y	28	17	1	Y	122	17	11
51001	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51001	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51002	1	1	Y	1	4	5	5	N	 	 	 	N	 	 	 
51002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51002	3	1	N	 	 	 	 	Y	35	17	1	N	 	 	 
51002	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51003	1	1	N	 	 	 	 	Y	300	17	4	N	 	 	 
51003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51004	1	1	Y	4	4	5	5	Y	28	17	1	Y	100	17	11
51004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51004	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51004	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51005	1	1	Y	1.5	4	10	1	N	 	 	 	N	 	 	 
51005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51005	3	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
51005	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51006	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51006	2	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
51006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51006	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51007	1	1	Y	3	4	5	5	Y	100	17	1	N	 	 	 
51007	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51007	3	1	N	 	 	 	 	N	 	 	 	Y	20	17	8
51007	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
51007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51008	1	1	Y	1	4	10	5	N	 	 	 	N	 	 	 
51008	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51008	3	1	N	 	 	 	 	Y	16	17	3	N	 	 	 
51008	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51008	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51009	1	1	Y	2	4	5	5	Y	200	17	1	N	 	 	 
51009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51009	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51009	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
51009	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51010	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51010	3	1	N	 	 	 	 	Y	36	17	1	N	 	 	 
51010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51012	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51012	3	1	N	 	 	 	 	Y	16	17	1	N	 	 	 
51012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51013	1	1	Y	5	4	10	5	N	 	 	 	N	 	 	 
51013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51013	3	1	N	 	 	 	 	Y	15	17	1	N	 	 	 
51013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51013	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51014	1	1	Y	2	4	10	5	N	 	 	 	N	 	 	 
51014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51014	3	1	N	 	 	 	 	Y	30	17	4	N	 	 	 
51014	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51015	1	1	Y	1	4	5	5	Y	50	17	1	N	 	 	 
51015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51016	1	1	Y	5	4	5	5	Y	200	17	3	N	 	 	 
51016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51016	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51016	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51017	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51017	2	1	N	 	 	 	 	Y	6	17	1	N	 	 	 
51017	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51017	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51017	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51018	1	1	Y	2	4	5	5	Y	50	17	1	Y	450	17	20
51018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51018	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51019	1	1	Y	.5	2	5	5	Y	200	17	1	N	 	 	 
51019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51019	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51021	1	1	Y	1	4	10	5	Y	25	17	1	N	 	 	 
51021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51021	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51022	1	1	Y	.25	2	10	5	Y	150	17	1	N	 	 	 
51022	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51022	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51022	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51022	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51023	1	1	Y	4	4	5	4	Y	300	17	2	N	 	 	 
51023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51023	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
51023	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51024	1	1	Y	.25	2	10	5	N	 	 	 	N	 	 	 
51024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51024	3	1	N	 	 	 	 	Y	16	17	1	N	 	 	 
51024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51025	1	1	Y	.5	2	5	5	Y	150	17	1	N	 	 	 
51025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51025	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51025	4	1	Y	.0599999986588955	2	5	4	 	 	 	 	 	 	 	 
51025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51026	1	1	Y	1	4	10	5	Y	150	18	3	N	 	 	 
51026	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51026	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51026	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51026	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51027	1	1	Y	.25	2	10	5	Y	16	17	1	N	 	 	 
51027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51027	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51028	1	1	Y	.25	2	20	5	Y	24	17	1	N	 	 	 
51028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51028	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51028	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51029	1	1	Y	1	4	5	5	N	 	 	 	N	 	 	 
51029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51029	3	1	N	 	 	 	 	Y	20	17	1	N	 	 	 
51029	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51030	1	1	Y	.5	2	10	5	N	 	 	 	N	 	 	 
51030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51030	3	1	N	 	 	 	 	Y	20	17	1	N	 	 	 
51030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51030	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51031	1	1	Y	.25	2	10	5	N	 	 	 	N	 	 	 
51031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51031	3	1	N	 	 	 	 	Y	12	17	1	N	 	 	 
51031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51031	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51032	1	1	Y	1.5	4	5	5	Y	.25	4	3	N	 	 	 
51032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51032	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51032	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
51032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51033	1	1	Y	3	4	5	5	N	 	 	 	N	 	 	 
51033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51033	3	1	N	 	 	 	 	Y	400	17	1	N	 	 	 
51033	4	1	Y	6	4	5	5	 	 	 	 	 	 	 	 
51033	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51034	1	1	N	 	 	 	 	Y	100	17	1	N	 	 	 
51034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51034	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51035	1	1	Y	3.5	4	5	1	Y	1	4	1	N	 	 	 
51035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51035	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51035	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51036	1	1	Y	2	4	5	5	Y	150	17	1	N	 	 	 
51036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51036	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51038	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51038	3	1	N	 	 	 	 	Y	25	17	4	N	 	 	 
51038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51039	1	1	Y	2	4	5	5	Y	204	17	4	N	 	 	 
51039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51039	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51039	4	1	Y	3	4	5	5	 	 	 	 	 	 	 	 
51039	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51040	1	1	Y	5	4	5	5	Y	36	17	1	Y	124	17	7
51040	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51040	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51040	4	1	Y	2	4	5	5	 	 	 	 	 	 	 	 
51040	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51041	1	1	Y	3	4	5	1	Y	300	17	1	Y	20	17	8
51041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51042	1	1	Y	1	4	5	5	Y	18	17	1	N	 	 	 
51042	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51042	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51043	1	1	Y	2	4	10	5	Y	75	17	1	N	 	 	 
51043	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51043	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51043	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51043	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51044	1	1	Y	1	4	5	3	Y	300	17	3	Y	32	17	9
51044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51044	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51044	4	1	Y	.5	4	5	5	 	 	 	 	 	 	 	 
51044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51045	1	1	Y	3	4	5	5	Y	150	17	1	Y	42	17	8
51045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51045	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51045	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	1	1	Y	4	4	5	5	N	 	 	 	N	 	 	 
51046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
51046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	1	1	Y	1	4	10	5	Y	48	17	5	N	 	 	 
51047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	1	1	Y	2	4	10	5	Y	150	17	1	N	 	 	 
51048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	2	1	N	 	 	 	 	Y	56	17	4	N	 	 	 
51049	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51050	1	1	Y	.5	4	5	5	N	 	 	 	N	 	 	 
51050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51050	3	1	N	 	 	 	 	Y	27	17	1	N	 	 	 
51050	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
51050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61002	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61002	2	1	Y	.5	4	5	5	Y	10	17	1	N	 	 	 
61002	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61002	4	1	Y	1.75	4	5	3	 	 	 	 	 	 	 	 
61002	5	1	N	 	 	 	 	Y	450	17	9	N	 	 	 
61003	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61003	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
61003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	1	1	Y	6.75	4	5	1	Y	42	17	1	Y	958	17	20
61004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
61004	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61005	1	1	Y	3	4	5	5	Y	.100000001490116	4	2	Y	1.39999997615814	4	7
61005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61005	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61005	4	1	Y	1.25	2	5	1	 	 	 	 	 	 	 	 
61005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61007	1	1	Y	1	4	5	5	Y	5	17	1	N	 	 	 
61007	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61007	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61007	4	1	Y	4	4	5	5	 	 	 	 	 	 	 	 
61007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61008	1	1	Y	1	2	5	5	Y	100	17	2	N	 	 	 
61008	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61008	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61008	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61008	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61009	1	1	Y	4	4	5	1	Y	49	17	1	N	 	 	 
61009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61009	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61009	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
61009	5	1	N	 	 	 	 	N	 	 	 	Y	451	17	20
61010	1	1	Y	4	4	5	5	Y	.5	4	2	Y	1	4	7
61010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61010	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	1	1	Y	6	4	5	5	Y	26	17	1	Y	35	17	7
61011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	1	1	Y	7.75	4	5	5	Y	.25	4	2	Y	1.25	4	7
61012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	1	1	Y	4	4	5	5	Y	49	17	1	Y	55	17	7
61014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	1	1	Y	7	4	5	1	Y	.5	4	9	N	 	 	 
61015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	1	1	Y	5.5	4	5	1	Y	80	17	1	Y	420	17	20
61016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	3	1	N	 	 	 	 	Y	13	17	1	N	 	 	 
61018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61018	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	1	1	Y	6	4	5	5	Y	2000	17	9	N	 	 	 
61019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	1	1	Y	8.25	4	5	1	Y	48	17	1	Y	452	17	20
61020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	4	1	Y	2.5	4	5	5	 	 	 	 	 	 	 	 
61020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	1	1	Y	9.35000038146973	4	5	5	Y	48	17	1	Y	202	17	20
61021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	4	1	Y	.5	4	5	5	 	 	 	 	 	 	 	 
61021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	1	1	Y	6	4	5	5	Y	80	17	1	Y	.25	4	7
61022	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61022	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	1	1	Y	3.5	4	5	5	Y	8	17	1	N	 	 	 
61023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	3	1	Y	.5	4	5	1	N	 	 	 	N	 	 	 
61023	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
61023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	1	1	Y	2.75	4	5	5	Y	16	17	1	N	 	 	 
61024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	4	1	Y	360	17	5	4	 	 	 	 	 	 	 	 
61024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	1	1	Y	1	4	5	5	N	 	 	 	Y	2.5	4	20
61025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	3	1	N	 	 	 	 	Y	28	17	1	N	 	 	 
61025	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	1	1	Y	4	4	5	5	Y	1	4	9	N	 	 	 
