CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	PYMRECR4	KEEPMYR4	SPTIMR4
31059	2	2	1	0	 	0
31059	3	3	1	0	 	0
31060	1	2	1	0	 	0
31061	1	3	1	0	 	0
31062	1	1	1	0	 	0
31062	2	2	1	0	 	0
31062	3	3	1	0	 	0
31062	4	5	1	0	 	0
31063	1	2	1	0	 	0
31063	2	4	1	0	 	0
31064	1	2	1	0	 	0
31065	1	3	1	0	 	0
31065	2	2	1	0	 	0
31065	3	4	1	0	 	0
31066	1	1	1	0	 	0
31066	2	2	1	0	 	0
31067	1	4	2	1	1	1
31068	1	2	1	0	 	0
31068	2	1	1	0	 	0
31069	1	1	1	0	 	0
31069	2	3	1	0	 	0
31069	3	2	1	0	 	0
31070	1	2	1	0	 	0
31070	2	1	1	0	 	0
31071	1	4	1	0	 	0
31072	1	2	1	0	 	0
31073	1	2	1	0	 	0
31073	2	3	1	0	 	0
31073	3	1	1	0	 	0
31074	1	1	1	0	 	0
31074	2	2	1	0	 	0
31074	3	3	1	0	 	0
31075	1	2	1	0	 	0
31075	2	3	1	0	 	0
31076	1	1	1	0	 	0
31076	2	2	1	0	 	0
31076	3	3	1	0	 	0
31079	1	1	1	0	 	0
31079	2	2	1	0	 	0
31080	1	2	1	0	 	0
31080	2	1	1	0	 	0
31080	3	3	1	0	 	0
31081	1	2	1	0	 	0
31082	1	2	1	0	 	0
31082	2	3	1	0	 	0
31083	1	1	1	0	 	0
31083	2	2	1	0	 	0
31083	3	3	1	0	 	0
31084	1	2	1	0	 	0
31084	2	1	1	0	 	0
31085	1	1	1	0	 	0
31085	2	2	1	0	 	0
31085	3	3	1	0	 	0
31086	1	1	1	0	 	0
31086	2	2	1	0	 	0
31086	3	3	1	0	 	0
31087	1	2	1	0	 	0
31088	1	2	1	0	 	0
31088	2	3	1	0	 	0
31088	3	1	1	0	 	0
31089	1	1	1	0	 	0
31089	2	2	1	0	 	0
31090	1	2	1	0	 	0
31090	2	3	1	0	 	0
31090	3	4	1	0	 	0
31091	1	3	1	0	 	0
31092	1	1	1	0	 	0
31092	2	2	1	0	 	0
31093	1	1	1	0	 	0
31093	2	2	1	0	 	0
31093	3	3	1	0	 	0
31094	1	1	1	0	 	0
31094	2	2	1	0	 	0
31095	1	1	1	0	 	0
31095	2	3	1	0	 	0
31095	3	2	1	0	 	0
31096	1	2	1	0	 	0
31096	2	3	1	0	 	0
31097	1	1	1	0	 	0
31097	2	2	1	0	 	0
31098	1	1	1	0	 	0
31098	2	2	1	0	 	0
31099	1	2	1	0	 	0
31100	1	2	1	0	 	0
31100	2	3	1	0	 	0
31101	1	2	1	0	 	0
31101	2	4	1	0	 	0
41001	1	2	1	0	 	0
41001	2	1	1	0	 	0
41002	1	2	1	0	 	0
41002	2	3	1	0	 	0
41003	1	2	1	0	 	0
41003	2	1	1	0	 	0
41004	1	1	1	0	 	0
41004	2	2	1	0	 	0
41005	1	1	1	0	 	0
41005	2	2	1	0	 	0
41005	3	3	1	0	 	0
41006	1	1	1	0	 	0
41006	2	2	1	0	 	0
41007	1	3	1	0	 	1
41007	2	2	1	0	 	0
41008	1	2	1	0	 	0
41008	2	3	1	0	 	0
41009	1	2	1	0	 	0
41009	2	3	1	0	 	0
41010	1	2	1	0	 	0
41010	2	3	1	0	 	0
41010	3	2	2	0	 	0
41011	1	1	1	0	 	0
41011	2	2	1	0	 	0
41011	3	3	1	0	 	0
41012	1	2	1	0	 	0
41012	2	3	1	0	 	0
41012	3	6	2	1	2	1
41013	1	2	1	0	 	0
41014	1	2	1	0	 	0
41014	2	3	1	0	 	0
41016	1	2	1	0	 	0
41016	2	3	1	0	 	0
41017	1	2	1	0	 	0
41017	2	4	1	0	 	0
41018	1	2	1	0	 	0
41018	2	3	1	0	 	0
41019	1	2	1	0	 	0
41019	2	3	1	0	 	0
41020	1	1	1	0	 	0
41020	2	3	1	0	 	0
41020	3	2	1	0	 	0
41021	1	1	1	0	 	0
41021	2	3	1	0	 	0
41021	3	2	1	0	 	0
41022	1	1	1	0	 	0
41022	2	2	1	0	 	0
41023	1	1	1	0	 	0
41023	2	2	1	0	 	0
41023	3	3	1	0	 	0
41024	1	1	1	0	 	0
41024	2	2	1	0	 	0
41024	3	3	1	0	 	0
41025	1	2	1	0	 	0
41025	2	1	1	0	 	0
41025	3	3	1	0	 	0
41026	1	2	1	0	 	0
41026	2	4	1	0	 	0
41027	1	2	1	0	 	0
41027	2	3	1	0	 	0
41030	1	1	1	0	 	0
41030	2	2	1	0	 	0
41031	1	1	1	0	 	0
41031	2	2	1	0	 	0
41032	1	1	1	0	 	0
41032	2	2	1	0	 	0
41032	3	3	1	0	 	0
41033	1	2	1	0	 	0
41034	1	1	1	0	 	0
41034	2	2	1	0	 	0
41034	3	3	1	0	 	0
41035	1	2	1	0	 	0
41035	2	3	1	0	 	0
41036	1	2	1	0	 	0
41036	2	1	1	0	 	0
41037	1	2	1	0	 	0
41037	2	4	1	0	 	0
41038	1	2	1	0	 	0
41038	2	3	1	0	 	0
41039	1	1	1	0	 	0
41039	2	2	1	0	 	0
41039	3	3	1	0	 	0
41040	1	2	1	0	 	0
41040	2	3	1	0	 	0
41041	1	2	1	0	 	0
41041	2	3	1	0	 	0
41041	3	1	1	0	 	0
41042	1	1	1	0	 	0
41042	2	3	1	0	 	0
41042	3	2	1	0	 	0
41043	1	2	1	0	 	0
41043	2	3	1	0	 	0
41044	1	3	1	0	 	0
41044	2	1	1	0	 	0
41044	3	2	1	0	 	0
41045	1	3	1	0	 	0
41045	2	2	1	0	 	0
41045	3	4	1	0	 	0
41046	1	1	1	0	 	0
41046	2	2	1	0	 	0
41046	3	3	1	0	 	0
41047	1	1	1	0	 	0
41047	2	2	1	0	 	0
41047	3	3	1	0	 	0
41048	1	1	1	0	 	0
41049	1	2	1	0	 	0
41049	2	1	1	0	 	0
41050	1	2	1	0	 	0
41050	2	3	1	0	 	0
41051	1	1	2	0	 	0
41051	2	2	1	0	 	0
41052	1	2	1	0	 	0
41052	2	1	1	0	 	0
41053	1	1	1	0	 	0
41053	2	2	1	0	 	0
41053	3	3	1	0	 	0
41054	1	2	1	0	 	0
41054	2	3	1	0	 	0
41055	1	2	1	0	 	0
41055	2	1	1	0	 	0
41056	1	1	1	0	 	0
41056	2	2	1	0	 	0
41057	1	3	1	0	 	0
41057	2	2	1	0	 	0
41057	3	4	1	0	 	0
41059	1	3	1	0	 	0
41059	2	2	1	0	 	0
41059	3	1	1	0	 	0
41060	1	2	1	0	 	0
41060	2	3	1	0	 	0
41061	1	2	1	0	 	0
41061	2	3	1	0	 	0
41062	1	2	1	0	 	0
41063	1	2	1	0	 	0
41064	1	1	1	0	 	0
41064	2	2	1	0	 	0
41064	3	3	1	0	 	0
41065	1	1	1	0	 	0
41065	2	2	1	0	 	0
41066	1	2	1	0	 	0
41066	2	3	1	1	2	0
41067	1	2	1	0	 	0
41068	1	3	1	0	 	0
41068	2	2	1	0	 	0
41069	1	2	1	0	 	0
41070	1	1	1	0	 	0
41070	2	2	1	0	 	0
41070	3	3	1	0	 	0
41071	1	2	1	0	 	0
41071	2	3	1	0	 	0
41071	3	4	2	1	2	0
41072	1	2	1	0	 	0
41073	1	1	1	0	 	0
41073	2	2	1	0	 	0
41074	1	2	1	0	 	0
41074	2	3	1	0	 	0
41075	1	1	1	0	 	0
41075	2	2	1	0	 	0
41076	1	2	1	0	 	0
41077	1	2	1	0	 	0
41078	1	1	1	0	 	0
41078	2	2	1	0	 	0
41078	3	3	1	0	 	0
41079	1	2	1	0	 	0
41079	2	3	1	0	 	0
41080	1	1	1	0	 	0
41080	2	2	1	0	 	0
41080	3	3	1	0	 	0
41081	1	2	1	0	 	0
41081	2	1	1	0	 	0
41082	1	2	1	0	 	0
41082	2	3	1	0	 	0
41083	1	2	2	0	 	0
41084	1	4	1	0	 	0
41084	2	2	1	0	 	0
41085	1	2	1	0	 	0
41085	2	3	1	0	 	0
41086	1	2	1	0	 	0
41087	1	2	1	0	 	0
41088	1	1	1	0	 	0
41088	2	2	1	0	 	0
41088	3	3	1	0	 	0
41089	1	2	1	0	 	0
41090	1	1	1	0	 	0
41090	2	2	1	0	 	0
41090	3	4	1	0	 	0
41091	1	3	1	1	1	0
41092	1	1	1	0	 	0
41092	2	2	1	0	 	0
41092	3	3	1	0	 	0
41093	1	1	1	0	 	0
41093	2	2	1	0	 	0
41093	3	3	1	0	 	0
41094	1	3	1	0	 	0
41094	2	2	1	0	 	0
41096	1	3	1	0	 	0
41096	2	2	1	0	 	0
41096	3	1	1	0	 	0
41097	1	1	1	0	 	0
41097	2	3	1	0	 	0
41097	3	2	1	0	 	0
41098	1	1	1	0	 	0
41098	2	2	1	0	 	0
41098	3	3	1	0	 	0
41099	1	2	1	0	 	0
41099	2	3	1	0	 	0
41099	3	1	1	0	 	0
41100	1	3	1	0	 	0
41100	2	1	1	0	 	0
41101	1	1	1	0	 	0
41101	2	2	1	0	 	0
41101	3	3	1	0	 	0
51001	1	2	1	0	 	0
51001	2	3	1	0	 	0
51002	1	2	1	0	 	0
51003	1	2	1	0	 	0
51003	2	3	1	0	 	0
51004	1	2	1	0	 	0
51004	2	2	2	0	 	0
51005	1	2	1	0	 	0
51007	1	2	1	0	 	0
51008	1	2	1	0	 	0
51008	2	3	1	0	 	0
51009	1	2	1	0	 	0
51009	2	3	1	0	 	0
51010	1	2	1	0	 	0
51010	2	3	1	0	 	0
51010	3	1	2	1	1	0
51011	1	1	1	0	 	0
51011	2	2	1	0	 	0
51012	1	1	1	0	 	0
51012	2	2	1	0	 	0
51013	1	2	1	0	 	0
51015	1	1	1	0	 	0
51015	2	2	1	0	 	0
51016	1	2	1	0	 	0
51016	2	1	1	0	 	0
51017	1	2	1	0	 	0
51018	1	2	1	0	 	0
51019	1	2	1	0	 	0
51020	1	2	1	0	 	0
51021	1	4	1	5	2	0
51021	2	2	1	0	 	0
51021	3	3	1	0	 	0
51022	1	2	1	0	 	0
51022	2	1	1	1	1	0
51022	3	3	1	0	 	0
51023	1	2	1	0	 	0
51023	2	3	1	0	 	0
51024	1	3	1	0	 	0
51024	2	2	1	0	 	0
51025	1	4	1	0	 	0
51026	1	1	1	0	 	0
51026	2	2	1	0	 	0
51026	3	3	1	0	 	0
51027	1	2	1	0	 	0
51027	2	4	1	0	 	0
51028	1	1	1	0	 	0
51028	2	2	1	0	 	0
51028	3	3	1	0	 	0
51029	1	2	1	0	 	0
51030	1	1	1	0	 	0
51030	2	2	1	0	 	0
51030	3	3	1	0	 	0
51031	1	1	1	0	 	0
51031	2	2	1	0	 	0
51032	1	2	1	0	 	0
51033	1	1	1	0	 	0
51033	2	2	1	0	 	0
51033	3	3	1	0	 	0
51034	1	2	1	0	 	0
51034	2	3	1	0	 	0
51034	3	1	1	0	 	0
51035	1	1	1	0	 	0
51035	2	2	1	0	 	0
51035	3	3	1	0	 	0
51036	1	2	1	0	 	0
51036	2	3	1	0	 	0
51037	1	2	1	0	 	0
51037	2	4	1	0	 	0
51037	3	6	2	1	1	0
51038	1	1	1	0	 	0
51038	2	2	1	0	 	0
51039	1	2	1	0	 	0
51039	2	3	1	0	 	0
51040	1	1	1	0	 	0
51040	2	2	1	0	 	0
51041	1	1	1	0	 	0
51041	2	2	1	0	 	0
51041	3	3	1	0	 	0
51042	1	1	1	0	 	0
51042	2	2	1	0	 	0
51042	3	3	1	0	 	0
51043	1	2	1	0	 	0
51044	1	1	1	0	 	0
51044	2	2	1	0	 	0
51045	1	1	1	0	 	0
51045	2	2	1	0	 	0
51046	1	2	1	0	 	0
51047	1	2	1	0	 	0
51048	1	1	2	1	1	0
51048	2	3	1	0	 	0
51048	3	2	1	0	 	0
51049	1	3	1	0	 	0
51049	2	2	1	0	 	0
51051	1	2	1	0	 	0
51051	2	3	1	0	 	0
51052	1	1	1	0	 	0
51052	2	3	1	0	 	0
51052	3	2	1	0	 	0
51056	1	2	1	0	 	0
51056	2	3	1	0	 	0
51056	3	1	1	0	 	0
51058	1	2	1	0	 	0
51058	2	3	1	0	 	0
51059	1	2	1	0	 	1
51060	1	2	1	0	 	0
51060	2	3	1	0	 	0
51061	1	2	1	0	 	0
51061	2	3	1	0	 	0
51062	1	3	1	0	 	0
51062	2	2	1	0	 	0
51062	3	1	1	0	 	0
51063	1	2	1	0	 	0
51064	1	1	1	0	 	1
51064	2	2	1	0	 	0
51064	3	3	1	0	 	0
51065	1	2	1	0	 	0
51065	2	3	1	0	 	0
51067	1	3	1	0	 	1
51068	1	1	1	0	 	0
51068	2	2	1	0	 	0
51069	1	1	1	0	 	0
51069	2	2	1	0	 	0
51069	3	3	1	0	 	0
51070	1	2	1	0	 	0
51070	2	4	1	0	 	0
51071	1	1	1	0	 	0
51071	2	2	1	0	 	0
51071	3	3	1	0	 	0
51073	1	3	1	0	 	0
51073	2	2	1	0	 	0
51073	3	1	1	0	 	0
51074	1	2	1	0	 	0
51074	2	3	1	0	 	0
51075	1	2	1	0	 	0
51076	1	2	1	0	 	0
51076	2	3	1	0	 	0
51077	1	1	1	0	 	0
51077	2	2	1	0	 	0
51078	1	2	1	0	 	0
51079	1	2	1	0	 	0
51080	1	2	1	0	 	0
51080	2	3	1	0	 	0
51081	1	2	1	0	 	0
51081	2	1	1	0	 	0
51082	1	1	1	0	 	0
51082	2	2	1	0	 	0
51082	3	3	1	0	 	0
51083	1	2	1	0	 	0
51083	2	1	1	0	 	0
51084	1	2	1	0	 	0
51084	2	1	1	0	 	0
51084	3	3	1	0	 	0
51085	1	2	1	0	 	0
51085	2	4	1	0	 	0
51086	1	2	1	0	 	0
51086	2	3	1	0	 	0
51087	1	1	1	0	 	0
51087	2	2	1	0	 	0
51087	3	3	1	0	 	0
51088	1	1	1	0	 	0
51088	2	2	1	0	 	0
51089	1	2	1	0	 	0
51089	2	3	1	0	 	0
51090	1	3	1	0	 	0
51090	2	2	1	0	 	0
51091	1	2	1	0	 	0
51091	2	4	1	0	 	0
51092	1	2	1	0	 	0
51092	2	4	2	1	2	1
51094	1	2	1	0	 	0
51094	2	1	1	0	 	0
51095	1	2	1	0	 	0
51099	1	2	1	0	 	0
51100	1	1	1	0	 	0
51100	2	2	1	0	 	0
51100	3	3	1	0	 	0
51100	4	4	2	1	2	0
51101	1	2	1	0	 	0
51101	2	3	1	0	 	0
51101	3	1	1	0	 	0
51102	1	3	1	0	 	0
51102	2	2	1	0	 	0
51103	1	3	1	0	 	0
51103	2	2	1	0	 	0
51104	1	2	1	0	 	0
51105	1	2	1	0	 	0
51105	2	3	1	0	 	0
61001	1	3	1	0	 	0
61001	2	2	1	0	 	0
61002	1	6	2	1	2	1
61003	1	2	1	0	 	0
61003	2	3	1	0	 	0
61004	1	2	1	0	 	0
61004	2	4	1	0	 	0
61005	1	2	1	0	 	0
61006	1	3	1	0	 	0
61006	2	2	1	0	 	0
61007	1	2	1	0	 	0
61008	2	2	1	0	 	0
61008	3	3	1	0	 	0
61009	1	2	2	0	 	0
61010	1	3	1	0	 	0
61010	2	2	1	0	 	0
61011	1	2	1	0	 	0
61011	2	3	1	0	 	0
61012	1	2	1	0	 	0
61012	2	3	2	0	 	0
61013	1	2	1	0	 	0
61013	2	5	2	1	2	0
61014	1	2	1	0	 	0
61015	1	2	1	0	 	0
61016	1	3	1	0	 	0
61016	2	2	1	0	 	0
61017	1	2	1	0	 	0
61018	1	2	1	0	 	0
61018	2	3	1	0	 	0
61019	1	2	1	0	 	0
61021	1	2	1	0	 	0
61022	1	2	1	0	 	0
61022	2	3	1	0	 	0
61023	1	2	1	0	 	0
61024	1	2	1	0	 	0
61024	2	4	2	0	 	0
61025	1	2	1	0	 	0
61025	2	4	1	0	 	0
61026	1	2	1	0	 	0
61026	2	3	1	0	 	0
61026	3	4	1	0	 	0
61027	1	2	1	0	 	0
61028	1	1	1	0	 	0
61028	2	2	1	0	 	0
61028	3	3	1	0	 	0
61029	1	2	1	0	 	0
61029	2	3	1	0	 	0
61031	1	2	1	0	 	0
61032	1	2	1	0	 	0
61033	1	2	1	0	 	0
61033	2	3	1	0	 	0
61034	1	2	1	0	 	0
61034	2	3	1	0	 	0
