CHILDCODE	HHITMIDR5	OWNITMR5	NUMOWNR5
11007	9	1	1
11007	10	1	4
11007	11	1	1
11007	12	1	1
11007	15	1	2
11007	20	0	 
11007	21	1	4
11007	22	1	1
11007	23	1	1
11007	24	1	1
11007	25	0	 
11007	26	1	1
11007	27	0	 
11007	28	0	 
11007	29	0	 
11007	30	0	 
11007	31	1	1
11008	3	0	 
11008	4	1	1
11008	5	0	 
11008	6	0	 
11008	7	1	1
11008	8	1	3
11008	9	0	 
11008	10	1	3
11008	11	1	1
11008	12	1	1
11008	15	1	3
11008	20	0	 
11008	21	1	1
11008	22	1	1
11008	23	1	1
11008	24	1	1
11008	25	1	1
11008	26	1	1
11008	27	0	 
11008	28	0	 
11008	29	0	 
11008	30	0	 
11008	31	0	 
11009	3	0	 
11009	4	1	3
11009	5	1	1
11009	6	1	3
11009	7	1	1
11009	8	0	 
11009	9	0	 
11009	10	1	1
11009	11	1	1
11009	12	1	1
11009	15	0	 
11009	20	0	 
11009	21	1	1
11009	22	1	1
11009	23	1	1
11009	24	0	 
11009	25	0	 
11009	26	1	1
11009	27	0	 
11009	28	1	1
11009	29	0	 
11009	30	0	 
11009	31	0	 
11010	3	0	 
11010	4	1	1
11010	5	0	 
11010	6	0	 
11010	7	0	 
11010	8	1	1
11010	9	0	 
11010	10	1	2
11010	11	1	1
11010	12	1	1
11010	15	1	1
11010	20	0	 
11010	21	0	 
11010	22	1	1
11010	23	1	1
11010	24	1	1
11010	25	1	1
11010	26	1	1
11010	27	0	 
11010	28	1	1
11010	29	0	 
11010	30	0	 
11010	31	0	 
11011	3	0	 
11011	4	1	1
11011	5	0	 
11011	6	0	 
11011	7	0	 
11011	8	1	1
11011	9	0	 
11011	10	1	2
11011	11	0	 
11011	12	1	1
11011	15	0	 
11011	20	0	 
11011	21	0	 
11011	22	0	 
11011	23	1	1
11011	24	0	 
11011	25	1	1
11011	26	0	 
11011	27	0	 
11011	28	0	 
11011	29	0	 
11011	30	0	 
11011	31	0	 
11012	3	0	 
11012	4	1	2
11012	5	1	1
11012	6	0	 
11012	7	1	2
11012	8	1	1
11012	9	0	 
11012	10	1	3
11012	11	1	1
11012	12	1	1
11012	15	1	3
11012	20	0	 
11012	21	1	2
11012	22	1	1
11012	23	1	1
11012	24	1	5
11012	25	0	 
11012	26	1	1
11012	27	0	 
11012	28	0	 
11012	29	0	 
11012	30	0	 
11012	31	0	 
11013	3	0	 
11013	4	1	2
11013	5	0	 
11013	6	0	 
11013	7	1	1
11013	8	0	 
11013	9	0	 
11013	10	1	3
11013	11	0	 
11013	12	1	1
11013	15	0	 
11013	20	0	 
11013	21	0	 
11013	22	1	1
11013	23	0	 
11013	24	0	 
11013	25	1	1
11013	26	0	 
11013	27	0	 
11013	28	0	 
11013	29	0	 
11013	30	0	 
11013	31	0	 
11014	3	0	 
11014	4	0	 
11014	5	0	 
11014	6	0	 
11014	7	0	 
11014	8	1	3
11014	9	0	 
11014	10	1	2
11014	11	0	 
11014	12	1	1
11014	15	0	 
11014	20	0	 
11014	21	0	 
11014	22	1	1
11014	23	1	1
11014	24	1	1
11014	25	1	1
11014	26	0	 
11014	27	0	 
11014	28	0	 
11014	29	0	 
11014	30	0	 
11014	31	0	 
11015	3	0	 
11015	4	1	2
11015	5	1	1
11015	6	0	 
11015	7	1	1
11015	8	1	2
11015	9	0	 
11015	10	1	2
11015	11	1	1
11015	12	1	2
11015	15	0	 
11015	20	0	 
11015	21	0	 
11015	22	1	1
11015	23	1	1
11015	24	1	1
11015	25	1	1
11015	26	1	1
11015	27	0	 
11015	28	0	 
11015	29	0	 
11015	30	1	1
11015	31	0	 
11016	3	0	 
11016	4	1	2
11016	5	0	 
11016	6	0	 
11016	7	0	 
11016	8	1	1
11016	9	0	 
11016	10	1	3
11016	11	1	1
11016	12	1	1
11016	15	1	1
11016	20	0	 
11016	21	1	1
11016	22	0	 
11016	23	1	1
11016	24	1	1
11016	25	1	1
11016	26	1	1
11016	27	0	 
11016	28	0	 
11016	29	0	 
11016	30	0	 
11016	31	0	 
11017	3	0	 
11017	4	1	1
11017	5	1	1
11017	6	0	 
11017	7	1	1
11017	8	1	1
11017	9	0	 
11017	10	1	1
11017	11	1	1
11017	12	1	1
11017	15	0	 
11017	20	0	 
11017	21	0	 
11017	22	0	 
11017	23	0	 
11017	24	0	 
11017	25	1	1
11017	26	0	 
11017	27	0	 
11017	28	0	 
11017	29	0	 
11017	30	0	 
11017	31	0	 
11018	3	0	 
11018	4	1	1
11018	5	0	 
11018	6	0	 
11018	7	0	 
11018	8	0	 
11018	9	0	 
11018	10	1	3
11018	11	1	1
11018	12	1	1
11018	15	0	 
11018	20	0	 
11018	21	0	 
11018	22	1	1
11018	23	1	1
11018	24	1	1
11018	25	1	1
11018	26	1	1
11018	27	0	 
11018	28	0	 
11018	29	0	 
11018	30	0	 
11018	31	0	 
11019	3	0	 
11019	4	1	1
11019	5	0	 
11019	6	0	 
11019	7	1	1
11019	8	0	 
11019	9	0	 
11019	10	1	1
11019	11	1	1
11019	12	1	1
11019	15	0	 
11019	20	0	 
11019	21	1	1
11019	22	1	1
11019	23	1	1
11019	24	1	1
11019	25	0	 
11019	26	1	1
11019	27	0	 
11019	28	0	 
11019	29	0	 
11019	30	0	 
11019	31	0	 
11020	3	0	 
11020	4	1	2
11020	5	1	1
11020	6	0	 
11020	7	1	2
11020	8	1	1
11020	9	0	 
11020	10	1	3
11020	11	1	1
11020	12	1	1
11020	15	1	1
11020	20	0	 
11020	21	1	1
11020	22	1	1
11020	23	1	1
11020	24	1	1
11020	25	1	1
11020	26	1	1
11020	27	0	 
11020	28	0	 
11020	29	0	 
11020	30	1	1
11020	31	0	 
11021	3	0	 
11021	4	1	2
11021	5	1	1
11021	6	0	 
11021	7	1	1
11021	8	1	2
11021	9	1	1
11021	10	1	4
11021	11	1	1
11021	12	1	1
11021	15	1	1
11021	20	0	 
11021	21	0	 
11021	22	1	1
11021	23	1	1
11021	24	1	1
11021	25	1	2
11021	26	0	 
11021	27	0	 
11021	28	0	 
11021	29	0	 
11021	30	0	 
11021	31	0	 
11022	3	0	 
11022	4	1	1
11022	5	0	 
11022	6	0	 
11022	7	0	 
11022	8	0	 
11022	9	0	 
11022	10	1	1
11022	11	1	1
11022	12	1	1
11022	15	0	 
11022	20	0	 
11022	21	0	 
11022	22	1	1
11022	23	0	 
11022	24	0	 
11022	25	0	 
11022	26	0	 
11022	27	0	 
11022	28	0	 
11022	29	0	 
11022	30	0	 
11022	31	0	 
11023	3	0	 
11023	4	1	1
11023	5	0	 
11023	6	0	 
11023	7	0	 
11023	8	0	 
11023	9	0	 
11023	10	1	1
11023	11	1	1
11023	12	1	1
11023	15	0	 
11023	20	0	 
11023	21	1	1
11023	22	1	1
11023	23	1	1
11023	24	0	 
11023	25	0	 
11023	26	0	 
11023	27	0	 
11023	28	0	 
11023	29	0	 
11023	30	0	 
11023	31	0	 
11024	3	0	 
11024	4	1	2
11024	5	1	1
11024	6	0	 
11024	7	1	1
11024	8	0	 
11024	9	1	1
11024	10	1	2
11024	11	1	1
11024	12	1	1
11024	15	0	 
11024	20	0	 
11024	21	1	1
11024	22	1	1
11024	23	1	1
11024	24	1	1
11024	25	0	 
11024	26	0	 
11024	27	0	 
11024	28	0	 
11024	29	0	 
11024	30	0	 
11024	31	0	 
11025	3	0	 
11025	4	1	1
11025	5	0	 
11025	6	0	 
11025	7	0	 
11025	8	0	 
11025	9	1	1
11025	10	1	6
11025	11	1	1
11025	12	1	1
11025	15	0	 
11025	20	0	 
11025	21	1	1
11025	22	1	1
11025	23	1	1
11025	24	1	1
11025	25	1	1
11025	26	1	1
11025	27	0	 
11025	28	1	1
11025	29	0	 
11025	30	0	 
11025	31	0	 
11026	3	0	 
11026	4	1	1
11026	5	0	 
11026	6	0	 
11026	7	0	 
11026	8	0	 
11026	9	0	 
11026	10	1	3
11026	11	1	1
11026	12	1	1
11026	15	0	 
11026	20	0	 
11026	21	1	1
11026	22	1	1
11026	23	0	 
11026	24	0	 
11026	25	0	 
11026	26	0	 
11026	27	0	 
11026	28	0	 
11026	29	0	 
11026	30	0	 
11026	31	0	 
11027	3	0	 
11027	4	1	2
11027	5	0	 
11027	6	0	 
11027	7	0	 
11027	8	1	2
11027	9	0	 
11027	10	1	4
11027	11	1	1
11027	12	1	1
11027	15	1	1
11027	20	0	 
11027	21	0	 
11027	22	1	1
11027	23	1	1
11027	24	1	1
11027	25	1	1
11027	26	0	 
11027	27	0	 
11027	28	0	 
11027	29	0	 
11027	30	0	 
11027	31	0	 
11028	3	0	 
11028	4	1	1
11028	5	0	 
11028	6	0	 
11028	7	0	 
11028	8	0	 
11028	9	1	1
11028	10	1	3
11028	11	1	1
11028	12	1	1
11028	15	1	1
11028	20	0	 
11028	21	1	1
11028	22	1	1
11028	23	1	1
11028	24	1	1
11028	25	1	1
11028	26	0	 
11028	27	0	 
11028	28	1	1
11028	29	0	 
11028	30	0	 
11028	31	0	 
11029	3	0	 
11029	4	0	 
11029	5	1	1
11029	6	1	1
11029	7	0	 
11029	8	0	 
11029	9	1	1
11029	10	1	3
11029	11	1	1
11029	12	1	1
11029	15	0	 
11029	20	0	 
11029	21	1	1
11029	22	1	1
11029	23	1	1
11029	24	1	1
11029	25	0	 
11029	26	0	 
11029	27	0	 
11029	28	0	 
11029	29	0	 
11029	30	0	 
11029	31	0	 
11030	3	0	 
11030	4	1	1
11030	5	0	 
11030	6	0	 
11030	7	0	 
11030	8	0	 
11030	9	0	 
11030	10	1	6
11030	11	1	1
11030	12	1	1
11030	15	1	1
11030	20	0	 
11030	21	0	 
11030	22	1	1
11030	23	1	1
11030	24	0	 
11030	25	0	 
11030	26	1	1
11030	27	0	 
11030	28	0	 
11030	29	0	 
11030	30	0	 
11030	31	0	 
11031	3	0	 
11031	4	1	3
11031	5	1	1
11031	6	0	 
11031	7	0	 
11031	8	0	 
11031	9	1	1
11031	10	1	2
11031	11	1	1
11031	12	1	1
11031	15	1	2
11031	20	0	 
11031	21	1	2
11031	22	1	1
11031	23	1	1
11031	24	1	1
11031	25	1	1
11031	26	1	1
11031	27	0	 
11031	28	1	1
11031	29	0	 
11031	30	1	1
11031	31	1	1
11032	3	0	 
11032	4	1	1
11032	5	1	1
11032	6	0	 
11032	7	0	 
11032	8	0	 
11032	9	0	 
11032	10	1	2
11032	11	1	1
11032	12	1	1
11032	15	1	1
11032	20	0	 
11032	21	0	 
11032	22	1	1
11032	23	0	 
11032	24	0	 
11032	25	1	1
11032	26	0	 
11032	27	0	 
11032	28	0	 
11032	29	0	 
11032	30	0	 
11032	31	0	 
11033	3	1	1
11033	4	1	2
11033	5	1	1
11033	6	1	1
11033	7	1	1
11033	8	1	4
11033	9	0	 
11033	10	1	7
11033	11	1	2
11033	12	1	1
11033	15	1	1
11033	20	0	 
11033	21	1	1
11033	22	1	2
11033	23	1	1
11033	24	1	1
11033	25	1	1
11033	26	1	1
11033	27	0	 
11033	28	0	 
11033	29	0	 
11033	30	0	 
11033	31	0	 
11034	3	0	 
11034	4	1	2
11034	5	0	 
11034	6	0	 
11034	7	1	2
11034	8	1	1
11034	9	0	 
11034	10	1	2
11034	11	1	1
11034	12	1	1
11034	15	0	 
11034	20	0	 
11034	21	1	1
11034	22	1	1
11034	23	1	1
11034	24	1	1
11034	25	0	 
11034	26	0	 
11034	27	0	 
11034	28	0	 
11034	29	0	 
11034	30	0	 
11034	31	0	 
11035	3	0	 
11035	4	1	1
11035	5	0	 
11035	6	0	 
11035	7	0	 
11035	8	0	 
11035	9	1	1
11035	10	1	1
11035	11	1	1
11035	12	1	1
11035	15	0	 
11035	20	0	 
11035	21	0	 
11035	22	1	1
11035	23	1	1
11035	24	0	 
11035	25	0	 
11035	26	0	 
11035	27	0	 
11035	28	0	 
11035	29	0	 
11035	30	0	 
11035	31	0	 
11036	3	0	 
11036	4	1	1
11036	5	0	 
11036	6	0	 
11036	7	0	 
11036	8	1	2
11036	9	0	 
11036	10	0	 
11036	11	1	1
11036	12	1	1
11036	15	0	 
11036	20	0	 
11036	21	1	1
11036	22	1	1
11036	23	1	1
11036	24	0	 
11036	25	0	 
11036	26	0	 
11036	27	0	 
11036	28	0	 
11036	29	0	 
11036	30	0	 
11036	31	0	 
11037	3	0	 
11037	4	1	1
11037	5	0	 
11037	6	0	 
11037	7	1	1
11037	8	0	 
11037	9	0	 
11037	10	0	 
11037	11	0	 
11037	12	1	1
11037	15	0	 
11037	20	0	 
11037	21	0	 
11037	22	0	 
11037	23	0	 
11037	24	0	 
11037	25	0	 
11037	26	0	 
11037	27	0	 
11037	28	0	 
11037	29	0	 
11037	30	0	 
11037	31	0	 
11038	3	0	 
11038	4	1	1
11038	5	1	1
11038	6	0	 
11038	7	1	1
11038	8	0	 
11038	9	0	 
11038	10	1	3
11038	11	1	1
11038	12	1	1
11038	15	0	 
11038	20	0	 
11038	21	1	1
11038	22	1	1
11038	23	1	1
11038	24	1	1
11038	25	1	1
11038	26	1	1
11038	27	0	 
11038	28	0	 
11038	29	0	 
11038	30	0	 
11038	31	0	 
11039	3	0	 
11039	4	1	1
11039	5	1	1
11039	6	0	 
11039	7	0	 
11039	8	0	 
11039	9	0	 
11039	10	1	1
11039	11	1	1
11039	12	1	1
11039	15	0	 
11039	20	0	 
11039	21	0	 
11039	22	0	 
11039	23	0	 
11039	24	1	1
11039	25	0	 
11039	26	0	 
11039	27	0	 
11039	28	0	 
11039	29	0	 
11039	30	0	 
11039	31	0	 
11040	3	0	 
11040	4	1	1
11040	5	1	1
11040	6	1	1
11040	7	0	 
11040	8	1	1
11040	9	0	 
11040	10	1	2
11040	11	1	1
11040	12	1	1
11040	15	0	 
11040	20	0	 
11040	21	1	1
11040	22	1	1
11040	23	1	1
11040	24	0	 
11040	25	1	1
11040	26	0	 
11040	27	0	 
11040	28	0	 
11040	29	0	 
11040	30	0	 
11040	31	0	 
11041	3	0	 
11041	4	1	2
11041	5	0	 
11041	6	0	 
11041	7	0	 
11041	8	0	 
11041	9	0	 
11041	10	1	1
11041	11	1	1
11041	12	1	1
11041	15	0	 
11041	20	0	 
11041	21	0	 
11041	22	1	1
11041	23	1	1
11041	24	0	 
11041	25	1	1
11041	26	0	 
11041	27	0	 
11041	28	0	 
11041	29	0	 
11041	30	0	 
11041	31	0	 
11042	3	0	 
11042	4	1	1
11042	5	0	 
11042	6	0	 
11042	7	0	 
11042	8	1	2
11042	9	0	 
11042	10	1	2
11042	11	0	 
11042	12	1	1
11042	15	0	 
11042	20	0	 
11042	21	0	 
11042	22	1	1
11042	23	1	1
11042	24	1	1
11042	25	1	1
11042	26	0	 
11042	27	0	 
11042	28	0	 
11042	29	0	 
11042	30	0	 
11042	31	0	 
11043	3	0	 
11043	4	1	2
11043	5	1	1
11043	6	0	 
11043	7	1	3
11043	8	1	1
11043	9	0	 
11043	10	1	4
11043	11	1	1
11043	12	1	1
11043	15	0	 
11043	20	0	 
11043	21	1	2
11043	22	1	1
11043	23	1	1
11043	24	1	1
11043	25	1	1
11043	26	0	 
11043	27	0	 
11043	28	0	 
11043	29	0	 
11043	30	0	 
11043	31	0	 
11044	3	0	 
11044	4	1	2
11044	5	0	 
11044	6	0	 
11044	7	1	1
11044	8	1	1
11044	9	1	1
11044	10	1	2
11044	11	1	1
11044	12	1	1
11044	15	0	 
11044	20	0	 
11044	21	1	1
11044	22	1	1
11044	23	1	1
11044	24	1	1
11044	25	1	1
11044	26	0	 
11044	27	0	 
11044	28	0	 
11044	29	0	 
11044	30	0	 
11044	31	0	 
11045	3	0	 
11045	4	1	1
11045	5	0	 
11045	6	0	 
11045	7	1	1
11045	8	0	 
11045	9	0	 
11045	10	1	3
11045	11	0	 
11045	12	1	1
11045	15	1	1
11045	20	0	 
11045	21	0	 
11045	22	0	 
11045	23	1	1
11045	24	1	1
11045	25	0	 
11045	26	0	 
11045	27	0	 
11045	28	0	 
11045	29	0	 
11045	30	0	 
11045	31	0	 
11046	3	0	 
11046	4	1	2
11046	5	0	 
11046	6	0	 
11046	7	1	2
11046	8	0	 
11046	9	1	1
11046	10	1	5
11046	11	1	1
11046	12	1	1
11046	15	1	1
11046	20	0	 
11046	21	1	1
11046	22	1	1
11046	23	1	1
11046	24	1	1
11046	25	1	1
11046	26	1	1
11046	27	0	 
11046	28	1	1
11046	29	0	 
11046	30	0	 
11046	31	0	 
11047	3	0	 
11047	4	1	2
11047	5	0	 
11047	6	0	 
11047	7	0	 
11047	8	1	2
11047	9	1	1
11047	10	1	2
11047	11	1	2
11047	12	1	2
11047	15	1	1
11047	20	0	 
11047	21	1	1
11047	22	1	1
11047	23	1	1
11047	24	0	 
11047	25	1	1
11047	26	1	1
11047	27	0	 
11047	28	0	 
11047	29	0	 
11047	30	0	 
11047	31	0	 
11048	3	0	 
11048	4	1	3
11048	5	0	 
11048	6	1	1
11048	7	0	 
11048	8	1	1
11048	9	1	1
11048	10	1	3
11048	11	1	1
11048	12	1	1
11048	15	1	1
11048	20	0	 
11048	21	1	1
11048	22	1	1
11048	23	1	1
11048	24	0	 
11048	25	1	1
11048	26	1	1
11048	27	0	 
11048	28	1	1
11048	29	0	 
11048	30	0	 
11048	31	0	 
11049	3	1	1
11049	4	1	2
11049	5	0	 
11049	6	0	 
11049	7	0	 
11049	8	0	 
11049	9	1	1
11049	10	1	4
11049	11	1	1
11049	12	1	1
11049	15	1	1
11049	20	0	 
11049	21	1	1
11049	22	1	1
11049	23	1	1
11049	24	1	1
11049	25	1	1
11049	26	1	1
11049	27	0	 
11049	28	0	 
11049	29	0	 
11049	30	0	 
11049	31	0	 
11050	3	0	 
11050	4	1	2
11050	5	1	1
11050	6	0	 
11050	7	0	 
11050	8	0	 
11050	9	0	 
11050	10	1	3
11050	11	1	1
11050	12	1	1
11050	15	1	1
11050	20	0	 
11050	21	1	1
11050	22	1	1
11050	23	1	1
11050	24	1	1
11050	25	0	 
11050	26	0	 
11050	27	0	 
11050	28	0	 
11050	29	0	 
11050	30	0	 
11050	31	0	 
11051	3	0	 
11051	4	1	1
11051	5	1	1
11051	6	0	 
11051	7	1	1
11051	8	0	 
11051	9	1	1
11051	10	1	2
11051	11	1	1
11051	12	1	1
11051	15	0	 
11051	20	0	 
11051	21	0	 
11051	22	1	1
11051	23	1	1
11051	24	1	1
11051	25	0	 
11051	26	0	 
11051	27	0	 
11051	28	0	 
11051	29	0	 
11051	30	0	 
11051	31	0	 
11052	3	0	 
11052	4	1	1
11052	5	1	1
11052	6	1	1
11052	7	0	 
11052	8	1	1
11052	9	1	1
11052	10	1	4
11052	11	1	1
11052	12	0	 
11052	15	1	1
11052	20	0	 
11052	21	1	1
11052	22	1	1
11052	23	0	 
11052	24	0	 
11052	25	1	1
11052	26	0	 
11052	27	0	 
11052	28	0	 
11052	29	0	 
11052	30	0	 
11052	31	0	 
11053	3	0	 
11053	4	1	2
11053	5	0	 
11053	6	0	 
11053	7	1	1
11053	8	0	 
11053	9	0	 
11053	10	1	2
11053	11	0	 
11053	12	1	1
11053	15	0	 
11053	20	0	 
11053	21	0	 
11053	22	1	1
11053	23	1	1
11053	24	0	 
11053	25	1	1
11053	26	0	 
11053	27	0	 
11053	28	0	 
11053	29	0	 
11053	30	0	 
11053	31	0	 
11054	3	0	 
11054	4	1	2
11054	5	1	1
11054	6	1	1
11054	7	0	 
11054	8	0	 
11054	9	0	 
11054	10	1	1
11054	11	1	1
11054	12	1	1
11054	15	0	 
11054	20	1	1
11054	21	1	1
11054	22	1	1
11054	23	1	1
11054	24	0	 
11054	25	0	 
11054	26	0	 
11054	27	0	 
11054	28	1	1
11054	29	0	 
11054	30	0	 
11054	31	0	 
11055	3	0	 
11055	4	1	3
11055	5	0	 
11055	6	0	 
11055	7	0	 
11055	8	1	1
11055	9	1	1
11055	10	1	4
11055	11	1	1
11055	12	1	1
11055	15	1	1
11055	20	0	 
11055	21	1	2
11055	22	1	1
11055	23	1	1
11055	24	1	1
11055	25	1	1
11055	26	1	1
11055	27	0	 
11055	28	1	1
11055	29	0	 
11055	30	1	1
11055	31	0	 
11056	3	0	 
11056	4	1	4
11056	5	1	2
11056	6	1	1
11056	7	0	 
11056	8	1	2
11056	9	1	1
11056	10	1	1
11056	11	1	1
11056	12	1	1
11056	15	1	2
11056	20	1	1
11056	21	1	4
11056	22	1	1
11056	23	1	2
11056	24	0	 
11056	25	1	1
11056	26	1	1
11056	27	0	 
11056	28	1	1
11056	29	0	 
11056	30	0	 
11056	31	0	 
11057	3	0	 
11057	4	1	1
11057	5	0	 
11057	6	0	 
11057	7	1	1
11057	8	0	 
11057	9	0	 
11057	10	1	2
11057	11	1	1
11057	12	1	1
11057	15	0	 
11057	20	0	 
11057	21	1	1
11057	22	1	1
11057	23	1	1
11057	24	1	1
11057	25	0	 
11057	26	1	1
11057	27	0	 
11057	28	0	 
11057	29	0	 
11057	30	0	 
11057	31	0	 
11059	3	0	 
11059	4	1	1
11059	5	1	1
11059	6	0	 
11059	7	0	 
11059	8	1	1
11059	9	1	1
11059	10	1	2
11059	11	1	1
11059	12	1	1
11059	15	0	 
11059	20	0	 
11059	21	1	1
11059	22	1	1
11059	23	1	1
11059	24	1	1
11059	25	0	 
11059	26	0	 
11059	27	0	 
11059	28	1	1
11059	29	0	 
11059	30	0	 
11059	31	0	 
11060	3	0	 
11060	4	1	1
11060	5	0	 
11060	6	0	 
11060	7	0	 
11060	8	1	1
11060	9	1	1
11060	10	1	2
11060	11	1	1
11060	12	1	1
11060	15	0	 
11060	20	0	 
11060	21	1	1
11060	22	1	1
11060	23	1	1
11060	24	0	 
11060	25	1	1
11060	26	0	 
11060	27	0	 
11060	28	0	 
11060	29	0	 
11060	30	0	 
11060	31	0	 
11061	3	0	 
11061	4	1	3
11061	5	0	 
11061	6	0	 
11061	7	1	3
11061	8	1	2
11061	9	1	1
11061	10	1	6
11061	11	1	1
11061	12	1	1
11061	15	1	1
11061	20	0	 
11061	21	0	 
11061	22	1	2
11061	23	1	2
11061	24	1	1
11061	25	1	2
11061	26	1	1
11061	27	0	 
11061	28	0	 
11061	29	0	 
11061	30	0	 
11061	31	0	 
11062	3	1	2
11062	4	1	1
11062	5	0	 
11062	6	0	 
11062	7	0	 
11062	8	1	1
11062	9	1	1
11062	10	1	3
11062	11	1	1
11062	12	1	1
11062	15	1	1
11062	20	0	 
11062	21	1	1
11062	22	1	1
11062	23	1	1
11062	24	1	1
11062	25	1	1
11062	26	1	1
11062	27	0	 
11062	28	1	1
11062	29	0	 
11062	30	0	 
11062	31	1	1
11063	3	1	1
11063	4	1	1
11063	5	1	1
11063	6	0	 
11063	7	1	1
11063	8	1	1
11063	9	0	 
11063	10	1	2
11063	11	1	1
11063	12	1	1
11063	15	1	1
11063	20	0	 
11063	21	1	1
11063	22	1	1
11063	23	1	1
11063	24	0	 
11063	25	1	1
11063	26	1	1
11063	27	0	 
11063	28	0	 
11063	29	0	 
11063	30	0	 
11063	31	0	 
11064	3	0	 
11064	4	1	2
11064	5	1	1
11064	6	0	 
11064	7	0	 
11064	8	1	1
11064	9	0	 
11064	10	1	2
11064	11	1	1
11064	12	1	1
11064	15	1	1
11064	20	0	 
11064	21	1	1
11064	22	1	1
11064	23	1	1
11064	24	1	1
11064	25	1	1
11064	26	1	1
11064	27	0	 
11064	28	0	 
11064	29	0	 
11064	30	0	 
11064	31	1	1
11065	3	0	 
11065	4	1	1
11065	5	0	 
11065	6	0	 
11065	7	1	1
11065	8	0	 
11065	9	0	 
11065	10	1	3
11065	11	1	1
11065	12	1	1
11065	15	1	1
11065	20	0	 
11065	21	0	 
11065	22	1	1
11065	23	1	1
11065	24	1	1
11065	25	1	1
11065	26	0	 
11065	27	0	 
11065	28	0	 
11065	29	0	 
11065	30	0	 
11065	31	0	 
11066	3	0	 
11066	4	1	1
11066	5	0	 
11066	6	0	 
11066	7	1	1
11066	8	0	 
11066	9	0	 
11066	10	1	3
11066	11	1	1
11066	12	1	1
11066	15	1	1
11066	20	0	 
11066	21	0	 
11066	22	0	 
11066	23	0	 
11066	24	1	1
11066	25	0	 
11066	26	1	1
11066	27	0	 
11066	28	0	 
11066	29	0	 
11066	30	0	 
11066	31	0	 
11067	3	0	 
11067	4	1	1
11067	5	0	 
11067	6	0	 
11067	7	1	1
11067	8	1	2
11067	9	0	 
11067	10	1	3
11067	11	1	1
11067	12	1	1
11067	15	1	1
11067	20	0	 
11067	21	1	1
11067	22	1	1
11067	23	1	1
11067	24	1	1
11067	25	1	1
11067	26	1	1
11067	27	0	 
11067	28	0	 
11067	29	0	 
11067	30	0	 
11067	31	0	 
11068	3	0	 
11068	4	1	1
11068	5	0	 
11068	6	0	 
11068	7	0	 
11068	8	0	 
11068	9	0	 
11068	10	1	1
11068	11	1	1
11068	12	1	1
11068	15	1	1
11068	20	0	 
11068	21	1	1
11068	22	1	1
11068	23	1	1
11068	24	0	 
11068	25	1	1
11068	26	0	 
11068	27	0	 
11068	28	0	 
11068	29	0	 
11068	30	0	 
11068	31	0	 
11069	3	0	 
11069	4	1	2
11069	5	0	 
11069	6	0	 
11069	7	0	 
11069	8	0	 
11069	9	1	1
