CHILDCODE	HHDCIDR4	MADDECR4	WHOPRVR4
31002	4	1	3
31002	5	1	3
31002	6	1	3
31002	7	1	3
31002	8	0	3
31004	1	1	6
31004	2	1	6
31004	3	1	6
31004	4	1	6
31004	5	1	6
31004	6	1	6
31004	7	1	6
31004	8	1	6
31005	1	1	1
31005	2	1	3
31005	3	1	3
31005	4	1	3
31005	5	1	1
31005	6	1	3
31005	7	1	3
31005	8	1	3
31006	1	1	3
31006	2	1	3
31006	3	1	3
31006	4	1	3
31006	5	1	3
31006	6	1	3
31006	7	1	3
31006	8	1	3
31007	1	1	1
31007	2	1	7
31007	3	1	7
31007	4	1	7
31007	5	1	7
31007	6	1	7
31007	7	1	7
31007	8	1	7
31008	1	1	3
31008	2	1	3
31008	3	1	3
31008	4	1	3
31008	5	1	3
31008	6	1	3
31008	7	1	3
31008	8	1	3
31010	1	1	7
31010	2	1	3
31010	3	1	7
31010	4	1	3
31010	5	1	7
31010	6	1	8
31010	7	1	8
31010	8	1	3
31011	1	1	1
31011	2	1	3
31011	3	1	7
31011	4	1	3
31011	5	1	3
31011	6	1	3
31011	7	1	3
31011	8	1	7
31012	1	1	8
31012	2	1	3
31012	3	1	8
31012	4	1	3
31012	5	1	1
31012	6	1	8
31012	7	1	3
31012	8	1	8
31013	1	1	7
31013	2	1	3
31013	3	1	3
31013	4	1	3
31013	5	1	3
31013	6	1	3
31013	7	1	3
31013	8	1	7
31018	1	1	1
31018	2	1	6
31018	3	1	2
31018	4	1	2
31018	5	1	1
31018	6	1	1
31018	7	1	2
31018	8	1	2
31020	1	1	1
31020	2	1	3
31020	3	1	7
31020	4	1	7
31020	5	1	1
31020	6	1	3
31020	7	1	3
31020	8	1	8
31021	1	1	1
31021	2	1	3
31021	3	1	3
31021	4	1	3
31021	5	1	3
31021	6	1	3
31021	7	1	3
31021	8	1	3
31023	1	1	1
31023	2	1	3
31023	3	1	7
31023	4	1	3
31023	5	1	7
31023	6	1	3
31023	7	1	7
31023	8	0	77
31024	1	1	7
31024	2	1	3
31024	3	1	3
31024	4	1	3
31024	5	1	7
31024	6	1	7
31024	7	1	7
31024	8	1	7
31025	1	1	1
31025	2	1	3
31025	3	1	3
31025	4	1	3
31025	5	1	3
31025	6	1	3
31025	7	1	3
31025	8	1	3
31027	1	1	6
31027	2	1	6
31027	3	1	6
31027	4	1	6
31027	5	1	6
31027	6	1	6
31027	7	1	6
31027	8	1	6
31028	1	1	1
31028	2	1	7
31028	3	1	3
31028	4	1	7
31028	5	1	1
31028	6	1	3
31028	7	1	7
31028	8	1	1
31029	1	1	1
31029	2	1	3
31029	3	1	3
31029	4	1	3
31029	5	1	3
31029	6	1	3
31029	7	1	3
31029	8	1	3
31031	1	1	1
31031	2	1	3
31031	3	1	1
31031	4	1	3
31031	5	1	1
31031	6	1	1
31031	7	1	1
31031	8	1	1
31032	1	1	1
31032	2	1	3
31032	3	1	7
31032	4	1	3
31032	5	1	7
31032	6	1	8
31032	7	1	3
31032	8	1	8
31035	1	1	1
31035	2	1	6
31035	3	1	1
31035	4	1	6
31035	5	1	1
31035	6	1	1
31035	7	1	1
31035	8	1	1
31036	1	1	1
31036	2	1	3
31036	3	1	7
31036	4	1	3
31036	5	1	7
31036	6	1	7
31036	7	1	7
31036	8	1	1
31037	1	1	1
31037	2	1	2
31037	3	1	8
31037	4	1	4
31037	5	1	8
31037	6	1	8
31037	7	1	8
31037	8	0	77
31038	1	1	7
31038	2	1	3
31038	3	1	7
31038	4	1	7
31038	5	1	1
31038	6	1	7
31038	7	1	7
31038	8	1	7
31039	1	1	4
31039	2	1	3
31039	3	1	3
31039	4	1	3
31039	5	1	3
31039	6	1	1
31039	7	1	3
31039	8	1	3
31040	1	1	1
31040	2	1	3
31040	3	1	1
31040	4	1	3
31040	5	1	1
31040	6	1	3
31040	7	1	3
31040	8	1	1
31043	1	1	1
31043	2	1	3
31043	3	1	1
31043	4	1	1
31043	5	1	3
31043	6	1	1
31043	7	1	1
31043	8	1	1
31044	1	1	1
31044	2	1	3
31044	3	1	3
31044	4	1	1
31044	5	1	1
31044	6	1	3
31044	7	1	3
31044	8	1	1
31045	1	1	7
31045	2	1	3
31045	3	1	7
31045	4	1	3
31045	5	1	7
31045	6	1	3
31045	7	1	3
31045	8	1	7
31046	1	1	1
31046	2	1	7
31046	3	1	7
31046	4	1	7
31046	5	1	7
31046	6	1	7
31046	7	1	7
31046	8	1	7
31048	1	1	1
31048	2	1	2
31048	3	1	1
31048	4	1	1
31048	5	1	1
31048	6	1	1
31048	7	1	1
31048	8	1	6
31049	1	1	1
31049	2	1	3
31049	3	1	3
31049	4	1	3
31049	5	1	7
31049	6	1	3
31049	7	1	3
31049	8	1	3
31050	1	1	1
31050	2	1	3
31050	3	1	3
31050	4	1	3
31050	5	1	3
31050	6	1	3
31050	7	1	3
31050	8	0	3
31052	1	1	1
31052	2	1	3
31052	3	1	1
31052	4	1	1
31052	5	1	1
31052	6	1	3
31052	7	1	3
31052	8	1	1
31058	1	1	1
31058	2	1	3
31058	3	1	3
31058	4	1	3
31058	5	1	1
31058	6	1	7
31058	7	1	7
31058	8	1	7
31059	1	1	1
31059	2	1	7
31059	3	1	7
31059	4	1	7
31059	5	1	7
31059	6	1	7
31059	7	1	7
31059	8	1	7
31060	1	1	1
31060	2	1	3
31060	3	1	1
31060	4	1	3
31060	5	1	3
31060	6	1	3
31060	7	1	3
31060	8	1	3
31079	1	1	7
31079	2	1	3
31079	3	1	3
31079	4	1	3
31079	5	1	1
31079	6	1	6
31079	7	1	3
31079	8	0	7
31096	1	1	1
31096	2	1	6
31096	3	1	6
31096	4	1	8
31096	5	1	8
31096	6	1	8
31096	7	1	8
31096	8	1	8
31098	1	1	1
31098	2	1	3
31098	3	1	1
31098	4	1	3
31098	5	1	3
31098	6	1	3
31098	7	1	3
31098	8	1	3
31108	1	1	1
31108	2	1	3
31108	3	1	7
31108	4	1	7
31108	5	1	1
31108	6	1	7
31108	7	1	7
31108	8	1	7
31134	1	1	1
31134	2	1	3
31134	3	1	1
31134	4	1	3
31134	5	1	1
31134	6	1	3
31134	7	1	3
31134	8	1	1
41001	1	1	1
41001	2	1	3
41001	3	1	3
41001	4	1	3
41001	5	1	1
41001	6	1	3
41001	7	1	3
41001	8	1	3
41002	1	1	1
41002	2	1	1
41002	3	1	2
41002	4	1	1
41002	5	1	1
41002	6	1	1
41002	7	1	1
41002	8	1	1
41003	1	1	4
41003	2	1	3
41003	3	1	3
41003	4	1	1
41003	5	1	1
41003	6	1	3
41003	7	1	4
41003	8	1	4
41004	1	1	3
41004	2	0	3
41004	3	0	3
41004	4	0	3
41004	5	0	3
41004	6	0	3
41004	7	0	3
41004	8	0	3
41005	1	1	1
41005	2	0	3
41005	3	1	1
41005	4	1	1
41005	5	0	3
41005	6	0	3
41005	7	0	1
41005	8	0	3
41006	1	1	7
41006	2	0	7
41006	3	1	7
41006	4	1	7
41006	5	1	7
41006	6	1	7
41006	7	1	7
41006	8	1	7
41007	1	1	4
41007	2	1	3
41007	3	1	3
41007	4	1	3
41007	5	1	3
41007	6	1	4
41007	7	1	4
41007	8	1	4
41009	1	1	1
41009	2	1	3
41009	3	1	7
41009	4	1	3
41009	5	1	1
41009	6	1	7
41009	7	1	7
41009	8	1	7
41010	1	1	1
41010	2	1	3
41010	3	1	1
41010	4	1	1
41010	5	1	1
41010	6	1	1
41010	7	1	1
41010	8	1	1
41011	1	1	1
41011	2	1	3
41011	3	1	3
41011	4	1	7
41011	5	1	1
41011	6	1	3
41011	7	1	7
41011	8	1	3
41012	1	1	1
41012	2	1	2
41012	3	1	2
41012	4	1	4
41012	5	1	1
41012	6	1	1
41012	7	1	4
41012	8	1	4
41013	1	1	1
41013	2	1	3
41013	3	1	1
41013	4	1	1
41013	5	1	1
41013	6	1	1
41013	7	1	1
41013	8	1	1
41014	1	1	1
41014	2	1	3
41014	3	1	3
41014	4	1	3
41014	5	1	1
41014	6	1	3
41014	7	1	3
41014	8	1	3
41015	1	1	8
41015	2	1	8
41015	3	1	7
41015	4	1	8
41015	5	1	8
41015	6	1	8
41015	7	1	8
41015	8	1	8
41016	1	1	1
41016	2	1	7
41016	3	1	7
41016	4	1	7
41016	5	1	1
41016	6	1	7
41016	7	1	7
41016	8	1	7
41017	1	1	1
41017	2	1	3
41017	3	1	7
41017	4	1	7
41017	5	1	7
41017	6	1	7
41017	7	1	7
41017	8	1	7
41019	1	1	1
41019	2	1	3
41019	3	1	7
41019	4	1	7
41019	5	1	1
41019	6	1	3
41019	7	1	7
41019	8	1	7
41021	1	1	1
41021	2	1	3
41021	3	1	1
41021	4	1	6
41021	5	1	7
41021	6	1	3
41021	7	1	2
41021	8	1	7
41022	1	1	1
41022	2	1	3
41022	3	1	3
41022	4	1	3
41022	5	1	1
41022	6	1	3
41022	7	1	1
41022	8	1	3
41023	1	1	1
41023	2	1	8
41023	3	1	3
41023	4	1	8
41023	5	1	1
41023	6	1	8
41023	7	1	8
41023	8	1	8
41024	1	1	7
41024	2	1	3
41024	3	1	7
41024	4	1	7
41024	5	1	7
41024	6	1	7
41024	7	1	7
41024	8	1	7
41025	1	1	3
41025	2	1	3
41025	3	1	3
41025	4	1	3
41025	5	1	1
41025	6	1	3
41025	7	1	3
41025	8	1	3
41026	1	1	1
41026	2	1	3
41026	3	1	1
41026	4	1	3
41026	5	1	7
41026	6	1	3
41026	7	1	7
41026	8	1	7
41027	1	1	1
41027	2	1	3
41027	3	1	1
41027	4	1	3
41027	5	1	1
41027	6	1	3
41027	7	1	8
41027	8	1	8
41028	1	1	1
41028	2	1	3
41028	3	1	8
41028	4	1	8
41028	5	1	1
41028	6	1	8
41028	7	1	8
41028	8	1	8
41030	1	1	1
41030	2	1	3
41030	3	1	3
41030	4	1	3
41030	5	1	7
41030	6	1	1
41030	7	1	3
41030	8	1	1
41031	1	1	1
41031	2	1	3
41031	3	1	3
41031	4	1	3
41031	5	1	3
41031	6	1	3
41031	7	1	3
41031	8	1	7
41032	1	1	3
41032	2	1	3
41032	3	1	3
41032	4	1	3
41032	5	1	3
41032	6	1	3
41032	7	1	3
41032	8	0	77
41036	1	1	1
41036	2	1	3
41036	3	1	3
41036	4	1	3
41036	5	1	3
41036	6	1	3
41036	7	1	3
41036	8	0	79
41038	1	1	1
41038	2	1	1
41038	3	1	1
41038	4	1	1
41038	5	1	1
41038	6	1	1
41038	7	1	1
41038	8	1	1
41039	1	1	7
41039	2	1	3
41039	3	1	7
41039	4	1	7
41039	5	1	7
41039	6	1	7
41039	7	1	3
41039	8	1	7
41041	1	1	1
41041	2	1	7
41041	3	1	3
41041	4	1	3
41041	5	1	7
41041	6	1	3
41041	7	1	3
41041	8	0	3
41042	1	1	7
41042	2	0	3
41042	3	0	3
41042	4	1	7
41042	5	1	7
41042	6	1	7
41042	7	1	7
41042	8	1	7
41043	1	1	1
41043	2	1	3
41043	3	1	3
41043	4	1	3
41043	5	1	1
41043	6	1	3
41043	7	1	3
41043	8	1	3
41046	1	1	1
41046	2	1	3
41046	3	1	7
41046	4	1	1
41046	5	1	1
41046	6	1	7
41046	7	1	3
41046	8	1	7
41047	1	1	1
41047	2	1	3
41047	3	1	7
41047	4	1	7
41047	5	1	1
41047	6	1	3
41047	7	1	3
41047	8	1	7
41049	1	1	1
41049	2	1	3
41049	3	1	3
41049	4	1	3
41049	5	1	1
41049	6	1	7
41049	7	1	7
41049	8	1	3
41050	1	1	1
41050	2	1	3
41050	3	1	3
41050	4	1	3
41050	5	1	3
41050	6	1	3
41050	7	1	3
41050	8	1	3
41059	1	1	1
41059	2	1	3
41059	3	1	7
41059	4	1	7
41059	5	1	7
41059	6	1	7
41059	7	1	7
41059	8	1	7
41092	1	1	1
41092	2	1	4
41092	3	1	4
41092	4	1	3
41092	5	1	3
41092	6	1	4
41092	7	1	4
41092	8	1	3
41106	1	1	1
41106	2	1	3
41106	3	1	3
41106	4	1	3
41106	5	1	1
41106	6	1	3
41106	7	1	3
41106	8	1	7
41109	1	0	5
41109	2	1	3
41109	3	1	3
41109	4	1	3
41109	5	0	5
41109	6	1	3
41109	7	0	5
41109	8	0	5
41110	1	1	1
41110	2	1	1
41110	3	1	1
41110	4	1	1
41110	5	1	1
41110	6	1	1
41110	7	1	1
41110	8	1	1
41114	1	1	1
41114	2	1	3
41114	3	1	7
41114	4	1	3
41114	5	1	1
41114	6	1	3
41114	7	1	3
41114	8	1	7
41130	1	1	3
41130	2	1	3
41130	3	1	3
41130	4	1	3
41130	5	1	3
41130	6	1	3
41130	7	1	3
41130	8	1	3
51002	1	1	1
51002	2	1	3
51002	3	1	7
51002	4	1	3
51002	5	1	1
51002	6	1	7
51002	7	1	7
51002	8	1	1
51005	1	1	1
51005	2	1	3
51005	3	1	7
51005	4	1	3
51005	5	1	7
51005	6	1	3
51005	7	1	3
51005	8	1	3
51006	1	1	1
51006	2	1	4
51006	3	1	2
51006	4	1	2
51006	5	1	7
51006	6	1	4
51006	7	1	3
51006	8	1	4
51008	1	1	1
51008	2	1	3
51008	3	1	1
51008	4	1	3
51008	5	1	1
51008	6	1	3
51008	7	1	7
51008	8	1	7
51009	1	1	8
51009	2	1	8
51009	3	1	3
51009	4	1	8
51009	5	1	3
51009	6	1	8
51009	7	1	3
51009	8	1	3
51010	1	1	3
51010	2	1	3
51010	3	1	3
51010	4	1	1
51010	5	1	1
51010	6	1	3
51010	7	1	3
51010	8	1	1
51011	1	1	1
51011	2	1	3
51011	3	1	7
51011	4	1	3
51011	5	1	7
51011	6	1	3
51011	7	1	1
51011	8	0	77
51013	1	1	1
51013	2	1	3
51013	3	1	3
51013	4	1	3
51013	5	1	3
51013	6	1	1
51013	7	1	3
51013	8	0	3
51015	1	1	7
51015	2	0	3
51015	3	0	3
51015	4	1	7
51015	5	1	7
51015	6	1	7
51015	7	1	7
51015	8	1	7
51016	1	1	1
51016	2	1	3
51016	3	1	1
51016	4	1	1
51016	5	1	7
51016	6	1	3
51016	7	1	3
51016	8	1	7
51017	1	1	8
51017	2	1	8
51017	3	1	8
51017	4	1	3
51017	5	1	7
51017	6	1	8
51017	7	1	3
51017	8	1	8
51018	1	1	8
51018	2	1	8
51018	3	1	3
51018	4	1	3
51018	5	1	8
51018	6	1	8
51018	7	1	3
51018	8	1	8
51019	1	1	3
51019	2	1	3
51019	3	1	4
51019	4	1	1
51019	5	1	1
51019	6	1	1
51019	7	1	1
51019	8	1	1
51020	1	1	1
51020	2	1	3
51020	3	0	3
51020	4	1	3
51020	5	1	3
51020	6	1	3
51020	7	1	3
51020	8	0	3
51021	1	1	1
51021	2	1	4
51021	3	1	3
51021	4	1	4
51021	5	1	1
51021	6	1	3
51021	7	1	3
51021	8	1	4
51022	1	1	1
51022	2	1	3
51022	3	1	7
51022	4	1	3
51022	5	1	7
51022	6	1	7
51022	7	1	7
51022	8	1	7
51024	1	1	1
51024	2	1	3
51024	3	1	7
51024	4	1	3
51024	5	1	7
51024	6	1	3
51024	7	1	7
51024	8	1	6
51025	1	1	1
51025	2	1	4
51025	3	1	3
51025	4	1	4
51025	5	1	4
51025	6	1	1
51025	7	1	3
51025	8	1	4
51026	1	1	3
51026	2	1	3
51026	3	1	3
51026	4	1	3
51026	5	1	3
51026	6	1	1
51026	7	1	1
51026	8	1	1
51027	1	1	1
51027	2	1	3
51027	3	1	3
51027	4	1	1
51027	5	1	3
51027	6	1	3
51027	7	1	3
51027	8	1	1
51028	1	1	7
51028	2	1	7
51028	3	1	3
51028	4	1	7
51028	5	1	7
51028	6	1	7
51028	7	1	7
51028	8	1	7
51029	1	1	1
51029	2	1	3
51029	3	1	3
51029	4	1	3
