CHILDCODE	SCHCSTIDR4	FEESR4	PAYPRDR4	NUMPRDR4
61046	1	 	 	 
61046	2	 	 	 
61046	3	 	 	 
61046	4	 	 	 
61046	5	 	 	 
61046	6	 	 	 
61046	7	 	 	 
61046	8	 	 	 
61046	9	 	 	 
61046	10	 	 	 
61047	1	80	5	1
61047	2	10500	4	2
61047	3	50	4	2
61047	4	 	 	 
61047	5	0	 	 
61047	6	900	2	9
61047	7	380	2	9
61047	8	16300	5	1
61047	9	400	4	1
61047	10	 	 	 
61048	1	0	 	 
61048	2	360	3	1
61048	3	300	3	1
61048	4	 	 	 
61048	5	200	2	9
61048	6	0	 	 
61048	7	0	 	 
61048	8	280	5	1
61048	9	5000	3	1
61048	10	 	 	 
61049	1	 	 	 
61049	2	 	 	 
61049	3	 	 	 
61049	4	 	 	 
61049	5	 	 	 
61049	6	 	 	 
61049	7	 	 	 
61049	8	 	 	 
61049	9	 	 	 
61049	10	 	 	 
61050	1	 	 	 
61050	2	 	 	 
61050	3	 	 	 
61050	4	 	 	 
61050	5	 	 	 
61050	6	 	 	 
61050	7	 	 	 
61050	8	 	 	 
61050	9	 	 	 
61050	10	 	 	 
61052	1	 	 	 
61052	2	 	 	 
61052	3	 	 	 
61052	4	 	 	 
61052	5	 	 	 
61052	6	 	 	 
61052	7	 	 	 
61052	8	 	 	 
61052	9	 	 	 
61052	10	 	 	 
61055	1	0	 	 
61055	2	3500	4	2
61055	3	0	 	 
61055	4	 	 	 
61055	5	1500	5	2
61055	6	0	 	 
61055	7	200	2	9
61055	8	0	 	 
61055	9	1000	3	1
61055	10	 	 	 
61056	1	 	 	 
61056	2	 	 	 
61056	3	 	 	 
61056	4	 	 	 
61056	5	 	 	 
61056	6	 	 	 
61056	7	 	 	 
61056	8	 	 	 
61056	9	 	 	 
61056	10	 	 	 
61057	1	 	 	 
61057	2	 	 	 
61057	3	 	 	 
61057	4	 	 	 
61057	5	 	 	 
61057	6	 	 	 
61057	7	 	 	 
61057	8	 	 	 
61057	9	 	 	 
61057	10	 	 	 
61076	1	 	 	 
61076	2	 	 	 
61076	3	 	 	 
61076	4	 	 	 
61076	5	 	 	 
61076	6	 	 	 
61076	7	 	 	 
61076	8	 	 	 
61076	9	 	 	 
61076	10	 	 	 
61079	1	 	 	 
61079	2	 	 	 
61079	3	 	 	 
61079	4	 	 	 
61079	5	 	 	 
61079	6	 	 	 
61079	7	 	 	 
61079	8	 	 	 
61079	9	 	 	 
61079	10	 	 	 
61104	1	 	 	 
61104	2	 	 	 
61104	3	 	 	 
61104	4	 	 	 
61104	5	 	 	 
61104	6	 	 	 
61104	7	 	 	 
61104	8	 	 	 
61104	9	 	 	 
61104	10	 	 	 
71001	1	 	 	 
71001	2	 	 	 
71001	3	 	 	 
71001	4	 	 	 
71001	5	 	 	 
71001	6	 	 	 
71001	7	 	 	 
71001	8	 	 	 
71001	9	 	 	 
71001	10	 	 	 
71002	1	 	 	 
71002	2	 	 	 
71002	3	 	 	 
71002	4	 	 	 
71002	5	 	 	 
71002	6	 	 	 
71002	7	 	 	 
71002	8	 	 	 
71002	9	 	 	 
71002	10	 	 	 
71003	1	 	 	 
71003	2	 	 	 
71003	3	 	 	 
71003	4	 	 	 
71003	5	 	 	 
71003	6	 	 	 
71003	7	 	 	 
71003	8	 	 	 
71003	9	 	 	 
71003	10	 	 	 
71004	1	60	5	1
71004	2	5000	4	2
71004	3	0	 	 
71004	4	 	 	 
71004	5	3800	5	2
71004	6	800	2	10
71004	7	300	2	10
71004	8	0	 	 
71004	9	200	4	2
71004	10	 	 	 
71005	1	 	 	 
71005	2	 	 	 
71005	3	 	 	 
71005	4	 	 	 
71005	5	 	 	 
71005	6	 	 	 
71005	7	 	 	 
71005	8	 	 	 
71005	9	 	 	 
71005	10	 	 	 
71006	1	 	 	 
71006	2	 	 	 
71006	3	 	 	 
71006	4	 	 	 
71006	5	 	 	 
71006	6	 	 	 
71006	7	 	 	 
71006	8	 	 	 
71006	9	 	 	 
71006	10	 	 	 
71007	1	120	5	1
71007	2	2600	4	2
71007	3	0	 	 
71007	4	 	 	 
71007	5	0	 	 
71007	6	3000	2	9
71007	7	1000	2	9
71007	8	15000	5	1
71007	9	700	3	1
71007	10	 	 	 
71008	1	 	 	 
71008	2	 	 	 
71008	3	 	 	 
71008	4	 	 	 
71008	5	 	 	 
71008	6	 	 	 
71008	7	 	 	 
71008	8	 	 	 
71008	9	 	 	 
71008	10	 	 	 
71009	1	0	 	 
71009	2	500	4	2
71009	3	100	4	1
71009	4	 	 	 
71009	5	600	4	4
71009	6	0	 	 
71009	7	0	 	 
71009	8	200	3	1
71009	9	1200	3	1
71009	10	 	 	 
71010	1	150	4	1
71010	2	38000	5	1
71010	3	0	 	 
71010	4	 	 	 
71010	5	0	 	 
71010	6	0	 	 
71010	7	50	1	5
71010	8	0	 	 
71010	9	0	 	 
71010	10	 	 	 
71011	1	 	 	 
71011	2	 	 	 
71011	3	 	 	 
71011	4	 	 	 
71011	5	 	 	 
71011	6	 	 	 
71011	7	 	 	 
71011	8	 	 	 
71011	9	 	 	 
71011	10	 	 	 
71015	1	 	 	 
71015	2	 	 	 
71015	3	 	 	 
71015	4	 	 	 
71015	5	 	 	 
71015	6	 	 	 
71015	7	 	 	 
71015	8	 	 	 
71015	9	 	 	 
71015	10	 	 	 
71019	1	90	5	1
71019	2	0	 	 
71019	3	150	4	2
71019	4	 	 	 
71019	5	0	 	 
71019	6	0	 	 
71019	7	0	 	 
71019	8	0	 	 
71019	9	500	4	1
71019	10	 	 	 
71020	1	 	 	 
71020	2	 	 	 
71020	3	 	 	 
71020	4	 	 	 
71020	5	 	 	 
71020	6	 	 	 
71020	7	 	 	 
71020	8	 	 	 
71020	9	 	 	 
71020	10	 	 	 
71021	1	240	5	1
71021	2	9000	4	2
71021	3	0	 	 
71021	4	 	 	 
71021	5	500	4	2
71021	6	0	 	 
71021	7	100	2	9
71021	8	0	 	 
71021	9	600	4	2
71021	10	 	 	 
71023	1	 	 	 
71023	2	 	 	 
71023	3	 	 	 
71023	4	 	 	 
71023	5	 	 	 
71023	6	 	 	 
71023	7	 	 	 
71023	8	 	 	 
71023	9	 	 	 
71023	10	 	 	 
71024	1	0	 	 
71024	2	500	4	2
71024	3	0	 	 
71024	4	 	 	 
71024	5	200	2	5
71024	6	3000	2	10
71024	7	120	3	3
71024	8	3000	3	1
71024	9	500	3	1
71024	10	 	 	 
71025	1	 	 	 
71025	2	 	 	 
71025	3	 	 	 
71025	4	 	 	 
71025	5	 	 	 
71025	6	 	 	 
71025	7	 	 	 
71025	8	 	 	 
71025	9	 	 	 
71025	10	 	 	 
71026	1	 	 	 
71026	2	 	 	 
71026	3	 	 	 
71026	4	 	 	 
71026	5	 	 	 
71026	6	 	 	 
71026	7	 	 	 
71026	8	 	 	 
71026	9	 	 	 
71026	10	 	 	 
71027	1	100	5	1
71027	2	10000	3	1
71027	3	0	 	 
71027	4	 	 	 
71027	5	3800	5	1
71027	6	2000	2	11
71027	7	600	2	11
71027	8	0	 	 
71027	9	100	4	2
71027	10	 	 	 
71028	1	 	 	 
71028	2	 	 	 
71028	3	 	 	 
71028	4	 	 	 
71028	5	 	 	 
71028	6	 	 	 
71028	7	 	 	 
71028	8	 	 	 
71028	9	 	 	 
71028	10	 	 	 
71031	1	 	 	 
71031	2	 	 	 
71031	3	 	 	 
71031	4	 	 	 
71031	5	 	 	 
71031	6	 	 	 
71031	7	 	 	 
71031	8	 	 	 
71031	9	 	 	 
71031	10	 	 	 
71032	1	 	 	 
71032	2	 	 	 
71032	3	 	 	 
71032	4	 	 	 
71032	5	 	 	 
71032	6	 	 	 
71032	7	 	 	 
71032	8	 	 	 
71032	9	 	 	 
71032	10	 	 	 
71033	1	-77	 	 
71033	2	5000	5	2
71033	3	-77	 	 
71033	4	-77	 	 
71033	5	-77	 	 
71033	6	-77	 	 
71033	7	-77	 	 
71033	8	-77	 	 
71033	9	-77	 	 
71033	10	95	5	1
71034	1	 	 	 
71034	2	 	 	 
71034	3	 	 	 
71034	4	 	 	 
71034	5	 	 	 
71034	6	 	 	 
71034	7	 	 	 
71034	8	 	 	 
71034	9	 	 	 
71034	10	 	 	 
71035	1	0	 	 
71035	2	800	3	1
71035	3	80	3	1
71035	4	 	 	 
71035	5	0	 	 
71035	6	0	 	 
71035	7	0	 	 
71035	8	0	 	 
71035	9	2000	3	0
71035	10	 	 	 
71036	1	 	 	 
71036	2	 	 	 
71036	3	 	 	 
71036	4	 	 	 
71036	5	 	 	 
71036	6	 	 	 
71036	7	 	 	 
71036	8	 	 	 
71036	9	 	 	 
71036	10	 	 	 
71037	1	130	3	1
71037	2	3600	4	2
71037	3	0	 	 
71037	4	 	 	 
71037	5	600	5	1
71037	6	0	 	 
71037	7	160	2	5
71037	8	450	5	1
71037	9	1000	3	1
71037	10	 	 	 
71038	1	130	4	1
71038	2	0	 	 
71038	3	120	4	1
71038	4	 	 	 
71038	5	0	 	 
71038	6	2920	3	1
71038	7	0	 	 
71038	8	5000	3	1
71038	9	450	3	1
71038	10	 	 	 
71039	1	 	 	 
71039	2	 	 	 
71039	3	 	 	 
71039	4	 	 	 
71039	5	 	 	 
71039	6	 	 	 
71039	7	 	 	 
71039	8	 	 	 
71039	9	 	 	 
71039	10	 	 	 
71041	1	100	5	1
71041	2	0	 	 
71041	3	0	 	 
71041	4	 	 	 
71041	5	0	 	 
71041	6	0	 	 
71041	7	100	2	5
71041	8	0	 	 
71041	9	900	3	1
71041	10	 	 	 
71042	1	200	5	1
71042	2	2600	4	3
71042	3	0	 	 
71042	4	 	 	 
71042	5	3000	4	2
71042	6	1500	2	10
71042	7	120	2	10
71042	8	200	3	1
71042	9	1500	3	1
71042	10	 	 	 
71043	1	 	 	 
71043	2	 	 	 
71043	3	 	 	 
71043	4	 	 	 
71043	5	 	 	 
71043	6	 	 	 
71043	7	 	 	 
71043	8	 	 	 
71043	9	 	 	 
71043	10	 	 	 
71044	1	 	 	 
71044	2	 	 	 
71044	3	 	 	 
71044	4	 	 	 
71044	5	 	 	 
71044	6	 	 	 
71044	7	 	 	 
71044	8	 	 	 
71044	9	 	 	 
71044	10	 	 	 
71045	1	 	 	 
71045	2	 	 	 
71045	3	 	 	 
71045	4	 	 	 
71045	5	 	 	 
71045	6	 	 	 
71045	7	 	 	 
71045	8	 	 	 
71045	9	 	 	 
71045	10	 	 	 
71046	1	105	5	1
71046	2	3100	4	2
71046	3	0	 	 
71046	4	 	 	 
71046	5	0	 	 
71046	6	100	2	9
71046	7	30	2	9
71046	8	9350	5	1
71046	9	300	3	1
71046	10	 	 	 
71047	1	75	3	1
71047	2	2000	4	2
71047	3	0	 	 
71047	4	 	 	 
71047	5	0	 	 
71047	6	300	1	21
71047	7	100	5	21
71047	8	200	5	1
71047	9	660	4	2
71047	10	 	 	 
71048	1	-77	 	 
71048	2	5000	4	2
71048	3	0	 	 
71048	4	5000	4	2
71048	5	0	 	 
71048	6	2000	2	10
71048	7	300	2	10
71048	8	0	 	 
71048	9	500	4	2
71048	10	 	 	 
71049	1	 	 	 
71049	2	 	 	 
71049	3	 	 	 
71049	4	 	 	 
71049	5	 	 	 
71049	6	 	 	 
71049	7	 	 	 
71049	8	 	 	 
71049	9	 	 	 
71049	10	 	 	 
71073	1	0	 	 
71073	2	2500	4	2
71073	3	120	3	1
71073	4	 	 	 
71073	5	0	 	 
71073	6	0	 	 
71073	7	300	2	9
71073	8	0	 	 
71073	9	300	4	2
71073	10	 	 	 
71091	1	200	5	1
71091	2	11400	3	2
71091	3	0	 	 
71091	4	 	 	 
71091	5	0	 	 
71091	6	0	 	 
71091	7	340	2	2
71091	8	250	3	1
71091	9	550	3	1
71091	10	 	 	 
71097	1	500	5	1
71097	2	3000	4	2
71097	3	0	 	 
71097	4	 	 	 
71097	5	3500	5	1
71097	6	2000	2	10
71097	7	500	2	10
71097	8	12000	5	1
71097	9	500	3	1
71097	10	 	 	 
71112	1	0	 	 
71112	2	10000	3	1
71112	3	0	 	 
71112	4	 	 	 
71112	5	8000	3	1
71112	6	0	 	 
71112	7	250	5	4
71112	8	0	 	 
71112	9	3000	3	1
71112	10	 	 	 
71120	1	100	5	1
71120	2	11536	4	2
71120	3	0	 	 
71120	4	 	 	 
71120	5	0	 	 
71120	6	0	 	 
71120	7	400	2	9
71120	8	12000	5	1
71120	9	300	3	1
71120	10	 	 	 
71121	1	 	 	 
71121	2	 	 	 
71121	3	 	 	 
71121	4	 	 	 
71121	5	 	 	 
71121	6	 	 	 
71121	7	 	 	 
71121	8	 	 	 
71121	9	 	 	 
71121	10	 	 	 
81001	1	 	 	 
81001	2	 	 	 
81001	3	 	 	 
81001	4	 	 	 
81001	5	 	 	 
81001	6	 	 	 
81001	7	 	 	 
81001	8	 	 	 
81001	9	 	 	 
81001	10	 	 	 
81003	1	835	5	1
81003	2	2940	4	2
81003	3	0	 	 
81003	4	 	 	 
81003	5	0	 	 
81003	6	600	2	9
81003	7	200	2	9
81003	8	10000	5	1
81003	9	1000	4	2
81003	10	 	 	 
81004	1	 	 	 
81004	2	 	 	 
81004	3	 	 	 
81004	4	 	 	 
81004	5	 	 	 
81004	6	 	 	 
81004	7	 	 	 
81004	8	 	 	 
81004	9	 	 	 
81004	10	 	 	 
81005	1	 	 	 
81005	2	 	 	 
81005	3	 	 	 
81005	4	 	 	 
81005	5	 	 	 
81005	6	 	 	 
81005	7	 	 	 
81005	8	 	 	 
81005	9	 	 	 
81005	10	 	 	 
81006	1	200	5	1
81006	2	2900	4	2
81006	3	0	 	 
81006	4	 	 	 
81006	5	0	 	 
81006	6	0	 	 
81006	7	350	2	10
81006	8	0	 	 
81006	9	700	4	2
81006	10	 	 	 
81007	1	300	5	1
81007	2	19800	5	3
81007	3	20	4	2
81007	4	 	 	 
81007	5	0	 	 
81007	6	1000	4	20
81007	7	150	2	9
81007	8	0	 	 
81007	9	200	4	2
81007	10	 	 	 
81008	1	 	 	 
81008	2	 	 	 
81008	3	 	 	 
81008	4	 	 	 
81008	5	 	 	 
81008	6	 	 	 
81008	7	 	 	 
81008	8	 	 	 
81008	9	 	 	 
81008	10	 	 	 
81009	1	 	 	 
81009	2	 	 	 
81009	3	 	 	 
81009	4	 	 	 
81009	5	 	 	 
81009	6	 	 	 
81009	7	 	 	 
81009	8	 	 	 
81009	9	 	 	 
81009	10	 	 	 
81010	1	 	 	 
81010	2	 	 	 
81010	3	 	 	 
81010	4	 	 	 
81010	5	 	 	 
81010	6	 	 	 
81010	7	 	 	 
81010	8	 	 	 
81010	9	 	 	 
81010	10	 	 	 
81011	1	 	 	 
81011	2	 	 	 
81011	3	 	 	 
81011	4	 	 	 
81011	5	 	 	 
81011	6	 	 	 
81011	7	 	 	 
81011	8	 	 	 
81011	9	 	 	 
81011	10	 	 	 
81012	1	80	5	1
81012	2	10000	4	2
81012	3	10	4	2
81012	4	 	 	 
81012	5	0	 	 
81012	6	0	 	 
81012	7	100	2	9
81012	8	0	 	 
81012	9	600	4	2
81012	10	 	 	 
81013	1	 	 	 
81013	2	 	 	 
81013	3	 	 	 
81013	4	 	 	 
81013	5	 	 	 
81013	6	 	 	 
81013	7	 	 	 
81013	8	 	 	 
81013	9	 	 	 
81013	10	 	 	 
81017	1	 	 	 
81017	2	 	 	 
81017	3	 	 	 
81017	4	 	 	 
81017	5	 	 	 
81017	6	 	 	 
81017	7	 	 	 
81017	8	 	 	 
81017	9	 	 	 
81017	10	 	 	 
81019	1	 	 	 
81019	2	 	 	 
81019	3	 	 	 
81019	4	 	 	 
81019	5	 	 	 
81019	6	 	 	 
81019	7	 	 	 
81019	8	 	 	 
81019	9	 	 	 
81019	10	 	 	 
81020	1	 	 	 
81020	2	 	 	 
81020	3	 	 	 
81020	4	 	 	 
81020	5	 	 	 
81020	6	 	 	 
81020	7	 	 	 
81020	8	 	 	 
81020	9	 	 	 
81020	10	 	 	 
81021	1	 	 	 
81021	2	 	 	 
81021	3	 	 	 
81021	4	 	 	 
81021	5	 	 	 
81021	6	 	 	 
81021	7	 	 	 
81021	8	 	 	 
81021	9	 	 	 
81021	10	 	 	 
81022	1	 	 	 
81022	2	 	 	 
81022	3	 	 	 
81022	4	 	 	 
81022	5	 	 	 
81022	6	 	 	 
81022	7	 	 	 
81022	8	 	 	 
81022	9	 	 	 
81022	10	 	 	 
81023	1	 	 	 
81023	2	 	 	 
81023	3	 	 	 
81023	4	 	 	 
81023	5	 	 	 
81023	6	 	 	 
81023	7	 	 	 
81023	8	 	 	 
81023	9	 	 	 
81023	10	 	 	 
81024	1	0	 	 
81024	2	1900	3	1
81024	3	0	 	 
81024	4	 	 	 
81024	5	0	 	 
81024	6	0	 	 
81024	7	0	 	 
81024	8	0	 	 
81024	9	60	4	2
81024	10	 	 	 
81025	1	 	 	 
81025	2	 	 	 
81025	3	 	 	 
81025	4	 	 	 
81025	5	 	 	 
81025	6	 	 	 
81025	7	 	 	 
81025	8	 	 	 
81025	9	 	 	 
81025	10	 	 	 
81026	1	-77	 	 
81026	2	3500	4	2
81026	3	0	 	 
81026	4	3500	4	2
81026	5	0	 	 
81026	6	500	2	9
81026	7	200	2	9
81026	8	0	 	 
81026	9	200	3	1
81026	10	 	 	 
81028	1	 	 	 
81028	2	 	 	 
81028	3	 	 	 
81028	4	 	 	 
81028	5	 	 	 
81028	6	 	 	 
81028	7	 	 	 
81028	8	 	 	 
81028	9	 	 	 
81028	10	 	 	 
81029	1	 	 	 
81029	2	 	 	 
81029	3	 	 	 
81029	4	 	 	 
81029	5	 	 	 
81029	6	 	 	 
81029	7	 	 	 
81029	8	 	 	 
81029	9	 	 	 
81029	10	 	 	 
81030	1	0	 	 
81030	2	3300	4	2
81030	3	100	4	2
81030	4	 	 	 
81030	5	9000	5	1
81030	6	1000	3	1
81030	7	900	3	9
81030	8	0	 	 
81030	9	400	3	1
81030	10	 	 	 
81031	1	200	5	1
81031	2	3000	4	2
81031	3	0	 	 
81031	4	 	 	 
81031	5	2000	5	1
81031	6	0	 	 
81031	7	0	 	 
81031	8	11000	5	1
81031	9	1000	3	1
81031	10	 	 	 
81032	1	 	 	 
81032	2	 	 	 
81032	3	 	 	 
81032	4	 	 	 
81032	5	 	 	 
81032	6	 	 	 
81032	7	 	 	 
81032	8	 	 	 
81032	9	 	 	 
81032	10	 	 	 
81034	1	 	 	 
81034	2	 	 	 
81034	3	 	 	 
81034	4	 	 	 
81034	5	 	 	 
81034	6	 	 	 
81034	7	 	 	 
81034	8	 	 	 
81034	9	 	 	 
81034	10	 	 	 
81035	1	0	 	 
81035	2	9000	4	3
81035	3	50	3	1
81035	4	 	 	 
81035	5	0	 	 
81035	6	0	 	 
81035	7	0	 	 
81035	8	11000	5	1
81035	9	500	3	1
81035	10	 	 	 
81036	1	150	5	1
81036	2	22000	3	2
81036	3	100	3	1
81036	4	 	 	 
81036	5	0	 	 
81036	6	0	 	 
81036	7	200	2	4
81036	8	4000	3	1
81036	9	200	3	1
81036	10	 	 	 
81038	1	 	 	 
81038	2	 	 	 
81038	3	 	 	 
81038	4	 	 	 
81038	5	 	 	 
81038	6	 	 	 
81038	7	 	 	 
81038	8	 	 	 
81038	9	 	 	 
81038	10	 	 	 
81039	1	 	 	 
81039	2	 	 	 
81039	3	 	 	 
81039	4	 	 	 
81039	5	 	 	 
81039	6	 	 	 
81039	7	 	 	 
81039	8	 	 	 
81039	9	 	 	 
81039	10	 	 	 
81041	1	550	3	12
81041	2	15000	3	3
81041	3	340	3	1
81041	4	 	 	 
81041	5	0	 	 
81041	6	0	 	 
81041	7	250	2	10
81041	8	2700	3	10
81041	9	800	3	4
81041	10	 	 	 
81042	1	 	 	 
81042	2	 	 	 
81042	3	 	 	 
81042	4	 	 	 
81042	5	 	 	 
81042	6	 	 	 
81042	7	 	 	 
81042	8	 	 	 
81042	9	 	 	 
81042	10	 	 	 
81043	1	 	 	 
81043	2	 	 	 
81043	3	 	 	 
81043	4	 	 	 
81043	5	 	 	 
81043	6	 	 	 
81043	7	 	 	 
81043	8	 	 	 
81043	9	 	 	 
81043	10	 	 	 
81045	1	 	 	 
81045	2	 	 	 
81045	3	 	 	 
81045	4	 	 	 
81045	5	 	 	 
81045	6	 	 	 
81045	7	 	 	 
81045	8	 	 	 
81045	9	 	 	 
81045	10	 	 	 
81046	1	0	 	 
81046	2	360	3	1
81046	3	0	 	 
81046	4	 	 	 
81046	5	0	 	 
81046	6	0	 	 
81046	7	0	 	 
81046	8	150	5	1
81046	9	150	3	1
81046	10	 	 	 
81047	1	 	 	 
81047	2	 	 	 
81047	3	 	 	 
81047	4	 	 	 
81047	5	 	 	 
81047	6	 	 	 
81047	7	 	 	 
81047	8	 	 	 
81047	9	 	 	 
81047	10	 	 	 
81049	1	500	5	1
81049	2	3000	4	2
81049	3	50	4	2
81049	4	 	 	 
81049	5	0	 	 
81049	6	1500	2	10
81049	7	500	2	10
81049	8	0	 	 
81049	9	150	4	2
81049	10	 	 	 
81050	1	 	 	 
81050	2	 	 	 
81050	3	 	 	 
81050	4	 	 	 
81050	5	 	 	 
81050	6	 	 	 
81050	7	 	 	 
81050	8	 	 	 
81050	9	 	 	 
81050	10	 	 	 
81073	1	 	 	 
81073	2	 	 	 
81073	3	 	 	 
81073	4	 	 	 
81073	5	 	 	 
81073	6	 	 	 
81073	7	 	 	 
81073	8	 	 	 
81073	9	 	 	 
81073	10	 	 	 
81092	1	 	 	 
81092	2	 	 	 
81092	3	 	 	 
81092	4	 	 	 
81092	5	 	 	 
81092	6	 	 	 
81092	7	 	 	 
81092	8	 	 	 
81092	9	 	 	 
81092	10	 	 	 
81105	1	 	 	 
81105	2	 	 	 
81105	3	 	 	 
81105	4	 	 	 
81105	5	 	 	 
81105	6	 	 	 
81105	7	 	 	 
81105	8	 	 	 
81105	9	 	 	 
81105	10	 	 	 
81108	1	 	 	 
81108	2	 	 	 
81108	3	 	 	 
81108	4	 	 	 
81108	5	 	 	 
81108	6	 	 	 
81108	7	 	 	 
81108	8	 	 	 
81108	9	 	 	 
81108	10	 	 	 
81120	1	0	 	 
81120	2	25000	4	2
81120	3	0	 	 
81120	4	 	 	 
81120	5	0	 	 
81120	6	500	2	9
81120	7	240	4	2
81120	8	17000	5	1
81120	9	600	3	1
81120	10	 	 	 
81130	1	 	 	 
81130	2	 	 	 
81130	3	 	 	 
81130	4	 	 	 
81130	5	 	 	 
81130	6	 	 	 
81130	7	 	 	 
81130	8	 	 	 
81130	9	 	 	 
81130	10	 	 	 
81139	1	200	3	1
81139	2	17000	3	1
81139	3	30	2	1
81139	4	 	 	 
81139	5	6500	3	1
81139	6	0	 	 
81139	7	200	2	1
81139	8	14000	4	1
81139	9	1200	3	1
81139	10	 	 	 
81145	1	 	 	 
81145	2	 	 	 
81145	3	 	 	 
81145	4	 	 	 
81145	5	 	 	 
81145	6	 	 	 
81145	7	 	 	 
81145	8	 	 	 
81145	9	 	 	 
81145	10	 	 	 
81150	1	0	 	 
81150	2	2380	4	2
81150	3	0	 	 
81150	4	 	 	 
81150	5	390	2	6
81150	6	0	 	 
81150	7	20	1	2
81150	8	0	 	 
81150	9	2000	4	2
81150	10	 	 	 
81152	1	 	 	 
81152	2	 	 	 
81152	3	 	 	 
81152	4	 	 	 
81152	5	 	 	 
81152	6	 	 	 
81152	7	 	 	 
81152	8	 	 	 
81152	9	 	 	 
81152	10	 	 	 
91001	1	 	 	 
91001	2	 	 	 
91001	3	 	 	 
91001	4	 	 	 
91001	5	 	 	 
91001	6	 	 	 
91001	7	 	 	 
91001	8	 	 	 
91001	9	 	 	 
91001	10	 	 	 
91003	1	 	 	 
91003	2	 	 	 
91003	3	 	 	 
91003	4	 	 	 
91003	5	 	 	 
91003	6	 	 	 
91003	7	 	 	 
91003	8	 	 	 
91003	9	 	 	 
91003	10	 	 	 
91005	1	400	5	1
91005	2	1123	4	2
91005	3	0	 	 
91005	4	 	 	 
91005	5	0	 	 
91005	6	0	 	 
91005	7	90	2	10
91005	8	0	 	 
91005	9	400	4	2
91005	10	 	 	 
91006	1	 	 	 
91006	2	 	 	 
91006	3	 	 	 
91006	4	 	 	 
91006	5	 	 	 
91006	6	 	 	 
91006	7	 	 	 
91006	8	 	 	 
91006	9	 	 	 
91006	10	 	 	 
91008	1	 	 	 
91008	2	 	 	 
91008	3	 	 	 
91008	4	 	 	 
91008	5	 	 	 
91008	6	 	 	 
91008	7	 	 	 
91008	8	 	 	 
91008	9	 	 	 
91008	10	 	 	 
91009	1	 	 	 
91009	2	 	 	 
91009	3	 	 	 
91009	4	 	 	 
91009	5	 	 	 
91009	6	 	 	 
91009	7	 	 	 
91009	8	 	 	 
91009	9	 	 	 
91009	10	 	 	 
91010	1	 	 	 
91010	2	 	 	 
91010	3	 	 	 
91010	4	 	 	 
91010	5	 	 	 
91010	6	 	 	 
91010	7	 	 	 
91010	8	 	 	 
91010	9	 	 	 
91010	10	 	 	 
91011	1	 	 	 
91011	2	 	 	 
91011	3	 	 	 
91011	4	 	 	 
91011	5	 	 	 
91011	6	 	 	 
91011	7	 	 	 
91011	8	 	 	 
91011	9	 	 	 
91011	10	 	 	 
91012	1	 	 	 
91012	2	 	 	 
91012	3	 	 	 
91012	4	 	 	 
91012	5	 	 	 
91012	6	 	 	 
91012	7	 	 	 
91012	8	 	 	 
91012	9	 	 	 
91012	10	 	 	 
91013	1	 	 	 
91013	2	 	 	 
91013	3	 	 	 
91013	4	 	 	 
91013	5	 	 	 
91013	6	 	 	 
91013	7	 	 	 
91013	8	 	 	 
91013	9	 	 	 
91013	10	 	 	 
91014	1	 	 	 
91014	2	 	 	 
91014	3	 	 	 
91014	4	 	 	 
91014	5	 	 	 
91014	6	 	 	 
91014	7	 	 	 
91014	8	 	 	 
91014	9	 	 	 
91014	10	 	 	 
91015	1	 	 	 
91015	2	 	 	 
91015	3	 	 	 
91015	4	 	 	 
91015	5	 	 	 
91015	6	 	 	 
91015	7	 	 	 
91015	8	 	 	 
91015	9	 	 	 
91015	10	 	 	 
91016	1	 	 	 
91016	2	 	 	 
91016	3	 	 	 
91016	4	 	 	 
91016	5	 	 	 
91016	6	 	 	 
91016	7	 	 	 
91016	8	 	 	 
91016	9	 	 	 
91016	10	 	 	 
91017	1	0	 	 
91017	2	-77	 	 
91017	3	-77	 	 
91017	4	-77	 	 
91017	5	0	 	 
91017	6	0	 	 
91017	7	900	3	18
91017	8	0	 	 
91017	9	500	3	1
91017	10	 	 	 
91019	1	 	 	 
91019	2	 	 	 
91019	3	 	 	 
91019	4	 	 	 
91019	5	 	 	 
91019	6	 	 	 
91019	7	 	 	 
91019	8	 	 	 
91019	9	 	 	 
91019	10	 	 	 
91020	1	 	 	 
91020	2	 	 	 
91020	3	 	 	 
91020	4	 	 	 
91020	5	 	 	 
91020	6	 	 	 
91020	7	 	 	 
91020	8	 	 	 
91020	9	 	 	 
91020	10	 	 	 
91021	1	 	 	 
91021	2	 	 	 
91021	3	 	 	 
91021	4	 	 	 
91021	5	 	 	 
91021	6	 	 	 
91021	7	 	 	 
91021	8	 	 	 
91021	9	 	 	 
91021	10	 	 	 
91022	1	 	 	 
91022	2	 	 	 
91022	3	 	 	 
91022	4	 	 	 
91022	5	 	 	 
91022	6	 	 	 
91022	7	 	 	 
91022	8	 	 	 
91022	9	 	 	 
91022	10	 	 	 
91024	1	 	 	 
91024	2	 	 	 
91024	3	 	 	 
91024	4	 	 	 
91024	5	 	 	 
91024	6	 	 	 
91024	7	 	 	 
91024	8	 	 	 
91024	9	 	 	 
91024	10	 	 	 
91025	1	 	 	 
91025	2	 	 	 
91025	3	 	 	 
91025	4	 	 	 
91025	5	 	 	 
91025	6	 	 	 
91025	7	 	 	 
91025	8	 	 	 
91025	9	 	 	 
91025	10	 	 	 
