CHILDCODE	SITUIDR4	LADCURR4	LADOLDR4
11038	7	1	1
11038	8	3	2
11038	9	2	1
11038	10	2	2
11038	11	3	2
11039	1	5	5
11039	2	6	6
11039	3	6	6
11039	4	2	2
11039	5	5	5
11039	6	7	7
11039	7	9	9
11039	8	9	9
11039	9	9	9
11039	10	4	4
11039	11	8	8
11040	1	5	6
11040	2	4	4
11040	3	4	4
11040	4	5	5
11040	5	3	3
11040	6	3	2
11040	7	3	3
11040	8	3	3
11040	9	2	2
11040	10	3	3
11040	11	4	4
11041	1	2	5
11041	2	4	4
11041	3	5	6
11041	4	4	4
11041	5	5	6
11041	6	4	4
11041	7	3	3
11041	8	4	4
11041	9	3	3
11041	10	2	2
11041	11	5	5
11042	1	4	5
11042	2	6	4
11042	3	6	4
11042	4	6	5
11042	5	6	5
11042	6	5	7
11042	7	5	7
11042	8	5	5
11042	9	4	4
11042	10	4	4
11042	11	6	5
11043	1	-77	-77
11043	2	5	4
11043	3	5	2
11043	4	4	3
11043	5	4	4
11043	6	5	5
11043	7	3	3
11043	8	3	3
11043	9	2	3
11043	10	2	2
11043	11	4	2
11044	1	4	4
11044	2	5	4
11044	3	1	1
11044	4	5	5
11044	5	4	3
11044	6	5	5
11044	7	6	6
11044	8	2	2
11044	9	1	1
11044	10	2	2
11044	11	5	5
11048	1	5	4
11048	2	5	4
11048	3	4	3
11048	4	7	5
11048	5	5	5
11048	6	6	6
11048	7	4	8
11048	8	6	5
11048	9	4	4
11048	10	4	4
11048	11	5	5
11050	1	7	5
11050	2	5	4
11050	3	5	4
11050	4	5	4
11050	5	5	5
11050	6	4	4
11050	7	4	4
11050	8	4	4
11050	9	4	4
11050	10	4	4
11050	11	5	5
11052	1	8	9
11052	2	7	8
11052	3	5	6
11052	4	5	7
11052	5	5	8
11052	6	5	7
11052	7	5	6
11052	8	6	5
11052	9	3	3
11052	10	4	5
11052	11	6	6
11061	1	2	2
11061	2	1	1
11061	3	4	4
11061	4	3	3
11061	5	9	9
11061	6	6	6
11061	7	9	9
11061	8	9	9
11061	9	1	1
11061	10	1	1
11061	11	4	4
11063	1	6	6
11063	2	4	4
11063	3	3	3
11063	4	3	3
11063	5	4	4
11063	6	4	4
11063	7	4	4
11063	8	4	4
11063	9	3	5
11063	10	3	5
11063	11	4	3
11069	1	5	6
11069	2	7	4
11069	3	6	5
11069	4	8	5
11069	5	8	6
11069	6	5	7
11069	7	2	9
11069	8	9	6
11069	9	-77	5
11069	10	-77	5
11069	11	9	6
11074	1	8	8
11074	2	7	6
11074	3	5	4
11074	4	8	5
11074	5	6	7
11074	6	5	4
11074	7	3	2
11074	8	3	3
11074	9	1	2
11074	10	1	1
11074	11	5	5
11088	1	6	8
11088	2	5	4
11088	3	7	5
11088	4	8	6
11088	5	9	7
11088	6	8	6
11088	7	3	7
11088	8	8	9
11088	9	5	5
11088	10	7	7
11088	11	5	8
21002	1	6	6
21002	2	7	5
21002	3	6	5
21002	4	7	5
21002	5	3	3
21002	6	8	8
21002	7	6	6
21002	8	6	4
21002	9	-77	-77
21002	10	-77	-77
21002	11	7	4
21004	1	2	2
21004	2	4	3
21004	3	6	4
21004	4	5	3
21004	5	5	4
21004	6	4	4
21004	7	4	3
21004	8	4	4
21004	9	7	5
21004	10	4	4
21004	11	7	6
21005	1	7	7
21005	2	3	3
21005	3	5	4
21005	4	7	6
21005	5	8	7
21005	6	6	6
21005	7	4	3
21005	8	8	6
21005	9	5	4
21005	10	3	3
21005	11	5	4
21007	1	6	5
21007	2	4	3
21007	3	5	4
21007	4	5	4
21007	5	7	5
21007	6	6	7
21007	7	6	6
21007	8	7	7
21007	9	5	5
21007	10	4	4
21007	11	6	6
21008	1	8	5
21008	2	8	5
21008	3	7	4
21008	4	9	5
21008	5	5	6
21008	6	6	6
21008	7	4	7
21008	8	4	7
21008	9	-77	-77
21008	10	-77	-77
21008	11	5	6
21009	1	8	7
21009	2	6	5
21009	3	4	4
21009	4	8	6
21009	5	7	8
21009	6	6	7
21009	7	5	7
21009	8	5	5
21009	9	4	4
21009	10	4	4
21009	11	7	8
21011	1	5	6
21011	2	8	4
21011	3	6	3
21011	4	6	7
21011	5	9	6
21011	6	6	8
21011	7	1	9
21011	8	1	9
21011	9	-77	6
21011	10	1	5
21011	11	8	9
21012	1	5	5
21012	2	5	4
21012	3	4	3
21012	4	6	5
21012	5	5	5
21012	6	4	3
21012	7	1	5
21012	8	1	5
21012	9	1	5
21012	10	1	3
21012	11	5	3
21013	1	4	2
21013	2	1	1
21013	3	4	3
21013	4	4	2
21013	5	1	1
21013	6	3	3
21013	7	1	1
21013	8	1	1
21013	9	1	1
21013	10	1	1
21013	11	2	2
21014	1	6	3
21014	2	2	2
21014	3	4	4
21014	4	5	3
21014	5	3	2
21014	6	4	2
21014	7	7	7
21014	8	9	9
21014	9	4	4
21014	10	4	4
21014	11	6	6
21015	1	4	3
21015	2	5	4
21015	3	3	2
21015	4	5	4
21015	5	3	3
21015	6	5	6
21015	7	5	4
21015	8	4	3
21015	9	5	4
21015	10	5	5
21015	11	5	4
21017	1	9	7
21017	2	5	4
21017	3	7	5
21017	4	7	5
21017	5	9	7
21017	6	7	5
21017	7	5	3
21017	8	5	3
21017	9	7	5
21017	10	7	5
21017	11	9	7
21018	1	3	3
21018	2	4	3
21018	3	3	3
21018	4	4	3
21018	5	3	3
21018	6	4	4
21018	7	2	3
21018	8	4	3
21018	9	4	3
21018	10	4	4
21018	11	5	4
21020	1	4	4
21020	2	4	4
21020	3	3	3
21020	4	6	6
21020	5	4	6
21020	6	6	6
21020	7	5	5
21020	8	5	5
21020	9	2	2
21020	10	2	2
21020	11	5	5
21022	1	4	6
21022	2	4	3
21022	3	3	3
21022	4	5	4
21022	5	4	5
21022	6	3	5
21022	7	6	6
21022	8	7	7
21022	9	5	4
21022	10	4	4
21022	11	6	8
21023	1	5	4
21023	2	5	3
21023	3	3	2
21023	4	7	5
21023	5	8	8
21023	6	8	8
21023	7	3	3
21023	8	3	3
21023	9	2	8
21023	10	8	8
21023	11	3	2
21024	1	3	3
21024	2	4	4
21024	3	3	3
21024	4	4	3
21024	5	4	4
21024	6	3	4
21024	7	3	4
21024	8	3	3
21024	9	2	3
21024	10	3	3
21024	11	3	3
21025	1	7	5
21025	2	6	4
21025	3	5	3
21025	4	8	7
21025	5	5	6
21025	6	7	7
21025	7	8	7
21025	8	7	7
21025	9	9	6
21025	10	5	5
21025	11	8	6
21026	1	6	3
21026	2	5	3
21026	3	4	3
21026	4	6	5
21026	5	5	2
21026	6	4	2
21026	7	6	3
21026	8	6	5
21026	9	7	5
21026	10	4	3
21026	11	5	4
21027	1	2	2
21027	2	4	2
21027	3	4	3
21027	4	5	4
21027	5	3	4
21027	6	2	4
21027	7	1	3
21027	8	1	3
21027	9	1	2
21027	10	1	2
21027	11	1	4
21029	1	5	4
21029	2	5	4
21029	3	4	3
21029	4	6	5
21029	5	6	5
21029	6	5	5
21029	7	4	2
21029	8	3	2
21029	9	5	4
21029	10	6	5
21029	11	6	4
21030	1	8	7
21030	2	8	5
21030	3	7	6
21030	4	8	7
21030	5	8	6
21030	6	8	7
21030	7	7	8
21030	8	7	6
21030	9	-77	7
21030	10	-77	6
21030	11	7	7
21031	1	4	3
21031	2	5	3
21031	3	4	2
21031	4	5	3
21031	5	7	5
21031	6	4	6
21031	7	-77	5
21031	8	7	7
21031	9	-77	2
21031	10	-77	3
21031	11	5	4
21032	1	2	8
21032	2	6	2
21032	3	6	2
21032	4	5	5
21032	5	3	4
21032	6	4	4
21032	7	1	3
21032	8	3	2
21032	9	1	2
21032	10	1	2
21032	11	1	4
21034	1	3	3
21034	2	3	2
21034	3	5	2
21034	4	7	7
21034	5	3	3
21034	6	5	5
21034	7	4	3
21034	8	5	6
21034	9	2	2
21034	10	3	3
21034	11	6	5
21036	1	8	5
21036	2	7	5
21036	3	7	4
21036	4	9	6
21036	5	3	7
21036	6	7	4
21036	7	3	8
21036	8	4	7
21036	9	5	5
21036	10	-77	-77
21036	11	3	5
21038	1	4	5
21038	2	4	4
21038	3	5	4
21038	4	4	5
21038	5	4	5
21038	6	4	4
21038	7	3	5
21038	8	4	5
21038	9	3	3
21038	10	3	3
21038	11	4	4
21039	1	6	5
21039	2	6	5
21039	3	4	2
21039	4	6	3
21039	5	5	4
21039	6	6	3
21039	7	3	7
21039	8	6	6
21039	9	3	3
21039	10	4	4
21039	11	7	5
21041	1	7	4
21041	2	8	4
21041	3	6	4
21041	4	9	7
21041	5	3	6
21041	6	6	7
21041	7	7	7
21041	8	7	8
21041	9	-77	5
21041	10	3	5
21041	11	5	7
21044	1	7	4
21044	2	6	3
21044	3	6	4
21044	4	4	4
21044	5	5	5
21044	6	6	6
21044	7	5	5
21044	8	5	5
21044	9	5	5
21044	10	5	5
21044	11	7	7
21046	1	9	5
21046	2	8	5
21046	3	7	4
21046	4	9	5
21046	5	6	4
21046	6	6	3
21046	7	3	6
21046	8	2	7
21046	9	3	5
21046	10	2	6
21046	11	9	4
21047	1	1	7
21047	2	6	1
21047	3	4	1
21047	4	6	7
21047	5	7	9
21047	6	6	7
21047	7	6	8
21047	8	8	8
21047	9	6	6
21047	10	5	6
21047	11	8	7
21049	1	2	2
21049	2	2	2
21049	3	2	1
21049	4	2	2
21049	5	2	2
21049	6	2	2
21049	7	3	3
21049	8	2	2
21049	9	-77	-77
21049	10	2	2
21049	11	3	3
21056	1	2	6
21056	2	6	3
21056	3	4	1
21056	4	4	3
21056	5	3	3
21056	6	4	5
21056	7	2	4
21056	8	5	5
21056	9	3	4
21056	10	3	4
21056	11	3	4
21069	1	9	6
21069	2	8	5
21069	3	7	5
21069	4	9	5
21069	5	3	5
21069	6	5	5
21069	7	5	7
21069	8	7	7
21069	9	5	5
21069	10	5	5
21069	11	4	6
21072	1	7	3
21072	2	6	3
21072	3	-77	-77
21072	4	7	5
21072	5	5	7
21072	6	4	8
21072	7	4	8
21072	8	8	8
21072	9	-77	-77
21072	10	4	5
21072	11	4	8
21083	1	2	2
21083	2	2	3
21083	3	2	2
21083	4	1	1
21083	5	2	2
21083	6	5	5
21083	7	4	4
21083	8	3	3
21083	9	1	1
21083	10	2	2
21083	11	3	2
21090	1	4	6
21090	2	6	2
21090	3	3	2
21090	4	5	2
21090	5	2	4
21090	6	3	6
21090	7	6	9
21090	8	5	3
21090	9	1	1
21090	10	1	1
21090	11	2	8
21094	1	5	3
21094	2	5	4
21094	3	6	4
21094	4	6	4
21094	5	3	5
21094	6	6	5
21094	7	3	3
21094	8	5	4
21094	9	5	4
21094	10	6	5
21094	11	6	5
31001	1	5	5
31001	2	5	4
31001	3	5	5
31001	4	6	5
31001	5	5	5
31001	6	5	4
31001	7	5	6
31001	8	5	5
31001	9	5	5
31001	10	5	5
31001	11	6	5
31002	1	8	5
31002	2	7	4
31002	3	-77	-77
31002	4	7	5
31002	5	6	5
31002	6	9	6
31002	7	2	5
31002	8	5	6
31002	9	-77	-77
31002	10	-77	-77
31002	11	5	6
31004	1	3	4
31004	2	5	3
31004	3	4	3
31004	4	3	3
31004	5	1	1
31004	6	3	3
31004	7	2	2
31004	8	2	2
31004	9	6	6
31004	10	2	2
31004	11	4	4
31005	1	6	4
31005	2	5	3
31005	3	5	5
31005	4	5	4
31005	5	6	4
31005	6	4	4
31005	7	1	1
31005	8	1	1
31005	9	1	1
31005	10	1	1
31005	11	5	4
31006	1	5	4
31006	2	6	3
31006	3	5	4
31006	4	4	4
31006	5	5	3
31006	6	5	5
31006	7	2	2
31006	8	1	1
31006	9	1	1
31006	10	1	1
31006	11	4	3
31007	1	4	3
31007	2	4	3
31007	3	3	2
31007	4	5	3
31007	5	5	4
31007	6	6	4
31007	7	2	2
31007	8	3	3
31007	9	5	3
31007	10	4	3
31007	11	6	4
31008	1	2	3
31008	2	4	4
31008	3	5	5
31008	4	4	4
31008	5	4	4
31008	6	5	5
31008	7	2	2
31008	8	3	3
31008	9	2	2
31008	10	3	3
31008	11	5	5
31010	1	5	3
31010	2	2	1
31010	3	2	1
31010	4	4	2
31010	5	2	1
31010	6	3	2
31010	7	6	4
31010	8	6	4
31010	9	7	6
31010	10	4	4
31010	11	5	5
31011	1	6	4
31011	2	3	3
31011	3	2	2
31011	4	6	5
31011	5	5	5
31011	6	6	8
31011	7	3	7
31011	8	5	4
31011	9	3	3
31011	10	3	3
31011	11	4	5
31012	1	6	5
31012	2	7	7
31012	3	6	5
31012	4	4	5
31012	5	7	7
31012	6	6	5
31012	7	4	7
31012	8	8	7
31012	9	5	7
31012	10	4	5
31012	11	4	6
31013	1	5	5
31013	2	5	5
31013	3	3	3
31013	4	5	5
31013	5	5	4
31013	6	4	4
31013	7	3	3
31013	8	3	3
31013	9	3	3
31013	10	2	3
31013	11	4	4
31018	1	4	2
31018	2	4	3
31018	3	3	5
31018	4	2	3
31018	5	2	4
31018	6	2	2
31018	7	1	1
31018	8	1	1
31018	9	1	1
31018	10	1	1
31018	11	2	2
31020	1	6	5
31020	2	4	6
31020	3	2	3
31020	4	6	4
31020	5	3	4
31020	6	7	8
31020	7	7	8
31020	8	5	6
31020	9	9	9
31020	10	6	7
31020	11	5	4
31021	1	8	7
31021	2	6	1
31021	3	6	1
31021	4	8	6
31021	5	6	6
31021	6	6	6
31021	7	5	7
31021	8	7	7
31021	9	4	5
31021	10	5	5
31021	11	7	7
31023	1	1	1
31023	2	3	2
31023	3	4	4
31023	4	1	1
31023	5	4	2
31023	6	-77	-77
31023	7	3	2
31023	8	3	3
31023	9	1	1
31023	10	2	2
31023	11	5	5
31024	1	-77	-77
31024	2	5	4
31024	3	5	3
31024	4	5	4
31024	5	6	2
31024	6	-77	-77
31024	7	4	2
31024	8	5	4
31024	9	-77	-77
31024	10	-77	-77
31024	11	5	3
31025	1	4	3
31025	2	4	4
31025	3	3	3
31025	4	4	3
31025	5	3	3
31025	6	3	3
31025	7	1	1
31025	8	1	1
31025	9	2	2
31025	10	2	1
31025	11	3	2
31027	1	-77	-77
31027	2	5	4
31027	3	2	4
31027	4	5	5
31027	5	1	3
31027	6	4	4
31027	7	4	5
31027	8	4	4
31027	9	4	4
31027	10	4	4
31027	11	2	3
31028	1	4	3
31028	2	4	4
31028	3	4	3
31028	4	4	3
31028	5	4	4
31028	6	4	4
31028	7	4	4
31028	8	4	4
31028	9	5	4
31028	10	4	4
31028	11	4	4
31029	1	5	4
31029	2	5	3
31029	3	6	5
31029	4	4	4
31029	5	4	4
31029	6	4	3
31029	7	1	1
31029	8	1	1
31029	9	1	1
31029	10	1	1
31029	11	6	4
31031	1	1	1
31031	2	1	1
31031	3	2	2
31031	4	8	8
31031	5	3	3
31031	6	1	1
31031	7	3	3
31031	8	3	2
31031	9	2	3
31031	10	3	2
31031	11	4	4
31032	1	8	8
31032	2	6	7
31032	3	8	8
31032	4	9	8
31032	5	7	7
31032	6	7	7
31032	7	-77	9
31032	8	8	8
31032	9	-77	9
31032	10	-77	-77
31032	11	7	5
31035	1	5	6
31035	2	5	6
31035	3	5	6
31035	4	7	7
31035	5	5	6
31035	6	7	6
31035	7	1	1
31035	8	1	1
31035	9	1	1
31035	10	1	1
31035	11	5	6
31036	1	6	5
31036	2	6	4
31036	3	5	5
31036	4	6	3
31036	5	5	5
31036	6	5	5
31036	7	3	5
31036	8	5	3
31036	9	3	3
31036	10	3	3
31036	11	5	5
31037	1	5	5
31037	2	5	5
31037	3	6	5
31037	4	5	5
31037	5	4	5
31037	6	4	4
31037	7	3	4
31037	8	3	3
31037	9	2	2
31037	10	3	3
31037	11	3	3
31038	1	5	3
31038	2	4	2
31038	3	6	3
31038	4	7	5
31038	5	8	4
31038	6	4	5
31038	7	4	6
31038	8	7	5
31038	9	8	5
31038	10	4	2
31038	11	8	4
31039	1	5	4
31039	2	6	4
31039	3	3	5
31039	4	4	5
31039	5	5	3
31039	6	4	5
31039	7	3	1
31039	8	1	1
31039	9	2	1
31039	10	1	1
31039	11	1	1
31040	1	4	3
31040	2	5	2
31040	3	3	3
31040	4	4	3
31040	5	5	3
31040	6	3	5
31040	7	2	5
31040	8	2	6
31040	9	1	1
31040	10	1	1
31040	11	6	3
31043	1	5	4
31043	2	6	3
31043	3	7	3
31043	4	6	4
31043	5	7	3
31043	6	3	5
31043	7	4	3
31043	8	4	5
31043	9	2	2
31043	10	2	2
31043	11	6	5
31044	1	5	5
31044	2	5	3
31044	3	6	4
31044	4	6	5
31044	5	6	4
31044	6	6	3
31044	7	5	6
31044	8	4	6
31044	9	5	5
31044	10	4	4
31044	11	7	5
31045	1	7	5
31045	2	8	4
31045	3	7	5
31045	4	8	5
31045	5	6	6
31045	6	5	6
31045	7	4	6
31045	8	6	6
31045	9	6	6
31045	10	5	6
31045	11	6	6
31046	1	6	8
31046	2	5	5
31046	3	6	5
31046	4	8	8
31046	5	5	9
31046	6	7	7
31046	7	8	7
31046	8	8	8
31046	9	-77	6
31046	10	-77	7
31046	11	8	9
31048	1	5	3
31048	2	2	2
31048	3	7	3
31048	4	5	4
31048	5	5	4
31048	6	7	5
31048	7	2	1
31048	8	6	4
31048	9	2	2
31048	10	-77	-77
31048	11	5	5
31049	1	6	5
31049	2	7	5
31049	3	5	5
31049	4	6	4
31049	5	7	6
31049	6	5	5
31049	7	1	1
31049	8	1	1
31049	9	1	1
31049	10	1	1
31049	11	6	5
31050	1	2	4
31050	2	4	2
31050	3	3	4
31050	4	3	3
31050	5	2	2
31050	6	3	3
31050	7	2	2
31050	8	2	2
31050	9	3	3
31050	10	3	3
31050	11	3	3
31052	1	6	6
31052	2	7	7
31052	3	7	7
31052	4	5	5
31052	5	6	6
31052	6	7	7
31052	7	6	6
31052	8	6	6
31052	9	5	5
31052	10	7	7
31052	11	7	7
31058	1	7	7
31058	2	4	3
31058	3	6	6
31058	4	4	3
31058	5	7	5
31058	6	7	5
31058	7	7	7
31058	8	6	6
31058	9	4	3
31058	10	-77	-77
31058	11	8	6
31059	1	2	3
31059	2	4	3
31059	3	3	3
31059	4	4	4
31059	5	3	3
31059	6	3	3
31059	7	1	1
31059	8	2	2
31059	9	5	4
31059	10	3	3
31059	11	4	4
31060	1	5	5
31060	2	4	4
31060	3	2	2
31060	4	6	6
31060	5	3	3
31060	6	8	8
31060	7	8	8
31060	8	5	5
31060	9	8	8
31060	10	7	7
31060	11	6	6
31079	1	5	4
31079	2	5	5
31079	3	5	4
31079	4	5	4
31079	5	5	5
31079	6	3	3
31079	7	6	6
31079	8	7	7
31079	9	5	5
31079	10	4	4
31079	11	5	5
31096	1	1	1
31096	2	3	3
31096	3	4	4
31096	4	3	3
31096	5	5	5
31096	6	-77	-77
31096	7	3	2
31096	8	3	3
31096	9	2	2
31096	10	-77	-77
31096	11	5	5
31098	1	4	5
31098	2	4	3
31098	3	4	4
31098	4	3	3
31098	5	3	3
31098	6	4	3
31098	7	1	1
31098	8	1	1
31098	9	2	1
31098	10	3	3
31098	11	4	3
31108	1	6	6
31108	2	7	6
31108	3	7	7
31108	4	6	7
31108	5	5	7
31108	6	6	8
31108	7	2	8
31108	8	5	6
31108	9	7	8
31108	10	1	-77
31108	11	6	7
31134	1	6	6
31134	2	5	5
31134	3	-77	5
31134	4	8	6
31134	5	7	6
31134	6	5	7
31134	7	1	9
31134	8	7	7
31134	9	-77	-77
31134	10	-77	-77
31134	11	6	7
41001	1	4	4
41001	2	8	4
41001	3	9	2
41001	4	4	4
41001	5	9	4
41001	6	7	3
41001	7	6	2
41001	8	8	5
41001	9	3	3
41001	10	2	2
41001	11	6	3
41002	1	5	5
41002	2	3	5
41002	3	4	4
41002	4	6	6
41002	5	5	5
41002	6	8	8
41002	7	4	4
41002	8	4	4
41002	9	5	5
41002	10	2	2
41002	11	3	3
41003	1	5	5
41003	2	6	5
41003	3	6	6
41003	4	5	5
41003	5	7	7
41003	6	5	5
41003	7	6	6
41003	8	7	6
41003	9	6	6
41003	10	7	7
41003	11	6	6
41004	1	5	6
41004	2	4	5
41004	3	4	5
41004	4	5	5
41004	5	3	5
41004	6	5	5
41004	7	5	5
41004	8	5	5
41004	9	5	5
41004	10	5	5
41004	11	3	3
41005	1	5	5
41005	2	4	4
41005	3	4	4
41005	4	4	4
41005	5	5	5
41005	6	5	5
41005	7	5	6
41005	8	6	6
41005	9	2	2
41005	10	2	2
41005	11	6	6
41006	1	7	6
41006	2	7	5
41006	3	7	6
41006	4	8	5
41006	5	5	6
41006	6	6	7
41006	7	4	8
41006	8	6	7
41006	9	5	5
41006	10	5	5
41006	11	4	6
41007	1	5	5
41007	2	5	5
41007	3	6	6
41007	4	5	5
41007	5	5	5
41007	6	6	6
41007	7	5	5
41007	8	6	6
41007	9	5	5
41007	10	7	7
41007	11	7	7
41009	1	7	4
41009	2	7	5
41009	3	6	3
41009	4	5	4
41009	5	6	4
41009	6	7	5
41009	7	4	4
41009	8	4	4
41009	9	7	4
41009	10	4	5
41009	11	7	5
41010	1	5	6
41010	2	6	3
41010	3	2	2
41010	4	5	5
41010	5	4	6
41010	6	4	7
41010	7	3	7
41010	8	5	5
41010	9	6	4
41010	10	5	5
41010	11	4	7
41011	1	5	5
41011	2	6	5
41011	3	6	5
41011	4	7	5
41011	5	5	4
41011	6	6	6
41011	7	4	4
41011	8	5	5
41011	9	4	5
41011	10	5	3
41011	11	7	6
41012	1	4	4
41012	2	4	4
41012	3	5	4
41012	4	5	3
41012	5	6	4
41012	6	5	5
41012	7	5	5
41012	8	3	4
41012	9	3	3
41012	10	3	3
41012	11	3	4
41013	1	9	5
41013	2	8	3
41013	3	5	2
41013	4	8	4
41013	5	4	2
41013	6	7	5
41013	7	1	1
41013	8	1	1
41013	9	4	3
41013	10	6	5
41013	11	8	4
41014	1	5	4
41014	2	6	3
41014	3	4	2
41014	4	7	7
41014	5	3	3
41014	6	7	7
41014	7	6	3
41014	8	7	4
41014	9	2	2
41014	10	3	3
41014	11	7	7
